C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,time
-5.127684405359277,-3.619664308793836,-5.0842773857534205,-4.722206106295084,-4.678172813518344,-4.377928043601406,-3.6774861487608574,-4.554058866800137,-4.804878048151171,-3.625361030780863,-3.367429569605148,-4.955380860146758,-4.915217659491129,-4.4659914759575825,-3.6345353957204916,-5.118873516459563,20
-5.106045047490245,-3.5085062788039743,-5.240548326592456,-4.508132917994693,-4.840390943020139,-4.5202501306444605,-3.7792716156039057,-4.682891549534953,-5.003866852817262,-3.74103465841555,-3.439122901014411,-5.140053110767613,-5.0840451260701816,-4.394090712818955,-3.7024021522433745,-4.88695559335202,21
-5.087291281319082,-3.40760908200441,-5.377960333387895,-4.31668725173276,-4.983942434562129,-4.647247299465828,-3.8705406280834556,-4.796725582402857,-5.18200112466595,-3.844516289522446,-3.5030453898707634,-5.307265709352751,-5.237534095854815,-4.3301832343426945,-3.7632180702967286,-4.680497539317367,22
-5.0714231068457885,-3.316972718395144,-5.496513406139739,-4.147869107509284,-5.108827288144315,-4.758919550065512,-3.951293186199507,-4.895560965403847,-5.339280863697236,-3.9358059241015533,-3.559197036174207,-5.457018655902172,-5.37568456884503,-4.274269040528801,-3.8169831498805524,-4.499499354355602,23
-5.058440524070363,-3.2365971879761752,-5.596207544847988,-4.001678485324265,-5.215045503766695,-4.85526688244351,-4.02152928995206,-4.979397698537924,-5.475706069911118,-4.01490356215287,-3.60757783992474,-5.58931195041588,-5.498496545040826,-4.226348131377273,-3.8636973909948464,-4.343961038466726,24
-5.048343532992808,-3.1664824907475033,-5.6770427495126405,-3.8781153851777033,-5.302597081429273,-4.9362892965998215,-4.081248939341115,-5.048235781805088,-5.591276743307599,-4.081809203676398,-3.648187801122364,-5.704145592893869,-5.605970024442203,-4.186420506888112,-3.9033607936396115,-4.213882591650738,25
-5.0411321336131225,-3.1066286267091296,-5.739019020133698,-3.7771798070696025,-5.371482021132044,-5.001986792534448,-4.130452134366669,-5.10207521520534,-5.685992883886678,-4.136522848672136,-3.681026919767078,-5.801519583336144,-5.698105007049162,-4.154486167061317,-3.9359733578148464,-4.10926401390764,26
-5.036806325931305,-3.0570355958610542,-5.78213635671116,-3.6988717509999613,-5.421700322875012,-5.05235937024739,-4.169138875028727,-5.140915998738679,-5.759854491648355,-4.179044497140086,-3.7060951958588833,-5.881433921742703,-5.774901492861703,-4.13054511189689,-3.961535083520552,-4.030105305237431,27
-5.035366109947357,-3.017703398203275,-5.806394759245026,-3.64319121696878,-5.453251986658174,-5.087407029738645,-4.197309161327285,-5.164758132405105,-5.812861566592627,-4.2093741490802445,-3.723392629397778,-5.943888608113544,-5.836359481879824,-4.114597341394827,-3.980045970756727,-3.97640646564011,28
-5.0368114856612785,-2.988632033735794,-5.811794227735297,-3.610138204976062,-5.466137012481532,-5.107129771008216,-4.214962993262345,-5.173601616204618,-5.8450141087195,-4.227511804492614,-3.7329192203837636,-5.988883642448671,-5.8824789741035275,-4.106642855555132,-3.9915060195233725,-3.9481674951156793,29
-5.041142453073068,-2.9698215024586103,-5.798334762181971,-3.5997127150218056,-5.460355400345085,-5.111527594056102,-4.222100370833907,-5.167446450137218,-5.856312118028971,-4.233457463377194,-3.7346749688168392,-6.016419024748082,-5.913259969532812,-4.1066816543778035,-3.995915229820488,-3.9453883936641376,30
-5.0563187291819265,-2.968124496748612,-5.754795030558471,-3.6345943677256454,-5.422693755880472,-5.091520106577709,-4.2071960669402575,-5.133877537056181,-5.83312276203312,-4.214668487997785,-3.719258798724772,-6.018444020007826,-5.917728385298485,-4.124150083129597,-3.985469166866585,-3.993411924363249,31
-5.086762378987411,-2.9873480679262916,-5.674940959516694,-3.727382952320709,-5.345811304438602,-5.0420626461816,-4.1638471776360015,-5.06599760076888,-5.767872244905323,-4.164176746278723,-3.681447890122986,-5.990485997670156,-5.889787508695437,-4.1642905558476,-3.955832033560836,-4.106317400033992,32
-5.127166924490053,-3.0229237544070586,-5.566253437074363,-3.8629587217272405,-5.238516975598386,-4.969208807737503,-4.099737187655615,-4.972083372706467,-5.669649121637532,-4.090343996710804,-3.6275096269929716,-5.937912114404371,-5.8367533949698,-4.220812175687309,-3.912206786424234,-4.267209645291194,33
-5.172225887690386,-3.0702830946063213,-5.436213351249195,-4.026201928865484,-5.109619698938728,-4.879012186115142,-4.0225495817335695,-4.860411584300091,-5.547541947221688,-4.00153199778483,-3.5637113933162174,-5.866089526879768,-5.7659420993677,-4.287424045804218,-3.859796381977771,-4.459193484749678,34
-5.216632790588944,-3.1248576269394857,-5.292301590058911,-4.2019928266556805,-4.967928404038538,-4.777526376184249,-3.9399678446043436,-4.739258966980901,-5.410639276649739,-3.9061025079915987,-3.4963205730742133,-5.78038539176565,-5.684669677135268,-4.3578352693538225,-3.8038037767424395,-4.665373743024263,35
-5.255081155186259,-3.1820788898219616,-5.141999041521232,-4.375211668018076,-4.822252020476722,-4.67080497281455,-3.8596754610024098,-4.61690225218005,-5.268029664913633,-3.8124172858219105,-3.4316045502484482,-5.686166865731316,-5.600252183518633,-4.425754949491622,-3.749431927239233,-4.8688552447297795,36
-5.282264503482866,-3.237378421669157,-4.992786593653879,-4.5307387058729125,-4.681399477832188,-4.564901570875775,-3.7893559156622434,-4.501618171328686,-5.128801667005314,-3.7288380897665645,-3.3758307088204127,-5.588801105446065,-5.520005673763923,-4.48489218937311,-3.701883789989144,-5.052742814481049,37
-5.292876357479296,-3.286187760896479,-4.8521451344745685,-4.653454193140435,-4.554179705683844,-4.465869765237649,-3.7366926933183193,-4.4016834558579605,-5.002043837916731,-3.66372667831636,-3.335266432771594,-5.493655267579197,-5.451246203117268,-4.528956092153783,-3.666362321513165,-5.200141276892895,38
-5.281610239176082,-3.3239384459193375,-4.727555552001024,-4.728238382740886,-4.449401633610597,-4.379763150769902,-3.7093692787051125,-4.32537483719902,-4.896844732639828,-3.6254448099620964,-3.3161791060834824,-5.406096508800011,-5.401289826824797,-4.551655760989138,-3.6480704783322877,-5.294155456580142,39
-5.2431596705737595,-3.346062015153139,-4.626498734250965,-4.739971527594509,-4.375874191191356,-4.3126353223422615,-3.7150691565570977,-4.28096904678302,-4.8222929061665525,-3.6223542431945743,-3.3248361127375676,-5.331491985777809,-5.3774526001326395,-4.5467002990346685,-3.6522112169675056,-5.317890178157613,40
-5.169485943231726,-3.353776587498089,-4.542889828523462,-4.681374133508577,-4.330992969207601,-4.260242151212647,-3.7584190342174084,-4.268886971792261,-4.774690537129171,-3.6589510832302463,-3.3660145016668164,-5.262484966937541,-5.379579088161605,-4.50963009636416,-3.682186302094516,-5.263835041798152,41
-5.061626122237985,-3.3524965595420273,-4.465590403151473,-4.5640817747550235,-4.304175887419063,-4.213947985992774,-3.834021246411294,-4.280779161399426,-4.742558112183588,-3.72906171305076,-3.4358686796309637,-5.189422438932317,-5.399995917945788,-4.444491484931419,-3.7344899443632307,-5.1453385257749975,42
-4.927887389885972,-3.3439478862318106,-4.394500977703553,-4.401347306951088,-4.292265368872033,-4.173219137583072,-3.9345227189464014,-4.311766840021228,-4.723311648357214,-3.825043307794701,-3.5277320673516472,-5.114227135773664,-5.434742237601244,-4.357752480711983,-3.8039637692559687,-4.976793771853578,43
-4.776576928469128,-3.3298565225142998,-4.329522071748255,-4.2064235857140115,-4.292103836612793,-4.137521916883971,-4.052570377630377,-4.35697123207438,-4.714367162677457,-3.9392530426006545,-3.6349380855505053,-5.038821791473119,-5.479857195244028,-4.25588109968139,-3.8854494022550465,-4.772593921799321,44
-4.616001920280888,-3.3119484233363523,-4.270554204854129,-3.9925634666610312,-4.300533713687632,-4.1063226347958945,-4.180811148270867,-4.411513561975594,-4.713140672171724,-4.064048092607208,-3.750820154949177,-4.965129140042211,-5.5313799389901925,-4.145345357815173,-3.97378846884278,-4.547132117377649,45
-4.454469547614689,-3.2919495436448285,-4.2174978965897285,-3.7730198054093855,-4.314397423142836,-4.079087602219273,-4.311891956675519,-4.470515054141584,-4.717048193867424,-4.1917856329529455,-3.868711696269301,-4.895071915492474,-5.585349616955792,-4.032613271088869,-4.063822594501489,-4.314801500353991,46
-4.3002869927639695,-3.271585838386585,-4.170253666523605,-3.561045457576311,-4.3305373880246885,-4.055283130054533,-4.438459728651982,-4.529096932989065,-4.723505744791964,-4.314822838776456,-3.981946130232518,-4.830572851835437,-5.637805377256884,-3.9241528554780127,-4.15039340471349,-4.0899952124937675,47
-4.161761438022167,-3.2525832625084825,-4.128722034224312,-3.369893278779049,-4.345796031379479,-4.034375529202102,-4.553161390007901,-4.582380422934748,-4.729929341972755,-4.425516885216323,-4.083856877560463,-4.773554683082634,-5.6847863680095205,-3.8264321269581423,-4.228342524961099,-3.8871063955624088,48
-4.047200065682721,-3.2366677709573795,-4.0928035192604035,-3.2128161246348395,-4.35701577625349,-4.015831110562409,-4.648643866550921,-4.625486748395349,-4.733735002437203,-4.516224947411134,-4.167777358974777,-4.725940143245598,-5.722331737329758,-3.745919101504793,-4.292511580726634,-3.720528191325341,49
-3.9649100580390666,-3.2255653186801343,-4.062398641200428,-3.103066850760919,-4.36103904569301,-3.9991161850358807,-4.717554084088691,-4.653537133787577,-4.732338743212717,-4.579304200499475,-4.227040995197099,-4.689651966335859,-5.746480633333649,-3.6890817950935,-4.337742197492412,-3.6046537415479887,50
-3.91511420696213,-3.2154017009190543,-4.040847871325396,-3.0370254887071404,-4.360453590834075,-3.9875963414936804,-4.764675961286677,-4.668081471831176,-4.731741712244579,-4.6184829762738815,-4.264178053675042,-4.670675791038588,-5.7684090225530325,-3.654216862326341,-4.363926609758197,-3.5349385034138234,51
-3.889321430001824,-3.2022347024934916,-4.030110191905515,-2.998937242768506,-4.359971575445001,-3.9836948068934173,-4.800292641010354,-4.675040285012372,-4.737957566659151,-4.643758462623525,-4.287507728168178,-4.670343025796544,-5.798433325385244,-3.633670428081692,-4.37635437322738,-3.4939315098235917,52
-3.8827680979700663,-3.187688262715878,-4.028013888993142,-2.9838527276799836,-4.3596220415204945,-3.9854643492651904,-4.825299885367387,-4.6760907423976095,-4.748421087255465,-4.656891118831944,-4.2990468288660715,-4.6835950592576605,-5.831303370744582,-3.6249847137495363,-4.377963095187719,-3.476666266118632,53
-3.8906905816787747,-3.1733863208986426,-4.03238724864063,-2.986822558176539,-4.359434031055259,-3.990957736639098,-4.840593456465439,-4.6729100130533325,-4.760567054832549,-4.65964140418268,-4.300812165958294,-4.705373280069858,-5.861768987545348,-3.6257019407198596,-4.371690382926977,-3.478176277640282,54
-3.9083252519398655,-3.1609528163542135,-4.0410585569003334,-3.0028973489931374,-4.359436586044002,-3.9982277370452377,-4.8470691164121735,-4.667175266045982,-4.771830250189432,-4.65376977795927,-4.294820549634411,-4.73061907688106,-5.884580004701841,-3.6333643303826446,-4.36047384373291,-3.4934950497298782,55
-3.930908479565257,-3.1520116883950213,-4.051856099824607,-3.027127714864745,-4.359658748481429,-4.0053271185137085,-4.8456226273152545,-4.660563670442001,-4.779645454125145,-4.641036699445255,-4.283088790083993,-4.754273838339195,-5.894486251128361,-3.6455141041278765,-4.347251084893278,-3.517656087728759,56
-3.9536766353668664,-3.1481868763334955,-4.062608163465807,-3.0545642705263276,-4.360129560362246,-4.0103086490746085,-4.837149751282348,-4.654752395307835,-4.781447447438715,-4.623202627924175,-4.267633697496606,-4.771278953092187,-5.886237555739208,-3.6596934833455395,-4.334959713695841,-3.5456928969782635,57
-3.9718660901566114,-3.151102319482065,-4.071143033876286,-3.0802576307128517,-4.360878063681159,-4.011225096758036,-4.822546250421113,-4.651418609709925,-4.774671010929175,-4.602028022679569,-4.25047208206182,-4.7765758097879605,-5.85458374744868,-3.6734446894256165,-4.326537337428357,-3.5726389828197265,58
