C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-3.681067436057651,-3.810728578864943,-3.505191066148681,-3.661955684498835,-3.853855558648195,-3.8791499329352574,-3.8840488582033412,-4.153635348353105,-3.8357719122379907,-3.297503242040964,-3.631663722591732,-3.806124857906732,-3.890275749459257,-3.9802643756965694,-3.9786655665618382,-3.9249669879143885,-4.054378587095728,-3.8205051121561127,-3.975104841750259,-3.775929976732174,-4.216391426625149,10
-3.678992331510242,-3.81093834577875,-3.50450042146216,-3.6613934152334346,-3.8543327960737708,-3.880489296265688,-3.8838961982745177,-4.154488608687856,-3.8368563065630363,-3.2979430936259204,-3.633254550280973,-3.812669383566687,-3.8908258165022587,-3.9793533375255286,-3.9775536407920384,-3.923013929812047,-4.056461249000688,-3.819958806100272,-3.979422445484475,-3.774786658132733,-4.216153286501421,11
-3.6733599048815613,-3.811507713116225,-3.5026258144558873,-3.659867255798777,-3.8556281548003324,-3.8841247110197124,-3.883481835610568,-4.156804601025039,-3.8397996625881596,-3.2991369764993728,-3.637572511151771,-3.8304330960722797,-3.8923188556189787,-3.9768805196327026,-3.974535556559725,-3.9177127721056926,-4.0621141884570084,-3.818475975377276,-3.9911416556202055,-3.7716833647913948,-4.215506906165586,12
-3.6650594866919253,-3.81234678077145,-3.4998632357098014,-3.657618178737175,-3.857537104502634,-3.8894821643414317,-3.8828711958952735,-4.160217642364044,-3.844137239888341,-3.3008963828391975,-3.643935821908736,-3.8566111987121,-3.894519123790986,-3.9732363669485373,-3.970087853480525,-3.9099005396963267,-4.070444836076847,-3.8162907511539137,-4.008412070557069,-3.7671100903936314,-4.2145543456706696,13
-3.654980407461654,-3.813365648638511,-3.49650867580384,-3.654887156590945,-3.8598551148554283,-3.8959876433749487,-3.882129704812416,-4.164362049704264,-3.849404298038562,-3.3030328048232707,-3.6516626992564793,-3.8883988947747388,-3.8971908779998525,-3.9688113244034806,-3.964687071170068,-3.900414257484954,-4.080560622472367,-3.8136372645969736,-4.029383288694692,-3.7615568286249195,-4.213397665069701,14
-3.644011997711064,-3.814474416611488,-3.492858125317941,-3.6519151619024006,-3.8623776555334697,-3.9030671352643647,-3.881322788045777,-4.168872140045093,-3.855136096613802,-3.305357734629468,-3.6600713598996117,-3.9229913875487874,-3.9000983752271488,-3.9639958369279773,-3.958809749243983,-3.8900909503725787,-4.091568978255727,-3.8107496468732447,-4.052204908432692,-3.7555135731707328,-4.212138924415706,15
-3.633043587960474,-3.815583184584465,-3.489207574832042,-3.648943167213856,-3.8649001962115106,-3.9101466271537806,-3.8805158712791377,-4.173382230385922,-3.860867895189042,-3.307682664435665,-3.668480020542744,-3.9575838803228356,-3.903005872454445,-3.959180349452474,-3.9529324273178976,-3.8797676432602026,-4.102577334039086,-3.8078620291495158,-4.075026528170692,-3.7494703177165465,-4.210880183761711,16
-3.6229645087302025,-3.8166020524515254,-3.4858530149260814,-3.646212145067626,-3.867218206564306,-3.9166521061872976,-3.879774380196281,-4.177526637726143,-3.866134953339263,-3.309819086419738,-3.676206897890488,-3.989371576385475,-3.9056776266633118,-3.954755306907417,-3.9475316450074414,-3.8702813610488307,-4.112693120434606,-3.8052085425925757,-4.095997746308315,-3.7439170559478345,-4.209723503160743,17
-3.6146640905405674,-3.8174411201067517,-3.483090436179995,-3.643963068006025,-3.8691271562666074,-3.922009559509018,-3.8791637404809864,-4.1809396790651485,-3.8704725306394447,-3.311578492759563,-3.682570208647453,-4.015549679025296,-3.9078778948353197,-3.951111154223252,-3.9430839419282417,-3.8624691286394652,-4.121023768054446,-3.8030233183692133,-4.11326816124518,-3.739343781550072,-4.2087709426658275,18
-3.609031663911886,-3.818010487444226,-3.4812158291737227,-3.6424369085713666,-3.870422514993169,-3.9256449742630424,-3.8787493778170368,-4.18325567140233,-3.873415886664568,-3.3127723756330156,-3.6868881695182507,-4.033313391530888,-3.9093709339520393,-3.948638336330426,-3.9400658576959273,-3.85716797093311,-4.126676707510765,-3.8015404876462173,-4.12498737138091,-3.736240488208733,-4.208124562329991,19
-3.606956559364477,-3.8182202543580326,-3.480525184487201,-3.6418746393059664,-3.8708997524187443,-3.926984337593472,-3.878596717888213,-4.184108931737081,-3.874500280989613,-3.3132122272179716,-3.688478997207492,-4.039857917190843,-3.909921000995041,-3.9477272981593847,-3.9389539319261275,-3.8552149128307684,-4.128759369415725,-3.8009941815903767,-4.129304975115126,-3.735097169609292,-4.207886422206263,20
-3.6152659034973866,-3.8135033602590984,-3.4822286987615176,-3.6375578531694748,-3.8807177973721014,-3.922682903993673,-3.8760889982647737,-4.232093710649717,-3.9201884345982743,-3.3127248155438465,-3.686441139271577,-4.033681926525819,-3.9071377124478546,-3.945590807432616,-3.9539301850940336,-3.852307531893476,-4.128257114856396,-3.797105864776037,-4.120029315459487,-3.7326282764790415,-4.259063804869729,21
-3.6378198375724264,-3.8007003619905637,-3.486852523220377,-3.6258408622275686,-3.9073667765312146,-3.911007584222788,-3.869282330715438,-4.3623381105554415,-4.044199137250353,-3.3114018409997916,-3.6809098105883784,-4.0169185232921825,-3.89958307210549,-3.9397917611742423,-3.9945800151212056,-3.844416069349397,-4.126893852481074,-3.786551861994258,-4.094852524965608,-3.725926995125504,-4.397973843527711,22
-3.6710572141040654,-3.7818327855948284,-3.493666580317644,-3.608573717681603,-3.946638956344644,-3.8938018498235913,-3.8592514522216814,-4.554277226205982,-4.226951751684997,-3.30945219430329,-3.672758378844718,-3.9922145606320876,-3.888449917916743,-3.931245798267167,-4.054485027792829,-3.8327865456002295,-4.124884834243758,-3.7709985947369007,-4.057749886343052,-3.7160514226045023,-4.602683374181579,23
