C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,time
-3.9333334209808375,-3.672074253629517,-3.808680224871079,-3.9644502911964143,-3.9752816732433742,-4.188699026352063,-3.8818848461846778,-4.032877578924017,-3.910291627812136,-3.859662435094999,-3.941523944275449,-3.9550550696724702,-4.08893184342842,-4.141324494407593,-4.136073597887655,-4.12544752887716,-4.306696176778836,-3.9035337195424233,-3.9478147309627047,-4.004478364877139,-3.617060716817575,-4.144851371730864,-4.4568766924696765,10
-3.9330714443767474,-3.6732548249067962,-3.8097706877655506,-3.9643978449198802,-3.975724650702569,-4.18970093525243,-3.881211597486038,-4.033156077208243,-3.909413768577336,-3.860588983538141,-3.943293648932561,-3.956284192421864,-4.088000009839107,-4.139899707702193,-4.135092059409737,-4.12567254995809,-4.308616964416741,-3.9030445681155803,-3.95166656757773,-4.006297563457295,-3.6161705350842834,-4.143445073864417,-4.452605684417903,11
-3.932360365022787,-3.6764592326594125,-3.812730515621974,-3.9642554907407175,-3.9769270180918124,-4.192420402267709,-3.8793842081611576,-4.033912001122573,-3.9070310077971633,-3.8631039007409558,-3.9480971330018644,-3.9596203827416465,-4.085470747239545,-4.136032429501821,-4.132427883541105,-4.126283321463471,-4.313830530862485,-3.901716871385578,-3.9621215526756557,-4.011235388174863,-3.6137543275224906,-4.13962797965549,-4.441012948277375,12
-3.931312458606425,-3.68118151776853,-3.8170923671998604,-3.964045705634581,-3.978698927928591,-4.196428037869174,-3.8766912133665965,-4.035025994259479,-3.903519570857961,-3.866810094513524,-3.9551759516303107,-3.9645368737392213,-4.081743412882293,-4.130333282680219,-4.128501729629436,-4.127183405787189,-4.321513681414107,-3.8997602656782053,-3.977528899135756,-4.0185121824954875,-3.610193600589322,-4.1340027881897035,-4.423928916070278,13
-3.9300400008151284,-3.6869157211153163,-3.8223889012587238,-3.9637909665771307,-3.9808505327303942,-4.201294452528096,-3.873421148258916,-4.036378700211436,-3.8992556831460736,-3.871310472665929,-3.963771659964853,-3.97050689852199,-4.0772173640199165,-4.123412890111132,-4.123734257022409,-4.128276365323133,-4.330843221369648,-3.8973843873192537,-3.996237819837307,-4.027348289884818,-3.6058698607419037,-4.127172198552676,-4.403184019818807,14
-3.9286552673363637,-3.6931558835809364,-3.828152776558074,-3.963513750544023,-3.9831919850147095,-4.206590256715746,-3.869862547994675,-4.03785076257092,-3.8946155700478426,-3.876207943008252,-3.9731258131524436,-3.9770036901973564,-4.0722919579049766,-4.115881874668302,-4.118546125067704,-4.12946576246519,-4.3409959560271485,-3.894798872634512,-4.016597527659583,-4.036964053808502,-3.6011646144373604,-4.119738909830029,-4.380608691545145,15
-3.9272705338575995,-3.699396046046557,-3.833916651857425,-3.963236534510915,-3.9855334372990248,-4.211886060903395,-3.866303947730434,-4.039322824930403,-3.889975456949612,-3.881105413350575,-3.9824799663400343,-3.983500481872723,-4.067366551790038,-4.108350859225472,-4.113357993112999,-4.130655159607247,-4.351148690684649,-3.89221335794977,-4.036957235481859,-4.046579817732185,-3.5964593681328165,-4.112305621107382,-4.358033363271484,16
-3.9259980760663034,-3.705130249393343,-3.8392131859162877,-3.962981795453465,-3.9876850421008285,-4.216752475562317,-3.8630338826227533,-4.0406755308823605,-3.885711569237724,-3.88560579150298,-3.991075674674577,-3.989470506655492,-4.062840502927662,-4.101430466656385,-4.108590520505972,-4.131748119143191,-4.360478230640191,-3.889837479590818,-4.055666156183411,-4.055415925121515,-3.5921356282853982,-4.1054750314703545,-4.337288467020011,17
-3.924950169649941,-3.709852534502461,-3.8435750374941753,-3.9627720103473294,-3.989456951937608,-4.220760111163782,-3.860340887828193,-4.041789524019268,-3.882200132298523,-3.889311985275549,-3.9981544933030237,-3.9943869976530664,-4.059113168570411,-4.095731319834784,-4.104664366594304,-4.1326482034669105,-4.368161381191813,-3.887880873883446,-4.071073502643511,-4.062692719442141,-3.58857490135223,-4.099849840004568,-4.320204434812917,18
-3.924239090295981,-3.7130569422550765,-3.846534865350598,-3.9626296561681658,-3.9906593193268503,-4.223479578179061,-3.8585134985033123,-4.042545447933596,-3.87981737151835,-3.8918269024783636,-4.0029579773723265,-3.9977231879728494,-4.056583905970847,-4.091864041634412,-4.102000190725671,-4.133258974972291,-4.373374947637557,-3.886553177153443,-4.081528487741436,-4.067630544159708,-3.5861586937904377,-4.096032745795641,-4.3086116986723875,19
-3.9239771136918904,-3.714237513532356,-3.8476253282450696,-3.9625772098916316,-3.9911022967860452,-4.224481487079427,-3.857840249804672,-4.042823946217823,-3.8789395122835497,-3.8927534509215054,-4.004727682029438,-3.9989523107222427,-4.055652072381534,-4.090439254929011,-4.101018652247753,-4.13348399605322,-4.375295735275462,-3.8860640257266,-4.0853803243564615,-4.069449742739864,-3.5852685120571453,-4.094626447929194,-4.304340690620614,20
-3.926607539273555,-3.7122332576848596,-3.8417221719594035,-3.960334551848785,-3.983330161231227,-4.276320466038477,-3.8554727694384794,-4.073360634475791,-3.8767027600665,-3.8910822622048262,-4.068445712380859,-3.995369391495115,-4.053658945182416,-4.1220805975963515,-4.090602238070407,-4.12663038128986,-4.432253956903828,-3.881504909403579,-4.127268590441765,-4.066428006496696,-3.585465366094441,-4.08722067621647,-4.362503103854632,21
-3.933747265852357,-3.7067931346702263,-3.825699319184024,-3.954247337161058,-3.962234364725293,-4.417026266070181,-3.8490467513016697,-4.156245931175992,-3.870631575477365,-3.886546178545267,-4.241394651906142,-3.9856443250214824,-4.048249028499097,-4.2079642419791305,-4.062329113874749,-4.10802771264645,-4.58685484418082,-3.8691301650982357,-4.240965312673301,-4.058226150979524,-3.5859996841956714,-4.067119295853359,-4.5203725112041075,22
-3.9442689681790144,-3.698776111280241,-3.802086694041359,-3.945276704989671,-3.931145822506022,-4.624382181906377,-3.839576829836898,-4.278392684207866,-3.8616845666091657,-3.8798614236785496,-4.496266773311823,-3.9713126481129724,-4.040276519702626,-4.334529612648491,-4.0206634571653606,-4.080613253593006,-4.814687730694283,-3.8508936998061505,-4.408518377014513,-4.046139206006851,-3.586787100344854,-4.037496209002459,-4.7530221641401775,23
