C1,C2,C3,C4,C5,C6,C7,C8,time
-6.934518637141747,-6.792100491262308,-6.782323322120902,-6.708420921438047,-7.000000000000002,-6.999999999999999,-6.916930551598136,-1.8712002141474613,10
-6.781455949251324,-6.61456437542564,-6.632789844323151,-6.5546208929362715,-6.831960818627929,-6.8380494072569675,-6.717950821736055,-2.0178127436941296,11
-6.570994753401994,-6.37045221615022,-6.427181312351245,-6.343145853746332,-6.60090694424133,-6.615367342235299,-6.444353693175701,-2.219404971820798,12
-6.317484676583482,-6.076408024295736,-6.17951648974872,-6.088414556540267,-6.322592050093832,-6.34713667300465,-6.114793515591637,-2.4622319738824676,13
-6.035275345785518,-5.7490758107218785,-5.903814140059118,-5.804845753990121,-6.012769809439074,-6.048540267634686,-5.7479246386584375,-2.7325488252341366,14
-5.738716387997825,-5.4050995862883315,-5.614093026825976,-5.506858198767933,-5.687193895530681,-5.734760994195062,-5.362401412050669,-3.016610601230807,15
-5.442157430210132,-5.061123361854785,-5.324371913592834,-5.208870643545745,-5.361617981622289,-5.420981720755436,-4.9768781854429,-3.3006723772274764,16
-5.159948099412169,-4.733791148280926,-5.048669563903231,-4.925301840995597,-5.05179574096753,-5.122385315385471,-4.610009308509701,-3.5709892285791467,17
-4.906438022593659,-4.439746956426443,-4.801004741300708,-4.670570543789534,-4.773480846820035,-4.854154646154826,-4.280449130925639,-3.813816230640816,18
-4.69597682674433,-4.1956347971510235,-4.5953962093288006,-4.459095504599594,-4.542426972433434,-4.631472581133156,-4.006852002365284,-4.015408458767484,19
-4.5429141388539085,-4.018098681314354,-4.445862731531049,-4.305295476097819,-4.374387791061361,-4.469521988390124,-3.807872272503204,-4.162020988314152,20
-4.43125835566336,-3.8871127634362974,-4.335596303892047,-4.192050392560675,-4.252313980364497,-4.352296951926495,-3.6623897272970165,-4.268473593762834,21
-4.334909940101253,-3.771095644681738,-4.238037249228283,-4.092173357186663,-4.147998753225379,-4.252963657930897,-3.536177731193313,-4.359320372683031,22
-4.253056618438717,-3.6693580058778994,-4.152576821331138,-4.004982876030875,-4.0604595857304115,-4.170463127754787,-3.428231001600121,-4.435417885060975,23
-4.1848861169468865,-3.581210527852005,-4.078606273991996,-3.9297974551484054,-3.9887139539660046,-4.103736382749617,-3.337544255925471,-4.497622690882904,24
-4.129586161896891,-3.5059638914312803,-4.015516861002238,-3.865935600594346,-3.9317793340185663,-4.051724444266846,-3.263112211577391,-4.546791350135044,25
-4.086344479559863,-3.442928777442947,-3.9626998361532473,-3.812715818423789,-3.8886732019745027,-4.013368333657923,-3.2039295859639108,-4.583780422803632,26
-4.054348796206937,-3.3914158667142313,-3.919546453236409,-3.7694566146918302,-3.8584130339202245,-3.9876090722743074,-3.158991096493059,-4.609446468874899,27
-4.032786838109242,-3.350735840072355,-3.885447966043102,-3.7354764954535624,-3.840016305942139,-3.973387681467452,-3.1272914605728652,-4.624646048335079,28
-4.0208463315379115,-3.320199378344542,-3.8597956283647106,-3.710093966764076,-3.832500494126654,-3.9696451825888124,-3.107825395611358,-4.630235721170406,29
