ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,mean,points
55569,9.625911914233992e-5,9.83811162270006e-5,7.323363442693362e-5,1.7955255503285813e-5,6.757987842247362e-5,4.886804258370365e-5,3.387074922097277e-5,6.599302622532168e-5,3.1054611944513974e-5,1.8086442157718682e-5,0,2.196751527526866e-5,1.066201234287859e-6,3.603938634848937e-5,5.234833492464685e-5,1.1727763805414489e-4,8.210298077359668e-5,2.025250143708375e-6,5.0829951918141586e-5,17
55571,0,5.4656175681667e-6,7.5872684316192485e-6,1.1340161370496303e-5,3.644013052192205e-5,8.951529295706463e-5,6.0289933613331526e-5,1.0691893396195528e-4,1.365332076870873e-4,1.0238765560471253e-4,3.2702153458040376e-5,6.06721850459801e-5,2.665503085719647e-6,3.421130153371093e-5,4.2675273036396884e-5,5.12284188203545e-5,5.3180339819261484e-5,3.004121046500756e-5,5.081497570475453e-5,17
55578,0,5.7228231007863095e-5,6.102802868911135e-5,4.0635578244278414e-5,5.366637404137611e-5,9.408239974058834e-5,1.0974122747595176e-4,7.648029008283404e-5,5.220387352741573e-5,5.855102461227573e-5,1.1679340520728705e-4,5.1257535642293535e-5,1.066201234287859e-6,3.081628687769381e-5,4.1537265755426304e-5,4.6073357806985495e-5,6.344321241596106e-5,2.362791834326437e-6,5.629218142329154e-5,17
55583,4.335996357763059e-7,0,0,0,7.056134364699452e-5,3.927711833830387e-5,7.180598834846227e-5,7.852658546966572e-5,9.343154800547739e-5,1.3120334311023042e-4,7.474777933266372e-5,0,6.503827529155939e-5,3.8912091057426935e-5,2.5889665642080777e-5,2.9641600826871785e-5,1.0698267191711082e-4,1.3501667624722498e-6,5.9128698384649726e-5,14
55586,1.023295140432082e-4,2.7971101672382522e-5,3.298812361573586e-5,0,1.457605220876882e-5,2.7859351379494605e-5,5.419319875355643e-5,6.445830468519791e-5,3.640885538322328e-5,4.8741428865716445e-5,3.6099779791343274e-5,3.347430899088557e-5,5.570901449154063e-5,3.447245650725071e-5,5.2632836744889495e-5,8.376974146724636e-5,6.997413134113353e-5,1.043003824009813e-4,5.176226954956206e-5,17
55595,0,0,0,2.2680322740992605e-5,1.0103854371987478e-4,1.7446347913060555e-4,3.0415932800433547e-4,4.553007235700488e-5,3.1054611944513974e-5,7.26523184979547e-5,1.5501670145694465e-4,3.1068343032165675e-4,1.5726468205745917e-5,6.79002931203423e-6,9.67306188824996e-6,1.4176417786764768e-5,1.2128849432463146e-5,1.6202001149667e-5,8.613170906325389e-5,15
55597,2.8617575961236194e-5,7.36250837123632e-5,6.597624723147172e-5,6.426091443281237e-5,2.113527570271479e-4,1.781171645574245e-4,1.1041864246037122e-4,7.571292931277216e-5,7.495940814193029e-5,3.985148272039709e-5,1.1466988874897274e-5,2.510573174316418e-5,2.6121930240052542e-5,0,2.845018202426459e-7,0,0,0,7.041938273116309e-5,14
55600,4.335996357763059e-7,1.8968908030696195e-4,1.8407372977580612e-4,5.0085712719692e-5,4.306560879863515e-6,0,1.2193469719550197e-5,1.02314769341584e-5,7.763652986128493e-6,1.410129388567897e-5,1.868694483316593e-5,3.870466977071144e-5,1.066201234287859e-6,8.957615592414389e-5,4.381328031736747e-5,3.7052001033589735e-5,6.437620083384285e-5,1.2354025876621085e-4,5.233495820923153e-5,17
55605,1.5089267325015448e-4,2.3984415916778577e-4,2.945839438885213e-4,2.598786980738736e-4,4.869726533384129e-5,4.110396105171335e-6,1.0838639750711286e-5,1.585878924794552e-5,1.4724169456450592e-5,1.2261994683199106e-6,0,5.230360779825871e-6,0,2.6115497353977806e-7,2.845018202426459e-7,0,9.329884178817804e-7,3.037875215562562e-5,7.184951279265938e-5,15
55614,1.7343985431052237e-6,3.2150691577451177e-6,0,1.1340161370496303e-5,8.61312175972703e-5,1.5436820928310124e-4,2.899336133315269e-4,4.60416462037128e-5,2.9448338912901185e-5,8.123571477619407e-5,1.6988131666514483e-4,3.504341722483333e-4,1.35940657371702e-5,1.1490818835750236e-5,1.4509592832374941e-5,2.1909009306818276e-5,1.834877221834168e-5,2.059004312770181e-5,7.789448000868755e-5,17
55624,1.313806896402207e-4,2.1508812665314836e-4,2.312467465463084e-4,8.599622372626362e-5,5.002236098918391e-5,3.10563261279612e-5,1.761278959490584e-5,2.68576269521658e-5,3.560571886741688e-5,4.5982480061996646e-5,3.822329624965758e-5,2.510573174316418e-5,5.331006171439295e-7,2.6115497353977806e-7,2.2191141978926383e-5,0,3.1099613929392683e-7,4.084254456478556e-5,5.872453267212251e-5,17
55626,1.7170545576741716e-4,9.002193641686329e-5,1.649406180786793e-5,2.1546306603942975e-4,1.1594586984247926e-4,6.713646971779847e-5,1.2193469719550197e-5,5.1157384670792e-6,5.354243438709306e-7,7.970296544079418e-6,3.227745016637751e-5,3.870466977071144e-5,6.663757714299117e-5,4.9358289999018056e-5,1.2091327360312452e-4,6.024977559375026e-5,8.085899621642097e-6,9.788709027923811e-6,6.047763519955414e-5,18
55628,0,0,0,0,1.119705828764514e-4,7.033344446626507e-5,8.467687305243192e-5,7.827079854631175e-5,6.425092126451167e-5,5.364622673899608e-5,1.6648369033184191e-4,2.8243948211059703e-5,3.091983579434791e-5,4.178479576636449e-5,5.690036404852918e-7,1.1244476835411145e-4,5.629030121220075e-5,5.8057170786306745e-5,6.842445436012044e-5,14
55632,9.018872424147164e-5,1.861525042334423e-4,1.8539325472043556e-4,3.024043032132347e-5,3.445248703890812e-5,1.55281630639806e-5,8.80639479745292e-5,5.7040483907933075e-5,4.684963008870643e-5,6.498857182095526e-5,8.154303199926951e-5,4.6027174862467664e-5,2.6655030857196474e-7,3.969555597804627e-5,5.690036404852918e-7,3.0285983453542912e-5,1.2439845571757073e-6,0,5.873702836536735e-5,17
55634,1.4005268235574682e-4,0,0,0,7.65242740960363e-5,4.567106783523706e-5,9.41606828343043e-5,4.8087941590544476e-5,5.889667782580237e-5,5.6098625675635905e-5,2.718101066642317e-5,7.950148385335324e-5,1.367403082974179e-4,4.9358289999018056e-5,2.9588189305235176e-5,1.0116807238736675e-4,3.8252525133153e-5,3.3754169061806245e-7,6.544129156972617e-5,15
55638,0,0,0,6.61509413278951e-6,7.387408278535106e-5,1.0367332398598811e-4,1.0567673756943503e-4,9.5920096257735e-5,9.369926017741286e-5,8.64470625165537e-5,8.451595504090954e-5,6.590254582580597e-5,4.184839844579846e-5,4.517981042238161e-5,3.954575301372778e-5,4.671774043365662e-5,4.011850196891656e-5,5.8394712476924806e-5,6.587527167022577e-5,15
55639,0,0,5.278099778517738e-6,9.450134475413585e-7,5.366637404137611e-5,6.713646971779847e-5,1.1516054735130741e-4,9.566430933438104e-5,7.362084728225296e-5,8.062261504203412e-5,7.389837274933799e-5,6.90407622937015e-5,6.210622189726778e-5,7.834649206193342e-7,1.2660331000797744e-4,3.930734022693867e-5,6.344321241596106e-5,5.063125359270937e-5,6.111926338123264e-5,16
55640,1.591310663299043e-4,4.854754428195128e-5,5.937862250832455e-5,5.670080685248151e-6,3.31273913835655e-7,4.5671067835237057e-7,1.5580544641647474e-4,9.33622270241954e-5,1.2368302343418496e-4,1.5726008181202853e-4,4.714206537457768e-5,7.113290660563184e-5,2.6655030857196474e-7,0,2.845018202426459e-7,2.6097496380180595e-5,3.452057146162588e-5,5.3669128808271934e-5,6.098466457903544e-5,17
55642,0,1.832589419914717e-5,3.331800485189322e-5,1.7955255503285813e-5,5.96293044904179e-5,5.6175413437341576e-5,5.487061373797588e-5,8.261917624332908e-5,8.459704633160704e-5,5.763137501103579e-5,6.752782337439506e-5,4.811931917439801e-5,3.864979474293488e-5,7.260108264405831e-5,4.6373796699551286e-5,5.896101034040801e-5,3.8252525133153e-5,0.00011847713340693992,5.6122621724816e-5,17
55643,0,0,0,0,0,4.3844225121827574e-5,9.348326784988484e-5,1.0538421242183151e-4,1.2047047737095939e-4,1.50822534603349e-4,4.2470329166286206e-7,7.740933954142288e-5,9.96898154059148e-5,7.834649206193342e-7,1.877712013601463e-5,7.281523681383722e-5,8.552393830582987e-5,7.965983898586273e-5,7.300678267453975e-5,13
55644,0,1.2860276630980472e-6,6.597624723147173e-7,9.450134475413585e-7,1.8882613088632335e-5,3.0142904771256458e-5,4.3354559002845144e-5,3.427544772943064e-5,3.774741624290061e-5,3.709253391667729e-5,8.494065833257241e-5,1.8410869944987066e-4,1.0075601664020267e-4,1.1308010354272391e-4,1.0014464072541136e-4,8.505850672058861e-5,6.997413134113353e-5,8.168508912957112e-5,6.024318377745711e-5,17
55648,0,1.5432331957176564e-5,2.47410927118019e-5,0,1.017010915475461e-4,7.901094735496011e-5,7.5870478254979e-5,8.978121009723995e-5,8.513247067547796e-5,5.456587634023602e-5,7.984421883261806e-5,2.8243948211059703e-5,1.087525258973616e-4,7.834649206193342e-7,9.872213162419813e-5,6.379388004044146e-5,9.329884178817804e-7,4.4555503161584246e-5,5.949151000282387e-5,16
55652,0,0,0,0,2.0406473092276348e-4,1.3290280740053983e-4,1.2532177211759923e-4,9.617588318108895e-5,1.0119520099160588e-4,4.5982480061996646e-5,5.308791145785775e-5,6.276432935791045e-6,0,1.190866679341388e-4,1.2233578270433773e-5,2.4808731126838342e-5,2.9544633232923048e-5,3.442925244304237e-5,7.57776986212784e-5,13
55653,0,3.215069157745118e-7,0,3.780053790165434e-6,4.140923922945688e-5,4.704119987029417e-5,5.487061373797588e-5,1.1740619781946764e-4,1.2475387212192683e-4,6.100342354891555e-5,6.413019704109217e-5,1.255286587158209e-5,3.758359350864702e-5,5.223099470795561e-7,5.1779331284161555e-5,1.1276695966744701e-4,9.703079545970517e-5,1.070007159259258e-4,5.837205473372608e-5,16
55664,0,3.2150691577451177e-6,0,0,1.265466350852202e-4,5.1608306653817876e-5,8.941877794336811e-5,1.0640736011524735e-4,9.744723058450938e-5,7.173266889671476e-5,4.969028512455486e-5,5.858004073404975e-5,9.089365522303997e-5,7.521263237945609e-5,3.157970204693369e-5,3.447447052690523e-5,9.143286495241448e-5,5.400667049888999e-6,6.557602443159105e-5,15
55665,0,2.5077539430411916e-5,2.144228035022831e-5,7.087600856560189e-5,4.1210474881155486e-4,2.8087706718670787e-4,1.0432190760059613e-4,4.680900697377468e-5,3.2660884976126766e-5,3.2800835777557606e-5,0,3.765859761474627e-5,2.318987684576093e-5,2.6115497353977806e-7,0,2.0620244053476026e-5,4.7271413172676874e-5,2.362791834326437e-6,7.722229054447242e-5,15
55666,4.335996357763059e-7,1.1574248967882424e-4,1.1446878894660344e-4,6.331590098527102e-5,7.122389147466582e-5,2.557579798773275e-5,6.096734859775098e-5,4.246062927675736e-5,5.648726827838318e-5,8.675361238363367e-5,0,3.033609252299005e-5,7.143548269728654e-5,9.16653957124621e-5,6.99874477796909e-5,6.443826266711258e-7,3.763053285456514e-5,6.10950460018693e-5,5.8836688672996116e-5,17
55667,0,3.215069157745118e-7,0,4.725067237706793e-6,6.691733059480232e-5,9.727937448905493e-5,1.2938626202411597e-4,9.694324395115083e-5,1.0360461053902508e-4,8.706016225071365e-5,8.154303199926951e-5,7.217897876159701e-5,5.304351140582098e-5,4.700789523716006e-5,4.3528778497124825e-5,5.573909720705238e-5,6.0644247162315724e-5,6.177012938310543e-5,6.635582672848688e-5,16
55670,0,0,0,2.8350403426240756e-6,6.294204362877445e-6,1.1874477637161634e-5,3.522557918981168e-5,4.0670120813279637e-5,4.256623533773898e-5,4.1997331789956937e-5,8.324184516592096e-5,1.4645010183512438e-4,6.183967158869582e-5,5.95433339670694e-5,8.904906973594817e-5,1.1792202068081601e-4,1.5021113527896663e-4,1.6877084530903124e-4,7.05660675356682e-5,15
55677,0,0,0,0,1.656369569178275e-6,5.937238818580817e-6,1.3548299688389107e-5,4.297220312346528e-5,4.417250836935177e-5,3.525323471419743e-5,3.907270283298331e-5,3.1382164678955224e-5,7.303478454871833e-5,1.0158928470697367e-4,9.729962252298491e-5,0.00013789788210762091,1.3714929742862173e-4,1.8733563829302467e-4,6.773580224307468e-5,14
55678,0,1.3181783546754983e-5,1.0556199557035476e-5,1.5120215160661736e-5,4.041541748794991e-5,1.5071452385628229e-5,2.9806259314456036e-5,4.527428543365092e-5,3.2928597148062234e-5,3.310738564463758e-5,9.046180112418961e-5,4.811931917439801e-5,1.4766887094886844e-4,8.800922608290521e-5,8.42125387918232e-5,5.7027862460394634e-5,2.1147737471987024e-4,1.8564792983993435e-5,5.7706081292075284e-5,17
55686,0,3.5365760735196294e-6,2.3091686531015105e-6,0,2.2195352226988885e-5,9.271226770553122e-5,6.299959355100935e-5,1.6088997478964082e-4,1.566116205822472e-4,9.748285773143289e-5,6.073257070778927e-5,2.510573174316418e-5,3.6517392274359164e-5,5.092521984025673e-5,3.157970204693369e-5,3.7052001033589735e-5,5.7223289630082535e-5,8.776083956069625e-5,6.160213488439644e-5,16
55687,1.4959187434282554e-4,1.0545426837403987e-4,1.3756047547761855e-4,9.166630441151177e-5,1.2257134811919236e-4,1.1783135501491161e-4,6.0289933613331526e-5,8.415389778345284e-5,8.165221244031692e-5,3.096153657507774e-5,3.949740612464617e-5,2.0921443119303483e-5,2.6655030857196474e-7,3.865093608388715e-5,5.690036404852918e-7,5.8638819027072444e-5,3.1099613929392683e-7,0,6.709343297620818e-5,17
55688,3.21730929746019e-4,2.681367677559428e-4,3.358190984081911e-4,4.262010648411527e-4,1.1594586984247925e-5,4.5671067835237057e-7,0,7.673607700618799e-7,2.677121719354653e-7,9.196496012399329e-7,4.2470329166286206e-7,3.1382164678955226e-6,5.331006171439295e-7,0,2.845018202426459e-7,0,0,0,0.00010540572331954523,13
55691,0,0,0,0,2.252662614082454e-5,5.937238818580817e-5,9.890258772524049e-5,1.5296058016566808e-4,1.4108431460999022e-4,1.315098929773104e-4,2.5906900791434583e-5,1.213443700919602e-4,2.665503085719647e-6,9.035962084476322e-5,4.722730216027922e-5,8.699165460060198e-5,3.327658690445017e-5,4.084254456478556e-5,7.535506234634547e-5,14
55695,0,9.645207473235352e-6,3.9915629575040396e-5,2.2680322740992605e-5,1.1693969158398622e-4,7.033344446626507e-5,1.1719279230456577e-4,1.3659021707101464e-4,1.2743099384128148e-4,4.966107846695638e-5,7.60218892076523e-5,2.719787605509453e-5,0,8.121919677087098e-5,3.072619658620576e-5,3.093036608021404e-5,3.327658690445017e-5,8.37103392732795e-5,6.584198927506907e-5,16
55697,4.335996357763059e-7,3.247219849322569e-5,2.1112399114070952e-5,9.450134475413585e-7,1.384724959833038e-4,1.6487255488520578e-4,1.2464435713317978e-4,9.489694856431915e-5,1.0387232271096053e-4,1.272181948381907e-4,6.880193324938365e-5,8.263970032124877e-5,1.865852160003753e-6,2.037008793610269e-5,2.845018202426459e-7,5.7994436400401324e-5,4.75824093119708e-5,5.3331587117653866e-5,6.343392184015453e-5,18
55703,3.859036758409123e-5,1.446781120985303e-5,2.0782517877913593e-5,2.8350403426240756e-6,6.294204362877446e-5,7.261699785802692e-5,8.874136295894865e-5,9.719903087450479e-5,1.049431713987024e-4,9.993525666807271e-5,8.239243858259523e-5,3.452038114685075e-5,6.743722806870708e-5,8.304728158564943e-5,1.3656087371647004e-5,6.314949741377033e-5,1.648279538257812e-5,8.641067279822399e-5,5.834166570841854e-5,18
55713,9.148952314880056e-5,4.983357194504933e-5,1.1545843265507553e-5,8.505121027872226e-5,8.91126828217912e-5,5.069488529711313e-5,6.774149844194553e-6,5.1157384670792e-6,5.354243438709306e-7,4.628902992907662e-5,4.2470329166286206e-5,4.393503055053732e-5,9.862361417162695e-5,7.677956222069475e-5,2.8848484572604295e-4,6.282730610043477e-5,1.554980696469634e-5,1.5864459459048935e-5,6.0054278538920754e-5,18
55717,0,0,0,8.505121027872227e-6,7.95057393205572e-5,1.0138977059422626e-4,1.3548299688389108e-4,1.0589578626853944e-4,9.369926017741286e-5,1.0913175268047204e-4,9.853116366578399e-5,7.950148385335324e-5,4.4247351222946145e-5,4.88359800519385e-5,4.921881490197774e-5,4.929527094034112e-5,6.904114292325176e-5,6.143258769248737e-5,7.558094814700339e-5,15
55721,0,5.0476585776598346e-05,2.342156776717246e-5,3.5910511006571625e-5,8.049956106206416e-5,1.0321661330763575e-4,3.387074922097277e-5,4.553007235700488e-5,3.7211991899029675e-5,1.3488194151519016e-5,2.930452712473748e-5,4.393503055053732e-5,1.5859743360031902e-4,5.5887164337512506e-5,7.653098964527175e-5,6.121634953375695e-5,1.0076274913123229e-4,1.1273892466643286e-4,6.250582441990405e-5,17
55726,0,0,0,2.8350403426240756e-5,4.737216967849867e-5,1.2285517247678768e-4,1.138057173824685e-4,1.273818878302721e-4,1.2555700863773323e-4,1.0943830254755201e-4,9.555824062414395e-5,0,2.585537993148058e-5,4.8052515131319166e-5,2.9872691125477822e-5,3.576323578024748e-5,1.3714929742862173e-4,3.8817294421077184e-05,7.755923688728006e-5,14
55729,1.1707190165960261e-5,1.1895755883656935e-5,1.3195249446294344e-5,1.6065228608203093e-5,1.0070726980603912e-4,1.1737464433655924e-4,1.381926568215689e-4,9.719903087450479e-5,8.754188022289716e-5,1.1464965028791163e-4,1.4949555866532744e-4,1.0356114344055225e-4,2.878743332577219e-5,3.4994766454330265e-05,3.869224755299984e-5,4.897307962700556e-5,4.416145177973761e-5,4.219271132725781e-5,6.663260825703214e-5,18
55731,4.158220507094774e-4,2.2891292403145238e-4,2.2596864676779067e-4,1.7104743400498588e-4,6.459841319795272e-5,0,2.7096599376778213e-5,3.120600464918312e-5,2.9983763256772113e-5,1.2568544550279083e-5,4.2470329166286206e-7,0,0,0,3.414021842911751e-5,6.443826266711258e-7,1.9903752914811317e-5,0,9.710134136976418e-5,13
55732,1.7604145212518022e-4,9.516604706925548e-5,2.441121147564454e-5,2.1546306603942975e-4,0.00011892733506700016,7.627068328484589e-5,1.016122476629183e-5,8.18518154732672e-6,5.354243438709306e-7,2.9428787239677852e-5,4.756676866624055e-5,7.636326738545772e-5,7.463408640015013e-5,6.450527846432519e-5,1.3058633549137448e-4,9.11801416739643e-5,1.554980696469634e-5,1.9914959746465684e-5,7.082728098617765e-5,18
