C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-4.371711851525387,-3.1094011296238517,-3.7224349375041466,-3.9997323777299094,-4.243932515083188,-3.9394432357266083,-4.1360466543077266,-4.16559449745269,-4.190852428289874,10
-4.37167626955445,-3.110383027805874,-3.723382159992586,-4.000727029653636,-4.242773717577473,-3.9396433008057103,-4.135392011306321,-4.164946160904639,-4.1934805023011865,11
-4.371579689919048,-3.11304818001422,-3.725953192461206,-4.003426799160897,-4.239628410061961,-3.940186334591844,-4.1336151231596485,-4.163186390274216,-4.200613846046176,12
-4.371437362035296,-3.1169757727423084,-3.7297420824149627,-4.0074054068558045,-4.2349932200391,-3.9409865949082517,-4.130996551154027,-4.160593044082013,-4.211126142091423,13
-4.371264535319313,-3.121744992483559,-3.73434287735881,-4.012236573342479,-4.229364775011341,-3.941958339578176,-4.127816856575771,-4.157443980848624,-4.223891073003509,14
-4.371076459187215,-3.1269350257313904,-3.7393496247977023,-4.017494019225037,-4.223239702481133,-3.9430158264248574,-4.124356600711199,-4.154017059094642,-4.237782321349014,15
-4.3708883830551155,-3.1321250589792218,-3.744356372236595,-4.022751465107595,-4.217114629950925,-3.9440733132715393,-4.120896344846627,-4.150590137340659,-4.251673569694519,16
-4.370715556339132,-3.1368942787204723,-3.7489571671804423,-4.027582631594269,-4.211486184923166,-3.945045057941463,-4.117716650268371,-4.14744107410727,-4.264438500606606,17
-4.370573228455382,-3.140821871448561,-3.752746057134199,-4.031561239289178,-4.206850994900306,-3.945845318257871,-4.11509807826275,-4.144847727915067,-4.274950796651853,18
-4.370476648819979,-3.143487023656907,-3.7553170896028196,-4.034261008796437,-4.203705687384794,-3.9463883520440044,-4.1133211901160776,-4.143087957284644,-4.282084140396842,19
-4.370441066849041,-3.144468921838929,-3.7562643120912584,-4.035255660720164,-4.202546889879079,-3.9465884171231065,-4.112666547114672,-4.142439620736593,-4.284712214408154,20
-4.421683382999502,-3.131366922499087,-3.819777109137874,-4.0121847319642585,-4.261910752766077,-3.9095812003436623,-4.173678585505045,-4.203754956933059,-4.255159465967851,21
-4.5607696696936095,-3.095804352862374,-3.9921689868358308,-3.9495636396267986,-4.423041237745073,-3.8091330405137422,-4.339282689707486,-4.370182298037751,-4.174944863058457,22
-4.7657389342954515,-3.043396355503008,-4.246220175022293,-3.857279924603176,-4.660496689293067,-3.6611041733959664,-4.583330843268977,-4.615443642823611,-4.056733869297246,23
-5.014630184169119,-2.979758072995206,-4.554710903534426,-3.7452211277887746,-4.948835451887062,-3.4813548347529513,-4.879675029736505,-4.913260990063587,-3.9131919483014883,24
