C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-4.258921521453075,-4.3269514590683915,-3.814114097829778,-3.6891041910102524,-4.169437854968197,-3.8728000431966056,-3.687353734564761,-3.778761936900043,-3.973425103705752,-3.8038243741736952,-3.899446629058914,-4.215006481462446,-4.047965416417216,-4.312774662372757,-3.9390639845047897,10
-4.296640534901082,-4.339650028770408,-3.8157262648445966,-3.6941191874968338,-4.166016935590239,-3.878409188588613,-3.6890339743289804,-3.789322175730743,-3.9802006842400575,-3.8122562362554797,-3.90179326701622,-4.207311874785755,-4.050065024289061,-4.357743616629953,-3.9366131919291196,11
-4.3485041783920915,-4.357110562110681,-3.817942994489973,-3.7010148076658833,-4.161313171445548,-3.886121763502625,-3.6913443040047844,-3.803842504122955,-3.9895171074747267,-3.8238500466179346,-3.905019894207515,-4.196731790605306,-4.052951985112846,-4.419575928733594,-3.933243352137574,12
-4.410976294415351,-4.378142568179646,-3.820613146108267,-3.709320895596783,-4.1556472737258066,-3.8954119105581375,-3.6941272011142763,-3.821332899686301,-4.000739162734668,-3.83781531819089,-3.9089065133243017,-4.183987598297039,-4.0564294606505875,-4.494055759222073,-3.92918422693412,13
-4.480520725460114,-4.40155555606774,-3.82358557904184,-3.718567295368917,-4.149339953622698,-3.905753772374652,-3.6972251431795615,-3.840803340030403,-4.013231639344792,-3.853361563904181,-3.9132331270580836,-4.16980066723689,-4.0603006126643,-4.5769672686337755,-3.9246655781227284,14
-4.5536013140156255,-4.426159034865398,-3.8267091526330512,-3.7282838510616685,-4.142711922327907,-3.916621491571668,-3.7004806077227426,-3.861263802764884,-4.026359326630008,-3.8696982966876403,-3.9177797381003634,-4.154892366800802,-4.064368602916,-4.66409461750709,-3.9199171675073674,15
-4.626681902571137,-4.450762513663055,-3.8298327262242635,-3.73800040675442,-4.136083891033115,-3.927489210768683,-3.703736072265924,-3.8817242654993644,-4.039487013915223,-3.886035029471098,-3.9223263491426428,-4.139984066364715,-4.068436593167697,-4.751221966380404,-3.915168756892006,16
-4.6962263336159,-4.47417550155115,-3.8328051591578367,-3.747246806526554,-4.129776570930007,-3.937831072585198,-3.7068340143312097,-3.901194705843467,-4.051979490525348,-3.90158127518439,-3.9266529628764246,-4.125797135304567,-4.07230774518141,-4.834133475792108,-3.910650108080614,17
-4.7586984496391604,-4.495207507620114,-3.83547531077613,-3.7555528944574545,-4.124110673210264,-3.9471212196407115,-3.7096169114407047,-3.9186851014068136,-4.06320154578529,-3.9155465467573465,-3.9305395819932123,-4.113052942996299,-4.075785220719154,-4.908613306280586,-3.90659098287716,18
-4.810562093130169,-4.512668040960388,-3.8376920404215062,-3.7624485146265036,-4.1194069090655745,-3.9548337945547223,-3.7119272411165105,-3.933205429799025,-4.072517969019958,-3.9271403571198005,-3.933766209184507,-4.10247285881585,-4.078672181542938,-4.970445618384229,-3.9032211430856125,19
-4.848281106578176,-4.525366610662404,-3.839304207436325,-3.767463511113085,-4.115985989687616,-3.96044293994673,-3.713607480880733,-3.943765668629725,-4.079293549554263,-3.9355722192015854,-3.9361128471418123,-4.094778252139161,-4.080771789414783,-5.015414572641424,-3.9007703505099407,20
-4.870155354900402,-4.5353105337436,-3.8402472512950148,-3.7703259132982105,-4.111099912673081,-3.9638706973657527,-3.714673471582666,-3.95105278269398,-4.084208955097552,-3.9419059623422346,-3.937110596379072,-4.086781944229544,-4.080880418698064,-5.04271358129368,-3.898661109746133,21
-4.877485542529806,-4.545270840106362,-3.8405854638900108,-3.771170688849726,-4.102005380345176,-3.9654745109894893,-3.715267874722299,-3.9564875996611204,-4.088396293246754,-3.947751870519843,-3.9365154920634375,-4.075017954151873,-4.078071619029386,-5.05502430211194,-3.8961847264803215,22
-4.87123677122924,-4.5552026081685515,-3.84036098319068,-3.770138089277263,-4.08903016098535,-3.9653816273804603,-3.7154233987977747,-3.9601808914521635,-4.0918975131581465,-3.9531391386220833,-3.9344449388662217,-4.0597894479844285,-4.0725643150806,-5.053363263928738,-3.8933741641516897,23
-4.8523741427615565,-4.565060916348033,-3.839615947166392,-3.7673683660904578,-4.072502022875054,-3.9637192931011866,-3.715172752307241,-3.962243429988128,-4.09475456398801,-3.95809696153663,-3.93101634145874,-4.0413995918054955,-4.0645774315235546,-5.038746995576608,-3.8902623861994226,24
-4.8218627588896075,-4.574800843062667,-3.838392493786516,-3.763001770798941,-4.052748734295742,-3.9606147547141894,-3.7145486437488398,-3.962785987190031,-4.09700939489262,-3.9626545341511568,-3.9263471045123057,-4.020151551693353,-4.0543298930301,-5.012192025888089,-3.886882356062704,25
