C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,time
-3.933333420980837,-3.6503407902734044,-3.779496936881006,-3.8885562488062173,-3.885635800350359,-4.153635348353106,-3.9128508435581706,-3.8818848461846778,-3.7518759451738433,-3.9004270524650066,-3.955055069672471,-3.926928379035396,-3.905491981378905,-4.08893184342842,-4.141324494407595,-4.05493196374012,-3.820505112156112,-3.5674091882546537,-3.985638315221202,-3.9614976102516324,-4.193312086725418,-4.144851371730862,-4.456876692469677,10
-3.933071444376747,-3.6520210113217497,-3.7796268384725695,-3.889195576287665,-3.885864905519401,-4.154488608687857,-3.9132820332887004,-3.881211597486038,-3.7532444680933668,-3.8995312925604506,-3.956284192421865,-3.9276402992182,-3.9034053902559007,-4.088000009839107,-4.139899707702194,-4.055813175379514,-3.8199588061002716,-3.5664145101104774,-3.9876151346863615,-3.9628313098341983,-4.205287013217308,-4.143445073864415,-4.452605684417904,11
-3.932360365022787,-3.6565816113101164,-3.7799794285068122,-3.8909308937373095,-3.886486762406801,-4.15680460102504,-3.9144524054144245,-3.8793842081611576,-3.756959030303503,-3.897099944248084,-3.9596203827416474,-3.929572654000094,-3.897741785779174,-4.085470747239545,-4.136032429501823,-4.058205035543583,-3.818475975377276,-3.5637146694334274,-3.9929807875203664,-3.9664513515583053,-4.237790385123869,-4.139627979655489,-4.4410129482773755,12
-3.9313124586064245,-3.6633024955034976,-3.7804990348730643,-3.8934882036630998,-3.887403183082968,-4.160217642364045,-3.9161771643365433,-3.8766912133665965,-3.762433121981598,-3.89351690462986,-3.9645368737392213,-3.9324203347313063,-3.8893954212871567,-4.081743412882293,-4.130333282680221,-4.061729882101157,-3.8162907511539137,-3.5597359568567213,-4.000888065381004,-3.9717861498885676,-4.285690091091431,-4.134002788189703,-4.42392891607028,13
-3.930040000815128,-3.6714635691668898,-3.781129985460657,-3.896593508572989,-3.8885159796183144,-4.164362049704265,-3.9182715144562597,-3.873421148258916,-3.769080233304998,-3.8891660708077307,-3.97050689852199,-3.9358782327620645,-3.8792605501182775,-4.0772173640199165,-4.123412890111133,-4.066010052921069,-3.813637264596974,-3.5549046630135788,-4.010489759926065,-3.978264119289601,-4.343854019766329,-4.1271721985526755,-4.4031840198188075,14
-3.9286552673363637,-3.680344737565287,-3.7818166081589197,-3.8999728109749268,-3.88972696408325,-4.168872140045094,-3.920550660174775,-3.869862547994675,-3.7763138544510526,-3.8844313398836485,-3.977003690197356,-3.9396412394425964,-3.8682314256109684,-4.0722919579049766,-4.115881874668303,-4.070667885872149,-3.8107496468732456,-3.5496470785372183,-4.020938662813338,-3.9853136742260205,-4.407150059794894,-4.119738909830028,-4.380608691545147,15
-3.9272705338576,-3.6892259059636845,-3.7825032308571815,-3.9033521133768647,-3.8909379485481863,-4.173382230385922,-3.92282980589329,-3.866303947730434,-3.783547475597106,-3.8796966089595664,-3.9835004818727224,-3.9434042461231273,-3.8572023011036594,-4.067366551790038,-4.108350859225473,-4.07532571882323,-3.807862029149517,-3.544389494060858,-4.0313875657006095,-3.9923632291624394,-4.470446099823459,-4.112305621107382,-4.358033363271486,16
-3.9259980760663034,-3.6973869796270766,-3.7831341814447743,-3.906457418286754,-3.892050745083533,-4.177526637726143,-3.924924156013006,-3.8630338826227533,-3.790194586920508,-3.875345775137437,-3.989470506655491,-3.9468621441538856,-3.847067429934781,-4.062840502927662,-4.101430466656385,-4.079605889643142,-3.8052085425925775,-3.539558200217715,-4.04098926024567,-3.9988411985634724,-4.528610028498357,-4.105475031470355,-4.337288467020013,17
-3.9249501696499416,-3.7041078638204583,-3.7836537878110277,-3.909014728212545,-3.8929671657597007,-4.1809396790651485,-3.9266489149351256,-3.860340887828193,-3.795668678598603,-3.8717627355192126,-3.994386997653066,-3.949709824885099,-3.8387210654427633,-4.059113168570411,-4.095731319834784,-4.083130736200717,-3.8030233183692155,-3.5355794876410096,-4.048896538106309,-4.004175996893736,-4.57650973446592,-4.099849840004569,-4.3202044348129185,18
-3.9242390902959814,-3.7086684638088245,-3.78400637784527,-3.9107500456621884,-3.8935890226470997,-4.18325567140233,-3.9278192870608493,-3.8585134985033123,-3.7993832408087385,-3.869331387206846,-3.997723187972848,-3.951642179666993,-3.833057460966037,-4.056583905970847,-4.091864041634412,-4.085522596364784,-3.8015404876462195,-3.5328796469639596,-4.054262190940313,-4.007796038617842,-4.60901310637248,-4.096032745795642,-4.308611698672389,19
