C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-3.6810674360576483,-3.8107285788649423,-3.779496936881005,-3.5051910661486825,-3.661955684498835,-3.888556248806217,-3.8791499329352566,-3.8840488582033412,-4.153635348353106,-3.8357719122379907,-3.297503242040964,-3.631663722591731,-3.806124857906732,-3.8902757494592586,-3.9802643756965734,-3.978665566561838,-3.8205051121561113,-3.9751048417502597,-3.775929976732173,-4.216391426625149,10
-3.6789923315102393,-3.810938345778749,-3.7796268384725686,-3.504500421462161,-3.6613934152334346,-3.8891955762876647,-3.880489296265687,-3.8838961982745177,-4.154488608687857,-3.8368563065630363,-3.2979430936259204,-3.6332545502809723,-3.8126693835666874,-3.8908258165022604,-3.979353337525532,-3.977553640792038,-3.8199588061002707,-3.979422445484476,-3.774786658132732,-4.216153286501421,11
-3.673359904881559,-3.811507713116224,-3.7799794285068113,-3.5026258144558886,-3.659867255798777,-3.890930893737309,-3.8841247110197115,-3.883481835610568,-4.15680460102504,-3.8397996625881596,-3.299136976499373,-3.6375725111517707,-3.83043309607228,-3.8923188556189805,-3.9768805196327057,-3.974535556559724,-3.8184759753772757,-3.9911416556202064,-3.771683364791394,-4.215506906165586,12
-3.665059486691923,-3.81234678077145,-3.7804990348730643,-3.4998632357098027,-3.657618178737175,-3.8934882036630993,-3.8894821643414312,-3.8828711958952735,-4.160217642364045,-3.844137239888341,-3.300896382839198,-3.643935821908735,-3.8566111987121006,-3.8945191237909875,-3.97323636694854,-3.970087853480524,-3.816290751153913,-4.008412070557071,-3.767110090393631,-4.2145543456706696,13
-3.654980407461652,-3.81336564863851,-3.781129985460657,-3.4965086758038417,-3.6548871565909455,-3.8965935085729884,-3.8959876433749487,-3.882129704812416,-4.164362049704265,-3.8494042980385625,-3.303032804823271,-3.651662699256479,-3.8883988947747397,-3.8971908779998543,-3.9688113244034824,-3.9646870711700677,-3.813637264596973,-4.029383288694692,-3.7615568286249195,-4.213397665069701,14
-3.6440119977110625,-3.8144744166114877,-3.7818166081589197,-3.4928581253179423,-3.651915161902401,-3.8999728109749263,-3.903067135264365,-3.881322788045777,-4.168872140045094,-3.855136096613802,-3.3053577346294682,-3.6600713598996117,-3.9229913875487887,-3.9000983752271505,-3.963995836927978,-3.9588097492439824,-3.8107496468732442,-4.052204908432692,-3.7555135731707328,-4.212138924415706,15
-3.633043587960473,-3.815583184584465,-3.7825032308571824,-3.4892075748320432,-3.6489431672138566,-3.9033521133768643,-3.910146627153781,-3.8805158712791377,-4.173382230385922,-3.8608678951890427,-3.307682664435666,-3.6684800205427446,-3.9575838803228374,-3.9030058724544467,-3.9591803494524735,-3.952932427317897,-3.8078620291495158,-4.075026528170693,-3.749470317716546,-4.210880183761711,16
-3.622964508730202,-3.816602052451526,-3.7831341814447756,-3.485853014926082,-3.6462121450676266,-3.9064574182867533,-3.9166521061872985,-3.879774380196281,-4.177526637726143,-3.8661349533392637,-3.3098190864197394,-3.6762068978904883,-3.9893715763854773,-3.905677626663313,-3.954755306907416,-3.947531645007441,-3.8052085425925766,-4.095997746308315,-3.743917055947835,-4.209723503160744,17
-3.614664090540567,-3.817441120106752,-3.783653787811028,-3.4830904361799964,-3.643963068006026,-3.9090147282125445,-3.922009559509019,-3.8791637404809864,-4.1809396790651485,-3.8704725306394456,-3.311578492759564,-3.6825702086474537,-4.015549679025298,-3.9078778948353214,-3.9511111542232507,-3.9430839419282413,-3.803023318369214,-4.1132681612451805,-3.7393437815500725,-4.208770942665828,18
-3.609031663911886,-3.8180104874442264,-3.7840063778452713,-3.4812158291737236,-3.6424369085713675,-3.910750045662188,-3.925644974263043,-3.8787493778170368,-4.18325567140233,-3.873415886664569,-3.312772375633017,-3.686888169518251,-4.033313391530891,-3.9093709339520406,-3.948638336330424,-3.940065857695927,-3.801540487646218,-4.12498737138091,-3.7362404882087334,-4.208124562329992,19
