C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,time
-7.000000000000028,-7.000000000000005,-7.000000000000005,-6.944024925786748,-7.000000000000003,-7.000000000000006,-6.943185304714845,-6.868526561192892,-6.902571832226943,-1.576558244190916,-7.000000000000002,10
-6.851502089967611,-6.8190726730556355,-6.848724669939989,-6.745611847018546,-6.812585696374696,-6.8771545524189746,-6.90616875642534,-6.727095038934627,-6.704086784290711,-1.7426240802784505,-6.825672088289852,11
-6.647317463673036,-6.570297598507128,-6.6407210911074666,-6.472793863712269,-6.5548910288899,-6.708242061995057,-6.855271002527274,-6.5326266958295145,-6.431169843378397,-1.9709646048988099,-6.585971209688398,12
-6.401367800181844,-6.270636713255515,-6.3901713256955635,-6.1441722020024345,-6.244486088510484,-6.5047792894389715,-6.7939623444227815,-6.298380737089263,-6.102428982734021,-2.2460111459187884,-6.2972406059184625,13
-6.127574778559573,-5.937051954201833,-6.111257435897407,-5.778348088023563,-5.898940966201325,-6.278282995461446,-6.725713083514009,-6.037616367925588,-5.736472175601605,-2.5521950312051795,-5.975823518702875,14
-5.839860077871763,-5.586505258247118,-5.818161483906125,-5.393922747910171,-5.535825752927294,-6.040269940773196,-6.653993521203096,-5.7635927935502,-5.351907395225167,-2.873947588624777,-5.638063189764462,15
-5.552145377183954,-5.235958562292401,-5.5250655319148425,-5.009497407796781,-5.172710539653261,-5.8022568860849475,-6.5822739588921815,-5.489569219174811,-4.967342614848728,-3.1957001460443752,-5.300302860826047,16
-5.278352355561683,-4.90237380323872,-5.246151642116687,-4.6436732938179075,-4.827165417344101,-5.57576059210742,-6.51402469798341,-5.228804850011136,-4.601385807716308,-3.501884031330767,-4.978885773610459,17
-5.032402692070492,-4.602712917987108,-4.995601876704784,-4.315051632108074,-4.516760476964689,-5.372297819551336,-6.4527160398789185,-4.994558891270886,-4.272644947071929,-3.776930572350745,-4.6901551698405255,18
-4.828218065775918,-4.3539378434386,-4.787598297872261,-4.042233648801797,-4.259065809479892,-5.203385329127417,-6.40181828598085,-4.800090548165772,-3.999728006159608,-4.0052710969711045,-4.450454291239072,19
-4.679720155743501,-4.17301051649423,-4.636322967812244,-3.8438205700335946,-4.071651505854585,-5.080539881546385,-6.364801737691346,-4.658659025907507,-3.8012429582233676,-4.1713369330586385,-4.276126379528922,20
