C1,C2,C3,C4,C5,time
-3.862179376026892,-3.913766922599945,-3.7891312248694202,-3.9335024129825604,-3.90974056669255,10
-3.862291035331099,-3.9142732300368404,-3.7897708884815646,-3.9328313207920194,-3.9101005388232832,11
-3.8625941105853734,-3.9156474930798413,-3.7915071182859563,-3.931009784846264,-3.911077606035275,12
-3.8630407478021995,-3.9176727228274206,-3.794065772734533,-3.928325416084099,-3.912517494558209,13
-3.8635830929940598,-3.9201319303780533,-3.7971727102792343,-3.9250658254443263,-3.914265930621772,14
-3.8641732921734366,-3.922808126830213,-3.800553789371997,-3.921518623865751,-3.9161686404556493,15
-3.8647634913528144,-3.925484323282372,-3.8039348684647596,-3.917971422287175,-3.9180713502895266,16
-3.8653058365446746,-3.927943530833005,-3.8070418060094604,-3.914711831647403,-3.9198197863530897,17
-3.8657524737615003,-3.9299687605805853,-3.8096004604580376,-3.912027462885238,-3.921259674876024,18
-3.8660555490157753,-3.931343023623586,-3.811336690262429,-3.9102059269394824,-3.9222367420880153,19
-3.8661672083199816,-3.9318493310604805,-3.8119763538745732,-3.9095348347489414,-3.9225967142187486,20
-3.8690790717640517,-3.937409276108313,-3.8215535041637234,-3.9075448715822394,-3.9293320403360004,21
-3.876982701112242,-3.9525005555238577,-3.8475486263771304,-3.9021435429869054,-3.947613639797111,22
-3.8886301548885234,-3.974740335715187,-3.8858572275337315,-3.894183690320098,-3.9745549442661177,23
-3.9027734916168644,-4.001745783090373,-3.932374814652461,-3.8845181549389736,-4.007269385407054,24
-3.918164769821235,-4.031134064057485,-3.9829968947522545,-3.873999778200692,-4.042870394883954,25
-3.933556048025606,-4.060522345024599,-4.033618974852049,-3.86348140146241,-4.078471404360855,26
-3.947699384753948,-4.087527792399785,-4.080136561970777,-3.8538158660812862,-4.111185845501791,27
-3.959346838530228,-4.109767572591114,-4.118445163127378,-3.845856013414478,-4.138127149970797,28
-3.9672504678784186,-4.124858852006659,-4.144440285340785,-3.8404546848191443,-4.156408749431908,29
-3.9701623313224887,-4.1304187970544906,-4.154017435629935,-3.8384647216524423,-4.16314407554916,30
-3.9824272749454908,-4.1252742531426465,-4.140992484992224,-3.8892861819313778,-4.1606580464231,31
-4.015717836207925,-4.111310491096212,-4.105639047547006,-4.02723014554563,-4.153910253080936,32
-4.064777610699932,-4.090732315448835,-4.05353924499616,-4.230515986661372,-4.1439661365766955,33
