C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-4.137234576539715,-4.093216509467827,-4.12916490172054,-4.121004186267097,-4.326951459068393,-4.279495464552623,-3.985089897802003,-4.166363070956083,-3.867803696023465,-6.4822132054756185,10
-4.145685070210778,-4.11870755815607,-4.141129200619254,-4.125411238125039,-4.33965002877041,-4.333526430336873,-3.996091721205662,-4.171457605096088,-3.8673611381818067,-6.342954750182759,11
-4.1573044990084895,-4.153757750102406,-4.157580111604985,-4.131470934429708,-4.357110562110683,-4.4078190082902164,-4.011219228385696,-4.178462589538596,-3.866752621149527,-6.151474374155079,12
-4.171300629151187,-4.1959772994923075,-4.177395981655979,-4.138770114069424,-4.378142568179648,-4.4973077953703795,-4.029440998398006,-4.1869004117079784,-3.8660196347242803,-5.92082755757628,13
-4.186881226857209,-4.242976420511256,-4.199455157750482,-4.146895615932503,-4.401555556067742,-4.59692738853509,-4.049725610298504,-4.196293459028613,-3.865203668703724,-5.664069780630072,14
-4.203254058344894,-4.2923653273447275,-4.22263598686674,-4.155434278907265,-4.426159034865399,-4.701612384742074,-4.071041643143094,-4.206164118924873,-3.8643462128855117,-5.394256523500157,15
-4.219626889832577,-4.341754234178199,-4.245816815982998,-4.163972941882026,-4.450762513663056,-4.806297380949058,-4.092357675987684,-4.2160347788211325,-3.8634887570672998,-5.124443266370243,16
-4.2352074875386,-4.388753355197148,-4.267875992077501,-4.1720984437451065,-4.47417550155115,-4.905916974113769,-4.112642287888182,-4.225427826141768,-3.862672791046742,-4.8676854894240345,17
-4.249203617681299,-4.430972904587051,-4.287691862128496,-4.179397623384822,-4.495207507620114,-4.995405761193933,-4.130864057900494,-4.233865648311151,-3.8619398046214957,-4.637038672845237,18
-4.260823046479009,-4.466023096533386,-4.3041427731142266,-4.1854573196894895,-4.512668040960388,-5.069698339147276,-4.145991565080525,-4.240870632753658,-3.861331287589213,-4.4455582968175555,19
-4.269273540150072,-4.491514145221628,-4.31610707201294,-4.189864371547432,-4.525366610662404,-5.123729304931525,-4.156993388484185,-4.245965166893663,-3.8608887297475527,-4.306299841524696,20
-4.276613969250915,-4.510127394523811,-4.32520039531342,-4.194224423114408,-4.5353105337436,-5.1572402926813075,-4.164393350122701,-4.248882531758169,-3.859814490976162,-4.201687865869665,21
-4.285338544652659,-4.526197828330583,-4.333789902504549,-4.2002706531938525,-4.545270840106362,-5.174091656344728,-4.169499914159412,-4.249771141727683,-3.857354256565473,-4.105239643712944,22
-4.295308043045684,-4.539816120855351,-4.341881225064721,-4.20778120264559,-4.5552026081685515,-5.17539607259973,-4.172458622878386,-4.248776084256842,-3.8536145044293098,-4.016649727674457,23
-4.306383241120361,-4.551072946311523,-4.349479994472333,-4.216534212329448,-4.565060916348033,-5.16226621812426,-4.173415018563692,-4.246042446800279,-3.8487017124815006,-3.935612670374124,24
-4.318424915567071,-4.560058978912503,-4.356591842205777,-4.226307823105248,-4.574800843062667,-5.135814769596264,-4.1725146434994,-4.241715316812629,-3.842722358635871,-3.861823024431868,25
-4.331293843076191,-4.5668648928717,-4.363222399743448,-4.236880175832818,-4.5843774667303165,-5.0971544036936836,-4.169903039969578,-4.235939781748525,-3.835782920806245,-3.794975342467609,26
-4.344850800338095,-4.5715813624025206,-4.369377298563742,-4.248029411371983,-4.593745865768847,-5.047397797094468,-4.1657257502582965,-4.2288609290626065,-3.827989876906452,-3.734764177101271,27
-4.358956564043161,-4.574299061718372,-4.3750621701450525,-4.2595336705825675,-4.602861118596117,-4.98765762647656,-4.160128316649624,-4.220623846209502,-3.8194497048503164,-3.680884080952774,28
-4.373471910881766,-4.5751086650326585,-4.3802826459657735,-4.271171094324397,-4.611678303629992,-4.919046568517905,-4.1532562814276295,-4.211373620643851,-3.810268882551665,-3.6330296066420402,29
-4.388257617544286,-4.574100846558789,-4.3850443575043,-4.282719823457295,-4.620152499288332,-4.8426772998964465,-4.1452551868763825,-4.201255339820285,-3.800553887924323,-3.5908953067889913,30
-4.403174460721099,-4.571366280510169,-4.389352936239028,-4.29395799884109,-4.628238783989001,-4.759662497290131,-4.136270575279953,-4.190414091193441,-3.7904111988821176,-3.5541757340135494,31
-4.4180832171025815,-4.566995641100206,-4.39321401364835,-4.304663761335603,-4.635892236149862,-4.671114837376903,-4.126447988922407,-4.17899496221795,-3.7799472933388736,-3.522565440935635,32
-4.43284466337911,-4.561079602542308,-4.396633221210664,-4.3146152518006655,-4.643067934188779,-4.57814699683471,-4.115932970087819,-4.167143040348452,-3.7692686492084198,-3.4957589801751734,33
-4.447319576241061,-4.55370883904988,-4.39961619040436,-4.323590611096097,-4.649720956523611,-4.481871652341493,-4.104871061060253,-4.155003413039577,-3.7584817444045795,-3.4734509043520814,34
-4.46136873237881,-4.5449740248363275,-4.402168552707834,-4.3313679800817235,-4.655806381572224,-4.3834014805752,-4.09340780412378,-4.142721167745963,-3.7476930568411797,-3.455335766086284,35
-4.474852908482736,-4.534965834115061,-4.404295939599482,-4.337725499617373,-4.661279287752477,-4.2838491582137745,-4.08168874156247,-4.130441391922241,-3.7370090644320473,-3.4411081179977026,36
-4.487632881243216,-4.523774941099483,-4.406003982557699,-4.342441310562868,-4.666094753482237,-4.184327361935162,-4.0698594156603924,-4.118309173023049,-3.7265362450910082,-3.4304625127062582,37
-4.499569427350624,-4.511492020003004,-4.4072983130608785,-4.345293553778036,-4.670207857179363,-4.085948768417308,-4.058065368701615,-4.106469598503019,-3.7163810767318886,-3.4230935028318727,38
-4.51052332349534,-4.4982077450390285,-4.408184562587413,-4.346060370122699,-4.673573677261718,-3.9898260543381556,-4.0464521429702085,-4.095067755816788,-3.7066500372685143,-3.4186956409944678,39
-4.5203553463677375,-4.484012790420965,-4.4086683626157015,-4.344519900456685,-4.676147292147167,-3.897071896375653,-4.035165280750239,-4.084248732418989,-3.6974496046147114,-3.4169634798139654,40
-4.528926272658196,-4.468997830362218,-4.408755344624136,-4.340450285639819,-4.677883780253571,-3.808798971207742,-4.02435032432578,-4.074157615764257,-3.688886256684306,-3.417591571910288,41
-4.536096879057091,-4.453253539076196,-4.4084511400911115,-4.333629666531926,-4.6787382199987935,-3.72611995551237,-4.014152815980899,-4.064939493307228,-3.6810664713911256,-3.420274469903356,42
-4.541727942254799,-4.436870590776303,-4.407761380495021,-4.323836183992828,-4.678665689800694,-3.65014752596748,-4.004718297999663,-4.0567394525025335,-3.674096726648994,-3.424706726413091,43
-4.5456802389416975,-4.41993965967595,-4.406691697314261,-4.3108479788823555,-4.677621268077139,-3.5819943592510186,-3.9961923126661425,-4.04970258080481,-3.668083500371739,-3.430582894059416,44
-4.547814545808163,-4.402551419988542,-4.405247722027227,-4.29444319206033,-4.67556003324599,-3.5227731320409315,-3.9887204022644083,-4.043973965668695,-3.6631332704731863,-3.437597525462253,45
-4.547991639544572,-4.384796545927483,-4.40343508611231,-4.2743999643865775,-4.672437063725107,-3.4735965210151614,-3.9824481090785273,-4.039698694548817,-3.6593525148671624,-3.4454451732415223,46
-4.5460722968413,-4.366765711706184,-4.401259421047908,-4.250496436720924,-4.668207437932357,-3.435577202851654,-3.9775209753925704,-4.037021854899815,-3.656847711467493,-3.453820390017146,47
-4.541917294388726,-4.348549591538049,-4.398726358312414,-4.2225107499231935,-4.662826234285599,-3.4098278542283555,-3.9740845434906054,-4.036088534176322,-3.655725338188004,-3.4624177284090467,48
-4.535387408877226,-4.330238859636485,-4.395841529384224,-4.190221044853214,-4.6562485312026975,-3.3974611518232094,-3.972284355656703,-4.0370438198329746,-3.656091872942523,-3.4709317410371456,49
-4.526343416997177,-4.311924190214901,-4.392610565741731,-4.153405462370808,-4.648429407101514,-3.3995897723141626,-3.9722659541749312,-4.040032799324405,-3.658053793644875,-3.4790569805213645,50
-4.512167406614325,-4.286871803796903,-4.387949614980686,-4.099766572668386,-4.636846319496195,-3.4129434009201907,-3.973527732105839,-4.0455870381087715,-3.661883089295345,-3.489782761374284,51
-4.491575975474271,-4.250481841043754,-4.381179328838727,-4.021853148940051,-4.620021250638833,-3.432340277508507,-3.975360533625915,-4.053654874007232,-3.6674453508606275,-3.505362545240933,52
-4.466431665087169,-4.2060458563753365,-4.372912095007092,-3.926712636548165,-4.599476066054215,-3.456025910729417,-3.9775985776931444,-4.063506553018918,-3.674237459204165,-3.5243871054399074,53
-4.438597016963175,-4.156855404211532,-4.36376030117701,-3.8213924808550885,-4.576732631267127,-3.4822458092332225,-3.980076083265509,-4.074412321142966,-3.6817562951893987,-3.5454472152898,54
-4.409934572612446,-4.106202038972224,-4.354336335039712,-3.712940127223185,-4.553312811802356,-3.5092454816702263,-3.982627269300993,-4.08564242437851,-3.6894987396797694,-3.5671336481092064,55
-4.382306873545137,-4.057377315077295,-4.345252584286434,-3.6084030210148157,-4.530738473184689,-3.5352704366907326,-3.9850863547575788,-4.096467108724686,-3.6969616735387194,-3.5880371772167208,56
-4.357576461271403,-4.013672786946629,-4.337121436608404,-3.5148286075923427,-4.510531480938912,-3.558566182945043,-3.9872875585932483,-4.106156620180624,-3.70364197762969,-3.606748575930938,57
-4.3376058773014,-3.978380009000107,-4.330555279696857,-3.4392643323181282,-4.494213700589812,-3.577378229083461,-3.9890650997659858,-4.113981204745462,-3.7090365328161217,-3.621858617570452,58
-4.324257663145285,-3.9547905356576134,-4.3261665012430255,-3.3887576405545343,-4.483306997662176,-3.5899520837562893,-3.9902531972337747,-4.119211108418332,-3.712642219961457,-3.6319580754538583,59
-4.319394360313211,-3.9461959213390303,-4.324567488938142,-3.3703559776639227,-4.479333237680788,-3.5945332556138316,-3.9906860699545965,-4.121116577198371,-3.7139559199291377,-3.63563772289975,60
-4.316382384838998,-3.9244725822896283,-4.325415098774295,-3.370595203195111,-4.483829460696078,-3.5964448375757363,-3.991467802393078,-4.121516773452187,-3.714833404090811,-3.6359091406423625,61
-4.308207022837561,-3.8655092334412506,-4.327715754043854,-3.3712445296369076,-4.496033494594721,-3.6016334171866187,-3.99358964758324,-4.1226030204268325,-3.7172151468153523,-3.6366458459437396,62
-4.296159120940706,-3.778615877243641,-4.331106193388466,-3.3722014317616607,-4.51401838665588,-3.609279745034236,-3.996716577337164,-4.124203805442098,-3.720725083462045,-3.6377315169141897,63
-4.281529525780241,-3.673102516146546,-4.335223155449783,-3.373363384341718,-4.535857184158715,-3.618564571706343,-4.00051356346693,-4.12614761581778,-3.7249871493901727,-3.639049831664023,64
-4.265609083987968,-3.558279152599706,-4.33970337886945,-3.374627862149427,-4.559622934382389,-3.628668647790694,-4.004645577784615,-4.128262938873668,-3.7296252799590164,-3.640484468303547,65
-4.2496886421956965,-3.443455789052866,-4.3441836022891165,-3.3758923399571366,-4.583388684606063,-3.6387727238750456,-4.008777592102301,-4.130378261929557,-3.734263410527861,-3.6419191049430713,66
-4.235059047035231,-3.3379424279557703,-4.348300564350432,-3.377054292537194,-4.605227482108898,-3.6480575505471524,-4.012574578232066,-4.132322072305238,-3.738525476455988,-3.6432374196929036,67
-4.2230111451383765,-3.251049071758161,-4.351691003695045,-3.3780111946619464,-4.623212374170056,-3.6557038783947693,-4.01570150798599,-4.133922857320504,-3.7420354131026805,-3.644323090663354,68
-4.21483578313694,-3.192085722909784,-4.353991658964604,-3.3786605211037433,-4.635416408068699,-3.6608924580056525,-4.017823353176152,-4.135009104295149,-3.7444171558272226,-3.6450597959647313,69
-4.211823807662726,-3.170362383860382,-4.354839268800757,-3.3788997466349313,-4.639912631083989,-3.6628040399675568,-4.018605085614634,-4.135409300548965,-3.7452946399888956,-3.645331213707344,70
-4.214727763926011,-3.1664840722861474,-4.356490816599107,-3.3753856574472074,-4.636734015233924,-3.6651354746819003,-4.020054333733346,-4.136414820020671,-3.746877889913482,-3.648644029172694,71
-4.222609930926353,-3.155957226584654,-4.360973589194632,-3.3658474153662423,-4.628106343640891,-3.6714636546208315,-4.023988007198421,-4.13914408715816,-3.7511752825659297,-3.657635956864358,72
-4.234225755979491,-3.140443980287716,-4.367579780388036,-3.351791058615346,-4.6153918802406295,-3.680789393478205,-4.029784999673268,-4.143166165044985,-3.7575082822642742,-3.6708872187257575,73
-4.248330686401159,-3.1216064669271493,-4.3756015839800275,-3.3347226254178297,-4.599952888968885,-3.6921135049478733,-4.036824204821297,-4.1480501167647015,-3.76519835332655,-3.6869780367003147,74
-4.26368016950709,-3.1011068200347673,-4.384331193771311,-3.316148153997003,-4.583151633761398,-3.704436802723688,-4.044484516305918,-4.153365005400863,-3.7735669600707906,-3.7044886327314503,75
