C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,time
-5.1351131771487095,-3.683330219019256,-4.105127630591328,-4.714965886863487,-4.7404282932704955,-4.3779280436014085,-3.613325652250471,-4.554058866800137,-4.882096041900853,-3.508838536372098,-3.5538099649645964,20
-5.204053152998582,-3.580526224830924,-4.218239101433106,-4.509173449010273,-4.91347114224471,-4.520250130644463,-3.7152827067752914,-4.682891549534953,-5.074193557553666,-3.5785060340179835,-3.599760362003102,21
-5.264687781695757,-3.487001936417104,-4.319456450928123,-4.325177153690901,-5.0672314369273455,-4.647247299465831,-3.8065831429121064,-4.796725582402856,-5.247262536389056,-3.6407838677433366,-3.640554746583041,22
-5.317017063240234,-3.4027573537777958,-4.408779679076381,-4.162977000905375,-5.201709177318403,-4.758919550065514,-3.8872269606609184,-4.895560965403846,-5.401302978407023,-3.695672037548157,-3.6761931187044126,23
-5.361040997632012,-3.327792476912998,-4.486208785877877,-4.022572990653694,-5.316904363417882,-4.8552668824435115,-3.957214160021725,-4.979397698537923,-5.5363148836075675,-3.743170543432446,-3.706675478367217,24
-5.39675958487109,-3.2621073058227115,-4.551743771332613,-3.90396512293586,-5.412816995225782,-4.936289296599822,-4.0165447409945285,-5.048235781805088,-5.652298251990689,-3.7832793853962032,-3.7320018255714547,25
-5.424172824957472,-3.205701840506937,-4.605384635440588,-3.807153397751874,-5.489447072742104,-5.00198679253445,-4.065218703579327,-5.102075215205339,-5.749253083556387,-3.8159985634394276,-3.752172160317126,26
-5.443280717891153,-3.1585760809656733,-4.647131378201804,-3.7321378151017384,-5.546794595966848,-5.052359370247392,-4.1032360477761225,-5.140915998738679,-5.827179378304662,-3.84132807756212,-3.7671864826042296,27
-5.454083263672136,-3.12073002719892,-4.676983999616258,-3.6789183749854537,-5.584859564900012,-5.087407029738647,-4.130596773584912,-5.164758132405105,-5.886077136235515,-3.85926792776428,-3.777044792432766,28
-5.45658046230042,-3.0921636792066787,-4.694942499683952,-3.6474950774030206,-5.6036419795415995,-5.107129771008217,-4.147300881005699,-5.173601616204618,-5.925946357348943,-3.869818114045909,-3.7817470898027366,29
-5.450772313776005,-3.0728770369889475,-4.701006878404886,-3.6378679223544417,-5.603141839891608,-5.111527594056103,-4.153348370038479,-5.167446450137218,-5.9467870416449475,-3.872978636407006,-3.781293374714139,30
-5.434739514562305,-3.068950057959031,-4.684352889362737,-3.6719662801618043,-5.570584810479458,-5.09152010657771,-4.137084702884358,-5.133877537056181,-5.93741670121863,-3.8601936995057313,-3.7679965199943064,31
-5.407415784916772,-3.0837604962354312,-4.638967062326212,-3.761973134337377,-5.498874038265938,-5.042062646181601,-4.092035136321722,-5.06599760076888,-5.891622842789489,-3.8267100837077295,-3.737585899436201,32
-5.370080660530466,-3.113255046875946,-4.572065561572862,-3.8932689046664337,-5.396525746898101,-4.969208807737504,-4.0259693622165065,-4.972083372706467,-5.8168604582941255,-3.778231652574228,-3.695186264488268,33
-5.324013677094439,-3.1533804049383716,-4.490864551380235,-4.05123401093425,-5.272056160023001,-4.879012186115143,-3.9466570724346406,-4.86041158430009,-5.720584539669138,-3.7204622696664518,-3.6459223665989517,34
-5.270494370299754,-3.2000832654805076,-4.402580196025881,-4.221248872926095,-5.133981501287692,-4.77752637618425,-3.86186795884206,-4.739258966980901,-5.61025007885113,-3.6591057985456272,-3.5949189572167,35
-5.210802275837464,-3.249310323560151,-4.314428659787348,-4.388693910427244,-4.990817994339227,-4.67080497281455,-3.779371713304696,-4.616902252180049,-5.493312067776697,-3.599866102772982,-3.547300787789956,36
-5.146216929398629,-3.2970082742351003,-4.233626106942183,-4.538949543222974,-4.8510818628246595,-4.564901570875775,-3.706938027688481,-4.501618171328685,-5.377225498382439,-3.5484470459097412,-3.5081926097671676,37
-5.078017866674306,-3.339123812563151,-4.167388701767938,-4.6573961910985515,-4.723289330391043,-4.465869765237649,-3.6523365938593466,-4.401683455857958,-5.269445362604959,-3.510552491517132,-3.4827191745967787,38
-5.007484623355552,-3.3716036336021036,-4.122932608542159,-4.729414273839256,-4.61595662068543,-4.379763150769901,-3.6233371036832267,-4.325374837199019,-5.177426652380852,-3.49188630315638,-3.4760052337272356,39
-4.935896735133424,-3.390394432409753,-4.107473991542397,-4.740384211230359,-4.537599957354876,-4.3126353223422615,-3.6277092490260534,-4.280969046783017,-5.108624359646722,-3.498152344388712,-3.493175538606983,40
-4.856191641855018,-3.3967105998734555,-4.123710987176552,-4.683193344770514,-4.4845293270074915,-4.260242151212647,-3.6702683873146693,-4.268886971792259,-5.058259259399566,-3.533399572481481,-3.539381461279658,41
-4.763118773089103,-3.395430224944765,-4.16565913049452,-4.569051243663131,-4.445863082865652,-4.213947985992774,-3.745632258888207,-4.280779161399424,-5.015945123888652,-3.593962290371576,-3.6121703180451905,42
-4.660675649109252,-3.38799554977778,-4.227510683736839,-4.410821669250624,-4.419329998497811,-4.173219137583072,-3.8462741299810297,-4.3117668400212255,-4.9807264409289775,-3.673972380124524,-3.7052607767364627,43
-4.552859790189038,-3.3758488165266,-4.303457909144047,-4.22136838287541,-4.40265884747242,-4.137521916883971,-3.964667266827502,-4.356971232074378,-4.951647698335549,-3.7675617238058514,-3.812371505186359,44
-4.443668716602031,-3.3604322673453213,-4.387693068956683,-4.013555145879897,-4.393578403357928,-4.1063226347958945,-4.093284935661987,-4.4115135619755925,-4.92775338392336,-3.8688622034810853,-3.9272211712277616,45
-4.337099948621803,-3.3431881443880447,-4.474408425415285,-3.800245719606499,-4.38981743972279,-4.079087602219272,-4.224600402718849,-4.4705150541415835,-4.908087985507417,-3.972005701215755,-4.043528442693555,46
-4.237151006521922,-3.3255586898088665,-4.557796240760392,-3.594303865397628,-4.389104730135454,-4.055283130054533,-4.351086934232454,-4.529096932989064,-4.891695990902718,-4.071124099075386,-4.155011987416624,47
-4.147819410575963,-3.3089861457618865,-4.632048777232542,-3.408593344595696,-4.389169048164375,-4.0343755292021015,-4.465217796437164,-4.582380422934748,-4.877621887924263,-4.160349279125508,-4.255390473229849,48
-4.073102681057497,-3.2949127544012033,-4.691358297072273,-3.255977918543119,-4.387739167378003,-4.0158311105624085,-4.559466255567345,-4.625486748395348,-4.864910164387055,-4.233813123431644,-4.338382567966116,49
-4.016998338240095,-3.284780757880915,-4.729917062520125,-3.1493213485823084,-4.382543861344789,-3.9991161850358803,-4.626305577857359,-4.653537133787577,-4.852605308106093,-4.285647514059325,-4.397706939458308,50
-3.9813575073824223,-3.2746771714569483,-4.750002126404827,-3.085100881790189,-4.376436740457328,-3.98759634149368,-4.669790189635522,-4.668081471831176,-4.847493895312313,-4.316986112777891,-4.43674608814002,51
-3.963063014825961,-3.260932456185753,-4.7589013572336345,-3.0480192362618097,-4.373358489751631,-3.983694806893417,-4.699978051656004,-4.675040285012372,-4.854337147659199,-4.334544187317168,-4.46389315501804,52
-3.958659932468504,-3.245354022922212,-4.758323240764872,-3.0332783798667706,-4.37266849476127,-3.9854643492651896,-4.718347731791947,-4.6760907423976095,-4.869141521095568,-4.3408260286834155,-4.480382768785031,53
-3.9646933322078484,-3.2297492825212086,-4.749976262756867,-3.036080280474669,-4.373726141019824,-3.990957736639097,-4.726377797916493,-4.6729100130533325,-4.8879134715702435,-4.338335927882891,-4.4874495581336635,54
-3.9777082859417847,-3.2159256458376264,-4.735568908967942,-3.0516269059551013,-4.375890814060865,-3.998227737045237,-4.725546817902785,-4.667175266045982,-4.906659455032043,-4.329578175921851,-4.486328151756605,55
-3.9942498655681096,-3.2056905237263473,-4.716809665156421,-3.075120224177667,-4.37852189941797,-4.005327118513708,-4.717333359623968,-4.660563670442001,-4.921385927429787,-4.317057063806554,-4.478253178346522,56
-4.010863142984616,-3.2008513270422547,-4.6954070170806315,-3.1017622030119645,-4.380978782624715,-4.010308649074608,-4.703215990953182,-4.654752395307835,-4.928099344712297,-4.3032768825432575,-4.464459266596082,57
-4.024093190089098,-3.2032154666402315,-4.673069450498897,-3.1267548103275904,-4.382620849214675,-4.011225096758034,-4.684673279763572,-4.651418609709925,-4.922806162828392,-4.29074192313822,-4.446181045197952,58
-4.03048507877935,-3.21459035337516,-4.651505451169543,-3.145300013994143,-4.382807484721425,-4.006129229594087,-4.663183793928281,-4.652239482714715,-4.901512837726893,-4.281956476597698,-4.424653142844801,59
-4.026583880953167,-3.2367833981019247,-4.6324235048508955,-3.1525997818812206,-4.380898074678541,-3.993073815612865,-4.640226101320453,-4.65889218338865,-4.860225825356618,-4.27942483392795,-4.401110188229296,60
-4.01544491977416,-3.270572568580572,-4.616123296483505,-3.152188128978044,-4.38008802592068,-3.971362449402323,-4.611733832337513,-4.677169527336278,-4.793539475590754,-4.2832119080792586,-4.370074871501861,61
-4.00234848540218,-3.314515717124581,-4.600999554692379,-3.1510041339694124,-4.382816905395238,-3.942627590739373,-4.573914563109588,-4.708550459009739,-4.702592102560072,-4.29075671927677,-4.327223887064779,62
-3.9871771002293794,-3.3670900814189886,-4.585903330762524,-3.14935736026829,-4.387310338804906,-3.9084153054375452,-4.52865778010887,-4.748241340746869,-4.59320610859977,-4.300624719439045,-4.275522869988512,63
-3.969813286647904,-3.4267728991488258,-4.569685675978948,-3.147557371287643,-4.3917939518523665,-3.8702716593103683,-4.477852969807548,-4.791448534885498,-4.471203896045045,-4.311381360484639,-4.217937455343511,64
-3.950139567049907,-3.4920414079991264,-4.551197641626656,-3.145913730440435,-4.394493370240308,-3.8297427181713726,-4.423389618677817,-4.833378403763456,-4.3424078672311,-4.321592094332111,-4.157433278200237,65
-3.9280384638275394,-3.5613728456549265,-4.529290278990658,-3.144736001139632,-4.393634219671418,-3.788374547834088,-4.367157213191865,-4.869237309718576,-4.212640424493131,-4.3298223729000185,-4.096975973629148,66
-3.9033924993729503,-3.633244449801258,-4.502814639355957,-3.1443337467981984,-4.387442125848382,-3.747713214112045,-4.311045239821885,-4.894231615088691,-4.087723970166337,-4.334637648106919,-4.039531176700699,67
