C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-5.91039596274825,-3.988148853828505,-5.255860195120361,-5.596565180311675,-4.70484396926961,-4.2821754693472185,-4.366991408904991,-4.413808369889104,-4.966958296834272,-3.658790388117154,-3.321740420761821,-5.297285156708638,-3.83176981410796,-4.513453095594211,-3.7154530569796016,10
-5.9067790843317,-3.9947290785906464,-5.233776059852871,-5.56540809129644,-4.737284527208946,-4.254769677086963,-4.362069869466322,-4.39040743259124,-4.953215180667452,-3.659423547370374,-3.31997941627022,-5.323917878821429,-3.8187974365633335,-4.505731463276778,-3.7321986388663633,11
-5.903481310470694,-3.9970966765923643,-5.213604650840513,-5.53764355354193,-4.768312221676286,-4.230058938364816,-4.359217305436332,-4.369538773137709,-4.940025235002371,-3.660099290224825,-3.318592432986488,-5.346525391876795,-3.8070189072176253,-4.49885272468632,-3.7476233624609243,12
-5.90050264116523,-3.9952516478336566,-5.195345968083287,-5.513271567048139,-4.79792705267163,-4.208043253180772,-4.358433716815023,-4.351202391528511,-4.927388459839025,-3.660817616680506,-3.317579470910625,-5.365107695874735,-3.7964342260708333,-4.492816879822836,-3.761727227763284,13
-5.89784307641531,-3.989193992314526,-5.179000011581194,-5.492292131815072,-4.82612902019498,-4.188722621534838,-4.359719103602395,-4.335398287763645,-4.915304855177419,-3.6615785267374186,-3.316940530042631,-5.37966479081525,-3.787043393122961,-4.487623928686328,-3.774510234773443,14
-5.895502616220933,-3.9789237100349717,-5.164566781334236,-5.474705247842726,-4.852918124246332,-4.172097043427008,-4.363073465798448,-4.322126461843114,-4.903774421017553,-3.6623820203955617,-3.3166756103825055,-5.39019667669834,-3.7788464083740068,-4.483273871276795,-3.785972383491402,15
-5.893481260582101,-3.9644408009949927,-5.152046277342415,-5.4605109151311035,-4.878294364825689,-4.1581665188572865,-4.36849680340318,-4.3113869137669125,-4.892797157359424,-3.6632280976549354,-3.3167847119302487,-5.396703353524003,-3.77184327182397,-4.479766707594236,-3.7961136739171604,16
-5.891779009498813,-3.945745265194591,-5.141438499605732,-5.449709133680202,-4.90225774193305,-4.14693104782567,-4.375989116416594,-4.303179643535047,-4.882373064203033,-3.6641167585155405,-3.3172678346858615,-5.399184821292243,-3.7660339834728522,-4.477102437638653,-3.8049341060507182,17
-5.8903958629710695,-3.9228371026337654,-5.132743448124187,-5.4422999034900235,-4.924808255568416,-4.138390630332162,-4.385550404838688,-4.297504651147512,-4.872502141548382,-3.6650480029773758,-3.3181249786493434,-5.397641080003058,-3.7614185433206524,-4.475281061410045,-3.8124336798920755,18
-5.889331820998869,-3.8957163133125152,-5.125961122897784,-5.438283224560567,-4.945945905731786,-4.132545266376759,-4.3971806686694634,-4.294361936604309,-4.863184389395467,-3.6660218310404424,-3.319356143820694,-5.392072129656445,-3.7579969513673706,-4.474302578908412,-3.8186123954412317,19
-5.888586883582215,-3.864382897230842,-5.121091523926522,-5.4376590968918315,-4.96567069242316,-4.129394955959464,-4.410879907908919,-4.293751499905439,-4.854419807744291,-3.667038242704739,-3.3209613301999132,-5.38247797025241,-3.7557692076130067,-4.474166990133753,-3.823470252698188,20
-5.889905588745981,-3.8275664524329573,-5.121912845765881,-5.442106833348552,-4.979359367242238,-4.129524301428096,-4.429591969635816,-4.2974793456043505,-4.846649251548134,-3.6671581657259273,-3.3224632720190814,-5.359635898046567,-3.754429284145339,-4.47367779732648,-3.8247511904789313,21
-5.894257124281765,-3.7845612000545343,-5.1305240853911265,-5.452559385522243,-4.984443458855519,-4.133258081864778,-4.454952324449463,-4.306548809564073,-4.840117640225481,-3.6658598933015947,-3.3235968216293523,-5.318422188736482,-3.753807165457575,-4.472170279509039,-3.82120184145901,22
-5.900478464839651,-3.736214074732766,-5.144406446431937,-5.467897211503089,-4.984005132863205,-4.140206562370962,-4.48499840763069,-4.319755888748971,-4.83453107047415,-3.663769473594637,-3.324680156209341,-5.264985311485077,-3.7541068701578664,-4.470442101854493,-3.8143262464277665,23
-5.907406585069721,-3.6833720111048427,-5.161041132517992,-5.487000769381261,-4.981126554865494,-4.149980008048103,-4.517767654460322,-4.335896580123413,-4.829595638991952,-3.661512954767944,-3.3260314529376602,-5.205473735455272,-3.7555324168543587,-4.4692909295359025,-3.805628446174541,24
-5.913878459622053,-3.6268819438079567,-5.177909347278969,-5.508750517246942,-4.978889890462588,-4.162188683997653,-4.551297500219184,-4.353766880651766,-4.825017442476701,-3.659716384984411,-3.3279688889929244,-5.14603592980999,-3.7582878241552007,-4.469514427726327,-3.7966124814886766,25
-5.918731063146735,-3.567590807479299,-5.192492294344549,-5.532026913190309,-4.980377305254686,-4.176442855321063,-4.583625380188106,-4.372162787298397,-4.820502577626212,-3.659005812406931,-3.3308106415537475,-5.0928203637121525,-3.762577110668543,-4.4719102615988255,-3.7887823931595146,26
-5.920801370293848,-3.5063455367560636,-5.202271177344411,-5.55571041530154,-4.988670964841991,-4.192352787119788,-4.612788729647914,-4.389880297027671,-4.815757141138299,-3.6600072851983976,-3.334874887798743,-5.05197550632468,-3.7686042950025325,-4.477276096326462,-3.7836422219763968,27
-5.91892635571347,-3.4439930662754406,-5.204727199908232,-5.578681481670812,-5.006853034824702,-4.209528744495279,-4.636824983879433,-4.4057154068039575,-4.810487229710772,-3.6633468515217027,-3.340479804906524,-5.029649826810492,-3.7765733957653174,-4.486409597082295,-3.782696008728664,28
-5.911942994055689,-3.381380330674621,-5.1973415656656945,-5.5998205703883075,-5.038005680803019,-4.227580992548991,-4.65377157816349,-4.4184641135916225,-4.804398940041449,-3.6696505595397406,-3.3479435700557056,-5.031991794332512,-3.7866884315650484,-4.500108429039385,-3.7874477942056597,29
-5.898688259970584,-3.3193542645907987,-5.1775954782464755,-5.618008139544199,-5.085211068377143,-4.2461197963823745,-4.6616659477809135,-4.426922414355033,-4.797198368828141,-3.679544457415404,-3.3575843604249007,-5.065149878053662,-3.7991534210098714,-4.519170257370795,-3.7994016191967246,30
-5.884138741296157,-3.2485781293919174,-5.148639050399504,-5.632055983662319,-5.158270746255697,-4.260895689684146,-4.6633771658457785,-4.435308523720979,-4.79263701964449,-3.6953239729647533,-3.3684114190445222,-5.14848990863346,-3.816741533841655,-4.552903775684509,-3.8186288682578495,31
-5.872265309416398,-3.16298654547345,-5.1148344298878525,-5.6424649950142385,-5.2594336993951165,-4.269952027361343,-4.662534414167271,-4.447214490000551,-4.793103849752191,-3.7176151087314886,-3.3795443638573466,-5.286394490639718,-3.8407818450640963,-4.605653272101794,-3.843609453471933,32
-5.860396364300372,-3.0683334860138833,-5.075480872862412,-5.650649278311751,-5.380453247767318,-4.276338306342907,-4.658315291068879,-4.460497060684579,-4.796261136381143,-3.744539774969961,-3.3914669344105364,-5.462537254097803,-3.8693122311780908,-4.67076980356562,-3.8734602069186823,33
-5.845860305917144,-2.9703729241917043,-5.029877635474076,-5.65802293826665,-5.51308271134422,-4.283104023557773,-4.649897394874095,-4.473012983263889,-4.799771156761247,-3.7742198819345254,-3.4046628702512542,-5.6605918290330814,-3.9003705686845347,-4.7416044270189674,-3.9072979606778016,34
-5.825985534235775,-2.8748588331853977,-4.977323973873736,-5.666000079590726,-5.649075410097739,-4.293298675934881,-4.636458323906407,-4.482619005229304,-4.801296188122401,-3.8047773398795326,-3.4196159109266615,-5.864231845470912,-3.93199473408432,-4.811508199404806,-3.944239546828996,35
-5.798100449225332,-2.7875451861734506,-4.917119144212282,-5.675994806995773,-5.780184663999793,-4.309971760403169,-4.617175676489304,-4.4871718740716515,-4.798498507694504,-3.8343340590593353,-3.43680979598392,-6.057130933436665,-3.962222603878345,-4.873832177666114,-3.9834017974519718,36
-5.759533450854881,-2.7141859563343482,-4.848562402640608,-5.689421225193584,-5.8981637930223005,-4.336172773891575,-4.591227050946277,-4.484528337281759,-4.789040392707455,-3.8610119497282867,-3.456728264970193,-6.222962722955701,-3.9890920545675037,-4.921927418745863,-4.023901544626434,37
-5.707612939093481,-2.6605351168465763,-4.770953005309605,-5.7076934388959515,-5.99476611713718,-4.374951213329039,-4.557790045600816,-4.472545142350452,-4.770584120391154,-3.8829329221407396,-3.479855057432641,-6.345400844053385,-4.0106409626526895,-4.949144979587031,-4.0648556204320885,38
-5.6396673139101985,-2.6323466408886222,-4.683590208370165,-5.732225552814667,-6.061744956316345,-4.429356575644498,-4.51604225877641,-4.449079036768555,-4.740791967975499,-3.898218886551045,-3.506673912918427,-6.408118926755082,-4.0249072046348005,-4.948835917132589,-4.105380856948639,39
-5.5530249752741,-2.6353745016389705,-4.585773267973181,-5.764431671661525,-6.0908536305317185,-4.5024383577668905,-4.465161288796549,-4.411986768026895,-4.69732621269039,-3.9049917532135567,-3.537668570974712,-6.394790601086157,-4.029928657014729,-4.914351288325514,-4.144594086255793,40
