C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,time
-4.105057111068948,-4.129094209882078,-4.326951459068393,-3.8600211259265986,-3.6891041910102516,-4.296061618639062,-3.8728000431966065,-4.200952606001606,-3.7075757291131346,-3.778761936900043,-3.9734251037057526,-4.335506557363638,-3.843788923552185,-4.047965416417217,-6.484079682647591,-3.9364979722706845,10
-4.112667060847121,-4.1458205748911565,-4.33965002877041,-3.8607201401261193,-3.694119187496833,-4.338780591265818,-3.878409188588614,-4.194576052417046,-3.709410730466645,-3.789322175730743,-3.980200684240058,-4.297415882502681,-3.846922163838619,-4.0500650242890615,-6.324943122922961,-3.9340040230339826,11
-4.1231307417921075,-4.168819326778638,-4.357110562110683,-3.8616812846504605,-3.701014807665882,-4.39751917862761,-3.8861217635026253,-4.185808291238278,-3.711933857327724,-3.803842504122955,-3.9895171074747267,-4.2450412045688655,-3.8512303692324656,-4.052951985112847,-6.1061303533015945,-3.930574842833518,12
-4.135734721112205,-4.196522368824923,-4.378142568179648,-3.8628390269184156,-3.7093208955967816,-4.468272477040675,-3.895411910558138,-4.175247124363851,-3.714973078319478,-3.821332899686301,-4.000739162734669,-4.181953524330405,-3.8564197984568716,-4.0564294606505875,-5.842560426257674,-3.92644423941023,13
-4.149765566015709,-4.227361604310411,-4.401555556067742,-3.8641278343487815,-3.718567295368916,-4.547035582821258,-3.905753772374652,-4.163490353692319,-3.7183563620650166,-3.840803340030403,-4.013231639344792,-4.111723842555515,-3.8621967102349837,-4.0603006126643,-5.549152394265388,-3.9218460205050607,14
-4.164509843710919,-4.259768936515499,-4.4261590348654,-3.865482174360353,-3.7282838510616676,-4.629803592285601,-3.916621491571667,-4.151135781122236,-3.721911677187448,-3.861263802764883,-4.026359326630008,-4.03792316001241,-3.8682673632899496,-4.064368602916,-5.240825309798916,-3.9170139938589505,15
-4.179254121406128,-4.292176268720588,-4.450762513663057,-3.866836514371924,-3.738000406754419,-4.712571601749943,-3.927489210768682,-4.138781208552153,-3.725466992309879,-3.8817242654993636,-4.039487013915223,-3.9641224774693047,-3.8743380163449155,-4.068436593167697,-4.932498225332444,-3.9121819672128404,16
-4.1932849663096325,-4.323015504206077,-4.4741755015511515,-3.86812532180229,-3.7472468065265536,-4.791334707530526,-3.9378310725851966,-4.127024437880622,-3.728850276055419,-3.901194705843466,-4.051979490525348,-3.893892795694415,-3.880114928123028,-4.07230774518141,-4.639090193340158,-3.907583748307672,17
-4.20588894562973,-4.350718546252361,-4.495207507620116,-3.8692830640702462,-3.755552894457453,-4.862088005943593,-3.9471212196407097,-4.116463271006196,-3.7318894970471757,-3.9186851014068123,-4.06320154578529,-3.830805115455955,-3.8853043573474344,-4.075785220719153,-4.375520266296239,-3.903453144884384,18
-4.216352626574716,-4.373717298139843,-4.512668040960389,-3.8702442085945865,-3.7624485146265023,-4.920826593305383,-3.95483379455472,-4.107695509827426,-3.734412623908256,-3.9332054297990235,-4.072517969019958,-3.7784304375221387,-3.8896125627412803,-4.078672181542938,-4.156707496674873,-3.900023964683918,19
-4.223962576352889,-4.390443663148921,-4.525366610662406,-3.870943222794107,-3.7674635111130836,-4.96354556593214,-3.960442939946728,-4.101318956242866,-3.73624762526177,-3.943765668629723,-4.079293549554263,-3.740339762661181,-3.8927458030277142,-4.080771789414782,-3.9975709369502415,-3.8975300154472157,20
-4.230965993924192,-4.403341807023156,-4.535310533743602,-3.871133576629997,-3.770325913298209,-4.989161028275077,-3.963870697365751,-4.094281878422384,-3.737382898441814,-3.951052782693978,-4.084208955097552,-3.713137205684019,-3.8947368762338606,-4.080880418698063,-3.88049950104616,-3.895405266170887,21
-4.239961405249789,-4.415886921574069,-4.5452708401063635,-3.870645308717486,-3.7711706888497245,-4.999926066379554,-3.9654745109894876,-4.083341179052583,-3.737948241179655,-3.956487599661118,-4.088396293246754,-3.690846134110713,-3.8958589082211517,-4.0780716190293855,-3.777471502391776,-3.8929482092499357,22
-4.250762368039803,-4.428057449184,-4.555202608168553,-3.86952773945643,-3.770138089277262,-4.996841248953031,-3.9653816273804585,-4.068807611807113,-3.7379837226941546,-3.960180891452162,-4.0918975131581465,-3.673166427773165,-3.8961786494641966,-4.072564315080599,-3.68779009271928,-3.8901894375228894,23
-4.263182440004356,-4.439831832235295,-4.565060916348035,-3.8678301892466878,-3.7673683660904564,-4.980907144702972,-3.9637192931011858,-4.050991930359627,-3.7375294122041756,-3.9622434299881264,-4.09475456398801,-3.659797966503277,-3.8957628504376047,-4.064577431523554,-3.610758423760859,-3.8871595438282793,24
-4.2770351788535725,-4.4511885131102895,-4.574800843062669,-3.8656019784881126,-3.7630017707989394,-4.953124322336835,-3.9606147547141877,-4.0302048883837776,-3.7366253789285793,-3.9627859871900286,-4.09700939489262,-3.650440630132952,-3.894678261615983,-4.054329893030099,-3.5456796472487055,-3.883889121004634,25
-4.292134142297574,-4.462105934191326,-4.584377466730317,-3.8628924275805616,-3.7571785549123438,-4.914493350562083,-3.956195258781986,-4.006757239553215,-3.7353116920862264,-3.9619193349788846,-4.098703955028255,-3.6447942984940895,-3.8929916334739385,-4.042040624272086,-3.491856914915007,-3.8804087618904806,26
-4.308292888046483,-4.47256253786075,-4.593745865768848,-3.859750856923892,-3.7500389699403045,-4.86601479808618,-3.950588051867103,-3.9809597375415935,-3.733628420895981,-3.9597542452757137,-4.099880193551195,-3.642558851418594,-3.8907697164860826,-4.027928549921365,-3.448593378491954,-3.8767490593243523,27
-4.3253249738104245,-4.482536766500895,-4.602861118596119,-3.856226586917959,-3.7417232673924525,-4.808689233616581,-3.9439203805320573,-3.9531231360225636,-3.7316156345767038,-3.9564014900015323,-4.100580059617719,-3.643434168738366,-3.8880792611270216,-4.012212594649786,-3.4151921897117354,-3.872940606144776,28
-4.343043957299519,-4.492007062494109,-4.611678303629993,-3.852368937962619,-3.732371698778422,-4.743517225860753,-3.9363194913393698,-3.9235581886697766,-3.7293134023472567,-3.9519718410773574,-4.100845502384102,-3.6471201302853076,-3.8849870178713646,-3.9951116831291986,-3.3909565003065394,-3.869013995190281,29
-4.36126339622389,-4.500951868222728,-4.6201524992883325,-3.848227230457729,-3.7221245156078457,-4.671499343526154,-3.927912630851562,-3.892575649156886,-3.726761793426502,-3.946576070424206,-4.1007184710066245,-3.653316615891321,-3.88155973719372,-3.9768447400314537,-3.3751894620085574,-3.864999819299397,30
-4.379796848293663,-4.509349626069096,-4.628238783989002,-3.8438507848031445,-3.7111219693903563,-4.5936361553202465,-3.9188270456311547,-3.8604862711575416,-3.7240008770333017,-3.940324949963096,-4.1002409146415655,-3.661723505388308,-3.877864169568695,-3.9576306900284015,-3.3671942265499784,-3.8609286713106536,31
-4.398457871218955,-4.517178778415553,-4.6358922361498625,-3.8392889213987207,-3.6995043116355872,-4.5109282299504905,-3.9091899822406675,-3.8276008083453976,-3.721070722386517,-3.9333292516150435,-4.099454782445202,-3.67204067860817,-3.8739670654708993,-3.937688457791891,-3.3662739456629898,-3.8568311440625784,32
-4.4170600227098955,-4.524417767644442,-4.64306793418878,-3.834590960644318,-3.687411793853174,-4.4243761361243505,-3.899128687242623,-3.794230014394106,-3.718011398705011,-3.9256997473010684,-4.098402023573813,-3.6839680153828107,-3.869935175374942,-3.9172369679937757,-3.3717317710797845,-3.8527378303937043,33
-4.435416860476603,-4.531045036138102,-4.649720956523612,-3.8298062229397876,-3.6749846675527453,-4.334980442549284,-3.8887704071995395,-3.760684642977317,-3.7148629752076445,-3.9175472089421848,-4.097124587183676,-3.69720539554413,-3.86583524975543,-3.896495145305902,-3.382870854532549,-3.8486793231425565,34
-4.453341942229202,-4.5370390262788725,-4.655806381572224,-3.8249840286849888,-3.662363184243936,-4.243741717932756,-3.8782423886739394,-3.7272754477686836,-3.7116655211132796,-3.908982408459412,-4.095664422431069,-3.7114526989240306,-3.8617340390869708,-3.8756819144001216,-3.3989943477534745,-3.8446862151476657,35
-4.470648825677816,-4.542378180449098,-4.661279287752478,-3.8201736982797763,-3.64968759543638,-4.151660530982224,-3.867671878228343,-3.6943131824418574,-3.7084591056407783,-3.900116117773767,-4.094063478472272,-3.7264098053544146,-3.857698293844175,-3.855016199948285,-3.4194054024747493,-3.840789099247562,36
-4.487151068532565,-4.547040941031119,-4.666094753482237,-3.815424552124009,-3.63709815263971,-4.059737450405151,-3.8571861224252717,-3.6621086006704906,-3.705283798009004,-3.891059108806266,-4.092363704463564,-3.7417765946671846,-3.8537947645016497,-3.8347169266222427,-3.4434071704285634,-3.8370185682807745,37
-4.502662228503576,-4.551005750407274,-4.670207857179362,-3.8107859106175392,-3.6247351073635583,-3.9689730449089984,-3.8469123678272443,-3.6309724561282355,-3.7021796674368157,-3.8819221534779267,-4.0906070495612195,-3.7572529466942406,-3.850090201534003,-3.8150030190938438,-3.4703028033471064,-3.8334052150858318,38
-4.516995863300969,-4.554251050959907,-4.673573677261718,-3.806307094160227,-3.612738711117559,-3.8803678832012274,-3.836977860996783,-3.601215502488744,-3.6991867831430776,-3.872816023709767,-4.08883546292152,-3.7725387412674865,-3.8466513554158444,-3.796093402034939,-3.4993954529625673,-3.829979632501263,39
