Time	Anaeroplasmataceae	Bacteroidaceae	Clostridiales_vadinBB60_group	Deferribacteraceae	Desulfovibrionaceae	Enterobacteriaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Muribaculaceae	Peptococcaceae	Prevotellaceae	Rikenellaceae	Ruminococcaceae	Saccharimonadaceae	Tannerellaceae
1	4.5772103107684896e-4	0.026620091544206217	0.003902674054444712	6.022645145748012e-4	0.0157552397012768	0.13591905564924117	0.17795711876656228	7.468079980727535e-4	0.006359913273909901	0.5143820766080462	0.007564442303059504	0.025030113225728737	0.008383522042881234	0.0694049626596001	0.004264032763189593	0.0022163334136352684
2	9.27741212715306e-4	0.04701722447836438	0.011360453717966672	9.627503150819213e-4	0.007369416048172524	0.061073379078560426	0.10562246184007842	7.877048032488448e-4	0.006651729449656911	0.6387060635765299	0.004201092283993839	0.0370221257526957	0.009837557765018904	0.05864024646408066	0.005478924520375297	0.0031683237641786863
3	0.002504362106127476	0.050969927127168226	0.011741763317253412	0.002730165246843888	0.007205172944678231	0.0029354408293133533	0.1848711895720004	4.31078723185877e-4	0.010674330288412193	0.5555373088371138	0.005172944678230524	0.032844093195114436	0.02032228266447706	0.10214512983680592	0.005562968284922508	0.00336651955249923
4	8.922958366287441e-4	0.050881142138670885	0.004400640830646306	3.4475066415201475e-4	0.012066273245320516	2.2307395915718603e-4	0.12175782279815862	0.0014601204599379448	0.0033055504856928475	0.6669302995274888	0.0029607998215408324	0.06438725639309688	0.008882399464622498	0.05343635294356229	0.003731418953174748	0.002453813550729046
5	0.0022176049866144566	0.04495145243137411	0.01658209134135134	0.0011987053981699764	0.0036560514644184278	5.993526990849882e-5	0.16050665281495985	0.001638230710832301	0.00591361329763855	0.5995724617413194	0.004435209973228913	0.07184241019698726	0.011467614975826108	0.06710752387421584	0.005154433212130899	0.001977863906980461
6	0.00419770994044087	0.020329223533548713	0.01358211907430606	0.00109887694775939	0.006922924770884156	6.153710907452584e-4	0.21166567767741368	0.001406562493132019	0.0059778905958110815	0.5581196017669942	0.006571284147601152	0.05841629854288917	0.018043559482209183	0.0841080415815037	0.005054833959693194	0.0021318212786532163
7	0	0.03550358419149521	0.0024106066693451184	2.1145672538115074e-4	0.010572836269057537	3.383307606098412e-4	0.2667949504133979	0.0024317523418832337	0.003933095092089404	0.5179421031485907	0.008331394980017339	0.02970966991605168	0.0029603941553361106	0.10528430356727496	0.007887335856716922	0.003023831172950456
8	0.001394700139470014	0.06454095128168133	0.005578800557880056	1.2023277064396672e-4	0.00682922137257731	0.00718991968450921	0.10460251046025106	9.13769056894147e-4	0.003943634877122108	0.6859760496320877	0.0030058192660991677	0.03010628576924927	0.007815130091857837	0.05833694031645265	0.006733035156062136	0.003967681431250902
9	0.0010638702078346442	0.0709183479615487	0.009289866636270374	3.6095596337246854e-4	0.005927276872221589	3.7995364565523006e-4	0.10334739161822258	0.0014628215357726357	0.006592195752118241	0.6219081272084805	0.004293476195904099	0.07439492381929405	0.013811315019567613	0.0723431741327558	0.006611193434401003	0.00530035335689046
