Time	Bacillaceae	Enterobacteriaceae	Enterococcaceae	Lachnospiraceae	Lactobacillaceae	Paenibacillaceae	Xanthomonadaceae
1	0.011001757469244288	0.003321616871704745	0.0020738137082601054	0	0.9790158172231986	0	0.0016344463971880493
2	0	0.0014100078511800804	0	0	0.9922930252679816	0.0023072855746583136	9.773918059316467e-4
3	0	0.006951102588686481	0.0021572387344199425	5.347001991297293e-4	0.9728224795338889	0.0014381591562799617	0.0055682572461095954
4	0	0.004293451935356026	0.03795851864899379	0	0.9490290193315426	0	0.004689770575542736
5	0.01931364724660814	0.014436463598474772	0.13427329963642812	0	0.8097543672962667	6.650704974727321e-4	0.0023587833643699567
6	0.38885805264234174	0.00593029709912068	0.028979579912944406	6.572989395577109e-4	0.5727995092167918	0.0012123513774064444	0.0015629108118372236
9	0.15629500023225926	0.0018580741061889352	0.05986095412105353	0	0.7737794775714971	0	0.006131644550423486
10	0.14369702077033658	0.0010608238734942745	0.0666435334357805	0	0.7860804045010658	6.642542011599663e-4	3.37084221484162e-4
