C1,C2,C3,C4,time
-5.162253541559624,-3.3974367071333194,-4.828396855526349,-3.773968949120754,20
-5.182140736934212,-3.3324795513508567,-4.921382188332057,-3.7539323933600395,21
-5.201009958324889,-3.2779846705603344,-4.996813763801897,-3.7399874708988454,22
-5.218861205731654,-3.2339520647617523,-5.054691581935869,-3.732134181737172,23
-5.23569447915451,-3.20038173395511,-5.095015642733974,-3.7303725258750173,24
-5.251509778593455,-3.1772736781404083,-5.117785946196212,-3.7347025033123833,25
-5.266307104048489,-3.164627897317646,-5.123002492322584,-3.745124114049269,26
-5.280086455519611,-3.162444391486824,-5.110665281113091,-3.7616373580856752,27
-5.292847833006822,-3.1707231606479422,-5.080774312567734,-3.7842422354216,28
-5.304591236510123,-3.189464204801001,-5.033329586686514,-3.812938746057045,29
-5.315316666029512,-3.2186675239459994,-4.968331103469429,-3.847726889992009,30
-5.32861093018335,-3.2626955434629643,-4.8713487791701064,-3.892574631960032,31
-5.346466700426282,-3.323971833007465,-4.7343659005961145,-3.94968639681308,32
-5.366492771012734,-3.3995881089928184,-4.5670025235783696,-4.016416874728794,33
-5.386297936197132,-3.4866360878323404,-4.378878703947785,-4.090120755884814,34
-5.403490990233905,-3.582207485939345,-4.17961449753528,-4.168152730458781,35
-5.4156807273774765,-3.683394019727151,-3.9788299601717667,-4.2478674886283345,36
-5.420475941882274,-3.7872874056090726,-3.7861451476881625,-4.3266197205711165,37
-5.415485428002725,-3.890979359998426,-3.611180115915384,-4.401764116464768,38
-5.398317979993256,-3.991561599308528,-3.463554920684345,-4.470655366486928,39
-5.366582392108293,-4.086125839952693,-3.352889617825963,-4.530648160815237,40
-5.313654805896178,-4.18811320649473,-3.2764657895575775,-4.582832257880309,41
-5.238335068916216,-4.3080069881525755,-3.2227968495826866,-4.630556363292711,42
-5.146367534439275,-4.4384621483207365,-3.188350600961444,-4.674563588000009,43
-5.043496555736223,-4.572133650393722,-3.169594846754004,-4.715597042949773,44
-4.935466486077925,-4.701676457766039,-3.162997390020518,-4.75439983908957,45
-4.828021678735252,-4.819745533832196,-3.16502603382114,-4.7917150873669705,46
-4.726906486979068,-4.918995841986704,-3.1721485812160224,-4.8282858987295425,47
-4.637865264080244,-4.992082345624066,-3.180832835265319,-4.864855384124853,48
-4.566642363309647,-5.031660008138795,-3.187546599029182,-4.902166654500472,49
-4.518982137938144,-5.030383792925397,-3.188757675567766,-4.940962820803968,50
-4.49927626227034,-4.972136730755467,-3.189221473128531,-4.986994538521907,51
-4.504007448268631,-4.855582024833733,-3.195242904231018,-5.0426859826826815,52
-4.52705660569058,-4.6955448972044085,-3.2056140283435024,-5.103790543546598,53
-4.5623046442937465,-4.506850569911702,-3.219126904934258,-5.166061611373962,54
-4.603632473835688,-4.3043242649998215,-3.234573593471559,-5.22525257642508,55
-4.644921004073966,-4.10279120451298,-3.25074615342368,-5.277116828960259,56
-4.68005114476614,-3.9170766104953834,-3.266436644258895,-5.3174077592398055,57
-4.702903805669768,-3.7620057049912448,-3.2804371254454785,-5.341878757524025,58
-4.707359896542413,-3.652403710044775,-3.2915396564517043,-5.346283214073225,59
-4.687300327141633,-3.6030958477001818,-3.298536296745847,-5.326374519147711,60
-4.639769446833181,-3.6196178626581146,-3.301582830314633,-5.274873978246259,61
-4.569470950701304,-3.689670864299011,-3.3020184828872914,-5.192141763783427,62
-4.481774767081299,-3.8013281216867676,-3.3004104765458537,-5.085389566393196,63
-4.382050824308463,-3.9426629038852807,-3.29732603337235,-4.961829076709542,64
