C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-4.125877694896189,-4.122307667845074,-4.098687823140855,-4.680704013543593,-6.473078323427788,-4.234972824575808,-4.2157748826829495,-4.010556078946813,-3.8854761299769613,10
-4.134265843180688,-4.144346490567428,-4.123795287379564,-4.723712029069808,-6.338564657722564,-4.227550622593437,-4.223209120072804,-4.02032380286074,-3.8872415111063656,11
-4.145799547071875,-4.174649871810665,-4.158318050707789,-4.782848050418354,-6.153608367377881,-4.217345094867678,-4.233431196483855,-4.03375442324239,-3.8896689101592887,12
-4.159692417668078,-4.211151671944562,-4.199902288353149,-4.854080076133648,-5.930820108553603,-4.205052072834377,-4.2457441521608015,-4.049932215974832,-3.892592822654849,13
-4.175158066067624,-4.251785751338903,-4.246194175543269,-4.933376104760106,-5.682810537409597,-4.191367387929382,-4.259451027348346,-4.067941456941135,-3.8958477441121695,14
-4.191410103368842,-4.294485970363464,-4.294839887505767,-5.016704134842149,-5.422190310105725,-4.1769868715885385,-4.27385486229119,-4.086866422024369,-3.8992681700503686,15
-4.20766214067006,-4.337186189388025,-4.3434855994682655,-5.100032164924191,-5.161570082801852,-4.1626063552476955,-4.288258697234033,-4.105791387107603,-3.9026885959885678,16
-4.223127789069607,-4.377820268782366,-4.389777486658385,-5.17932819355065,-4.9135605116578445,-4.1489216703427,-4.301965572421577,-4.123800628073906,-3.905943517445887,17
-4.237020659665809,-4.414322068916264,-4.431361724303746,-5.250560219265943,-4.690772252833568,-4.136628648309399,-4.314278528098524,-4.139978420806348,-3.9088674299414468,18
-4.248554363556996,-4.444625450159501,-4.46588448763197,-5.30969624061449,-4.505815962488884,-4.12642312058364,-4.324500604509574,-4.153409041187998,-3.9112948289943668,19
-4.256942511841496,-4.466664272881855,-4.490991951870679,-5.352704256140704,-4.371302296783661,-4.1190009186012695,-4.331934841899429,-4.163176765101925,-3.913060210123768,20
-4.264185429696312,-4.482555604875861,-4.509320631336328,-5.378773493297064,-4.270252822820492,-4.1134025885973635,-4.337014224676762,-4.16965392709262,-3.913387341514628,21
-4.272720822211435,-4.495885584793897,-4.525139498496031,-5.390361960830618,-4.177068170931152,-4.108170883375219,-4.340694125844199,-4.1739190260123955,-3.911708521849394,22
-4.282418370354669,-4.506791679295496,-4.538543415803399,-5.388340829227647,-4.091427592119274,-4.1032549442230115,-4.343061168537367,-4.1761155842060536,-3.908171042393392,23
-4.293147755093829,-4.515411355040197,-4.549627245712042,-5.373581268974427,-4.013010337388489,-4.09860391242892,-4.344201975891894,-4.1763871240183965,-3.9029221944119508,24
-4.304778657396719,-4.521882078687538,-4.558485850675569,-5.346954450557243,-3.9414956577424323,-4.09416692928112,-4.344203171043408,-4.174877167794227,-3.8961092691703954,25
