ID,2,3,4,5,6,9,mean,points
31212,2.5676447156946473e-5,3.5739680934546614e-5,2.3143712269963071e-7,0,6.252245598210691e-7,7.504428550898599e-7,1.2604646525820729e-5,5
31563,5.320344906394315e-6,2.1926184622421234e-7,7.868862171787444e-6,6.123057018354984e-5,2.2924900526772532e-6,0,1.5386305832126613e-5,5
31730,0,2.1926184622421234e-7,2.3143712269963071e-7,7.691156986470284e-5,4.7933882919615295e-6,0,2.0538914281397053e-5,4
31953,1.480443800040157e-5,3.0696658471389724e-5,4.6287424539926143e-7,2.489047568436985e-7,0,1.8761071377246497e-7,9.280097237561343e-6,5
33429,3.2847346813390986e-5,9.450185572263551e-5,2.3143712269963071e-7,0,0,1.8761071377246497e-7,3.1942062593124646e-5,4
33714,2.0124782906795884e-5,1.1182354157434829e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,3.3097042447612704e-5,4
33776,9.252773750250981e-6,2.1926184622421234e-7,1.666347283437341e-5,1.1648742620285091e-4,4.7933882919615295e-6,0,2.9483264585132207e-5,5
34525,5.551664250150589e-6,1.3923127235237483e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,3.631581962051719e-5,4
34964,1.27225639065951e-5,1.3923127235237483e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,3.8098420392069145e-5,4
35305,2.9377556657046867e-5,1.3024153665718214e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,4.002485879844309e-5,4
35342,4.626386875125491e-6,1.52825506818276e-4,2.3143712269963071e-7,0,0,1.6884964239521847e-6,3.984295681001333e-5,4
35554,4.1174843188616865e-5,1.245407286553526e-4,2.3143712269963071e-7,0,0,1.8761071377246497e-7,4.153365492011039e-5,4
35668,3.4003943532172355e-5,1.3396898804299374e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,4.2113318363677355e-5,4
36354,4.626386875125491e-7,2.1926184622421234e-7,6.017365190190399e-5,0,0,5.4407106994014845e-6,1.6574065783760557e-5,4
36614,6.939580312688236e-5,1.3879274865992642e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,5.215709927402886e-5,4
36700,7.332823197073903e-5,1.4120462896839275e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,5.374317656210961e-5,4
37042,6.9395803126882365e-6,2.2781305822695662e-4,2.3143712269963071e-7,0,0,1.8761071377246497e-7,5.8792921594029236e-5,4
37150,1.5290208622289748e-4,9.58174267999808e-5,6.943113680988922e-7,0,2.0840818660702302e-7,1.8761071377246497e-6,5.029966794306177e-5,5
37260,1.4110479969132747e-5,2.3877615053816725e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,6.334174309671084e-5,4
37489,9.137114078372844e-5,1.815488086736478e-4,6.943113680988922e-7,4.97809513687397e-7,6.252245598210691e-7,9.380535688623248e-7,4.594589141130766e-5,6
37535,2.660172453197157e-5,2.48862195464481e-4,4.6287424539926143e-7,0,2.0840818660702302e-7,0,6.903380060711472e-5,4
37625,1.198234200657502e-4,1.6817383605397088e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,7.21193994998161e-5,4
37679,1.3185202594107648e-5,2.7429656962648963e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,7.198040438247599e-5,4
37741,1.9662144219283335e-5,1.0524568618762193e-5,6.943113680988922e-7,0,0,7.504428550898599e-7,7.90786676530857e-6,4
37742,2.290061503187118e-5,6.5778553867263705e-6,4.6287424539926143e-7,0,8.336327464280921e-7,5.62832141317395e-7,6.26756191034846e-6,5
37921,1.0964536894047413e-4,2.0654465914320803e-4,2.3143712269963071e-7,0,0,1.8761071377246497e-7,7.915226898003856e-5,4
37985,5.1352894313892946e-5,2.6903428531710856e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,8.020675623507704e-5,4
38029,9.484093094007256e-6,3.142022256392963e-4,2.3143712269963071e-7,0,0,1.8761071377246497e-7,8.10263416424439e-5,4
38132,1.1589099122189355e-4,2.3329460438256192e-4,4.6287424539926143e-7,2.489047568436985e-7,0,0,8.74743436516746e-5,4
38145,1.572971537542667e-5,2.1926184622421233e-5,2.4370329020271115e-4,4.032257060867916e-5,2.1674451407130394e-5,1.7260185667066778e-5,6.010273298057257e-5,6
38224,2.2276052803729237e-4,1.5129067389470653e-4,0,2.489047568436985e-7,0,1.8761071377246497e-7,9.362192935065377e-5,4
38265,1.7117631437964316e-4,2.0917580129789856e-4,0,0,2.0840818660702302e-7,1.8761071377246497e-7,9.51870336444803e-5,4
38294,8.512551850230904e-5,2.9929242009604985e-4,2.3143712269963071e-7,0,0,1.8761071377246497e-7,9.620924660870774e-5,4
38613,2.0911268675567217e-4,3.600279515001567e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,1.4240524503384303e-4,4
38640,2.704123128510849e-4,3.280157219514217e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,1.4971697002795332e-4,4
38726,1.6562465012949257e-4,6.058204811174987e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,1.9297124413907447e-4,4
38727,5.581735764838905e-4,2.3439091361368298e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0,1.9825108385172004e-4,4
38761,1.589163891605606e-4,8.187237338012089e-4,2.3143712269963071e-7,2.489047568436985e-7,4.1681637321404604e-7,0,1.9570745624290537e-4,5
38774,2.997898695081318e-4,7.707053894781063e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,2.6774390021644536e-4,4
38794,6.333523632046797e-4,6.816850799110761e-4,2.3143712269963071e-7,2.489047568436985e-7,0,1.8761071377246497e-7,2.631410791418143e-4,5
38800,6.125336222666149e-4,7.728980079403485e-4,2.3143712269963071e-7,2.489047568436985e-7,0,0,3.464779930216267e-4,4
38824,8.653656649922231e-4,9.171723027558802e-4,6.943113680988922e-7,2.489047568436985e-7,0,0,4.4587029596826147e-4,4
38848,1.2583772300341336e-4,2.837248290141308e-4,2.3143712269963071e-7,0,0,0.0015380326315066679,4.869566551617279e-4,4
38866,0,6.57785538672637e-7,7.938293308597333e-5,0.0027638384199924282,2.750988063212704e-5,0,7.178472548123004e-4,4
38883,9.831072109641668e-5,4.071692484383623e-4,2.3143712269963071e-7,0,2.0840818660702302e-7,0.0019355797339905211,4.882999097669214e-4,5
38906,2.3502045325637493e-4,2.3724131761459775e-4,0,0,2.0840818660702302e-7,0.002125629387042028,6.495248915249019e-4,4
38928,8.790135062738433e-6,1.7102424005488562e-4,2.3143712269963071e-7,0,0,0.0024695198253869566,6.623914094068201e-4,4
39004,7.887989622088962e-5,1.7716357174916357e-4,2.3143712269963071e-7,0,0,0.00266538541056541,7.304150789145407e-4,4
39006,9.80794017526604e-5,2.6421052470017585e-4,2.3143712269963071e-7,0,0,0.0025822738643642078,7.361988069849359e-4,4
39008,2.0494893856805923e-4,3.5476566719077555e-4,2.3143712269963071e-7,0,0,0.002419990596951026,7.4498415995814e-4,4
39012,0.0015935589591369753,0.0018312749396646214,9.48892203068486e-6,2.489047568436985e-6,1.0628817516958174e-5,2.3263728507785656e-5,5.784507357375771e-4,6
39062,9.576620831509765e-5,2.1926184622421234e-7,0,0,2.0840818660702302e-7,0.002997081152515128,7.733187577157642e-4,4
39086,4.4644633344960984e-5,1.4252020004573802e-4,2.3143712269963071e-7,0,0,0.003036291791693573,8.05922015551743e-4,4
39099,5.8523793970337456e-5,1.3725791573635692e-4,2.3143712269963071e-7,0,0,0.003076440484440881,8.181134078175688e-4,4
39105,3.192206943836589e-5,2.383376268457188e-4,2.3143712269963071e-7,0,0,0.0030351661274109383,8.264143152044306e-4,4
39123,5.8986432657850004e-5,2.5631709823610425e-4,0,2.489047568436985e-7,0,0.0031207166128911826,8.590672621354951e-4,4
39130,5.621060053277471e-5,1.598418858974508e-4,2.3143712269963071e-7,0,0,0.0032631131446444832,8.69849267049352e-4,4
39151,3.051102144145261e-4,9.643135996940859e-4,2.3143712269963071e-7,0,0,0.0025987836071761847,9.67109714601874e-4,4
39155,2.1975337656846082e-5,3.76911113659421e-4,2.3143712269963071e-7,0,0,0.003391251262151077,9.475922876475109e-4,4
39159,5.588675345151592e-4,5.852098675724227e-4,2.3143712269963071e-7,0,0,0.002805343003039669,9.874129605624876e-4,4
39163,1.2144265547204414e-4,2.8745228039994236e-4,2.3143712269963071e-7,0,0,0.0034501610262756307,9.648218498175792e-4,4
39173,9.352241068066179e-4,7.608386063980168e-4,4.6287424539926143e-7,2.489047568436985e-7,0,0.003005898856062434,9.405346696538623e-4,5
39174,0.0011177350690303185,0.0010296536298689011,4.6287424539926143e-7,0,0,0.002726734113969006,0.0012186464217784061,4
39192,0.0013714923891309518,0.0015600480358852707,4.6287424539926143e-7,0,0,0.0031400405164097463,0.001518010953917842,4
39195,3.6455928575988866e-4,5.604332789490867e-4,2.3143712269963071e-7,0,0,0.004957988332864932,0.0014708030836741517,4
39205,1.7233291109842452e-4,2.806551631669918e-4,2.3143712269963071e-7,0,0,0.006501836896498546,0.0017387641019716656,4
39206,1.855181136925322e-4,3.4029438533997753e-4,2.3143712269963071e-7,0,0,0.006448367843073394,0.0017436029448071508,4
39208,7.291185715197773e-4,6.211688103531936e-4,4.6287424539926143e-7,0,0,0.006011047269269778,0.001840449381347037,4
39209,0.0013814391209124716,0.0020612806163538204,4.6287424539926143e-7,0,0,0.005076183082541585,0.002129841423513319,4
39212,4.256275925115452e-5,1.030530677253798e-5,0.019594392556241534,0,4.1681637321404604e-7,0,0.00491191935965961,4
39213,2.3825892406896278e-5,6.972526709929952e-5,0,0.021009552715662905,6.648221152764034e-5,5.62832141317395e-7,0.004234029783767612,5
39216,4.626386875125491e-6,2.1926184622421234e-7,2.3143712269963071e-7,6.7204284347798595e-6,0.01951659304300128,0,0.0039056781114560216,5
39217,0,1.3594234465901164e-5,0.021851598813931034,2.489047568436985e-7,2.0840818660702302e-7,0,0.005466412590335096,4
39219,4.672650743876746e-5,1.3155710773452741e-5,0.02226124252110938,4.97809513687397e-7,0,0,0.005580405637208821,4
39220,4.066594063235306e-4,3.3262022072213013e-4,0.023753317651153898,0,4.1681637321404604e-7,0,0.006123253523643193,4
39221,4.7883104157548826e-5,1.4909805543246439e-5,0.024583251173154776,4.97809513687397e-7,2.0840818660702302e-7,0,0.004929350060111173,5
39222,1.1797286531570002e-5,1.4690543697022227e-5,0.024695729614786794,2.489047568436985e-7,2.0840818660702302e-7,0,0.004944534951591768,5
39225,4.119797512299249e-4,4.196671736731424e-4,0.024229846686792438,0,2.0840818660702302e-7,0,0.006265425504970528,4
39228,2.560705135381959e-4,2.6618388131619377e-4,0.02531274098390401,2.489047568436985e-7,4.1681637321404604e-7,0,0.005167132219977692,5
39229,2.336325371938373e-5,1.4252020004573802e-5,0.025822596965211296,2.489047568436985e-7,2.0840818660702302e-7,0,0.005172133910375741,5
39231,2.128137962557726e-5,1.3374972619676953e-5,0.026169521212138044,2.489047568436985e-7,8.336327464280921e-7,0,0.005241052020377314,5
39232,2.9377556657046867e-5,1.5414107789562127e-4,0.026632164020414607,2.489047568436985e-7,2.0840818660702302e-7,0,0.005363227993582145,5
39233,1.619235406293922e-5,1.4427429481553172e-4,0.02684878916726146,2.489047568436985e-7,4.1681637321404604e-7,0,0.0054019843074539975,5
39234,5.8755113314093733e-5,1.688316215926435e-5,0.027100824193881358,2.489047568436985e-7,2.0840818660702302e-7,0,0.005435383956459633,5
39235,3.661785211661826e-4,5.387263561728897e-4,0.026586802344365477,4.97809513687397e-7,2.0840818660702302e-7,0,0.005498482687880969,5
39236,8.859530865865315e-5,1.4690543697022227e-5,0.027547266403568946,0,2.0840818660702302e-7,0,0.006912690166027807,4
39237,3.307866615714726e-5,1.995282800640332e-5,0.027736350532814542,0,2.0840818660702302e-7,0,0.006947397608791175,4
39238,8.09617703146961e-6,1.8417995082833837e-5,0.027841191549397477,0,2.0840818660702302e-7,0,0.006966978532424597,4
39239,2.3131934375627454e-7,2.1926184622421233e-5,0.027927980470409838,2.489047568436985e-7,4.1681637321404604e-7,0,0.0055901607391012145,5
39240,6.9395803126882365e-6,2.2803232007318083e-5,0.028430199026668036,0,0,3.7522142754492995e-7,0.007115079265103897,4
39242,6.476941625175687e-6,1.5129067389470652e-5,0.028444548128275415,4.97809513687397e-7,2.0840818660702302e-7,0,0.0056933720709980715,5
39244,4.580123006374236e-5,1.8637256929058047e-5,0.028686862795741928,0,2.0840818660702302e-7,0,0.007187877422730334,4
39247,7.656670278332687e-5,1.7847914282650884e-4,0.030022486430841495,2.489047568436985e-7,2.0840818660702302e-7,0,0.006055597917878956,5
39248,2.787398092263108e-4,1.3068006034963056e-4,2.3143712269963071e-7,1.2445237842184926e-5,0.027867092263971476,0,0.00565783776170246,5
39251,2.0911268675567217e-4,1.4295872373818646e-4,0.029238146022012447,0,2.0840818660702302e-7,0.003166493627051664,0.0065513838935489154,5
39255,9.252773750250982e-7,2.1049137237524385e-5,0.036948936638996045,2.489047568436985e-7,6.252245598210691e-7,0,0.007394357036585052,5
39256,8.327496375225883e-5,2.148766092997281e-5,0.039642170435851644,2.489047568436985e-7,6.252245598210691e-7,0,0.007949561437970109,5
39257,7.170899656444511e-6,2.1926184622421234e-7,4.6287424539926143e-7,2.0659094818026975e-5,0.041781881659162586,0,0.008362078757945736,5
39259,5.806115528282491e-5,4.385236924484247e-7,0,0.049747598131322644,1.6547610016597627e-4,5.62832141317395e-7,0.009994427348521042,5
39260,7.864857687713335e-6,1.3945053419859904e-4,0,2.7130618495963137e-5,0.04309005984649487,0,0.010816126464219285,4
39261,6.037434872038765e-5,2.4118803084663357e-5,0.04847681972066465,7.467142705310956e-7,2.0840818660702302e-7,0,0.009712453598985368,5
39262,3.076547271958451e-5,2.3899541238439144e-5,0.04582478173164958,0,2.0840818660702302e-7,0.002614918128560617,0.009698914656470966,5
39263,2.2299184738104865e-4,7.150128805371564e-4,0.04814586463520418,0,2.0840818660702302e-7,0,0.012271019442827248,4
39264,5.0890255626380395e-6,2.1926184622421234e-7,0,1.6178809194840403e-5,0.04498219777270003,0,0.011250921217325934,4
39266,2.7295682563240397e-5,2.6749945239353905e-5,0.05024592508658063,0,6.252245598210691e-7,0,0.012575148984735761,4
39267,1.9939727431790864e-4,2.1926184622421234e-7,0,2.3894856656995058e-5,0.04623348052508859,0,0.01161424797947743,4
39269,4.0712204501104316e-5,0,4.6287424539926143e-7,1.6427713951684103e-5,0.046950821503389965,0,0.011752106074022039,4
