C1,C2,C3,C4,C5,C6,time
-4.175933181106716,-4.164839660660455,-3.804619821623439,-3.787732205255278,-4.1162743534481026,-4.076962585462983,10
-4.176439827501391,-4.163736510551406,-3.8066599756957187,-3.7879314120724055,-4.115623220421074,-4.07663336072223,11
-4.177815010572654,-4.1607422459697005,-3.81219753674905,-3.7884721162903223,-4.113855859347709,-4.075739750711616,12
-4.179841596151354,-4.156329645533503,-3.8203581530381685,-3.7892689435588305,-4.111251327239591,-4.074422851748605,13
-4.182302450068349,-4.150971487860978,-3.8302674728178134,-3.7902365195277343,-4.108088681108307,-4.072823760150663,14
-4.18498043815449,-4.145140551570288,-3.841051144342721,-3.791289469846835,-4.104646977965438,-4.071083572235256,15
-4.187658426240631,-4.139309615279598,-3.8518348158676288,-3.792342420165936,-4.101205274822569,-4.069343384319849,16
-4.190119280157625,-4.133951457607073,-3.8617441356472737,-3.7933099961348393,-4.098042628691285,-4.067744292721908,17
-4.192145865736327,-4.129538857170876,-3.8699047519363927,-3.7941068234033484,-4.095438096583168,-4.066427393758897,18
-4.193521048807588,-4.12654459258917,-3.8754423129897235,-3.794647527621265,-4.093670735509803,-4.065533783748283,19
-4.194027695202263,-4.1254414424801205,-3.8774824670620034,-3.794846734438392,-4.093019602482774,-4.06520455900753,20
-4.206157777191478,-4.172440434207769,-3.85380498615758,-3.7628116519706265,-4.153667743042072,-4.126959387374026,21
-4.239082285447919,-4.300009126039959,-3.7895375379884286,-3.675859285272406,-4.318284124560167,-4.294579635797371,22
-4.287602613404779,-4.488005092950553,-3.694827614370734,-3.5477189554013457,-4.560876686797358,-4.541598949263353,23
-4.346520154495252,-4.71628590991342,-3.579822707120674,-3.392119983415056,-4.85545336951395,-4.84155097275776,24
-4.410636302152532,-4.9647091519024205,-3.4546703080544336,-3.222791690371155,-5.176022112470238,-5.167969351266379,25
-4.474752449809811,-5.213132393891421,-3.3295179089881923,-3.0534633973272522,-5.496590855426527,-5.494387729774999,26
-4.533669990900284,-5.441413210854287,-3.214513001738134,-2.8978644253409636,-5.791167538143118,-5.794339753269407,27
-4.582190318857144,-5.629409177764881,-3.1198030781204378,-2.769724095469903,-6.033760100380309,-6.041359066735388,28
-4.615114827113585,-5.756977869597071,-3.055535629951287,-2.6827717287716824,-6.198376481898405,-6.208979315158734,29
-4.6272449091028,-5.80397686132472,-3.0318581490468635,-2.6507366463039173,-6.259024622457702,-6.270734143525229,30
-4.672141101886237,-5.720984155802507,-3.123459458034464,-2.745005971963116,-6.25645363288629,-6.278568551562395,31
-4.794002196584137,-5.495718240813646,-3.3720915824293796,-3.0008798558952265,-6.249475232621026,-6.299833373377557,32
-4.9735869677178846,-5.163747418724796,-3.7384968183797813,-3.3779571585320207,-6.239191274335373,-6.331171005526218,33
-5.191654189808864,-4.760639991902623,-4.183417462033842,-3.8358367403052713,-6.2267036107027955,-6.369223844563878,34
-5.428962637378458,-4.321964262713789,-4.667595809539728,-4.334117461646747,-6.213114094396755,-6.410634287046038,35
-5.666271084948052,-3.883288533524953,-5.151774157045615,-4.832398182988225,-6.199524578090715,-6.452044729528198,36
-5.884338307039032,-3.48018110670278,-5.596694800699676,-5.290277764761475,-6.187036914458138,-6.490097568565858,37
-6.063923078172779,-3.1482102846139313,-5.9631000366500775,-5.66735506739827,-6.176752956172486,-6.52143520071452,38
-6.1857841728706795,-2.9229443696250694,-6.211732161044992,-5.923228951330379,-6.169774555907222,-6.542700022529681,39
-6.230680365654115,-2.839951664102858,-6.303333470032592,-6.017498276989577,-6.167203566335808,-6.550534430566847,40
-6.223932885680961,-2.9250218459239954,-6.294557994000328,-6.011093949741805,-6.174372581923717,-6.549126018034636,41
-6.205618297182396,-3.1559266251527998,-6.2707388447698955,-5.993710775783568,-6.193831338519468,-6.5453031840186355,42
-6.178628377289774,-3.496207352437355,-6.235636940640838,-5.9680934667924825,-6.222507400871102,-6.539669533889793,43
-6.14585490313445,-3.909405378425739,-6.1930131999126985,-5.936986734446165,-6.257328333726658,-6.532828673019056,44
-6.110189651847771,-4.3590620537660385,-6.146628540885016,-5.903135290422231,-6.295221701834174,-6.525384206777371,45
-6.074524400561094,-4.808718729106339,-6.100243881857334,-5.869283846398297,-6.33311506994169,-6.517939740535686,46
-6.0417509264057685,-5.2219167550947265,-6.057620141129192,-5.838177114051978,-6.367936002797245,-6.5110988796649485,47
-6.0147610065131465,-5.56219748237928,-6.022518237000135,-5.812559805060892,-6.396612065148879,-6.505465229536106,48
-5.996446418014583,-5.793102261608082,-5.998699087769704,-5.795176631102656,-6.41607082174463,-6.501642395520105,49
-5.989698938041427,-5.87817244342922,-5.9899236117374395,-5.788772303854884,-6.423239837332539,-6.500233982987894,50
-6.005461058628325,-5.893455122049909,-5.910201106173333,-5.797224462894294,-6.42445834812852,-6.398027854285676,51
-6.048243957364185,-5.934936678306064,-5.693811448213618,-5.8201660374298365,-6.427765734574754,-6.120611219236799,52
-6.11129243971177,-5.996067392788818,-5.374921425957198,-5.8539746735874765,-6.432639777758677,-5.711786704427931,53
-6.187851311133839,-6.070297546089307,-4.98769782750297,-5.895028017493184,-6.438558258767727,-5.215356936445728,54
-6.271165377093146,-6.1510774187986605,-4.566307440949842,-5.939703715272922,-6.4449989586893395,-4.675124541876865,55
-6.3544794430524565,-6.231857291508017,-4.1449170543967115,-5.984379413052663,-6.451439658610951,-4.134892147307998,56
-6.431038314474524,-6.3060874448085045,-3.757693455942487,-6.025432756958368,-6.457358139620002,-3.6384623793257997,57
-6.494086796822108,-6.36721815929126,-3.4388034336860636,-6.059241393116009,-6.462232182803925,-3.2296378645169277,58
-6.53686969555797,-6.408699715547414,-3.2224137757263507,-6.08218296765155,-6.465539569250159,-2.9522212294680528,59
-6.552631816144865,-6.423982394168102,-3.1426912701622456,-6.090635126690961,-6.466758080046139,-2.8500151007658356,60
-6.549503514502101,-6.419229796421691,-3.199664006837898,-5.993096613655259,-6.378095794810233,-2.8984816755054275,61
-6.541012410043168,-6.406329888252857,-3.354304292100382,-5.728349221129783,-6.137441020598488,-3.0300338069414603,62
-6.528499203472108,-6.3873194972672085,-3.582195238802992,-5.3381951689869735,-5.782791879654862,-3.223900105899826,63
-6.513304595492966,-6.364235451070352,-3.858919959799016,-4.864436677099283,-5.352146494223323,-3.459309183206411,64
-6.49676928680978,-6.339114577267887,-4.160061567941748,-4.348875965339147,-4.883502986547822,-3.715489649687106,65
-6.480233978126594,-6.313993703465423,-4.4612031760844815,-3.8333152535790074,-4.4148594788723186,-3.971670116167804,66
-6.465039370147451,-6.290909657268566,-4.737927897080505,-3.3595567616913162,-3.984214093440778,-4.207079193474389,67
-6.452526163576391,-6.271899266282917,-4.965818843783114,-2.969402709548508,-3.6295649524971534,-4.400945492432754,68
-6.444035059117458,-6.258999358114084,-5.120459129045598,-2.704655317023034,-3.3889101782854105,-4.532497623868786,69
-6.440906757474694,-6.254246760367672,-5.177431865721249,-2.607116803987333,-3.3002478930495056,-4.580964198608377,70
-6.424075796517395,-6.24553709567974,-5.1788867050589404,-2.625493412397036,-3.3171674800844757,-4.589624423537806,71
-6.375904425501682,-6.220609434676349,-5.183050555577164,-2.6780885330179114,-3.3655925050466315,-4.614410584542726,72
-6.299874912211819,-6.181265776948104,-5.189622416033637,-2.7611001089376055,-3.4420223637218412,-4.65353091094808,73
-6.199469524432078,-6.129308122085613,-5.198301285186079,-2.870726083243766,-3.5429564518959733,-4.705193632078815,74
-6.078170529946726,-6.066538469679483,-5.208786161792208,-3.0031643990240404,-3.664894165354895,-4.767606977259876,75
-5.939460196540029,-5.994758819320318,-5.220776044609742,-3.154612999366078,-3.804334899884476,-4.83897917581621,76
-5.786820791996261,-5.915771170598729,-5.233969932396401,-3.321269827357524,-3.9577780512705836,-4.917518457072761,77
-5.623734584099687,-5.83137752310532,-5.248066823909905,-3.4993328260860284,-4.121723015299088,-5.001433050354476,78
-5.453683840634575,-5.743379876430696,-5.262765717907969,-3.684999938639236,-4.292669187755854,-5.088931184986299,79
-5.280150829385196,-5.653580230165467,-5.277765613148317,-3.874469108104796,-4.467115964426751,-5.178221090293176,80
-5.106617818135813,-5.563780583900235,-5.292765508388663,-4.063938277570359,-4.641562741097651,-5.267510995600054,81
-4.936567074670705,-5.475782937225615,-5.307464402386729,-4.249605390123564,-4.812508913554415,-5.355009130231876,82
-4.773480866774128,-5.391389289732204,-5.321561293900232,-4.42766838885207,-4.9764538775829195,-5.438923723513591,83
-4.62084146223036,-5.312401641010615,-5.334755181686892,-4.594325216843516,-5.129897028969027,-5.517463004770143,84
-4.482131128823665,-5.240621990651451,-5.346745064504425,-4.745773817185552,-5.269337763498607,-5.588835203326475,85
-4.360832134338311,-5.17785233824532,-5.357229941110554,-4.878212132965828,-5.391275476957531,-5.651248548507537,86
-4.260426746558572,-5.12589468338283,-5.3659088102629955,-4.987838107271986,-5.4922095651316605,-5.702911269638271,87
-4.184397233268709,-5.086551025654585,-5.372480670719469,-5.070849683191682,-5.568639423806871,-5.742031596043627,88
-4.136225862252995,-5.061623364651194,-5.376644521237692,-5.123444803812555,-5.6170644487690256,-5.766817757048545,89
-4.119394901295697,-5.052913699963262,-5.378099360575384,-5.141821412222259,-5.633984035803996,-5.775477981977975,90
