C1,C2,C3,time
-3.397436707133333,-4.935600542829252,-3.773968949120767,20
-3.3324795513508696,-5.004513202558371,-3.7539323933600515,21
-3.277984670560346,-5.0613671292346005,-3.739987470898856,22
-3.233952064761763,-5.106162322857941,-3.7321341817371807,23
-3.2003817339551195,-5.1388987834283935,-3.7303725258750244,24
-3.177273678140416,-5.15957651094596,-3.734702503312388,25
-3.1646278973176525,-5.168195505410642,-3.7451241140492715,26
-3.16244439148683,-5.164755766822439,-3.7616373580856752,27
-3.1707231606479467,-5.1492572951813536,-3.7842422354215985,28
-3.189464204801005,-5.121700090487387,-3.8129387460570427,29
-3.218667523946003,-5.08208415274054,-3.847726889992006,30
-3.262695543462968,-5.021976991973722,-3.8925746319600294,31
-3.323971833007468,-4.936693891538549,-3.9496863968130773,32
-3.3995881089928215,-4.831856511413078,-4.016416874728791,33
-3.4866360878323426,-4.713086511575368,-4.090120755884812,34
-3.582207485939348,-4.58600555200348,-4.168152730458779,35
-3.6833940197271535,-4.456235292675471,-4.247867488628334,36
-3.787287405609075,-4.3293973935694,-4.3266197205711165,37
-3.8909793599984277,-4.211113514663326,-4.401764116464767,38
-3.99156159930853,-4.107005315935307,-4.470655366486928,39
-4.086125839952695,-4.022694457363404,-4.530648160815237,40
-4.188113206494732,-3.954158633678162,-4.582832257880311,41
-4.308006988152577,-3.8933333612341228,-4.630556363292712,42
-4.438462148320738,-3.8397770324453315,-4.67456358800001,43
-4.572133650393723,-3.793048039725837,-4.715597042949773,44
-4.701676457766039,-3.7527047754896836,-4.7543998390895705,45
-4.819745533832196,-3.7183056321509182,-4.791715087366971,46
-4.918995841986703,-3.6894090021235884,-4.8282858987295425,47
-4.992082345624066,-3.665573277821739,-4.864855384124854,48
-5.031660008138794,-3.6463568516594185,-4.902166654500474,49
-5.030383792925395,-3.6313181160506716,-4.940962820803969,50
-4.972136730755465,-3.625075205331743,-4.986994538521908,51
-4.8555820248337325,-3.630651713111905,-5.042685982682682,52
-4.695544897204406,-3.645214220714747,-5.103790543546599,53
-4.5068505699117,-3.6659293094638596,-5.166061611373963,54
