C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,time
-6.999999999999997,-7,-7.000000000000005,-7.000000000000002,-6.944024925786749,-6.943185304714845,-7.000000000000002,-6.91384196245587,-6.949498048635418,-6.839204830963904,-6.9038885982241665,-1.5765582441909172,-6.999999999999998,10
-6.851569452919049,-6.830715012945847,-6.81489240904565,-6.850044275272043,-6.745611847018547,-6.90616875642534,-6.882740802813962,-6.790804049338605,-6.758384284384957,-6.685871561614406,-6.705085814597783,-1.7426240802784516,-6.833446560133463,11
-6.647477450682748,-6.597948155746385,-6.560369471483413,-6.643855153771101,-6.472793863712271,-6.855271002527274,-6.721509406683159,-6.621626918802363,-6.495602858540574,-6.475038316258846,-6.431731987111516,-1.9709646048988112,-6.604435580316977,12
-6.4016393570799295,-6.317569895937941,-6.253785023965262,-6.395490984690417,-6.144172202002435,-6.7939623444227815,-6.5272988613437795,-6.417845375201892,-6.179070686500748,-6.221080088898739,-6.102464876730333,-2.2460111459187897,-6.328581445538025,13
-6.127970535899434,-6.005450701056846,-5.91249290314317,-6.119010117223244,-5.778348088023565,-6.725713083514009,-6.31110221653202,-6.190994222891931,-5.82670468366396,-5.938371873535603,-5.735922244419208,-2.5521950312051804,-6.0214985407841,14
-5.840386350930098,-5.677461038639422,-5.5538469456691075,-5.828470900562822,-5.393922747910173,-6.653993521203095,-6.083912521984068,-5.952608266227228,-5.4564217654286935,-5.6412886641709505,-5.350741851143112,-2.8739475886247785,-5.698801251042688,15
-5.552802165960764,-5.349471376221999,-5.195200988195044,-5.537931683902402,-5.009497407796783,-6.58227395889218,-5.856722827436116,-5.714222309562525,-5.086138847193425,-5.344205454806298,-4.9655614578670155,-3.195700146044377,-5.3761039613012755,16
-5.279133344780268,-5.0373521813409035,-4.853908867372953,-5.261450816435228,-4.64367329381791,-6.514024697983408,-5.640526182624356,-5.487371157252566,-4.733772844356638,-5.0614972394431605,-4.599018825555893,-3.5018840313307686,-5.069021056547348,17
-5.03329525117745,-4.7569739215324605,-4.547324419854803,-5.013086647354546,-4.315051632108077,-6.452716039878918,-5.446315637284979,-5.283589613652095,-4.417240672316813,-4.807539012083055,-4.269751715174714,-3.776930572350747,-4.7931669217684005,18
-4.829203248941148,-4.524207064332999,-4.292801482292565,-4.806897525853603,-4.042233648801799,-6.401818285980848,-5.285084241154174,-5.114412483115854,-4.15445924647243,-4.596705766727495,-3.9963978876884516,-4.005271096971106,-4.564155941951913,19
