ID,1,2,3,4,5,6,7,9,mean,points
52051,2.6487786996949816e-5,9.103632501095145e-6,1.7043716280072573e-6,4.721487331462575e-7,1.1836510331616407e-6,6.256801664809787e-7,9.792312877713988e-7,2.1789915147891423e-7,5.096800187261426e-6,8
53254,2.311014972888239e-6,1.5172720835158576e-6,0,1.9043332236899054e-5,4.734604132646563e-7,0,1.9584625755427978e-7,2.113621769345468e-5,7.4461906095961275e-6,6
54888,2.3999001641531714e-5,2.6660638038921497e-5,0,1.4164461994387725e-6,0,1.0428002774682979e-6,1.762616317988518e-6,4.3579830295782846e-7,9.219550129717772e-6,6
56624,7.999667213843903e-6,8.019866727155247e-6,6.817486512029029e-6,1.573829110487525e-7,9.469208265293126e-7,0,1.9584625755427978e-7,1.3509747391692682e-5,5.37813111997903e-6,7
58946,1.0132911804202278e-5,1.7340252383038372e-6,4.2609290700181433e-7,3.651283536331058e-5,7.81209681886683e-6,0,0,3.181327611592148e-5,1.473853970793447e-5,6
59436,2.8976572352367918e-5,2.622713172934554e-5,1.7043716280072573e-6,3.14765822097505e-7,2.1305718596909536e-6,8.342402219746382e-7,1.1750775453256786e-6,4.641251926500873e-5,1.3471906302977277e-5,8
59596,3.377637268067426e-6,3.034544167031715e-6,4.2609290700181433e-7,4.721487331462575e-6,7.362309426265406e-5,0,0,1.1548655028382453e-5,1.612191849410001e-5,6
59908,2.7198868527069274e-5,4.0099333635776236e-5,2.3435109885099788e-6,1.7312120215362774e-6,4.734604132646563e-7,4.171201109873191e-7,9.792312877713988e-7,4.4233527750219585e-5,1.4684533091891841e-5,8
60498,1.564379366262808e-5,1.5822980299522515e-5,2.471338860610523e-5,8.341294285583883e-6,9.232478058660797e-6,0,5.875387726628393e-7,1.4599243149087253e-5,1.2705816690607227e-5,7
62149,5.688652240955665e-6,7.369607262791308e-6,4.2609290700181433e-7,7.837668970227875e-5,7.14925224029631e-5,0,0,6.297285477740621e-5,3.7721069882232806e-5,6
62162,1.4577171367448892e-5,9.753891965459084e-6,5.091810238671681e-5,3.084705056555549e-5,1.7991495704056942e-5,4.379761165366851e-5,3.446894132955324e-5,3.0723780358526906e-5,2.9134755666373235e-5,8
62467,3.5731846888502774e-5,3.077894797989311e-5,2.1304645350090716e-7,1.573829110487525e-7,0,4.171201109873191e-7,0,2.3315209208243823e-4,5.007507273772852e-5,6
63217,3.342083191561453e-5,4.573491566026371e-5,1.640457691956985e-5,1.2039792695229566e-4,3.7782140978519577e-4,1.0428002774682979e-6,9.792312877713988e-7,1.2921419682699613e-4,9.062698620314692e-5,8
63222,8.959627279505173e-5,8.084892673591641e-5,3.800748730456184e-4,7.55437973034012e-5,3.7876833061172505e-6,1.0428002774682979e-6,2.546001348205637e-6,6.1011762414095984e-5,8.680651465323436e-5,8
63318,6.755274536134852e-5,5.050348506559926e-5,6.391393605027215e-7,0,0,2.0856005549365956e-7,6.384587996269521e-4,2.1789915147891423e-7,1.2626343810356254e-4,6
63409,3.749177367554843e-4,3.348836241474286e-4,8.521858140036287e-7,1.573829110487525e-7,0,2.0856005549365956e-7,0,1.6800024579024286e-4,1.4650328924561696e-4,6
63437,1.1021763716851602e-5,1.6256486609098473e-5,6.391393605027215e-7,0,0,9.232953656704309e-4,2.546001348205637e-6,4.3579830295782846e-7,1.5903242583467452e-4,6
63448,2.6487786996949816e-5,1.994129024049413e-5,7.017750178319881e-4,1.573829110487525e-7,0,2.3483862248586067e-4,1.9584625755427978e-7,0,1.6389932445398263e-4,6
63521,1.5626016624375091e-4,2.0591549704858066e-4,1.49132517450635e-6,0,0,2.0856005549365956e-7,6.34933566990975e-4,2.1789915147891423e-7,1.6650450244413091e-4,6
