C1,C2,C3,C4,time
-3.827613607187888,-4.549960177702317,-4.205663624563653,-4.841414086308863,20
-3.823884210212167,-4.546591725694291,-4.192148627887277,-4.8763877298195135,21
-3.813761561278067,-4.537448784529646,-4.155465065479971,-4.971316190776991,22
-3.7988439733751838,-4.5239749764975405,-4.1014050787744685,-5.111210764819592,23
-3.78072975949311,-4.507613923887125,-4.0357608092034996,-5.281082747585608,24
-3.761017232621443,-4.489809248987556,-3.964324398199799,-5.465943434713331,25
-3.7413047057497755,-4.472004574087986,-3.892887987196098,-5.650804121841054,26
-3.723190491867702,-4.4556435214775725,-3.8272437176251297,-5.8206761046070685,27
-3.708272903964818,-4.442169713445465,-3.773183730919626,-5.960570678649669,28
-3.698150255030719,-4.433026772280822,-3.7365001685123205,-6.055499139607149,29
-3.6944208580549978,-4.429658320272795,-3.7229851718359446,-6.090472783117799,30
-3.77057263459065,-4.356003902541076,-3.7980068131661606,-6.109670297317881,31
-3.977270313758847,-4.156084768697837,-4.001636982491034,-6.161777835860957,32
-4.281877419901454,-3.861467097770961,-4.301723547811897,-6.238567892661282,33
-4.651757477360335,-3.503717068788322,-4.666114377130091,-6.331812961633107,34
-5.05427401047735,-3.114400860777806,-5.062657338446947,-6.433285536690678,35
-5.456790543594367,-2.7250846527672894,-5.459200299763803,-6.534758111748252,36
-5.826670601053247,-2.3673346237846524,-5.823591129081996,-6.628003180720074,37
-6.131277707195853,-2.0727169528577756,-6.1236776944028595,-6.704793237520398,38
-6.337975386364051,-1.8727978190145367,-6.327307863727733,-6.7569007760634765,39
-6.414127162899702,-1.7991434012828178,-6.402329505057948,-6.776098290263557,40
-6.417879257091586,-1.9352415414042043,-6.411657446999183,-6.719055890629343,41
-6.42806351275527,-2.3046507788765433,-6.436976146553964,-6.564226520193614,42
-6.4430718895228045,-2.8490433393620966,-6.474287914318904,-6.336056921656751,43
-6.46129634702624,-3.510091448523119,-6.519595060890616,-6.058993837719134,44
-6.481128844897625,-4.229467332021879,-6.568899896865716,-5.757484011081139,45
-6.50096134276901,-4.94884321552064,-6.618204732840815,-5.4559741844431455,46
-6.519185800272445,-5.609891324681667,-6.663511879412528,-5.178911100505527,47
-6.534194177039979,-6.154283885167219,-6.700823647177468,-4.950741501968664,48
-6.544378432703663,-6.523693122639553,-6.726142346732248,-4.795912131532937,49
-6.548130526895547,-6.65979126276094,-6.735470288673483,-4.738869731898722,50
-6.531840933343583,-6.6544936662759815,-6.734692498043608,-4.644727423974956,51
-6.487626322273965,-6.64011447581681,-6.732581352048234,-4.389198302467587,52
-6.422467948066108,-6.618924089876975,-6.729470189528734,-4.012629070772518,53
-6.343347065099428,-6.593192906950036,-6.725692349326486,-3.5553664322856524,54
-6.257244927753332,-6.5651913255295415,-6.721581170282862,-3.057757090402886,55
-6.171142790407237,-6.537189744109048,-6.717469991239238,-2.5601477485201203,56
-6.092021907440554,-6.511458561182107,-6.713692151036989,-2.1028851100332506,57
-6.026863533232697,-6.4902681752422735,-6.710580988517489,-1.7263158783381813,58
-5.982648922163081,-6.475888984783102,-6.708469842522115,-1.470786756830816,59
-5.966359328611117,-6.470591388298143,-6.7076920518922405,-1.3766444489070497,60
-5.958074408204924,-6.470669781942652,-6.7074818375246545,-1.3949724225550566,61
-5.933972821568727,-6.4708978361812255,-6.706870304818949,-1.4482901640765304,62
-5.895184330576098,-6.471264860971429,-6.705886119370702,-1.534098404337652,63
-5.842838697100607,-6.471760166270831,-6.704557946775498,-1.6498978742046035,64
-5.7780656830158295,-6.472373062036997,-6.702914452628915,-1.7931893045435645,65
-5.701995050195331,-6.473092858227492,-6.70098430252653,-1.9614734262207172,66
-5.61575656051269,-6.4739088647998875,-6.698796162063927,-2.1522509701022403,67
-5.520479975841474,-6.474810391711747,-6.696378696836684,-2.3630226670543175,68
-5.417295058055256,-6.475786748920639,-6.6937605724403815,-2.591289247943127,69
-5.307331569027609,-6.476827246384127,-6.690970454470599,-2.834551443634851,70
-5.1917192706321,-6.477921194059784,-6.688037008522915,-3.090309984995672,71
-5.071587924742306,-6.47905790190517,-6.684988900192913,-3.3560656028917677,72
-4.948067293231797,-6.480226679877859,-6.6818547950761715,-3.6293190281893226,73
-4.822287137974145,-6.481416837935413,-6.67866335876827,-3.9075709917545134,74
-4.695377220842921,-6.4826176860353995,-6.675443256864788,-4.188322224453523,75
-4.568467303711697,-6.483818534135386,-6.672223154961307,-4.469073457152536,76
-4.442687148454044,-6.48500869219294,-6.669031718653404,-4.747325420717727,77
-4.319166516943534,-6.486177470165628,-6.6658976135366625,-5.020578846015281,78
-4.199035171053741,-6.487314178011015,-6.662849505206659,-5.286334463911376,79
-4.083422872658234,-6.4884081256866715,-6.659916059258977,-5.5420930052721955,80
-3.9734593836305843,-6.489448623150161,-6.657125941289195,-5.785355200963923,81
-3.8702744658443686,-6.490424980359053,-6.654507816892892,-6.013621781852727,82
-3.7749978811731513,-6.491326507270911,-6.652090351665649,-6.224393478804807,83
-3.6887593914905104,-6.492142513843307,-6.649902211203045,-6.41517102268633,84
-3.6126887586700143,-6.492862310033804,-6.6479720611006625,-6.583455144363483,85
-3.547915744585234,-6.493475205799969,-6.646328566954077,-6.726746574702445,86
-3.495570111109745,-6.49397051109937,-6.645000394358871,-6.842546044569393,87
-3.4567816201171144,-6.494337535889573,-6.644016208910626,-6.928354284830516,88
-3.432680033480918,-6.494565590128147,-6.643404676204921,-6.98167202635199,89
-3.4243951130747257,-6.494643983772656,-6.643194461837335,-6.9999999999999964,90
