C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-3.6503407902734044,-3.68106743605765,-3.8107285788649423,-3.779496936881005,-3.505191066148681,-3.6619556844988357,-3.6604438710362848,-3.8885562488062178,-3.88404885820334,-4.153635348353104,-3.297503242040964,-3.631663722591732,-3.806124857906732,-3.9363522186007214,-3.9802643756965703,-3.9091621621282817,-3.9786655665618387,-4.05493196374012,-3.820505112156111,-3.975104841750259,-3.7759299767321726,-4.216391426625149,10
-3.6520210113217497,-3.678992331510241,-3.810938345778749,-3.7796268384725686,-3.50450042146216,-3.6613934152334355,-3.661690811509852,-3.8891955762876655,-3.8838961982745164,-4.154488608687855,-3.2979430936259204,-3.633254550280973,-3.812669383566687,-3.937606367501673,-3.9793533375255294,-3.9097956457259637,-3.977553640792039,-4.055813175379514,-3.8199588061002703,-3.979422445484475,-3.774786658132732,-4.216153286501421,11
-3.6565816113101164,-3.6733599048815604,-3.8115077131162245,-3.7799794285068113,-3.5026258144558877,-3.6598672557987775,-3.665075364223819,-3.89093089373731,-3.8834818356105667,-4.156804601025038,-3.299136976499373,-3.637572511151771,-3.8304330960722797,-3.941010485947112,-3.9768805196327035,-3.9115151012053855,-3.9745355565597253,-4.058205035543583,-3.8184759753772752,-3.991141655620205,-3.7716833647913934,-4.215506906165586,12
-3.6633024955034976,-3.6650594866919244,-3.81234678077145,-3.780499034873064,-3.4998632357098014,-3.657618178737176,-3.670063126118087,-3.8934882036631002,-3.882871195895272,-4.160217642364043,-3.3008963828391975,-3.6439358219087365,-3.8566111987121,-3.946027081550916,-3.973236366948538,-3.914049035596112,-3.9700878534805253,-4.061729882101157,-3.8162907511539124,-4.008412070557069,-3.7671100903936305,-4.2145543456706696,13
-3.6714635691668898,-3.6549804074616534,-3.8133656486385106,-3.781129985460656,-3.496508675803841,-3.6548871565909455,-3.676119694132555,-3.8965935085729884,-3.8821297048124146,-4.164362049704264,-3.303032804823271,-3.65166269925648,-3.888398894774739,-3.9521186619269644,-3.9688113244034815,-3.917125955927709,-3.9646870711700686,-4.066010052921069,-3.8136372645969727,-4.029383288694691,-3.7615568286249195,-4.213397665069701,14
-3.680344737565287,-3.644011997711064,-3.814474416611488,-3.781816608158919,-3.492858125317942,-3.651915161902401,-3.6827106652071224,-3.8999728109749268,-3.8813227880457757,-4.168872140045092,-3.3053577346294682,-3.6600713598996126,-3.922991387548788,-3.958747734689135,-3.9639958369279773,-3.9204743692297415,-3.9588097492439838,-4.070667885872149,-3.8107496468732442,-4.052204908432692,-3.7555135731707328,-4.212138924415706,15
-3.6892259059636845,-3.633043587960474,-3.815583184584466,-3.7825032308571815,-3.489207574832043,-3.648943167213856,-3.689301636281691,-3.9033521133768643,-3.8805158712791368,-4.173382230385921,-3.3076826644356654,-3.668480020542745,-3.9575838803228365,-3.9653768074513054,-3.959180349452474,-3.923822782531773,-3.952932427317898,-4.07532571882323,-3.8078620291495158,-4.075026528170692,-3.749470317716547,-4.210880183761711,16
-3.6973869796270766,-3.6229645087302025,-3.8166020524515267,-3.7831341814447743,-3.4858530149260822,-3.6462121450676266,-3.695358204296159,-3.9064574182867537,-3.879774380196279,-4.177526637726142,-3.309819086419739,-3.676206897890489,-3.989371576385476,-3.971468387827354,-3.9547553069074173,-3.9268997028633708,-3.9475316450074422,-4.079605889643142,-3.8052085425925766,-4.095997746308314,-3.7439170559478354,-4.209723503160743,17
-3.7041078638204583,-3.6146640905405674,-3.817441120106753,-3.7836537878110272,-3.4830904361799964,-3.643963068006025,-3.7003459661904263,-3.9090147282125445,-3.879163740480985,-4.1809396790651485,-3.3115784927595637,-3.6825702086474545,-4.0155496790252965,-3.9764849834311593,-3.951111154223252,-3.9294336372540974,-3.9430839419282426,-4.083130736200717,-3.803023318369214,-4.113268161245179,-3.7393437815500734,-4.2087709426658275,18
-3.7086684638088245,-3.6090316639118862,-3.8180104874442278,-3.78400637784527,-3.481215829173724,-3.642436908571367,-3.7037305189043934,-3.910750045662188,-3.878749377817035,-4.18325567140233,-3.3127723756330165,-3.686888169518252,-4.033313391530889,-3.979889101876598,-3.948638336330426,-3.931153092733519,-3.940065857695928,-4.085522596364784,-3.801540487646218,-4.124987371380909,-3.7362404882087343,-4.208124562329991,19
