C1,C2,C3,C4,time
-5.1622535415596404,-3.397436707133333,-4.8242231478757365,-3.7739689491207633,20
-5.182140736934228,-3.3324795513508696,-4.9172269448798085,-3.753932393360049,21
-5.201009958324903,-3.277984670560346,-4.9927465743990584,-3.739987470898853,22
-5.218861205731667,-3.233952064761763,-5.0507820364334926,-3.732134181737178,23
-5.23569447915452,-3.2003817339551195,-5.091333330983107,-3.7303725258750227,24
-5.251509778593461,-3.177273678140416,-5.114400458047907,-3.7347025033123873,25
-5.266307104048492,-3.1646278973176525,-5.1199834176278936,-3.7451241140492715,26
-5.280086455519613,-3.16244439148683,-5.108082209723069,-3.7616373580856757,27
-5.292847833006822,-3.1707231606479467,-5.078696834333433,-3.7842422354215994,28
-5.30459123651012,-3.189464204801005,-5.031827291458993,-3.812938746057044,29
-5.315316666029509,-3.218667523946003,-4.967473581099744,-3.847726889992008,30
-5.3286109301833475,-3.262695543462968,-4.871296924057421,-3.892574631960031,31
-5.34646670042628,-3.323971833007468,-4.735331331888537,-3.949686396813079,32
-5.366492771012733,-3.3995881089928215,-4.56913599072527,-4.016416874728793,33
-5.386297936197133,-3.4866360878323426,-4.382270086699795,-4.090120755884813,34
-5.403490990233904,-3.582207485939348,-4.184292805944294,-4.168152730458781,35
-5.415680727377478,-3.6833940197271535,-3.984763334590942,-4.2478674886283345,36
-5.420475941882278,-3.787287405609075,-3.793240858771916,-4.326619720571117,37
-5.41548542800273,-3.8909793599984277,-3.619284564619395,-4.401764116464768,38
-5.39831797999326,-3.99156159930853,-3.4724536382655558,-4.470655366486929,39
-5.366582392108297,-4.086125839952695,-3.3623072658425768,-4.530648160815238,40
-5.313654805896182,-4.188113206494732,-3.286101546593145,-4.582832257880311,41
-5.23833506891622,-4.308006988152577,-3.232398861144642,-4.630556363292711,42
-5.146367534439277,-4.438462148320738,-3.19771781770629,-4.67456358800001,43
-5.0434965557362235,-4.572133650393723,-3.1785770244873115,-4.715597042949774,44
-4.935466486077925,-4.701676457766039,-3.1714950896969243,-4.7543998390895705,45
-4.828021678735251,-4.819745533832196,-3.17299062154435,-4.7917150873669705,46
-4.726906486979066,-4.918995841986703,-3.1795822282388104,-4.8282858987295425,47
-4.637865264080241,-4.992082345624066,-3.187788517989525,-4.864855384124853,48
-4.566642363309644,-5.031660008138794,-3.1941280990057153,-4.902166654500473,49
-4.51898213793814,-5.030383792925395,-3.1951195794966023,-4.940962820803968,50
-4.499276262270336,-4.972136730755465,-3.195492376369259,-4.986994538521907,51
-4.504007448268627,-4.8555820248337325,-3.201484275688424,-5.0426859826826815,52
-4.527056605690578,-4.695544897204406,-3.2118764393998136,-5.103790543546597,53
-4.562304644293745,-4.5068505699117,-3.2254500294491457,-5.166061611373962,54
-4.603632473835686,-4.304324264999821,-3.2409862077821354,-5.2252525764250795,55
-4.644921004073965,-4.102791204512979,-3.2572661363445023,-5.277116828960259,56
-4.680051144766139,-3.9170766104953825,-3.2730709770819626,-5.3174077592398055,57
-4.702903805669768,-3.7620057049912434,-3.287181891940232,-5.341878757524024,58
