C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-5.908086393261889,-4.798260029409594,-3.628842053924285,-5.177593669219443,-5.49360655849105,-4.907556329509329,-3.8040666387564483,-5.680740281584919,-4.366991408904991,-5.710316845222833,-5.302426946073017,-3.5514706400382097,-3.163918558400729,-3.679833716348887,-4.842404178002593,-4.248569526658672,-3.8173619898106854,-4.943975390144296,-4.0829308010441165,-4.70084033842982,10
-5.903348554877525,-4.793765069868439,-3.643178125586694,-5.161525756792988,-5.42791124754405,-4.946368834751013,-3.7984164413078605,-5.6261711730207,-4.362069869466322,-5.656863938192439,-5.310113971376651,-3.5495542374882976,-3.1600943618634663,-3.682409304981197,-4.804657003460739,-4.2331442504745285,-3.8044558262569783,-4.943314115251336,-4.068148811302212,-4.670119158512894,11
-5.899045796668324,-4.783726907784283,-3.6530030941207667,-5.146574056542227,-5.36831455465836,-4.984029496492533,-3.7932347580094543,-5.577795972406153,-4.359217305436332,-5.608114630012889,-5.316864418632608,-3.54789138262745,-3.1567687286898747,-3.684854693674557,-4.77333214763076,-4.2198929367678915,-3.7927640919201626,-4.943046206772262,-4.054659242600371,-4.642078469732132,12
-5.895178118634287,-4.768145543157124,-3.658316959526503,-5.132738568467158,-5.314816479833976,-5.020538314733887,-3.7885215888612294,-5.535614679741277,-4.358433716815022,-5.564068920684183,-5.322678287840889,-3.5464820754556694,-3.153941658879954,-3.687169882428967,-4.748429610512653,-4.208815585538759,-3.7822867868002374,-4.943171664707075,-4.042462094938591,-4.616718272087532,13
-5.891745520775413,-4.747020975986964,-3.659119721803904,-5.12001929256778,-5.2674170230709,-5.055895289475078,-3.7842769338631865,-5.499627295026075,-4.359719103602394,-5.524726810206322,-5.327555579001491,-3.5453263159729547,-3.1516131524337054,-3.6893548712444284,-4.729949392106423,-4.199912196787134,-3.7730239108972046,-4.9436904890557765,-4.031557368316875,-4.594038565579095,14
-5.888748003091704,-4.720353206273802,-3.6554113809529687,-5.108416228844096,-5.2261161843691335,-5.090100420716103,-3.7805007930153245,-5.469833818260543,-4.363073465798447,-5.4900882985793045,-5.331496292114416,-3.5444241041793045,-3.1497832093511273,-3.691409660120939,-4.7178914924120665,-4.193182770513013,-3.764975464211063,-4.944602679818364,-4.021945062735221,-4.574039350206822,15
-5.886185565583158,-4.688142234017639,-3.647191936973698,-5.097929377296104,-5.190913963728675,-5.123153708456965,-3.777193166317645,-5.446234249444685,-4.36849680340318,-5.460153385803132,-5.334500427179664,-3.543775440074721,-3.1484518296322213,-3.6933342490585006,-4.712255911429584,-4.1886273067163975,-3.7581414467418126,-4.945908236994839,-4.013625178193631,-4.556720625970711,16
-5.884058208249776,-4.650388059218476,-3.6344613898660914,-5.088558737923804,-5.161810361149524,-5.1550551526976625,-3.774354053770147,-5.428828588578498,-4.3759891164165925,-5.434922071877804,-5.336567984197235,-3.5433803236592034,-3.147619013276986,-3.695128638057113,-4.713042649158976,-4.186245805397289,-3.7525218584894535,-4.947607160585202,-4.006597714692102,-4.542082392870764,17
-5.8823659310915595,-4.60709068187631,-3.6172197396301486,-5.080304310727197,-5.138805376631681,-5.1858047534381955,-3.7719834553728298,-5.417616835661982,-4.385550404838687,-5.414394356803322,-5.337698963167129,-3.5432387549327515,-3.147284760285423,-3.6967928271167754,-4.720251705600243,-4.186038266555686,-3.748116699453986,-4.949699450589451,-4.000862672230637,-4.53012465090698,18
-5.881108734108507,-4.558250101991143,-3.5954669862658704,-5.073166095706282,-5.121899010175146,-5.2154025106785635,-3.7700813711256935,-5.412598990695139,-4.3971806686694626,-5.398570240579684,-5.337893364089344,-3.5433507338953656,-3.147449070657531,-3.698326816237488,-4.733883080753385,-4.188004690191588,-3.7449259696354096,-4.952185107007588,-3.9964200508092342,-4.520847400079359,19
-5.880286617300619,-4.503866319562975,-3.569203129773255,-5.067144092861059,-5.11109126177992,-5.243848424418767,-3.7686478010287394,-5.413775053677968,-4.410879907908918,-5.38744972320689,-5.337151186963883,-3.543716260547045,-3.1481119443933103,-3.6997306054192514,-4.753936774618401,-4.192145076304996,-3.7429496690337247,-4.955064129839611,-3.993269850427894,-4.514250640387901,20
-5.881716530305677,-4.441170696575738,-3.536658413137429,-5.066132894425707,-5.110381109532096,-5.268113989845728,-3.766445218908565,-5.424302932393545,-4.4295919696358155,-5.388582003422326,-5.337366732572703,-3.543613915439341,-3.1486910949845646,-3.7004533709468284,-4.78758585881328,-4.200305471997624,-3.742178014853579,-4.955456435988123,-3.9918991586648356,-4.510969243265875,21
-5.886407889589112,-4.368625100798288,-3.496849638016791,-5.072296162752547,-5.121990207923951,-5.2865167042855115,-3.7627861102243934,-5.445937020054693,-4.454952324449462,-5.406161080524536,-5.339592390239114,-3.5426429099897776,-3.14886302992674,-3.700189099645087,-4.838815373125789,-4.213511458992647,-3.7426055722086637,-4.951761979287899,-3.9925785797301785,-4.511355915065098,22
-5.893149395392407,-4.288075290907999,-3.450956642421262,-5.083037503018794,-5.143252571564755,-5.301075570946842,-3.758495492425159,-5.476572044806027,-4.484998407630689,-5.435154155355268,-5.342565292775143,-3.5412841904973256,-3.1490159402253015,-3.699305007324185,-4.902843269810609,-4.230532339222254,-3.74423886296255,-4.9459008151372075,-3.9949833885717796,-4.514987408163392,23
-5.900729747957038,-4.2013670255822495,-3.4001592643607568,-5.095760520401662,-5.171502215063777,-5.313809593038432,-3.7543983829597933,-5.514102734792161,-4.517767654460322,-5.470528428756261,-5.34502257299282,-3.5400187032609503,-3.1495380168857126,-3.6981683097942812,-4.974887501122411,-4.250137414618638,-3.7470844089788042,-4.939792998934313,-3.9987888601374904,-4.521440474938574,24
-5.907937647524486,-4.110346063498417,-3.3456373418451943,-5.107868820078364,-5.2040731530302855,-5.326737773769003,-3.7513197992772325,-5.556423818157708,-4.551297500219184,-5.5072511015692625,-5.345701363704171,-3.539327394579618,-3.150817450913438,-3.6971462228655327,-5.05016601931587,-4.271095987113986,-3.751148732120995,-4.935358586077484,-4.003670269375168,-4.530291867768466,25
-5.913561794336231,-4.016858163333878,-3.288570712884492,-5.1167660072261185,-5.238299400073553,-5.341879116347276,-3.7500847588264095,-5.601430023047288,-4.583625380188107,-5.540289374636014,-5.343338797721224,-3.539691210752297,-3.153242433313942,-3.696605962348098,-5.123896776645663,-4.292177358640492,-3.7564383542526922,-4.934517631964987,-4.009302891232665,-4.541118339030889,26
-5.916390888633753,-3.9227490837660115,-3.2301392154885673,-5.119855687022137,-5.271514970802849,-5.361252623981971,-3.751518279056259,-5.647016077605513,-4.612788729647914,-5.564610448798263,-5.3366720078560075,-3.541591098077955,-3.15720115509269,-3.6969147440521355,-5.191297725366464,-4.312150831130346,-3.762959797237463,-4.939190191995088,-4.015362000657838,-4.553496641103662,27
-5.9152136306585295,-3.829864583472193,-3.1715226876673377,-5.1145414646436365,-5.301053879827442,-5.386877299881803,-3.756445377415713,-5.691076709976996,-4.636824983879434,-5.575181524897748,-5.3244381269205485,-3.5455080028555566,-3.163081807255145,-3.6984397837878022,-5.247586817732947,-4.329785706515736,-3.770719582938876,-4.951296321566052,-4.021522872598538,-4.567003526364605,28
-5.908818720652042,-3.740050421129802,-3.11390096743072,-5.09822694526783,-5.324250141756601,-5.420772147255494,-3.7656910713537086,-5.731506648306358,-4.653771578163491,-5.5669698037762165,-5.305374287726876,-3.5519228713840714,-3.171272580806772,-3.7015482973652576,-5.28798200599979,-4.343851286728856,-3.7797242332205014,-4.97275607607615,-4.027460782002624,-4.58121574719154,29
-5.89599485885577,-3.655152355416214,-3.0584538927886333,-5.068315734071932,-5.3384377711996,-5.464956169311764,-3.7800803783191768,-5.766200620738211,-4.661665947780914,-5.534942486275412,-5.2782176230870155,-3.561316649962465,-3.1821616667530357,-3.706607500594658,-5.3077012424216665,-4.353116873701895,-3.7899802699459055,-5.005489510923644,-4.032851003817948,-4.595710055962286,30
-5.88166706986813,-3.564605258165932,-2.996740486848213,-5.025896573415088,-5.33986987622468,-5.5290845006770954,-3.8055058858377153,-5.80942329526561,-4.663377165845779,-5.477417634788848,-5.24386675650358,-3.5744280384034055,-3.194854611300598,-3.7155285111751883,-5.309664895291531,-4.360856222398446,-3.8036511145328022,-5.064284508758312,-4.0415230426107085,-4.616813110145797,31
-5.869827641178564,-3.4606254936215826,-2.922847782288323,-4.974266877757488,-5.329229575793474,-5.61642732392753,-3.844385679995019,-5.8712827323273205,-4.662534414167272,-5.398680038662226,-5.204130563302586,-3.591168666366853,-3.2084519272252714,-3.7289922447662294,-5.300454552063586,-4.370164365053791,-3.821931904354739,-5.1553653913799735,-4.055941152823614,-4.648478642907083,32
-5.8578661673650805,-3.349231059072734,-2.841747631476475,-4.914143260427917,-5.310495900855337,-5.719426214196126,-3.892333026080173,-5.943438748736519,-4.65831529106888,-5.3026469891655665,-5.1591115540311625,-3.6107788749227145,-3.223334255386246,-3.7455206141182384,-5.280779993734374,-4.379542519507647,-3.8433767352090356,-5.267806872911964,-4.073732734219277,-4.686724020168054,33
-5.84317224300569,-3.2364399518089533,-2.7584118867801797,-4.84624233475516,-5.287647882359625,-5.830522746615937,-3.9449611893822603,-6.017551161306382,-4.649897394874096,-5.19323577756889,-5.108912239236444,-3.632499005140897,-3.2398822366427105,-3.763635531981674,-5.25135100130044,-4.38749190359974,-3.866539702893012,-5.390683667477621,-4.092525186560314,-4.727566607850621,34
-5.823135462678402,-3.1282701691198067,-2.677812400566947,-4.771280714068001,-5.264664551255689,-5.942158496320016,-3.997883435190364,-6.085279786850084,-4.6364583239064086,-5.074363695142218,-5.053635129465563,-3.6555693980913064,-3.258476511853853,-3.7818589111069896,-5.212877355758326,-4.3925137351697865,-3.889974903203988,-5.513070489200275,-4.109945909609338,-4.76702377187669,35
-5.7951454209612265,-3.030739708294862,-2.604921025204288,-4.689975011695225,-5.245524938492884,-6.046775038441421,-4.046713028793569,-6.138284442180802,-4.617175676489306,-4.949948033155574,-4.993382735265651,-3.6792303948438496,-3.2794977218788643,-3.798712664244644,-5.166068838104577,-4.393109232057509,-3.912236431939284,-5.624042052203264,-4.123622303128963,-4.801112878168172,36
-5.756591712432174,-2.9498665666236867,-2.5447096130597133,-4.603041840965617,-5.234208075020565,-6.136813948113206,-4.08706323548096,-6.168224944111713,-4.59122705094628,-4.823906082878978,-4.928257567183839,-3.7027223364684336,-3.3033265075769336,-3.812718704145094,-5.111635229335735,-4.387779612102628,-3.93187838489622,-5.712673070609921,-4.131181766881806,-4.825851292646974,37
-5.704863931669252,-2.891668741395846,-2.5021500165007335,-4.511197815207963,-5.234692991788085,-6.204716800468427,-4.114547320541618,-6.166761109455991,-4.557790045600819,-4.700155135582452,-4.858362135767263,-3.725285564034965,-3.33034350980725,-3.822398943558795,-5.050286310448345,-4.375026093144865,-3.947454857872116,-5.76803825854358,-4.130251700630478,-4.837256381235007,38
-5.637351673250473,-2.862164229900908,-2.4822140878948593,-4.415159547751045,-5.250958719744799,-6.242925170640137,-4.124778549264628,-6.125552755026813,-4.516042258776412,-4.582612482536016,-4.7837989515630515,-3.7461604186133486,-3.3609293694290012,-3.8262752952362034,-4.982731862438951,-4.353349893023941,-3.9575199466642914,-5.779212330127579,-4.118459504137596,-4.831345509854178,39
-5.551444531753847,-2.8673710294284405,-2.4898736796096013,-4.315643651923649,-5.286984289840058,-6.243880633761393,-4.113370186939074,-6.036259697637358,-4.465161288796551,-4.475195415009694,-4.70467052511834,-3.7645872412734933,-3.3954647273013787,-3.8228696719277773,-4.909681666304095,-4.3212522295795734,-3.960627747070067,-5.735269999485251,-4.093432577165775,-4.804136044426398,40
-5.437841491952725,-2.9154241005939414,-2.531750572195365,-4.204019070230093,-5.3459225772666565,-6.201080946701883,-4.07522727509185,-5.881244808407838,-4.398479165422018,-4.3704050301373005,-4.613794504916176,-3.7821601173495902,-3.4368943755752532,-3.8105067732161304,-4.82220060445799,-4.273122079951814,-3.9547457574488973,-5.621745293495722,-4.0502086261731245,-4.74880440703798,41
-5.294082410269919,-3.0046019798835077,-2.6063675375768103,-4.074747616165143,-5.425398776887923,-6.118752118695672,-4.012068487604771,-5.659358761265447,-4.3131443217399985,-4.260012894639078,-4.5070743884352975,-3.8005524442511027,-3.486459571221211,-3.7897887078689068,-4.7145886535047055,-4.207396501829122,-3.9402442664328885,-5.441931486519491,-3.9884912957344016,-4.665689860114153,42
-5.127818188757637,-3.1261380283926035,-2.706547915182827,-3.9331852095432667,-5.521100399159025,-6.005428103422382,-3.929727538299308,-5.386993077233835,-4.2140589610635875,-4.1468420041646965,-4.38924145971638,-3.8191235311608427,-3.541985652328009,-3.7626535024141115,-4.592408235725577,-4.1286488338738465,-3.9192815552283378,-5.211542163901955,-3.912906892787194,-4.561554030085204,43
-4.946699729468086,-3.2712656072166904,-2.825115044442304,-3.784687770178928,-5.628714954535125,-5.869642854561638,-3.834038140996931,-5.080539277336653,-4.106125286705882,-4.033715354363824,-4.265027002800097,-3.837232687261624,-3.601297956984405,-3.7310391833797483,-4.4612217734019435,-4.041452414748335,-3.894015905041542,-4.946290910988516,-3.828081724269084,-4.443158543381422,44
-4.758377934453463,-3.4312180774512324,-2.9548922647841325,-3.6346112178865893,-5.74392995347139,-5.719930325793057,-3.7308340095191057,-4.7563888825975456,-3.9942455019799747,-3.923455940886122,-4.139162301727117,-3.8542392217362584,-3.6622218232791552,-3.6968837772938192,-4.326591688815136,-3.9503805831149297,-3.866605597078797,-4.661891313124566,-3.738642097117656,-4.31726502643309,45
-4.57050370576598,-3.597228800191694,-3.0887029156372026,-3.488311472480715,-5.862432906422986,-5.564824470796262,-3.6259488576873027,-4.430933414040162,-3.8833218101989613,-3.8188867593812623,-4.016378640538115,-3.869502443767559,-3.72258258930102,-3.6621253106843294,-4.194080404246492,-3.8600066776359787,-3.839208912546399,-4.374056955655502,-3.649214318270496,-4.190635105670498,46
-4.390727945457836,-3.76053113653354,-3.2193703364304054,-3.3511444537757686,-5.9799113238450765,-5.412859243250874,-3.5252163993229897,-4.120564392688146,-3.7782564146759356,-3.7228308054989103,-3.9014073032737606,-3.8823816625383376,-3.7802055931387555,-3.628701810079282,-4.0692503419773445,-3.774904036973827,-3.813984132650646,-4.098501423926719,-3.5644246946651856,-4.0700304075239275,47
-4.226701555581237,-3.912358447572232,-3.3397178665926295,-3.2284660815862147,-6.092052716192829,-5.272568596836513,-3.434470348247636,-3.84167333956515,-3.6839515187239926,-3.638111074888731,-3.798979573974727,-3.8922361872314086,-3.83291617288112,-3.59855130200668,-3.95766392428903,-3.699645999790821,-3.7930895385978336,-3.8509383032836166,-3.4888995332393105,-3.962212558423668,48
-4.08607543818839,-4.0439440944032325,-3.4425688455527657,-3.125632275726519,-6.194544593921407,-5.152486485232805,-3.3595444182827117,-3.610651775694824,-3.605309325656229,-3.5675505632003945,-3.7138267366816877,-3.898425327029584,-3.878539666616871,-3.5736118129945287,-3.864883573462886,-3.638805904749309,-3.778683411594259,-3.6470811790715927,-3.427265140930457,-3.873943184800007,49
-3.976500495331498,-4.146521438122006,-3.5207466127397034,-3.047998956011144,-6.283074467485976,-5.061146862119369,-3.3062723232496847,-3.443891222100814,-3.5472320387857383,-3.513972266083566,-3.6506800754353135,-3.900308391115676,-3.914901412434766,-3.5558213695708307,-3.796471711780246,-3.596957090511634,-3.772924032846219,-3.5026436366360425,-3.384147824676208,-3.8119839130832287,50
-3.895383148889102,-4.228711775036117,-3.580357973102387,-2.996897069723057,-6.373891910196396,-4.9970059153696935,-3.273470409861049,-3.33949421612198,-3.5100253736534532,-3.4798103927374795,-3.6104396101665155,-3.896314055173305,-3.9419853007283425,-3.54437072932706,-3.753354966716652,-3.5744819697786916,-3.7759678891023287,-3.414825278571712,-3.3593391655004234,-3.7754609457219486,51
