C1,C2,C3,C4,C5,time
-3.8276136071878892,-5.114724193682536,-4.55779038758208,-4.2056636245636545,-4.841414086308862,20
-3.823884210212168,-5.14178377280529,-4.554401666801435,-4.192148627887279,-4.876387729819513,21
-3.8137615612780684,-5.215231201852768,-4.5452037103968275,-4.155465065479972,-4.971316190776991,22
-3.798843973375185,-5.323469518343787,-4.531648827274249,-4.101405078774469,-5.111210764819592,23
-3.780729759493112,-5.454901759797167,-4.515189326339688,-4.0357608092035004,-5.281082747585607,24
-3.7610172326214446,-5.597930963731729,-4.497277516499137,-3.9643243981997993,-5.46594343471333,25
-3.7413047057497764,-5.74096016766629,-4.4793657066585855,-3.892887987196098,-5.650804121841054,26
-3.7231904918677037,-5.872392409119671,-4.462906205724026,-3.8272437176251297,-5.8206761046070685,27
-3.7082729039648203,-5.980630725610689,-4.449351322601445,-3.773183730919626,-5.960570678649669,28
-3.6981502550307206,-6.054078154658167,-4.440153366196839,-3.73650016851232,-6.055499139607149,29
-3.6944208580549995,-6.081137733780921,-4.4367646454161935,-3.722985171835944,-6.090472783117799,30
-3.7705726345906516,-6.0740895075874395,-4.364498340487356,-3.79800681316616,-6.109670297317881,31
-3.977270313758849,-6.054958607919418,-4.168346941394796,-4.001636982491033,-6.161777835860958,32
-4.281877419901455,-6.026765703145491,-3.879281721679446,-4.301723547811896,-6.238567892661283,33
-4.651757477360336,-5.992531461634293,-3.528273954882233,-4.666114377130091,-6.331812961633108,34
-5.054274010477351,-5.955276551754461,-3.1462949145440917,-5.062657338446946,-6.433285536690679,35
-5.4567905435943675,-5.918021641874629,-2.7643158742059493,-5.459200299763802,-6.534758111748252,36
-5.826670601053248,-5.883787400363432,-2.4133081074087372,-5.823591129081995,-6.628003180720076,37
-6.131277707195853,-5.8555944955895045,-2.124242887693387,-6.123677694402859,-6.704793237520399,38
-6.337975386364051,-5.836463595921483,-1.928091488600827,-6.327307863727732,-6.756900776063478,39
-6.414127162899702,-5.829415369728001,-1.8558251836719897,-6.402329505057947,-6.776098290263559,40
-6.417879257091586,-5.753134380149501,-1.9883531205942835,-6.4116574469991825,-6.7190558906293445,41
-6.42806351275527,-5.546085979865001,-2.3480718065262276,-6.436976146553963,-6.564226520193615,42
-6.4430718895228045,-5.240962021551001,-2.87818355421541,-6.474287914318902,-6.336056921656752,43
-6.46129634702624,-4.870454357884004,-3.521890676409411,-6.519595060890616,-6.058993837719136,44
-6.481128844897625,-4.467254841540505,-4.222395485855823,-6.568899896865714,-5.75748401108114,45
-6.50096134276901,-4.064055325197009,-4.922900295302236,-6.6182047328408125,-5.4559741844431455,46
-6.519185800272445,-3.693547661530008,-5.566607417496241,-6.663511879412526,-5.178911100505526,47
-6.534194177039979,-3.388423703216007,-6.096719165185422,-6.700823647177466,-4.950741501968663,48
-6.544378432703663,-3.1813753029315093,-6.456437851117363,-6.726142346732246,-4.795912131532936,49
-6.548130526895547,-3.10509431335301,-6.588965788039657,-6.735470288673481,-4.738869731898721,50
-6.531840933343583,-3.150205514517806,-6.584068833562834,-6.734692498043606,-4.644727423974955,51
-6.487626322273966,-3.272650203393682,-6.570777099982888,-6.732581352048232,-4.3891983024675865,52
-6.422467948066109,-3.453095008052867,-6.5511892820755975,-6.729470189528732,-4.012629070772517,53
-6.343347065099429,-3.672206556567591,-6.527404074616747,-6.725692349326485,-3.5553664322856515,54
-6.257244927753334,-3.9106514770100844,-6.501520172382115,-6.72158117028286,-3.0577570904028857,55
-6.171142790407239,-4.149096397452578,-6.475636270147483,-6.717469991239238,-2.56014774852012,56
-6.092021907440556,-4.3682079459673036,-6.451851062688631,-6.713692151036989,-2.10288511003325,57
-6.026863533232699,-4.548652750626489,-6.432263244781341,-6.710580988517489,-1.7263158783381813,58
-5.982648922163084,-4.671097439502363,-6.418971511201395,-6.708469842522115,-1.470786756830816,59
-5.966359328611119,-4.716208640667159,-6.4140745567245725,-6.7076920518922405,-1.3766444489070497,60
-5.958074408204927,-4.720384088671941,-6.414160522062326,-6.7074818375246545,-1.3949724225550566,61
-5.933972821568729,-4.732530846504032,-6.414410603044882,-6.706870304818949,-1.4482901640765304,62
-5.8951843305761,-4.752079534890054,-6.414813077126181,-6.705886119370702,-1.534098404337652,63
-5.84283869710061,-4.778460774556628,-6.4153562217601685,-6.704557946775498,-1.6498978742046035,64
-5.778065683015832,-4.811105186230375,-6.416028314400786,-6.702914452628915,-1.7931893045435645,65
-5.701995050195333,-4.849443390637912,-6.416817632501975,-6.70098430252653,-1.9614734262207172,66
-5.615756560512693,-4.892906008505865,-6.417712453517681,-6.698796162063928,-2.1522509701022403,67
-5.520479975841476,-4.940923660560852,-6.418701054901845,-6.696378696836684,-2.3630226670543175,68
-5.417295058055258,-4.992926967529494,-6.4197717141084105,-6.6937605724403815,-2.591289247943127,69
-5.30733156902761,-5.04834655013841,-6.4209127085913185,-6.690970454470599,-2.834551443634851,70
-5.191719270632102,-5.106613029114223,-6.422112315804513,-6.688037008522915,-3.090309984995672,71
-5.071587924742308,-5.167157025183554,-6.423358813201936,-6.684988900192913,-3.3560656028917677,72
-4.948067293231799,-5.229409159073024,-6.424640478237532,-6.681854795076172,-3.6293190281893226,73
-4.822287137974147,-5.292800051509251,-6.425945588365243,-6.67866335876827,-3.9075709917545134,74
-4.695377220842922,-5.356760323218857,-6.427262421039011,-6.675443256864789,-4.188322224453523,75
-4.568467303711698,-5.420720594928464,-6.428579253712778,-6.672223154961307,-4.469073457152536,76
-4.442687148454045,-5.484111487364691,-6.429884363840488,-6.669031718653404,-4.747325420717727,77
-4.319166516943536,-5.54636362125416,-6.431166028876083,-6.6658976135366625,-5.020578846015281,78
-4.199035171053742,-5.606907617323491,-6.432412526273508,-6.66284950520666,-5.286334463911376,79
-4.083422872658235,-5.665174096299303,-6.433612133486703,-6.659916059258977,-5.5420930052721955,80
-3.973459383630585,-5.720593678908222,-6.434753127969611,-6.657125941289195,-5.785355200963923,81
-3.8702744658443695,-5.772596985876862,-6.435823787176175,-6.654507816892892,-6.013621781852727,82
-3.7749978811731517,-5.8206146379318495,-6.436812388560339,-6.652090351665649,-6.224393478804807,83
-3.6887593914905104,-5.864077255799802,-6.437707209576044,-6.649902211203045,-6.41517102268633,84
-3.6126887586700143,-5.902415460207341,-6.438496527677235,-6.6479720611006625,-6.583455144363483,85
-3.5479157445852345,-5.935059871881087,-6.439168620317853,-6.646328566954078,-6.726746574702445,86
-3.495570111109745,-5.96144111154766,-6.439711764951839,-6.645000394358872,-6.842546044569393,87
-3.4567816201171144,-5.980989799933681,-6.440114239033139,-6.644016208910627,-6.928354284830516,88
-3.432680033480918,-5.993136557765773,-6.440364320015694,-6.643404676204922,-6.98167202635199,89
-3.4243951130747257,-5.997312005770555,-6.440450285353448,-6.643194461837336,-6.9999999999999964,90
