C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,time
-3.9333334209808375,-3.672074253629517,-3.9752816732433742,-3.8856358003503586,-4.1886990263520625,-3.9128508435581697,-3.8818848461846773,-4.032877578924019,-3.7518759451738433,-3.900427052465008,-3.859662435094998,-3.955055069672471,-4.088931843428419,-4.141324494407595,-4.091729941689375,-4.306696176778836,-3.9035337195424233,-3.9856383152212036,-4.004478364877138,-4.193312086725416,-3.6170607168175746,-4.144851371730861,-4.456876692469677,10
-3.933071444376747,-3.6732548249067962,-3.975724650702569,-3.8858649055194006,-4.1897009352524295,-3.9132820332886995,-3.881211597486037,-4.033156077208245,-3.7532444680933668,-3.899531292560452,-3.8605889835381406,-3.956284192421865,-4.0880000098391065,-4.139899707702194,-4.091916022634348,-4.308616964416741,-3.9030445681155803,-3.9876151346863633,-4.006297563457294,-4.205287013217307,-3.616170535084283,-4.143445073864415,-4.452605684417904,11
-3.932360365022787,-3.6764592326594125,-3.9769270180918124,-3.8864867624068005,-4.192420402267709,-3.9144524054144236,-3.879384208161157,-4.033912001122575,-3.756959030303503,-3.897099944248086,-3.863103900740955,-3.9596203827416474,-4.085470747239544,-4.136032429501823,-4.092421099484988,-4.313830530862485,-3.901716871385578,-3.992980787520368,-4.011235388174862,-4.237790385123867,-3.61375432752249,-4.139627979655488,-4.4410129482773755,12
-3.931312458606425,-3.6811815177685294,-3.978698927928591,-3.8874031830829674,-4.196428037869174,-3.916177164336543,-3.8766912133665965,-4.03502599425948,-3.762433121981598,-3.8935169046298608,-3.8668100945135233,-3.9645368737392213,-4.081743412882291,-4.130333282680221,-4.093165423264878,-4.321513681414107,-3.899760265678205,-4.000888065381006,-4.018512182495487,-4.28569009109143,-3.610193600589322,-4.134002788189701,-4.42392891607028,13
-3.930040000815128,-3.686915721115316,-3.9808505327303942,-3.8885159796183144,-4.201294452528096,-3.9182715144562588,-3.8734211482589154,-4.036378700211438,-3.769080233304998,-3.8891660708077316,-3.8713104726659284,-3.9705068985219905,-4.077217364019916,-4.123412890111133,-4.094069244997602,-4.330843221369648,-3.8973843873192533,-4.010489759926067,-4.027348289884817,-4.343854019766328,-3.6058698607419037,-4.127172198552675,-4.4031840198188075,14
-3.9286552673363637,-3.6931558835809355,-3.9831919850147095,-3.88972696408325,-4.206590256715746,-3.920550660174774,-3.869862547994675,-4.037850762570921,-3.7763138544510526,-3.8844313398836494,-3.8762079430082514,-3.977003690197357,-4.0722919579049766,-4.115881874668303,-4.095052815706742,-4.3409959560271485,-3.894798872634511,-4.020938662813339,-4.0369640538085,-4.407150059794893,-3.6011646144373604,-4.119738909830027,-4.380608691545147,15
-3.927270533857599,-3.699396046046556,-3.9855334372990248,-3.890937948548186,-4.211886060903396,-3.9228298058932887,-3.866303947730434,-4.039322824930403,-3.783547475597106,-3.8796966089595672,-3.8811054133505745,-3.9835004818727224,-4.0673665517900375,-4.108350859225473,-4.096036386415883,-4.351148690684649,-3.8922133579497693,-4.03138756570061,-4.046579817732184,-4.470446099823459,-3.596459368132817,-4.112305621107381,-4.358033363271486,16
-3.9259980760663025,-3.7051302493933416,-3.9876850421008285,-3.8920507450835324,-4.216752475562317,-3.924924156013005,-3.8630338826227533,-4.040675530882361,-3.790194586920508,-3.875345775137438,-3.8856057915029796,-3.9894705066554916,-4.062840502927662,-4.101430466656385,-4.096940208148608,-4.360478230640191,-3.8898374795908173,-4.040989260245672,-4.0554159251215145,-4.528610028498357,-3.5921356282853987,-4.105475031470354,-4.337288467020013,17
-3.9249501696499403,-3.7098525345024598,-3.989456951937608,-3.8929671657597007,-4.2207601111637825,-3.9266489149351247,-3.860340887828193,-4.041789524019268,-3.795668678598603,-3.871762735519214,-3.8893119852755484,-3.9943869976530664,-4.059113168570411,-4.095731319834784,-4.097684531928498,-4.368161381191813,-3.887880873883445,-4.04889653810631,-4.06269271944214,-4.57650973446592,-3.5885749013522306,-4.099849840004567,-4.3202044348129185,18
-3.92423909029598,-3.713056942255075,-3.9906593193268503,-3.8935890226470997,-4.223479578179062,-3.927819287060848,-3.8585134985033123,-4.042545447933596,-3.7993832408087385,-3.869331387206847,-3.891826902478363,-3.997723187972849,-4.056583905970847,-4.091864041634412,-4.098189608779138,-4.373374947637557,-3.886553177153442,-4.054262190940314,-4.067630544159707,-4.60901310637248,-3.586158693790438,-4.0960327457956405,-4.308611698672389,19
-3.9239771136918895,-3.7142375135323547,-3.9911022967860452,-3.8938181278161417,-4.224481487079428,-3.9282504767913777,-3.857840249804672,-4.042823946217823,-3.800751763728262,-3.868435627302291,-3.892753450921505,-3.998952310722242,-4.055652072381534,-4.090439254929011,-4.09837568972411,-4.375295735275462,-3.886064025726599,-4.0562390104054735,-4.069449742739863,-4.62098803286437,-3.5852685120571457,-4.094626447929193,-4.304340690620616,20
-3.926607539273554,-3.7122332576848582,-3.983330161231227,-3.8912075660707215,-4.276320466038478,-3.920911283903813,-3.8554727694384794,-4.073360634475791,-3.856769848585398,-3.8661938082694927,-3.891082262204826,-3.9953693914951147,-4.053658945182416,-4.1220805975963515,-4.092647979886519,-4.432253956903828,-3.881504909403578,-4.102651611065581,-4.066428006496695,-4.597589493737416,-3.5854653660944416,-4.087220676216469,-4.362503103854634,21
-3.9337472658523565,-3.7067931346702254,-3.962234364725293,-3.8841217556188674,-4.417026266070182,-3.900990617494709,-3.8490467513016697,-4.156245931175992,-4.008818936054767,-3.8601088708947535,-3.886546178545267,-3.985644325021482,-4.048249028499097,-4.2079642419791305,-4.07710133889877,-4.58685484418082,-3.8691301650982344,-4.22862867000016,-4.058226150979523,-4.53407917324997,-3.585999684195672,-4.067119295853358,-4.520372511204109,22
-3.9442689681790135,-3.69877611128024,-3.931145822506022,-3.8736795086371876,-4.624382181906377,-3.87163384594445,-3.839576829836898,-4.278392684207866,-4.2328912754833095,-3.8511415947635603,-3.879861423678549,-3.971312648112972,-4.040276519702626,-4.334529612648491,-4.0541904995484055,-4.814687730694283,-3.85089369980615,-4.41427907264059,-4.046139206006851,-4.440485016742155,-3.5867871003448544,-4.037496209002459,-4.753022164140178,23
-3.95704532100424,-3.6890411543066866,-3.8933954498111913,-3.8609996373022906,-4.876171508278903,-3.835986337633422,-3.828077639486818,-4.426713741460857,-4.504979116217971,-3.8402527594613964,-3.871744221340392,-3.953909897581209,-4.030595616164054,-4.4882161341755715,-4.026370194622961,-5.09134195003206,-3.828749420522904,-4.639711704418257,-4.031462201397176,-4.326834969554093,-3.587743248526004,-4.001525317826366,-5.035525314133979,24
-3.9709489990787503,-3.678447230541349,-3.8523141618785823,-3.847200953790785,-5.150177539919589,-3.797193460942008,-3.815563814694084,-4.588121950824404,-4.801074707605688,-3.828403144573747,-3.8629107952665143,-3.9349716102378194,-4.020060515254432,-4.6554632311315105,-3.9960951569099787,-5.392406835781991,-3.8046512342440773,-4.88503545076454,-4.015490166969,-4.203156977025908,-3.588783762723138,-3.9623805244876773,-5.342955212656642,25
-3.984852677153261,-3.667853306776011,-3.8112328739459738,-3.8334022702792794,-5.424183571560277,-3.7584005842505945,-3.80304998990135,-4.749530160187952,-5.097170298993405,-3.816553529686098,-3.854077369192637,-3.9160333228944304,-4.00952541434481,-4.82271032808745,-3.965820119196996,-5.693471721531925,-3.7805530479652507,-5.130359197110823,-3.9995181325408247,-4.079478984497723,-3.5898242769202713,-3.9232357311489885,-5.650385111179307,26
-3.9976290299784876,-3.6581183498024576,-3.773482501251144,-3.8207223989443824,-5.6759728979328,-3.7227530759395657,-3.79155079955127,-4.897851217440944,-5.369258139728065,-3.8056646943839345,-3.84596016685448,-3.8986305723626677,-3.9998445108062386,-4.976396849614531,-3.937999814271553,-5.970125940869701,-3.7584087686820054,-5.35579182888849,-3.9848411279311495,-3.965828937309662,-3.5907804251014217,-3.8872648399728966,-5.932888261173106,27
-4.008150732305144,-3.6501013264124715,-3.742393959031872,-3.8102801519627025,-5.883328813768995,-3.693396304389307,-3.7820808780864983,-5.019997970472816,-5.593330479156608,-3.79669741825274,-3.8392754119877615,-3.8842988954541564,-3.991872002009767,-5.10296222028389,-3.9150889749211872,-6.197958827383162,-3.74017230338992,-5.5414422315289205,-3.9727541829584756,-3.8722347808018465,-3.591567841250604,-3.857641753121997,-6.165537914109175,28
-4.015290458883947,-3.644661203397839,-3.721298162525938,-3.8031943415108485,-6.0240346138007,-3.6734756379802027,-3.7756548599496886,-5.102883267173017,-5.745379566625977,-3.7906124808780013,-3.834739328328203,-3.8745738289805245,-3.9864620853264476,-5.18884586466667,-3.8995423339334394,-6.352559714660155,-3.7277975590845767,-5.667419290463498,-3.9645523274413046,-3.8087244603143997,-3.5921021593518345,-3.837540372758886,-6.323407321458652,29
-4.017920884465611,-3.6426569475503427,-3.71352602697112,-3.8005837797654283,-6.075873592759749,-3.666136445092638,-3.773287379583496,-5.133419955430986,-5.8013976514831125,-3.788370661845203,-3.8330681396115236,-3.870990909753397,-3.98446895812733,-5.22048720733401,-3.893814624095848,-6.409517936288521,-3.7232384427615557,-5.713831891123606,-3.9615305911981364,-3.785325921187446,-3.59229901338913,-3.8301346010461614,-6.381569734692669,30
-4.01697883442663,-3.6365006672515237,-3.7685571422599704,-3.847294705199227,-6.006321119807206,-3.7233024959514713,-3.7696380069629156,-5.098981684344632,-5.738831041169991,-3.8464260679063136,-3.8270158675829045,-3.862180758461778,-4.041760120823616,-5.1750036069619245,-3.8861934223900905,-6.409758447665756,-3.775885081615307,-5.651982041639217,-3.954248796298852,-3.7802574332318715,-3.5921546769381405,-3.883642958800936,-6.307838304077635,31
-4.014421841463682,-3.6197907635832993,-3.917927312329707,-3.9740815028052507,-5.8175358360788705,-3.878467491139733,-3.7597325669927697,-5.005506377110243,-5.569007384605803,-4.00400502721504,-3.8105882720766524,-3.838267490670241,-4.197264705284965,-5.05154812023769,-3.865507303474461,-6.410411264261109,-3.9187831013612024,-5.484103878753018,-3.9344839244293652,-3.766500108781024,-3.5917629065711685,-4.0288799298496105,-6.107710135265398,32
-4.010653641307759,-3.5951656423880216,-4.138051773485109,-4.160925204540444,-5.539325944268695,-4.107131694575067,-3.745135076510448,-4.867753292764829,-5.3187409433533155,-4.23622665145948,-3.786379183962176,-3.8030268855037663,-4.42642935607011,-4.8696137187493465,-3.835022496651429,-6.411373309770049,-4.129369656776207,-5.236704480815461,-3.905356744832228,-3.746226156958723,-3.59118556076721,-4.242913360868709,-5.81278441280526,33
