C1,C2,time
-6.856262729483425,-6.947938927135755,10
-6.6692849209335705,-6.784675584964414,11
-6.412190434177522,-6.560188489478823,12
-6.102508438766825,-6.289783579007541,13
-5.75776810425303,-5.988766791879137,14
-5.395498600187685,-5.672444066422168,15
-5.03322909612234,-5.3561213409652,16
-4.688488761608541,-5.055104553836797,17
-4.378806766197839,-4.784699643365519,18
-4.121712279441783,-4.560212547879931,19
-3.934734470891919,-4.396949205708595,20
-3.7980173393434504,-4.277675192772515,21
-3.6793821521809584,-4.174394239176983,22
-3.57787398184006,-4.086269514526999,23
-3.4925379007563726,-4.012464188427566,24
-3.4224189813655146,-3.9521414304836817,25
-3.3665622961031034,-3.904464410300344,26
-3.3240129174047572,-3.868596297482555,27
-3.2938159177060933,-3.8437002616353153,28
-3.275016369442729,-3.828939472363621,29
-3.2666593450502814,-3.823477099272476,30
-3.267789916964369,-3.826476311966877,31
-3.27745315762061,-3.8371002800518257,32
-3.294694139454622,-3.8545121731323206,33
-3.3185579349020213,-3.877875160813363,34
-3.3480896163984264,-3.9063524126999507,35
-3.3823342563794556,-3.9391070983970855,36
-3.4203369272807254,-3.975302387509766,37
-3.4611427015378537,-4.014101449642992,38
-3.5037966515864594,-4.054667454401764,39
-3.547343849862159,-4.096163571391081,40
-3.59082936880057,-4.137752970215943,41
-3.6332982808373115,-4.1785988204813505,42
-3.673795658407999,-4.217864291792302,43
-3.711366573948252,-4.254712553753798,44
-3.745056099893688,-4.288306775970838,45
-3.7739093086799227,-4.317810128048421,46
-3.7969712727425757,-4.34238577959155,47
-3.8132870645172643,-4.361196900205221,48
-3.8219017564396065,-4.373406659494435,49
-3.821860420945219,-4.378178227064193,50
-3.815438328949716,-4.379237960759883,51
-3.806109888751869,-4.380777281967491,52
-3.7947188788620383,-4.382656955602912,53
-3.782109077790579,-4.384737746582041,54
-3.7691242640478495,-4.386880419820771,55
-3.756608216144209,-4.388945740234999,56
-3.745404712590014,-4.390794472740619,57
-3.7363575318956217,-4.392287382253524,58
-3.730310452571391,-4.393285233689612,59
-3.728107253127679,-4.393648791964775,60
-3.7302968705899966,-4.395680825556772,61
-3.736240117987716,-4.401196345306477,62
-3.7449985878369874,-4.4093244796744635,63
-3.7556338726539593,-4.419194357121306,64
-3.767207564954782,-4.429935106107573,65
-3.7787812572556048,-4.440675855093842,66
-3.789416542072577,-4.450545732540683,67
-3.7981750119218476,-4.458673866908669,68
-3.8041182593195675,-4.464189386658375,69
-3.806307876781885,-4.466221420250371,70
-3.806644102703514,-4.465942461001169,71
-3.8075567159193637,-4.46518528589619,72
-3.8089016196058783,-4.46406944889938,73
-3.8105347169395047,-4.462714503974683,74
-3.8123119110966845,-4.461240005086041,75
-3.814089105253866,-4.4597655061973995,76
-3.8157222025874913,-4.458410561272702,77
-3.8170671062740062,-4.457294724275891,78
-3.8179797194898555,-4.456537549170913,79
-3.8183159454114843,-4.456258589921711,80
-3.8194012967980586,-4.452776856496051,81
-3.8223472505616187,-4.4433264371978325,82
-3.8266886561079163,-4.429399503495195,83
-3.831960362842708,-4.412488226856278,84
-3.837697220171745,-4.394084778749221,85
-3.8434340775007825,-4.375681330642164,86
-3.8487057842355727,-4.358770054003246,87
-3.853047189781871,-4.3448431203006095,88
-3.855993143545431,-4.335392701002391,89
-3.8570784949320056,-4.331910967576731,90
-3.861637785304432,-4.33098594380099,91
-3.87401300202959,-4.328475164981122,92
-3.8922501635192956,-4.324775069878158,93
-3.914395288185367,-4.320282097253132,94
-3.938494394439621,-4.3153926858670735,95
-3.9625935006938753,-4.310503274481015,96
-3.984738625359947,-4.306010301855988,97
-4.002975786849652,-4.302310206753025,98
-4.01535100357481,-4.299799427933157,99
-4.019910293947237,-4.298874404157416,100
-4.022729583877454,-4.291720871228233,101
-4.030381942259473,-4.27230413899188,102
-4.0416591019803425,-4.243690007275149,103
-4.055352795927113,-4.208944275904834,104
-4.0702547569868335,-4.171132744707727,105
-4.085156718046554,-4.133321213510618,106
-4.0988504119933244,-4.098575482140302,107
-4.1101275717141945,-4.069961350423572,108
-4.117779930096213,-4.050544618187219,109
-4.12059922002643,-4.043391085258037,110
-4.126837048763428,-4.028995094467514,111
-4.143768298192421,-3.9899202623218106,112
-4.16871961314041,-3.9323362991597204,113
-4.199017638434397,-3.862412915320041,114
-4.231989018901383,-3.786319821141565,115
-4.26496039936837,-3.7102267269630884,116
-4.295258424662357,-3.6403033431234086,117
-4.320209739610346,-3.5827193799613193,118
-4.337140989039338,-3.543644547815616,119
-4.343378817776336,-3.5292485570250935,120
-4.34918430230304,-3.5387363952013815,121
-4.364942046018379,-3.564489098822734,122
-4.388163984125195,-3.602440451527885,123
-4.416362051826329,-3.6485242369555686,124
-4.447048184324622,-3.698674238744518,125
-4.4777343168229145,-3.7488242405334677,126
-4.505932384524049,-3.794908025961151,127
-4.529154322630864,-3.832859378666302,128
-4.544912066346204,-3.858612082287654,129
-4.550717550872908,-3.868099920463942,130
-4.552951638638508,-3.8598122553731127,131
-4.559015591145133,-3.8373171644122914,132
-4.56795194220753,-3.8041665040489754,133
-4.57880322564044,-3.763912130750665,134
-4.590611975258607,-3.720105900984855,135
-4.602420724876774,-3.676299671219044,136
