C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-3.933333420980836,-3.779496936881005,-3.8885562488062173,-3.88563580035036,-4.1886990263520625,-3.9128508435581706,-3.8818848461846778,-3.7518759451738433,-3.900427052465007,-3.955055069672471,-3.9269283790353957,-4.088931843428419,-4.141324494407593,-4.05493196374012,-3.820505112156112,-3.9856383152212023,-3.961497610251633,-4.193312086725416,-3.6170607168175737,-4.144851371730862,-4.456876692469677,10
-3.933071444376746,-3.7796268384725686,-3.889195576287665,-3.885864905519402,-4.189700935252429,-3.9132820332887004,-3.881211597486038,-3.7532444680933668,-3.899531292560451,-3.9562841924218652,-3.9276402992181993,-4.0880000098391065,-4.139899707702193,-4.055813175379514,-3.8199588061002716,-3.987615134686362,-3.9628313098341987,-4.205287013217307,-3.616170535084282,-4.143445073864415,-4.452605684417904,11
-3.9323603650227863,-3.7799794285068113,-3.8909308937373095,-3.8864867624068014,-4.192420402267708,-3.9144524054144245,-3.8793842081611576,-3.756959030303503,-3.897099944248085,-3.959620382741648,-3.929572654000094,-4.085470747239544,-4.136032429501821,-4.058205035543583,-3.818475975377276,-3.992980787520367,-3.9664513515583057,-4.237790385123867,-3.6137543275224897,-4.139627979655489,-4.4410129482773755,12
-3.9313124586064236,-3.780499034873064,-3.8934882036630998,-3.8874031830829687,-4.196428037869174,-3.9161771643365433,-3.8766912133665965,-3.762433121981598,-3.8935169046298608,-3.964536873739222,-3.9324203347313063,-4.081743412882291,-4.130333282680219,-4.061729882101157,-3.8162907511539133,-4.000888065381004,-3.971786149888568,-4.28569009109143,-3.610193600589321,-4.134002788189702,-4.423928916070279,13
-3.9300400008151275,-3.781129985460656,-3.896593508572989,-3.8885159796183153,-4.201294452528095,-3.9182715144562597,-3.873421148258916,-3.769080233304998,-3.8891660708077316,-3.9705068985219913,-3.9358782327620654,-4.077217364019916,-4.123412890111132,-4.066010052921069,-3.8136372645969736,-4.010489759926066,-3.9782641192896016,-4.3438540197663285,-3.605869860741903,-4.127172198552675,-4.4031840198188075,14
-3.9286552673363633,-3.781816608158919,-3.8999728109749268,-3.889726964083251,-4.206590256715745,-3.920550660174774,-3.869862547994675,-3.7763138544510526,-3.8844313398836494,-3.9770036901973578,-3.9396412394425973,-4.0722919579049766,-4.115881874668302,-4.070667885872149,-3.810749646873245,-4.020938662813338,-3.9853136742260205,-4.407150059794894,-3.6011646144373595,-4.119738909830028,-4.380608691545145,15
-3.927270533857599,-3.7825032308571815,-3.9033521133768647,-3.8909379485481868,-4.211886060903395,-3.922829805893289,-3.8663039477304344,-3.783547475597106,-3.8796966089595672,-3.983500481872724,-3.9434042461231287,-4.0673665517900375,-4.108350859225472,-4.07532571882323,-3.807862029149516,-4.0313875657006095,-3.9923632291624394,-4.47044609982346,-3.596459368132816,-4.112305621107382,-4.358033363271485,16
-3.925998076066303,-3.7831341814447743,-3.906457418286754,-3.892050745083533,-4.216752475562317,-3.924924156013005,-3.8630338826227537,-3.790194586920508,-3.8753457751374385,-3.9894705066554934,-3.9468621441538874,-4.062840502927662,-4.101430466656385,-4.079605889643142,-3.8052085425925766,-4.040989260245671,-3.998841198563473,-4.528610028498358,-3.5921356282853987,-4.1054750314703545,-4.337288467020012,17
-3.924950169649941,-3.7836537878110272,-3.909014728212545,-3.8929671657597007,-4.220760111163782,-3.9266489149351247,-3.860340887828193,-3.795668678598603,-3.8717627355192143,-3.9943869976530686,-3.9497098248851006,-4.059113168570411,-4.095731319834784,-4.083130736200717,-3.803023318369214,-4.04889653810631,-4.004175996893736,-4.576509734465921,-3.5885749013522306,-4.099849840004568,-4.320204434812917,18
-3.924239090295981,-3.78400637784527,-3.9107500456621884,-3.8935890226470997,-4.223479578179061,-3.927819287060848,-3.8585134985033127,-3.7993832408087385,-3.8693313872068478,-3.997723187972851,-3.951642179666995,-4.056583905970847,-4.091864041634412,-4.085522596364784,-3.801540487646218,-4.054262190940314,-4.007796038617842,-4.6090131063724815,-3.586158693790438,-4.096032745795641,-4.3086116986723875,19
-3.9239771136918904,-3.784136279436833,-3.911389373143636,-3.8938181278161417,-4.224481487079427,-3.9282504767913777,-3.8578402498046724,-3.800751763728262,-3.8684356273022917,-3.9989523107222444,-3.9523540998497984,-4.055652072381534,-4.090439254929011,-4.086403808004178,-3.8009941815903776,-4.0562390104054735,-4.009129738200408,-4.620988032864372,-3.5852685120571457,-4.094626447929194,-4.304340690620614,20
-3.926607539273555,-3.7774494693992793,-3.928909683759419,-3.8912075660707215,-4.276320466038477,-3.920911283903813,-3.85547276943848,-3.856769848585398,-3.8661938082694935,-3.995369391495117,-3.949507107909666,-4.053658945182416,-4.1220805975963515,-4.125690136733304,-3.797105864776038,-4.102651611065581,-4.005302573283065,-4.597589493737418,-3.5854653660944416,-4.08722067621647,-4.362503103854632,21
-3.933747265852357,-3.759299556440205,-3.9764648125736857,-3.8841217556188674,-4.417026266070181,-3.9009906174947084,-3.84904675130167,-4.008818936054767,-3.8601088708947544,-3.985644325021484,-3.941779558357878,-4.048249028499097,-4.207964241979131,-4.232324457569504,-3.786551861994259,-4.22862867000016,-3.9949145542217055,-4.534079173249972,-3.585999684195672,-4.067119295853359,-4.5203725112041075,22
-3.9442689681790144,-3.7325523162899903,-4.046546055036816,-3.8736795086371876,-4.624382181906377,-3.87163384594445,-3.8395768298368984,-4.2328912754833095,-3.8511415947635603,-3.9713126481129732,-3.9303915905973494,-4.040276519702626,-4.334529612648491,-4.389469772486008,-3.770998594736901,-4.41427907264059,-3.979605894552334,-4.440485016742157,-3.586787100344855,-4.037496209002459,-4.7530221641401775,23
-3.95704532100424,-3.7000735246790155,-4.1316447065991895,-3.8609996373022906,-4.876171508278902,-3.8359863376334213,-3.8280776394868186,-4.504979116217971,-3.8402527594613964,-3.9539098975812097,-3.916563344030993,-4.030595616164054,-4.4882161341755715,-4.58028908345605,-3.7521124844958234,-4.639711704418257,-3.961016807810954,-4.326834969554094,-3.587743248526005,-4.001525317826367,-5.035525314133979,24
-3.9709489990787503,-3.66472895733766,-4.224252062711182,-3.847200953790785,-5.150177539919588,-3.7971934609420073,-3.8155638146940842,-4.801074707605688,-3.828403144573747,-3.9349716102378203,-3.901514958061722,-4.020060515254431,-4.655463231131511,-4.787945392452858,-3.7315599527628853,-4.88503545076454,-3.940787507533569,-4.203156977025909,-3.5887837627231383,-3.962380524487678,-5.3429552126566415,25
-3.9848526771532606,-3.6293843899963045,-4.316859418823176,-3.8334022702792794,-5.424183571560276,-3.7584005842505936,-3.80304998990135,-5.097170298993405,-3.816553529686098,-3.916033322894431,-3.886466572092452,-4.009525414344809,-4.822710328087451,-4.995601701449668,-3.7110074210299477,-5.130359197110823,-3.920558207256185,-4.079478984497723,-3.589824276920272,-3.9232357311489894,-5.650385111179306,26
-3.997629029978487,-3.5969055983853297,-4.4019580703855485,-3.8207223989443824,-5.6759728979328,-3.7227530759395657,-3.7915507995512705,-5.369258139728065,-3.8056646943839336,-3.8986305723626673,-3.872638325526095,-3.9998445108062373,-4.976396849614531,-5.18642101241971,-3.69212131078887,-5.35579182888849,-3.901969120514805,-3.9658289373096616,-3.5907804251014226,-3.887264839972897,-5.932888261173106,27
-4.008150732305143,-3.570158358235115,-4.472039312848678,-3.8102801519627025,-5.883328813768995,-3.693396304389306,-3.7820808780864983,-5.593330479156608,-3.7966974182527395,-3.8842988954541564,-3.8612503577655657,-3.991872002009766,-5.1029622202838905,-5.343566327336213,-3.6765680435315113,-5.5414422315289205,-3.8866604608454334,-3.8722347808018456,-3.591567841250604,-3.8576417531219978,-6.165537914109175,28
-4.015290458883946,-3.5520084452760408,-4.519594441662945,-3.8031943415108485,-6.0240346138007,-3.673475637980202,-3.7756548599496886,-5.745379566625977,-3.7906124808780004,-3.8745738289805236,-3.853522808213779,-3.9864620853264463,-5.188845864666671,-5.450200648172412,-3.6660140407497326,-5.667419290463498,-3.876272441784074,-3.808724460314399,-3.5921021593518354,-3.837540372758887,-6.323407321458652,29
-4.01792088446561,-3.545321635238487,-4.537114752278728,-3.8005837797654283,-6.075873592759749,-3.6661364450926373,-3.773287379583496,-5.8013976514831125,-3.788370661845202,-3.870990909753396,-3.8506758162736463,-3.9844689581273287,-5.220487207334011,-5.489486976901539,-3.662125723935393,-5.713831891123606,-3.872445276866731,-3.7853259211874453,-3.592299013389131,-3.8301346010461623,-6.381569734692669,30
