C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.127684405359275,-3.619664308793836,-5.0842773857534205,-5.057384076169969,-4.678172813518344,-4.377928043601406,-3.6774861487608574,-4.554058866800135,-4.804878048151171,-3.625361030780864,-3.367429569605148,-4.261082475012498,-4.955380860146758,-4.915217659491129,-4.4659914759575825,-3.6345353957204916,-5.118873516459561,20
-5.106045047490243,-3.5085062788039743,-5.240548326592456,-4.762134430051782,-4.840390943020139,-4.5202501306444605,-3.7792716156039057,-4.6828915495349515,-5.003866852817262,-3.741034658415551,-3.439122901014411,-4.158688413528112,-5.140053110767613,-5.0840451260701816,-4.394090712818955,-3.7024021522433745,-4.886955593352019,21
-5.0872912813190805,-3.40760908200441,-5.377960333387895,-4.497897286966703,-4.983942434562129,-4.647247299465828,-3.8705406280834556,-4.796725582402855,-5.18200112466595,-3.844516289522447,-3.5030453898707634,-4.067386172956215,-5.307265709352751,-5.237534095854815,-4.3301832343426945,-3.7632180702967286,-4.680497539317363,22
-5.071423106845788,-3.316972718395144,-5.496513406139739,-4.2646726469147325,-5.108827288144315,-4.758919550065512,-3.951293186199507,-4.8955609654038446,-5.339280863697236,-3.935805924101554,-3.559197036174207,-3.987175753296808,-5.457018655902172,-5.37568456884503,-4.274269040528801,-3.8169831498805524,-4.499499354355601,23
-5.058440524070363,-3.2365971879761752,-5.596207544847988,-4.0624605098958675,-5.215045503766695,-4.85526688244351,-4.02152928995206,-4.979397698537922,-5.475706069911118,-4.014903562152871,-3.60757783992474,-3.91805715454989,-5.58931195041588,-5.498496545040826,-4.226348131377273,-3.8636973909948464,-4.343961038466722,24
-5.048343532992808,-3.1664824907475033,-5.6770427495126405,-3.891260875910111,-5.302597081429273,-4.9362892965998215,-4.081248939341115,-5.048235781805087,-5.591276743307599,-4.081809203676399,-3.648187801122364,-3.8600303767154607,-5.704145592893869,-5.605970024442203,-4.186420506888112,-3.9033607936396115,-4.213882591650735,25
-5.0411321336131225,-3.1066286267091296,-5.739019020133698,-3.7510737449574614,-5.371482021132044,-5.001986792534448,-4.130452134366669,-5.102075215205339,-5.685992883886678,-4.136522848672136,-3.681026919767078,-3.8130954197935205,-5.801519583336144,-5.698105007049162,-4.154486167061317,-3.9359733578148464,-4.109264013907637,26
-5.036806325931306,-3.0570355958610542,-5.78213635671116,-3.641899117037919,-5.421700322875012,-5.05235937024739,-4.169138875028727,-5.140915998738678,-5.759854491648355,-4.179044497140086,-3.7060951958588833,-3.777252283784069,-5.881433921742703,-5.774901492861703,-4.13054511189689,-3.961535083520552,-4.030105305237428,27
-5.035366109947357,-3.017703398203275,-5.806394759245026,-3.5637369921514845,-5.453251986658174,-5.087407029738645,-4.197309161327285,-5.164758132405105,-5.812861566592627,-4.2093741490802445,-3.723392629397778,-3.7525009686871056,-5.943888608113544,-5.836359481879824,-4.114597341394827,-3.980045970756727,-3.9764064656401072,28
-5.0368114856612785,-2.988632033735794,-5.811794227735297,-3.516587370298157,-5.466137012481532,-5.107129771008216,-4.214962993262345,-5.173601616204618,-5.8450141087195,-4.227511804492614,-3.7329192203837636,-3.7388414745026304,-5.988883642448671,-5.8824789741035275,-4.106642855555132,-3.9915060195233725,-3.9481674951156767,29
-5.041142453073068,-2.9698215024586103,-5.798334762181971,-3.500450251477937,-5.460355400345085,-5.111527594056102,-4.222100370833907,-5.167446450137218,-5.856312118028971,-4.233457463377194,-3.7346749688168392,-3.736273801230644,-6.016419024748082,-5.913259969532812,-4.1066816543778035,-3.995915229820488,-3.945388393664135,30
-5.0563187291819265,-2.968124496748612,-5.754795030558471,-3.5456117835622973,-5.422693755880472,-5.091520106577709,-4.2071960669402575,-5.133877537056181,-5.83312276203312,-4.214668487997785,-3.719258798724772,-3.757012831998859,-6.018444020007826,-5.917728385298485,-4.124150083129597,-3.985469166866585,-3.9934119243632464,31
-5.086762378987411,-2.9873480679262916,-5.674940959516694,-3.6688976042576114,-5.345811304438602,-5.0420626461816,-4.1638471776360015,-5.06599760076888,-5.767872244905323,-4.164176746278723,-3.681447890122986,-3.807844612989339,-5.990485997670156,-5.889787508695437,-4.1642905558476,-3.955832033560836,-4.106317400033991,32
