C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-5.244554166022287,-3.6196643087938347,-5.177030685762268,-4.27815737554186,-4.40961193856452,-5.044530267206109,-5.029592082199275,-5.027772406334098,-4.466768093409576,-3.0513607073698483,-5.060835854924611,-4.402720734808459,-5.24178100703922,-5.2607112185397344,-4.34518957140199,-3.909106182900143,-4.754424176655276,-3.631950847872669,-4.138306308566586,-4.2337476144855435,-4.5968708632720485,-3.634535395720493,20
-5.211661679930612,-3.508506278803973,-5.3175765644184,-4.504897493742349,-4.34598333167098,-4.71992052277916,-4.962147564595009,-4.785185104404259,-4.33239653786316,-3.1109642634741848,-5.2707494485374236,-4.270030503544773,-4.990242543581082,-4.96582235597399,-4.309398608130477,-3.8898262569591653,-4.632930348939133,-3.608644633390304,-4.031570203920142,-4.206515702787183,-4.482663347093346,-3.702402152243376,21
-5.182916280204758,-3.4076090820044085,-5.440742706023057,-4.707875246530733,-4.2879227003295135,-4.429567249606782,-4.901457757557438,-4.567293240135305,-4.213720461395197,-3.1643929683294436,-5.4625397302998415,-4.151597157436811,-4.76442280007024,-4.703202628961909,-4.277912080127798,-3.8727818043624773,-4.525108638450358,-3.5875212396187353,-3.9365742402513955,-4.182119069310853,-4.380626891556296,-3.7632180702967295,22
-5.158317966844724,-3.3169727183951427,-5.546529110576242,-4.887090633907012,-4.235430044540124,-4.173470447688978,-4.847522661086564,-4.374096813527241,-4.1107398640056845,-3.2116468219356245,-5.636206700211867,-4.047420696484573,-4.564321776506696,-4.472852037503495,-4.250729987393956,-3.85797282511008,-4.4309590451889544,-3.568580666557964,-3.8533184175603448,-4.160557714056555,-4.2907614966609025,-3.8169831498805538,23
-5.137866739850511,-3.2365971879761735,-5.634935778077951,-5.042543655871186,-4.188505364302807,-3.951630117025745,-4.800342275182384,-4.205595824580061,-4.023454745694621,-3.2527258242927273,-5.7917503582734975,-3.957501120688058,-4.389939472890448,-4.274770581598744,-4.227852329928948,-3.8453993192019724,-4.350481569154921,-3.551822914207988,-3.7818027358469886,-4.141831637024289,-4.213067162407161,-3.8636973909948478,24
-5.121562599222118,-3.166482490747502,-5.705962708528188,-5.174234312423255,-4.147148659617566,-3.7640462576170837,-4.7599165998449,-4.061790273293768,-3.951865106462009,-3.287629975400753,-5.9291707044847355,-3.881838430047266,-4.241275889221496,-4.108958261247657,-4.209279107732776,-3.8350612866381546,-4.283676210348255,-3.5372479825688092,-3.7220271951113286,-4.1259408382140546,-4.1475438887950755,-3.903360793639612,25
-5.109405544959546,-3.106628626709128,-5.759609901926948,-5.282162603563219,-4.1113599304844,-3.6107188694629926,-4.726245635074112,-3.9426801596683627,-3.8959709463078482,-3.3163592752597,-6.048467738845581,-3.8204326245621973,-4.118331025499843,-3.975415076450236,-4.19501032080544,-3.8269587274186274,-4.23054296876896,-3.524855871640426,-3.673991795353364,-4.112885317625853,-4.094191675824643,-3.935973357814847,26
-5.101395577062794,-3.057035595861052,-5.795877358274237,-5.366328529291079,-4.081139176903308,-3.491647952563473,-4.699329380870019,-3.848265483703845,-3.855772265232138,-3.3389137238695703,-6.149641461356032,-3.773283704232853,-4.021104881725486,-3.874141027206479,-4.185045969146938,-3.8210916415433904,-4.191081844417035,-3.5146465814228405,-3.6376965365730953,-4.102665075259682,-4.053010523495865,-3.961535083520552,27
-5.097532695531863,-3.017703398203273,-5.8147650775700495,-5.4267320896068325,-4.056486398874291,-3.406833506918524,-4.679167837232621,-3.7785462454002134,-3.8312690632348794,-3.355293321230362,-6.2326918720160895,-3.7403916690592314,-3.949597457898425,-3.805136113516386,-4.179386052757272,-3.8174600290124427,-4.16529283729248,-3.5066201119160514,-3.613141418770521,-4.095280111115544,-4.024000431808741,-3.980045970756726,28
-5.0978169003667535,-2.988632033735792,-5.816273059814388,-5.4633732845104825,-4.037401596397349,-3.3562755325281444,-4.6657610041619195,-3.7335224447574693,-3.8224613403160714,-3.365498067342076,-6.297618970825755,-3.721756519041334,-3.9038087540186623,-3.7684003353799578,-4.178030571636442,-3.8160638898257853,-4.153175947395295,-3.500776463120059,-3.600326441945642,-4.090730425193437,-4.007161400763271,-3.9915060195233716,29
