Time	Reads	ID
2	31	1
2	31	2
2	31	3
2	31	4
2	31	5
2	31	6
2	31	7
2	31	8
2	31	9
2	31	10
9	2	11
2	31	12
2	31	13
2	30	14
3	1	14
2	31	15
9	1	16
2	30	17
3	1	17
2	31	18
2	31	19
9	1	20
2	31	21
9	1	22
2	31	23
2	31	24
9	1	25
2	31	26
2	31	27
2	31	28
2	31	29
2	31	30
2	31	31
9	2	32
2	31	33
2	31	34
2	31	35
2	31	36
2	23	37
2	8	38
9	1	39
2	31	40
2	31	41
2	31	42
2	31	43
2	31	44
2	30	45
3	1	45
2	31	46
2	31	47
2	31	48
2	31	49
2	31	50
2	31	51
2	31	52
2	31	53
2	31	54
2	31	55
2	31	56
2	31	57
2	31	58
2	30	59
3	1	59
2	30	60
3	1	60
2	31	61
2	31	62
2	31	63
2	31	64
9	1	65
2	31	66
2	31	67
2	31	68
2	31	69
2	31	70
2	31	71
2	31	72
9	1	73
2	31	74
2	31	75
2	31	76
2	31	77
2	31	78
2	31	79
2	31	80
9	1	81
2	31	82
9	2	83
2	31	84
2	31	85
2	31	86
9	1	87
2	31	88
2	31	89
2	31	90
2	31	91
2	31	92
2	31	93
2	31	94
2	31	95
2	31	96
2	31	97
2	31	98
3	1	99
9	1	99
2	31	100
2	31	101
2	31	102
2	31	103
9	3	104
9	1	105
2	31	106
2	31	107
2	31	108
2	31	109
2	31	110
2	31	111
9	1	112
2	31	113
2	31	114
2	31	115
2	31	116
2	31	117
2	31	118
2	31	119
2	31	120
2	31	121
2	31	122
9	1	123
2	31	124
2	31	125
2	31	126
3	1	127
9	6	127
2	31	128
2	31	129
9	1	130
2	31	131
2	31	132
2	31	133
9	1	134
2	31	135
2	31	136
2	31	137
2	31	138
2	31	139
9	1	140
9	1	141
2	31	142
2	31	143
2	31	144
2	31	145
9	1	146
2	31	147
2	31	148
2	31	149
2	31	150
2	31	151
2	31	152
2	31	153
2	31	154
2	31	155
2	31	156
2	31	157
2	31	158
9	1	159
2	31	160
2	31	161
2	31	162
2	31	163
9	1	164
2	31	165
2	31	166
2	31	167
9	2	168
2	31	169
9	1	170
9	1	171
2	31	172
2	31	173
2	31	174
2	31	175
2	31	176
2	31	177
2	31	178
2	31	179
2	31	180
2	31	181
9	1	182
2	31	183
2	31	184
2	31	185
2	31	186
2	31	187
9	2	188
2	31	189
2	31	190
2	31	191
2	31	192
2	31	193
2	31	194
2	31	195
2	31	196
2	31	197
2	31	198
2	31	199
2	31	200
9	2	201
9	2	202
2	31	203
2	31	204
2	31	205
2	31	206
2	31	207
2	31	208
2	31	209
2	31	210
2	31	211
2	31	212
2	31	213
2	31	214
2	31	215
2	31	216
2	31	217
9	2	218
2	31	219
2	31	220
2	31	221
2	30	222
3	1	222
2	31	223
2	31	224
2	31	225
2	31	226
2	31	227
2	31	228
2	31	229
2	31	230
2	31	231
2	31	232
2	31	233
2	31	234
2	31	235
2	31	236
2	31	237
9	1	238
2	31	239
2	31	240
2	30	241
3	1	241
2	31	242
2	31	243
2	31	244
2	31	245
2	31	246
2	31	247
2	31	248
9	1	249
2	31	250
2	31	251
6	31	252
2	31	253
2	31	254
2	31	255
2	31	256
2	31	257
2	31	258
2	31	259
2	31	260
2	31	261
2	31	262
2	31	263
2	31	264
2	31	265
2	31	266
2	31	267
9	1	268
2	31	269
2	31	270
2	31	271
9	1	272
2	31	273
2	31	274
2	31	275
2	31	276
2	31	277
2	31	278
2	31	279
2	31	280
2	31	281
2	31	282
2	31	283
2	31	284
2	31	285
2	31	286
9	1	287
2	31	288
2	31	289
2	31	290
2	31	291
2	31	292
2	31	293
2	31	294
2	31	295
2	31	296
2	31	297
2	31	298
2	31	299
2	31	300
2	31	301
2	31	302
2	31	303
2	31	304
2	31	305
2	31	306
2	31	307
2	31	308
2	31	309
2	31	310
2	31	311
2	31	312
2	31	313
2	31	314
2	31	315
2	31	316
2	31	317
2	31	318
2	31	319
2	31	320
2	31	321
2	31	322
2	31	323
2	31	324
2	31	325
9	2	326
2	31	327
2	31	328
9	1	329
2	31	330
2	31	331
2	31	332
2	31	333
2	31	334
2	31	335
2	31	336
2	31	337
2	31	338
2	31	339
2	31	340
2	31	341
2	31	342
2	31	343
2	31	344
2	31	345
9	1	346
2	31	347
2	31	348
2	31	349
2	31	350
2	31	351
9	2	352
2	31	353
2	31	354
2	31	355
2	31	356
2	31	357
2	31	358
2	31	359
9	1	360
2	31	361
2	31	362
2	31	363
2	31	364
2	31	365
2	31	366
2	31	367
2	31	368
2	31	369
2	31	370
2	31	371
2	31	372
2	31	373
2	31	374
2	31	375
9	1	376
9	1	377
2	31	378
2	31	379
2	31	380
2	31	381
2	31	382
2	31	383
2	31	384
9	1	385
2	31	386
2	31	387
2	31	388
2	31	389
2	31	390
2	31	391
2	31	392
2	31	393
2	31	394
2	30	395
3	1	395
2	31	396
9	2	397
9	1	398
2	31	399
2	31	400
2	31	401
2	31	402
9	1	403
2	31	404
2	31	405
2	31	406
2	31	407
2	31	408
2	31	409
2	31	410
2	31	411
2	31	412
2	31	413
2	31	414
2	31	415
2	31	416
2	31	417
9	2	418
2	31	419
2	31	420
2	31	421
9	1	422
2	31	423
2	31	424
2	31	425
2	31	426
2	31	427
2	31	428
2	31	429
2	31	430
2	31	431
2	31	432
2	31	433
2	31	434
2	31	435
2	31	436
2	31	437
2	31	438
2	31	439
2	31	440
9	1	441
2	31	442
2	31	443
9	1	444
2	31	445
2	31	446
2	31	447
2	31	448
2	31	449
2	31	450
2	31	451
2	31	452
2	31	453
2	31	454
9	1	455
2	31	456
2	31	457
2	31	458
2	31	459
2	31	460
2	31	461
2	31	462
2	31	463
2	31	464
2	31	465
2	31	466
2	31	467
2	31	468
2	31	469
2	31	470
2	31	471
2	31	472
2	31	473
2	31	474
2	31	475
9	3	476
2	31	477
2	31	478
2	31	479
9	1	480
2	31	481
2	31	482
2	31	483
2	31	484
2	31	485
2	31	486
2	31	487
2	31	488
2	31	489
2	31	490
2	31	491
2	31	492
2	31	493
2	31	494
2	31	495
2	31	496
2	31	497
2	31	498
2	31	499
2	31	500
2	31	501
2	31	502
2	31	503
9	1	504
2	31	505
2	31	506
2	31	507
2	31	508
9	3	509
2	31	510
2	31	511
2	31	512
2	31	513
2	31	514
2	31	515
9	3	516
2	31	517
2	31	518
9	1	519
2	31	520
2	31	521
2	31	522
2	31	523
2	31	524
9	1	525
2	31	526
2	31	527
2	31	528
2	31	529
2	31	530
2	31	531
2	31	532
2	31	533
2	31	534
2	31	535
2	31	536
2	31	537
2	31	538
2	31	539
2	31	540
2	31	541
2	31	542
2	31	543
2	31	544
2	31	545
2	31	546
2	31	547
2	31	548
2	31	549
2	31	550
2	31	551
2	31	552
2	31	553
2	31	554
2	31	555
2	31	556
2	31	557
2	31	558
2	31	559
2	31	560
2	31	561
2	31	562
2	31	563
2	31	564
2	31	565
2	31	566
2	31	567
2	31	568
2	31	569
2	31	570
2	31	571
2	31	572
2	31	573
9	1	574
2	31	575
2	31	576
2	31	577
2	31	578
2	31	579
2	31	580
2	31	581
2	31	582
2	31	583
2	31	584
2	31	585
2	31	586
2	31	587
2	31	588
2	31	589
2	31	590
2	31	591
9	1	592
2	31	593
2	31	594
2	31	595
2	31	596
2	31	597
2	31	598
2	31	599
9	1	600
2	31	601
2	31	602
2	31	603
2	31	604
2	31	605
9	1	606
2	31	607
9	1	608
2	31	609
9	1	610
2	31	611
2	31	612
9	3	613
2	31	614
2	31	615
2	31	616
2	31	617
2	31	618
2	31	619
2	31	620
2	31	621
2	31	622
2	31	623
2	31	624
2	31	625
2	31	626
2	31	627
2	31	628
2	31	629
2	31	630
2	30	631
9	1	631
2	31	632
2	31	633
2	31	634
2	31	635
9	1	636
2	31	637
2	31	638
2	31	639
2	31	640
2	31	641
2	31	642
2	31	643
2	31	644
9	1	645
2	31	646
2	31	647
2	31	648
2	31	649
2	31	650
2	31	651
2	31	652
2	31	653
2	31	654
2	31	655
2	31	656
2	31	657
2	31	658
2	31	659
2	31	660
2	30	661
3	1	661
2	31	662
2	31	663
2	31	664
2	31	665
2	31	666
9	1	667
2	31	668
2	31	669
2	31	670
2	31	671
2	31	672
2	31	673
2	31	674
2	31	675
9	1	676
2	31	677
2	31	678
2	31	679
2	31	680
2	31	681
2	31	682
9	2	683
2	31	684
2	31	685
2	31	686
2	31	687
2	31	688
2	31	689
2	31	690
2	31	691
9	1	692
9	1	693
2	31	694
2	31	695
2	31	696
2	31	697
9	2	698
2	31	699
2	31	700
2	31	701
2	31	702
2	31	703
2	31	704
9	2	705
2	31	706
9	1	707
2	31	708
2	31	709
2	31	710
2	31	711
2	31	712
2	31	713
2	31	714
2	31	715
2	31	716
2	31	717
2	31	718
2	31	719
3	1	720
9	3	720
9	1	721
2	31	722
2	31	723
2	31	724
9	1	725
2	31	726
2	31	727
2	31	728
2	31	729
2	31	730
9	2	731
9	1	732
2	31	733
2	31	734
2	31	735
2	31	736
9	1	737
2	31	738
9	2	739
2	30	740
9	1	740
2	31	741
2	31	742
9	1	743
2	31	744
2	31	745
2	31	746
2	30	747
9	1	747
2	31	748
2	31	749
2	31	750
2	31	751
2	31	752
2	31	753
2	31	754
2	31	755
2	31	756
2	31	757
2	31	758
2	31	759
2	31	760
2	31	761
2	31	762
2	31	763
2	31	764
2	31	765
2	31	766
2	31	767
2	31	768
2	31	769
2	1	770
9	3	770
2	31	771
2	31	772
9	1	773
2	31	774
9	2	775
2	31	776
2	31	777
2	31	778
2	28	779
9	3	779
9	1	780
2	31	781
2	31	782
2	31	783
2	31	784
2	31	785
9	1	786
2	31	787
2	31	788
2	31	789
2	31	790
2	31	791
2	31	792
2	31	793
2	31	794
2	31	795
2	31	796
2	31	797
2	31	798
2	31	799
2	31	800
2	31	801
2	31	802
2	31	803
2	31	804
2	31	805
2	31	806
9	1	807
2	31	808
2	31	809
2	31	810
2	1	811
9	2	811
2	31	812
2	31	813
2	31	814
2	31	815
2	31	816
2	31	817
2	31	818
2	31	819
2	31	820
9	1	821
2	30	822
6	1	822
2	31	823
2	31	824
2	31	825
2	31	826
2	31	827
2	31	828
9	3	829
2	31	830
2	31	831
2	31	832
2	31	833
2	31	834
2	31	835
2	31	836
2	31	837
2	31	838
2	31	839
2	31	840
2	31	841
2	31	842
2	31	843
2	31	844
2	31	845
2	31	846
2	31	847
2	31	848
2	31	849
2	31	850
2	31	851
2	31	852
2	31	853
2	31	854
2	31	855
2	16	856
9	2	857
9	1	858
2	15	859
2	31	860
2	31	861
2	31	862
2	31	863
2	31	864
3	1	865
9	3	865
2	31	866
2	31	867
2	31	868
9	1	869
2	31	870
