C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-5.268557750565434,-6.001108741290475,-4.7982600294095885,-5.587236657818564,-5.376732523143777,-4.484849245425762,-5.70022349939826,-3.424930334094807,-4.144033951903698,-4.366991408904987,-5.7103168452228354,-6.372926963866412,-5.534518384468804,-4.914993919561948,-3.6988045111909997,-4.445488802531215,-4.082930801044119,-4.832497865966379,10
-5.285531681284166,-5.993212827400207,-4.793765069868434,-5.570699088807203,-5.30954384072784,-4.469748740704492,-5.684734137812695,-3.428775128685825,-4.131149465339609,-4.362069869466317,-5.6568639381924415,-6.295382868760047,-5.460691310941509,-4.849096485934877,-3.6997588443261353,-4.427322033092418,-4.068148811302214,-4.781636376077196,11
-5.302852490669884,-5.985764822995382,-4.783726907784279,-5.555097944891385,-5.24781260720317,-4.4560098476894705,-5.672592226804007,-3.4323931825770693,-4.119259544264283,-4.359217305436328,-5.608114630012891,-6.223554596231601,-5.394561549902249,-4.792779878623616,-3.7006029102948164,-4.411891551455336,-4.054659242600374,-4.734045889600002,12
-5.320520178722588,-5.9787647280759995,-4.768145543157119,-5.5404332260711096,-5.1915388225697665,-4.4436325663807015,-5.663797766372198,-3.4357844957685404,-4.108364188677719,-4.35843371681502,-5.564068920684185,-6.157442146281072,-5.336129101351024,-4.7460440976281655,-3.7013367090970424,-4.399197357619968,-4.0424620949385925,-4.689726406534796,13
-5.33853474544228,-5.972212542642063,-4.747020975986961,-5.526704932346379,-5.14072248682763,-4.432616896778184,-5.658350756517269,-3.4389490682602393,-4.098463398579918,-4.359719103602392,-5.524726810206324,-6.097045518908463,-5.285393965287836,-4.708889142948526,-3.7019602407328134,-4.389239451586315,-4.031557368316876,-4.648677926881582,14
-5.356896190828959,-5.96610826669357,-4.7203532062738,-5.513913063717191,-5.095363599976759,-4.422962838881919,-5.656251197239217,-3.4418869000521646,-4.0895571739708805,-4.363073465798444,-5.490088298579306,-6.0423647141137735,-5.242356141712684,-4.681315014584698,-3.7024735052021294,-4.382017833354377,-4.021945062735222,-4.610900450640355,15
-5.375604514882625,-5.96045190023052,-4.688142234017637,-5.502057620183546,-5.055462162017156,-4.414670392691905,-5.657499088538045,-3.444597991144317,-4.081645514850606,-4.368496803403177,-5.460153385803134,-5.993399731897003,-5.207015630625568,-4.663321712536681,-3.7028765025049903,-4.377532502924154,-4.013625178193631,-4.5763939778111205,16
-5.394659717603279,-5.955243443252916,-4.650388059218474,-5.491138601745444,-5.021018172948818,-4.407739558208143,-5.662094430413752,-3.447082341536697,-4.074728421219093,-4.375989116416592,-5.434922071877806,-5.950150572258152,-5.179372432026489,-4.654909236804475,-3.703169232641397,-4.375783460295647,-4.006597714692102,-4.5451585083938735,17
-5.414061798990919,-5.950482895760758,-4.6070906818763095,-5.481156008402885,-4.992031632771747,-4.402170335430633,-5.670037222866338,-3.4493399512293035,-4.068805893076344,-4.385550404838686,-5.414394356803323,-5.912617235197222,-5.159426545915444,-4.65607758738808,-3.703351695611349,-4.376770705468854,-4.000862672230636,-4.517194042388616,18
-5.433810759045546,-5.9461702577540425,-4.558250101991143,-5.472109840155867,-4.968502541485942,-4.397962724359376,-5.6813274658958015,-3.4513708202221367,-4.063877930422358,-4.397180668669462,-5.398570240579685,-5.880799720714208,-5.147177972292438,-4.666826764287496,-3.7034238914148454,-4.3804942384437755,-3.9964200508092333,-4.492500579795349,19
-5.45390659776716,-5.9423055292327724,-4.503866319562974,-5.4640000970043925,-4.950430899091405,-4.39511672499437,-5.695965159502144,-3.4531749485151972,-4.059944533257135,-4.410879907908917,-5.387449723206891,-5.854698028809115,-5.142626711157467,-4.687156767502724,-3.7033858200518868,-4.386954059220413,-3.993269850427893,-4.47107812061407,20
-5.47585225931644,-5.94075133335867,-4.441170696575738,-5.4619036080392185,-4.9402422612508925,-4.3954432076406,-5.717806714451512,-3.4538828974220532,-4.055418860961187,-4.429591969635815,-5.388582003422327,-5.844560879223377,-5.148187227583384,-4.727705505366058,-3.7028345582353137,-4.399008761290049,-3.9918991586648347,-4.453077439253301,21
-5.5004827126715385,-5.942542460777136,-4.368625100798287,-5.468640833866325,-4.939284158888159,-4.399948211356389,-5.748994581169538,-3.453011645450242,-4.049419335412574,-4.4549523244494615,-5.406161080524536,-5.856082005146681,-5.165200891055105,-4.794382926950996,-3.70154625969448,-4.418246452147842,-3.992578579730178,-4.4385822992733255,22
-5.526795995058672,-5.946437162713691,-4.288075290907998,-5.480827221758537,-4.945939554894702,-4.407424489271749,-5.786957819145462,-3.4511408183907206,-4.043003850357623,-4.484998407630688,-5.435154155355266,-5.882428926751404,-5.192058058190731,-4.88009709336934,-3.6997895399541614,-4.4427614027996025,-3.9949833885717787,-4.427492184401803,23
-5.553790143704054,-5.951193690393849,-4.2013670255822495,-5.495078218988683,-4.958591412162012,-4.416664794516689,-5.829125487868518,-3.44885004203444,-4.037230299542661,-4.517767654460321,-5.4705284287562606,-5.91676916420992,-5.227149085608358,-4.977756065732895,-3.697833014539129,-4.470647884251141,-3.99878886013749,-4.419706578366385,24
-5.5804631958339,-5.955570295043129,-4.110346063498417,-5.5080092728295895,-4.9756226935815855,-4.426461880221223,-5.8729266468279455,-3.446718942172356,-4.033156576714011,-4.551297500219183,-5.507251101569261,-5.952270237694606,-5.268864329926089,-5.0802679051534625,-3.6959452989741575,-4.500000167508269,-4.003670269375167,-4.415124964894725,25
-5.605813188674423,-5.958325227887053,-4.016858163333878,-5.516235830554083,-4.9954163620449155,-4.435608499515359,-5.9157903555129785,-3.4453271445954234,-4.031840575618,-4.5836253801881055,-5.540289374636012,-5.982099667377837,-5.315594147762021,-5.180540672742847,-3.6943950087840203,-4.528912523576795,-4.009302891232665,-4.413646827714479,26
-5.628838159451841,-5.958216740151134,-3.922749083766012,-5.516373339434994,-5.016355380443497,-4.442897405529111,-5.955145673412855,-3.445254275094596,-4.034340190000955,-4.612788729647912,-5.564610448798259,-5.99942497343199,-5.365728895734256,-5.271482429612851,-3.6934507594934916,-4.555479223462531,-4.015362000657838,-4.4151716505533,27
-5.648536145392365,-5.9540030830608925,-3.8298645834721943,-5.505037246745145,-5.0368227116688224,-4.4471213513924885,-5.988421660016811,-3.4470799594608272,-4.0417133136092,-4.636824983879432,-5.575181524897744,-5.997413676029441,-5.417658930460889,-5.346001236875277,-3.6933811666273435,-4.577794538171289,-4.021522872598539,-4.419598917138843,28
-5.663905183722212,-5.944442507841847,-3.7400504211298027,-5.478842999757366,-5.05520131861239,-4.447073090235504,-6.013047374814083,-3.4513838234850733,-4.055017840189063,-4.653771578163489,-5.566969803776212,-5.969233295342566,-5.469774608560025,-5.397005155641931,-3.69445484571035,-4.593952738708877,-4.027460782002624,-4.4268281111987635,29
-5.673943311667594,-5.928293265719516,-3.655152355416215,-5.434406045744485,-5.0698741641656895,-4.441545375188168,-6.026451877293908,-3.458745492958287,-4.075311663486866,-4.661665947780913,-5.5349424862754075,-5.908051351543742,-5.520466286649759,-5.417402247024615,-3.6969404122672858,-4.602048096081107,-4.032851003817948,-4.436758716460714,30
-5.68025364399085,-5.910963568177565,-3.5646052581659324,-5.371494458883311,-5.078115529485111,-4.434277619339546,-6.039086771642706,-3.4723241991391296,-4.110998078667305,-4.663377165845778,-5.477417634788844,-5.807088142998608,-5.586397440051809,-5.408487877357691,-3.702624634041187,-4.605504726109564,-4.0415230426107085,-4.455963193155349,31
-5.684765872510536,-5.896745716621198,-3.460625493621583,-5.293489298026176,-5.080088053695985,-4.428599234122811,-6.059424665160393,-3.4932739770917927,-4.165648508047906,-4.66253441416727,-5.398680038662222,-5.669662703435242,-5.678494814859469,-5.378336297896159,-3.71222159553027,-4.6082012269113255,-4.055941152823614,-4.488197147174723,32
-5.686967900037198,-5.882724097158239,-3.349231059072734,-5.202425487459196,-5.078507236643227,-4.422687970184134,-6.0819261220064424,-3.5191666583155286,-4.233073036104252,-4.658315291068878,-5.302646989165562,-5.504090656069675,-5.786543673848208,-5.330023897132776,-3.724390887392083,-4.608913592935438,-4.073732734219278,-4.529134780738592,33
-5.68634762938138,-5.865983095896511,-3.2364399518089537,-5.100337951468477,-5.0760885781717455,-4.41472157816969,-6.1010517063403364,-3.5475740743095887,-4.307081747311921,-4.6498973948740945,-5.193235777568887,-5.3186876241179375,-5.9003292797934925,-5.266627063560295,-3.737792100284172,-4.606417818630952,-4.092525186560315,-4.574450296066715,34
-5.682392963353628,-5.843607098943836,-3.128270169119807,-4.989261614340132,-5.07554757812645,-4.402877808725649,-6.1112619823215475,-3.576068056573224,-4.38148472614649,-4.636458323906407,-5.074363695142217,-5.121769230796059,-6.009636895470789,-5.191222185671475,-3.7510848248640807,-4.599489898446916,-4.109945909609339,-4.619817895378844,35
-5.674591804764488,-5.812680492408036,-3.0307397082948624,-4.871231400360272,-5.079599736352256,-4.385334412498184,-6.107017514109555,-3.602220436605687,-4.450092057083541,-4.617175676489304,-4.949948033155572,-4.921651099320071,-6.104251783655566,-5.106885651959068,-3.7629286517893554,-4.5869058268323775,-4.123622303128965,-4.660911780894738,36
-5.662432056424506,-5.770287662396938,-2.9498665666236863,-4.748282233815006,-5.090960552694073,-4.360269140133468,-6.082778865863834,-3.6236030459062296,-4.506713824598651,-4.591227050946278,-4.823906082878977,-4.726648852906004,-6.17395920712329,-5.016693850915835,-3.771983171717543,-4.567441598236386,-4.131181766881807,-4.693406154834153,37
-5.645401621144225,-5.713512995018361,-2.8916687413958466,-4.622449038990447,-5.112345526996811,-4.325859742277673,-6.033006601743867,-3.637787715974104,-4.545160113167402,-4.557790045600818,-4.700155135582451,-4.545078114769886,-6.20854442864943,-4.923723171034528,-3.776907975306188,-4.53987320710799,-4.13025170063048,-4.712975219416845,38
-5.622988401734192,-5.639440876380127,-2.862164229900908,-4.495766740172704,-5.146470159105383,-4.28028396957697,-5.952161285909124,-3.64234627830856,-4.55924100726537,-4.5160422587764115,-4.582612482536015,-4.385254508127749,-6.197792711009448,-4.831050000807904,-3.776362653212836,-4.5029766478962365,-4.118459504137598,-4.715293176862571,39
-5.594680301004953,-5.545155692590063,-2.8673710294284405,-4.37027026164789,-5.196049948864701,-4.221719572677532,-5.834703482519088,-3.6348505644088505,-4.542766591368137,-4.46516128879655,-4.4751954150096935,-4.255493656195625,-6.13148931697882,-4.741750728728721,-3.7690067960950335,-4.455527915050177,-4.0934325771657765,-4.696034229391086,40
