ID,1,2,3,4,6,8,mean,points
1519,2.261945503851754e-7,3.07857892796685e-5,1.0255331080031988e-6,0,0,3.9834987547582895e-7,8.108966703383176e-6,4
1556,0,3.07857892796685e-5,2.0510662160063976e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,8.311277600004641e-6,4
1840,0,3.5583574621954506e-5,1.845959594405758e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,9.459447280175981e-6,4
1868,4.523891007703508e-7,3.5983390067145004e-5,1.640852972805118e-6,2.0907996660574772e-7,0,0,9.571428026831555e-6,4
1907,8.82158746502184e-6,2.9586342944097004e-5,1.2306397296038387e-6,0,0,1.9917493773791448e-7,9.959436269115149e-6,4
2097,2.261945503851754e-7,3.7582651847907005e-5,2.8714927024089568e-6,2.0907996660574772e-7,0,0,1.0222354766826721e-5,4
2134,0,3.838228273828801e-5,2.4612794592076774e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,1.0312954275459838e-5,4
2189,0,3.938182135126426e-5,2.0510662160063976e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,1.046028561790358e-5,4
2420,4.523891007703508e-7,4.1180990854621506e-5,2.2561728376070373e-6,2.0907996660574772e-7,0,0,1.102465818990116e-5,4
2439,0,4.038135996424051e-5,3.0765993240095965e-6,6.272398998172432e-7,0,1.9917493773791448e-7,1.1071093531451316e-5,4
3023,1.8095564030814032e-6,4.397969897095501e-5,2.0510662160063976e-6,2.0907996660574772e-7,0,0,1.2012350389162139e-5,4
3149,0,4.4779329861336006e-5,3.4868125672108762e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,1.2168599333222636e-5,4
3292,0,4.5778868474312256e-5,3.281705945610236e-6,2.0907996660574772e-7,2.1877735400604307e-7,0,1.2372107935133571e-5,4
3666,0,4.917729975843151e-5,1.640852972805118e-6,2.0907996660574772e-7,2.1877735400604307e-7,0,1.2811502512962104e-5,4
4040,4.523891007703508e-7,4.8377668868050506e-5,3.897025810412156e-6,2.0907996660574772e-7,0,0,1.323404093645969e-5,4
4461,0,5.097646926178876e-5,3.281705945610236e-6,2.0907996660574772e-7,2.1877735400604307e-7,0,1.3671508132002697e-5,4
4633,2.261945503851754e-7,5.197600787476501e-5,2.666386080808317e-6,2.0907996660574772e-7,0,0,1.3769417118141061e-5,4
5018,2.261945503851754e-7,5.257573104255076e-5,3.4868125672108762e-6,2.0907996660574772e-7,0,0,1.412445453168814e-5,4
5187,0,5.337536193293176e-5,3.281705945610236e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,1.4266330695721416e-5,4
5431,2.261945503851754e-7,5.4974623713693756e-5,2.4612794592076774e-6,2.0907996660574772e-7,0,0,1.446779442247309e-5,4
5458,2.261945503851754e-7,5.437490054590801e-5,3.281705945610236e-6,2.0907996660574772e-7,0,0,1.4522970252127293e-5,4
5605,0,5.437490054590801e-5,3.691919188811516e-6,2.0907996660574772e-7,0,1.9917493773791448e-7,1.4618768659765798e-5,4
