C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-3.74300842013331,-3.650340790273403,-3.6810674360576496,-3.779496936881005,-3.661955684498835,-3.6604438710362857,-3.8445886582307605,-3.8885562488062186,-3.8840488582033412,-4.153635348353104,-3.714347987976535,-3.297503242040964,-3.9363522186007236,-3.9802643756965734,-3.9091621621282817,-3.8312476824095665,-3.978665566561838,-4.05493196374012,-3.820505112156112,-3.975104841750258,-3.775929976732173,-4.216391426625148,10
-3.7426643990289623,-3.6520210113217484,-3.6789923315102406,-3.7796268384725686,-3.6613934152334346,-3.6616908115098528,-3.845075319153644,-3.8891955762876664,-3.8838961982745177,-4.154488608687855,-3.7157364394279133,-3.2979430936259204,-3.9376063675016746,-3.979353337525532,-3.9097956457259637,-3.836332829057206,-3.977553640792038,-4.055813175379514,-3.8199588061002716,-3.979422445484474,-3.7747866581327325,-4.21615328650142,11
-3.7417306274600186,-3.656581611310115,-3.6733599048815595,-3.7799794285068113,-3.659867255798777,-3.66507536422382,-3.8463962559443288,-3.8909308937373104,-3.883481835610568,-4.156804601025038,-3.7195050933673692,-3.2991369764993728,-3.9410104859471136,-3.9768805196327057,-3.9115151012053855,-3.8501353699579415,-3.974535556559724,-4.058205035543583,-3.818475975377276,-3.9911416556202046,-3.771683364791394,-4.215506906165585,12
-3.7403545430426277,-3.6633024955034963,-3.665059486691924,-3.7804990348730643,-3.6576181787371755,-3.6700631261180874,-3.8483428996358624,-3.8934882036631007,-3.8828711958952735,-4.160217642364043,-3.725058899172883,-3.3008963828391975,-3.946027081550918,-3.97323636694854,-3.914049035596112,-3.870475956548498,-3.970087853480524,-4.061729882101157,-3.8162907511539133,-4.008412070557069,-3.767110090393631,-4.2145543456706696,13
-3.7386835833929384,-3.671463569166889,-3.6549804074616525,-3.781129985460657,-3.654887156590946,-3.6761196941325553,-3.850706681261298,-3.89659350857299,-3.882129704812416,-4.1643620497042635,-3.7318028062224355,-3.3030328048232707,-3.952118661926966,-3.9688113244034824,-3.917125955927709,-3.895175240265603,-3.9646870711700677,-4.066010052921069,-3.8136372645969736,-4.029383288694692,-3.7615568286249195,-4.213397665069701,14
-3.7368651861271007,-3.6803447375652865,-3.644011997711063,-3.7818166081589197,-3.6519151619024015,-3.6827106652071233,-3.853279031853683,-3.8999728109749277,-3.881322788045777,-4.168872140045092,-3.7391417638940077,-3.305357734629468,-3.958747734689136,-3.963995836927978,-3.9204743692297406,-3.922053872545982,-3.9588097492439824,-4.070667885872149,-3.810749646873245,-4.052204908432692,-3.7555135731707336,-4.212138924415706,15
-3.735046788861263,-3.689225905963684,-3.633043587960473,-3.7825032308571824,-3.6489431672138575,-3.6893016362816913,-3.8558513824460676,-3.9033521133768656,-3.8805158712791377,-4.173382230385921,-3.7464807215655798,-3.307682664435665,-3.9653768074513063,-3.959180349452474,-3.923822782531772,-3.9489325048263613,-3.952932427317897,-4.07532571882323,-3.807862029149516,-4.075026528170693,-3.749470317716547,-4.210880183761712,16
-3.733375829211574,-3.697386979627076,-3.6229645087302016,-3.7831341814447756,-3.6462121450676275,-3.6953582042961597,-3.8582151640715026,-3.906457418286754,-3.879774380196281,-4.1775266377261415,-3.753224628615132,-3.309819086419738,-3.971468387827355,-3.9547553069074164,-3.92689970286337,-3.9736317885434667,-3.947531645007441,-4.079605889643142,-3.8052085425925766,-4.095997746308316,-3.743917055947836,-4.209723503160744,17
-3.7319997447941833,-3.7041078638204583,-3.614664090540566,-3.783653787811028,-3.6439630680060264,-3.7003459661904268,-3.8601618077630375,-3.9090147282125454,-3.8791637404809864,-4.180939679065148,-3.758778434420646,-3.311578492759563,-3.9764849834311593,-3.951111154223251,-3.929433637254097,-3.9939723751340237,-3.9430839419282413,-4.083130736200717,-3.803023318369214,-4.113268161245181,-3.739343781550074,-4.208770942665829,18
-3.731065973225239,-3.7086684638088245,-3.609031663911885,-3.7840063778452713,-3.6424369085713684,-3.703730518904394,-3.8614827445537214,-3.910750045662189,-3.8787493778170368,-4.183255671402329,-3.7625470883601015,-3.3127723756330156,-3.979889101876598,-3.9486383363304243,-3.9311530927335183,-4.007774916034759,-3.940065857695927,-4.085522596364784,-3.801540487646218,-4.124987371380912,-3.7362404882087348,-4.208124562329993,19
