ID,rank,mean,variable,value,average,cluster
66208,30,6.224865357281953e-5,4,8.417883962836726e-7,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,3,1.2972395175479752e-4,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,4,2.1044709907091817e-7,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,9,3.990555950288048e-7,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,3,1.615063199347229e-4,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,5,2.3637214146305375e-7,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,7,1.830782260305748e-6,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,7,7.202297412042813e-4,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,2,4.240464301596443e-5,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,7,2.563095164428047e-6,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,5,2.3637214146305375e-7,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,2,1.383634257029529e-4,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,2,6.013417048384611e-5,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,9,1.995277975144024e-7,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,3,0.00104319677869483,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,6,1.933898587874835e-4,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,4,4.208941981418363e-7,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,2,9.489866661158938e-4,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,7,2.380016938397472e-6,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,7,5.126190328856094e-6,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,1,0.0010000511722091,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,9,1.995277975144024e-7,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,6,2.125727052185372e-4,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,1,1.7795396798708373e-4,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,5,2.3637214146305375e-7,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,6,2.5807620140382747e-4,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,5,2.3637214146305375e-7,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,9,1.995277975144024e-7,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,5,4.727442829261075e-7,6.454724249590918e-5,15
66208,30,6.224865357281953e-5,1,5.973572164824641e-5,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,1,8.062233760917173e-5,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,4,2.1044709907091817e-7,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,3,4.756544897675909e-5,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,9,1.995277975144024e-7,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,1,4.0102302644976615e-5,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,2,6.415530042501516e-5,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,3,1.770731941452986e-4,6.454724249590918e-5,15
65776,24,5.921929462426921e-5,4,6.313412972127544e-7,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,2,5.83063841469511e-5,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,3,7.718575129410452e-5,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,6,4.686413994377195e-4,6.454724249590918e-5,15
69103,143,1.299692834337469e-4,7,7.7075933158872e-5,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,5,3.47703420092152e-4,6.454724249590918e-5,15
63651,17,4.463484351001836e-5,1,2.527280531271963e-5,6.454724249590918e-5,15
67896,55,8.897680091164516e-5,6,5.136987829153109e-4,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,9,3.8608628819036865e-4,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,6,0.00145856549782163,6.454724249590918e-5,15
70038,450,7.611464028892983e-4,4,1.843516587861243e-4,6.454724249590918e-5,15
69869,334,2.626965173957602e-4,3,3.292826308709277e-4,2.2966699640210428e-5,17
69869,334,2.626965173957602e-4,2,2.2244159720012375e-4,2.2966699640210428e-5,17
69986,412,4.529819890376666e-4,4,6.961590037265973e-4,2.2966699640210428e-5,17
69760,289,2.0941391301604635e-4,2,3.712234050233783e-4,2.2966699640210428e-5,17
69869,334,2.626965173957602e-4,6,1.8781344994124697e-4,2.2966699640210428e-5,17
69007,132,1.3112314378054923e-4,1,7.936914065151621e-5,2.2966699640210428e-5,17
69000,131,1.248020746386743e-4,2,6.890754490094221e-5,2.2966699640210428e-5,17
70062,468,0.00105726713233958,1,9.58695672606472e-4,2.2966699640210428e-5,17
68829,112,1.189619456889732e-4,4,2.1760230043932935e-4,2.2966699640210428e-5,17
69869,334,2.626965173957602e-4,9,1.995277975144024e-7,2.2966699640210428e-5,17
69669,256,1.9204391740183528e-4,5,3.458124429604476e-4,2.2966699640210428e-5,17
69000,131,1.248020746386743e-4,3,4.1944077734051194e-5,2.2966699640210428e-5,17
68829,112,1.189619456889732e-4,7,4.57695565076437e-5,2.2966699640210428e-5,17
68829,112,1.189619456889732e-4,2,9.632433995436748e-5,2.2966699640210428e-5,17
69007,132,1.3112314378054923e-4,2,4.350131481810145e-5,2.2966699640210428e-5,17
70062,468,0.00105726713233958,2,0.00105463271638842,2.2966699640210428e-5,17
69669,256,1.9204391740183528e-4,6,1.8825956264894588e-4,2.2966699640210428e-5,17
69323,173,1.423770206242784e-4,9,1.995277975144024e-7,2.2966699640210428e-5,17
69986,412,4.529819890376666e-4,1,5.292668484498476e-4,2.2966699640210428e-5,17
69447,199,1.6038771521574728e-4,1,1.0944586763524867e-4,2.2966699640210428e-5,17
69869,334,2.626965173957602e-4,7,1.8747210345530855e-4,2.2966699640210428e-5,17
69716,268,2.008908644103648e-4,3,5.3619233391982975e-5,2.2966699640210428e-5,17
69983,410,4.444306273900828e-4,3,4.540338311417913e-4,2.2966699640210428e-5,17
69760,289,2.0941391301604635e-4,3,1.4118290082647128e-4,2.2966699640210428e-5,17
69983,410,4.444306273900828e-4,2,4.092413608307947e-4,2.2966699640210428e-5,17
69000,131,1.248020746386743e-4,1,5.305200454075031e-5,2.2966699640210428e-5,17
69716,268,2.008908644103648e-4,4,1.889814949656845e-4,2.2966699640210428e-5,17
68829,112,1.189619456889732e-4,1,5.785592621176313e-5,2.2966699640210428e-5,17
70011,431,5.6086104994745e-4,6,8.315540871507942e-4,2.2966699640210428e-5,17
70035,447,7.14971000036206e-4,1,5.768883328407574e-4,2.2966699640210428e-5,17
69760,289,2.0941391301604635e-4,1,3.1538790100997234e-4,2.2966699640210428e-5,17
69921,358,3.1225939551299676e-4,1,3.051534591891189e-4,2.2966699640210428e-5,17
69669,256,1.9204391740183528e-4,7,2.3012933012043251e-4,2.2966699640210428e-5,17
68829,112,1.189619456889732e-4,3,9.642813747106617e-5,2.2966699640210428e-5,17
69983,410,4.444306273900828e-4,4,5.000223073925016e-4,2.2966699640210428e-5,17
69870,335,2.611000689655479e-4,3,6.014867229697444e-4,2.2966699640210428e-5,17
69000,131,1.248020746386743e-4,6,3.359228688972897e-4,2.2966699640210428e-5,17
69716,268,2.008908644103648e-4,2,1.9794926028573052e-4,2.2966699640210428e-5,17
69447,199,1.6038771521574728e-4,4,2.5674546086652015e-5,2.2966699640210428e-5,17
69930,365,3.2992518378971485e-4,7,3.412578133209914e-4,2.2966699640210428e-5,17
