C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-3.9142457264478936,-4.313770006760479,-4.108480949979887,-3.8818848461846778,-3.9133878777202322,-3.95904661335703,-4.133014938688321,-3.8941770866085905,-3.836384087761042,-3.973621402814416,-3.8952395091446723,-4.14114613471818,-4.127891678890851,-4.3327107956321775,-4.0094681693773015,-4.060825040758178,-3.617060716817575,-4.242882091198993,10
-3.913412312968681,-4.314890508702748,-4.108679130999027,-3.881211597486038,-3.9148167226373296,-3.959155059609254,-4.134209368320714,-3.8935354336185553,-3.8372809816803692,-3.975873026092256,-3.895991089765379,-4.141501667188593,-4.126776712956299,-4.332540429365518,-4.008730376161243,-4.059511196144301,-3.6161705350842834,-4.241367931204548,11
-3.9111501906679607,-4.317931871117478,-4.109217050908122,-3.8793842081611576,-3.918695015983736,-3.959449413722434,-4.137451391608638,-3.8917938040741737,-3.839715408032828,-3.981984574989249,-3.898031094307298,-4.142466683894,-4.1237503768482275,-4.332078006641729,-4.006727794574801,-4.055945046478066,-3.6137543275224906,-4.237258068362482,12
-3.907816536751109,-4.322413878886553,-4.1100097749846825,-3.8766912133665965,-3.9244103956521244,-3.9598831987313297,-4.14222911013821,-3.8892271921140322,-3.843302983710136,-3.990991068100606,-3.9010374167901243,-4.143888813775652,-4.119290513110016,-4.33139654157509,-4.0037766217105695,-4.05068966802256,-3.6101936005893225,-4.231201428384699,13
-3.903768528423504,-4.327856316891859,-4.1109723685062205,-3.873421148258916,-3.9313504995351685,-3.960409937670703,-4.148030625495547,-3.886110591876718,-3.8476593256040097,-4.00192752402154,-3.9046879512335577,-4.145615685774801,-4.113874964285046,-4.330569048279887,-4.000193054661145,-4.0443081370408756,-3.605869860741904,-4.223846936983106,14
-3.8993633428905223,-4.333778970015281,-4.1120198967502475,-3.869862547994675,-3.938902965525539,-3.9609831535753157,-4.154344039266768,-3.8827189975008167,-3.8524000506061666,-4.013828961347263,-3.908660591657293,-4.147494928832698,-4.107981572916695,-4.3296685408704025,-3.996293290519125,-4.037363529796101,-3.6011646144373612,-4.215843519869608,15
-3.8949581573575403,-4.339701623138702,-4.113067424994274,-3.866303947730434,-3.9464554315159104,-3.9615563694799287,-4.160657453037988,-3.8793274031249156,-3.8571407756083236,-4.0257303986729855,-3.912633232081029,-4.149374171890596,-4.1020881815483445,-4.328768033460916,-3.9923935263771053,-4.030418922551326,-3.596459368132818,-4.207840102756111,16
-3.890910149029935,-4.345144061144008,-4.1140300185158125,-3.8630338826227533,-3.9533955353989536,-3.9620831084193027,-4.166458968395325,-3.8762108028876017,-3.8614971175021977,-4.0366668545939195,-3.9162837665244616,-4.151101043889745,-4.096672632723375,-4.327940540165714,-3.988809959327681,-4.0240373915696415,-3.5921356282853996,-4.200485611354519,17
-3.8875764951130845,-4.349626068913085,-4.114822742592374,-3.860340887828193,-3.9591109150673427,-3.962516893428199,-4.171236686924898,-3.87364419092746,-3.865084693179506,-4.045673347705278,-3.9192900890072893,-4.152523173771397,-4.092212768985164,-4.327259075099077,-3.9858587864634494,-4.018782013114136,-3.588574901352232,-4.194428971376737,18
-3.8853143728123634,-4.352667431327815,-4.115360662501469,-3.8585134985033123,-3.962989208413749,-3.962811247541378,-4.174478710212822,-3.8719025613830786,-3.867519119531965,-4.05178489660227,-3.9213300935492073,-4.1534881904768035,-4.089186432877092,-4.326796652375286,-3.9838562048770063,-4.0152158634479,-3.586158693790439,-4.19031910853467,19
-3.8844809593331506,-4.353787933270083,-4.115558843520608,-3.857840249804672,-3.964418053330846,-3.962919693793602,-4.175673139845214,-3.871260908393043,-3.8684160134512915,-4.05403651988011,-3.922081674169914,-4.153843722947217,-4.088071466942539,-4.326626286108627,-3.9831184116609486,-4.013902018834024,-3.585268512057147,-4.188804948540224,20
