ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,mean,points
67221,2.625764562732447e-5,1.8824838965779716e-5,2.504989939960401e-5,3.672463787261306e-5,1.0188622064240821e-4,4.220156732072357e-5,7.152545791730216e-5,7.025229318351619e-5,4.5061778599392e-5,7.269240894784614e-5,7.153263021991923e-5,5.0486643444802266e-5,3.172431966339068e-5,0,0,0,0,0,5.1093872446509365e-5,13
67268,8.92250094132385e-6,1.3641187656362114e-5,7.013971831889123e-6,0,6.0300008135302824e-5,6.165977500752426e-5,7.71857459539232e-5,6.908628001864455e-5,8.660654033248998e-5,8.69361917822214e-5,9.670613423459462e-5,8.932252301772709e-5,0,0,1.484150083709291e-5,1.4547279567800325e-5,0,0,5.28284337936074e-5,13
67270,1.5780080236227036e-4,9.194160480388065e-5,9.452162040117246e-5,2.245751236814468e-5,1.073444110339658e-4,5.458406312141492e-5,2.752958272356594e-5,3.439738836371332e-5,2.000303342704718e-5,1.9401014550269748e-5,1.7446982980468102e-5,6.094245717597433e-5,0,0,0,1.0650686826425237e-5,0,0,5.530932001063944e-5,13
67303,0,7.639065087562783e-6,8.683965125196057e-6,0,7.953363141983906e-5,1.0082889437705812e-4,7.126817209745575e-5,8.336994128832212e-5,7.451679485460433e-5,6.458818768001194e-5,1.223781234772834e-4,2.2405315138225858e-5,3.372495243495586e-5,1.2474311479154936e-5,0,1.896341800802542e-5,3.1164803219199513e-7,0,5.004903003570626e-5,14
67313,0,0,0,2.6420602786052565e-7,2.0533192425383287e-5,3.108259149969461e-5,1.2092433532781301e-5,9.036602027755194e-6,1.0770864153025405e-5,1.1542375745097192e-5,7.477278420200615e-6,3.584850422116137e-5,6.716410018825954e-5,9.270125589411218e-5,1.0292258189201389e-4,1.0261027552287728e-4,1.1437482781446221e-4,1.387102765506751e-4,5.047542439435732e-5,15
67332,7.494900790712033e-5,9.16687810507534e-5,9.919760162243188e-5,5.416223571140776e-5,1.819396797185861e-6,0,3.602001477849749e-6,8.861700053024449e-5,7.077996443416694e-5,5.599280148685446e-5,3.4644723346929516e-5,7.169700844232274e-5,7.430921722956375e-5,3.522158535290806e-5,6.452826450909961e-7,0,0,1.0448985050898311e-5,5.118370620571522e-5,15
67339,1.1956151261373959e-4,1.49780240466856e-4,5.243778940983773e-5,8.111125055318137e-5,4.15862125071054e-6,6.317599898311912e-6,6.946717135853087e-5,3.6729414693456597e-5,4.5061778599392e-5,5.034440484563669e-5,3.6638664258983014e-5,3.13674411935162e-5,5.516030355886848e-5,7.337830281855845e-7,2.161696861054837e-5,0,0,0,5.069912962265033e-5,15
67345,0,0,5.009979879920803e-6,4.755708501489462e-6,1.1800087798891155e-4,1.0461945431604527e-4,7.71857459539232e-5,1.1805883294325335e-4,8.682635388663336e-5,6.336027536670374e-5,5.7575043835544735e-5,7.169700844232274e-5,8.28833576791288e-6,1.467566056371169e-5,3.871695870545977e-6,0,0,6.00816640426653e-6,5.28523671229418e-5,14
67356,0,2.728237531272423e-7,0,0,1.073444110339658e-4,6.924089488549856e-5,6.02048818440601e-5,1.0698170787697279e-4,1.134237939379818e-4,5.4028141785561324e-5,2.293032048861522e-5,1.227811269574777e-4,4.858679588086861e-5,4.378238734840654e-5,6.452826450909961e-7,0,3.1164803219199513e-7,0,5.773340126690913e-5,13
67358,1.1420801204894527e-4,9.985349364457068e-5,8.951164052125167e-5,0,1.3775432892978662e-5,7.581119877974295e-6,1.0291432793856426e-5,8.162092154101466e-6,6.3745930701578924e-6,6.385144029202702e-6,0,0,2.657983539365165e-5,5.185400065844797e-5,9.808296205383142e-5,1.4495324997915323e-4,2.5866786671935597e-5,9.03837206902704e-5,5.2924234432021955e-5,15
67360,1.0630522550091558e-4,6.138534445362952e-5,7.381370356416649e-5,8.34891048039261e-5,7.849397610716143e-5,2.299606362985536e-5,3.010244092203005e-5,3.38143817812775e-5,3.934662619166423e-5,5.9185373501455814e-5,4.336821483716357e-5,5.40714938669184e-5,0,7.606884058857226e-5,0,0,0,0,5.864929151913356e-5,13
67364,0,1.6369425187634536e-5,3.0059879279524814e-6,2.6420602786052565e-7,1.0084656532973058e-4,5.0540799186495296e-5,1.0574447195687478e-4,1.104797473715877e-4,8.330933702033935e-5,7.686731081309406e-5,1.2312585131930346e-4,2.8380065841752754e-5,0,2.2502679531024592e-5,1.4196218192001916e-5,1.4027733868950313e-5,0,0,5.354717139818588e-5,14
67365,8.744050922497373e-5,1.14858800066569e-4,7.481569954015064e-5,0,2.5991382816940873e-5,6.646115093024131e-5,4.5796875932661094e-5,6.500523394159382e-5,8.990374364464061e-5,5.255464700959147e-5,4.386670006517694e-5,4.60055804171571e-5,1.3432820037651908e-5,4.133644392112126e-5,3.2264132254549807e-7,0,0,0,5.484230206221538e-5,14
67369,2.0139359267559544e-5,5.183651309417603e-6,6.679973173227736e-6,3.408257759400781e-5,1.016263068142388e-4,1.410088297303219e-4,8.490432054931551e-5,7.899739192005347e-5,7.495642196289108e-5,7.932313543971049e-5,1.9939409120534976e-6,3.345860393975062e-5,6.573507677999871e-5,3.0085104155608963e-5,0,0,0,0,5.4155335253439694e-5,14
67375,0,0,0,0,2.5211641332432646e-5,3.158799949155956e-5,1.3378862632013353e-5,9.036602027755194e-6,1.2749186140315785e-5,1.3998200371713615e-5,1.669925513844804e-5,3.943335464327751e-5,6.916473295982473e-5,1.1520393542513677e-4,1.0195465792437739e-4,1.1715755509067761e-4,1.159330679754222e-4,1.311347623887738e-4,5.804598668155201e-5,14
67381,4.792657648482525e-5,4.146921047534082e-5,9.953160028109327e-5,2.6420602786052565e-7,1.133224290818622e-4,1.2761551794590064e-4,6.380688332190984e-5,6.966928660108037e-5,8.968393009049724e-5,5.230906454692982e-5,5.956898474759823e-5,2.0911627462344136e-6,1.771989026243443e-5,2.4459434272852814e-7,0,2.597728494250058e-7,0,0,5.236554065371471e-5,15
67382,2.5492859832353854e-7,0,0,0,7.693449313814498e-5,8.541395062517705e-5,8.927817948670449e-5,9.503007293703849e-5,9.693777737722864e-5,1.031446343178898e-4,8.723491490234052e-5,3.435481654527965e-5,5.458869419556414e-5,1.2229717136426409e-5,9.033957031273946e-6,1.6105916664350358e-5,6.232960643839903e-7,8.881637293263565e-6,5.133646575422597e-5,15
67386,1.572909451656233e-4,9.930784613831618e-5,1.339334621232161e-4,6.790094916015509e-5,6.211940493248868e-5,3.6642079410209087e-5,4.5796875932661094e-5,3.439738836371332e-5,2.8575762038638825e-5,5.574721902419282e-5,6.181216827365842e-5,1.4936876758817239e-6,0,0,0,2.1301373652850473e-5,3.1164803219199513e-7,2.612246262724578e-7,5.379280230333797e-5,15
