C1,C2,C3,time
-6.913110193318264,-6.179237180578305,-6.7115630871992344,10
-6.757916968943836,-6.021161424706761,-6.523836047624048,11
-6.544526285428997,-5.8038072603833895,-6.265711368208175,12
-6.28748750755885,-5.541994289721145,-5.954788458911785,13
-6.0013500001184985,-5.250542114832986,-5.608666729695052,14
-5.700663127893042,-4.9442703378318695,-5.244945590518148,15
-5.399976255667588,-4.637998560830753,-4.881224451341242,16
-5.113838748227236,-4.346546385942594,-4.535102722124511,17
-4.856799970357089,-4.0847334152803505,-4.2241798128281225,18
-4.643409286842251,-3.8673792509569784,-3.966055133412251,19
-4.4882160624678225,-3.7093034950854342,-3.7783280938370662,20
-4.374820320118271,-3.5934569989549727,-3.6411364035394507,21
-4.276591401218752,-3.49241064118293,-3.5222442421303906,22
-4.192732648365393,-3.4054140648743845,-3.4206907248312106,23
-4.122447404154324,-3.3317169131344175,-3.3355149668632396,24
-4.064939011181678,-3.2705688290681096,-3.2657560834478048,25
-4.019410812043581,-3.221219455780539,-3.210453189806231,26
-3.985066149336167,-3.1829184363767875,-3.168645401159848,27
-3.961108365655565,-3.154915413961935,-3.1393718327299824,28
-3.9467408035979026,-3.1364600316410605,-3.1216715997379607,29
-3.9411668057593143,-3.1268019325192444,-3.1145838174051104,30
-3.943589714735927,-3.1251907597015673,-3.117147600952759,31
-3.9532128731238716,-3.13087615629311,-3.128402065602232,32
-3.9692396235192797,-3.1431077653989514,-3.14738632657486,33
-3.990873308518281,-3.161135230124172,-3.1731394990919664,34
-4.017317270717004,-3.1842081935738515,-3.2047006983748805,35
-4.04777485271158,-3.2115762988530703,-3.2411090396449285,36
-4.08144939709814,-3.2424891890669088,-3.2814036381234386,37
-4.1175442464728125,-3.2761965073204466,-3.3246236090317374,38
-4.15526274343173,-3.311947896718764,-3.369808067591151,39
-4.193808230571022,-3.3489930003669413,-3.415996129023008,40
-4.232384050486816,-3.3865814613700578,-3.4622269085486352,41
-4.270193545775245,-3.423962922833195,-3.507539521389361,42
-4.306440059032439,-3.4603870278614317,-3.55097308276651,43
-4.340326932854527,-3.495103419559848,-3.5915667079014106,44
-4.37105750983764,-3.5273617410335256,-3.62835951201539,45
-4.3978351325779075,-3.5564116353875423,-3.660390610329775,46
-4.41986314367146,-3.5815027457269792,-3.686699118065894,47
-4.436344885714429,-3.6018847151569173,-3.7063241504450724,48
-4.4464837013029435,-3.616807186782435,-3.7183048226886384,49
-4.449482933033133,-3.6255198037086145,-3.72168025001792,50
-4.44833745867944,-3.6328596754464186,-3.7199711886438207,51
-4.446673594472247,-3.643521240963375,-3.7174886834361853,52
-4.444641840691606,-3.6565401375494075,-3.7144572826047515,53
-4.442392697617561,-3.670952002494439,-3.711101534359253,54
-4.440076665530161,-3.6857924730883935,-3.7076459869094274,55
-4.4378442447094555,-3.7000971866211945,-3.7043151884650105,56
-4.43584593543549,-3.712901780382765,-3.701333687235739,57
-4.4342322379883115,-3.7232418916630294,-3.698926031431347,58
-4.433153652647971,-3.7301531577519107,-3.697316769261572,59
-4.432760679694513,-3.7326712159393325,-3.6967304489361505,60
-4.432858175060356,-3.7328926336459034,-3.6975919313589904,61
-4.433122805339073,-3.7334936245637373,-3.6999302407924124,62
-4.433512786802445,-3.7343792953900197,-3.7033761704837707,63
-4.433986335722254,-3.7354547528219344,-3.707560513680421,64
-4.434501668370282,-3.7366251035566647,-3.7121140636297163,65
-4.435017001018309,-3.737795454291395,-3.7166676135790118,66
-4.435490549938119,-3.7388709117233097,-3.7208519567756615,67
-4.435880531401491,-3.7397565825495915,-3.72429788646702,68
-4.436145161680208,-3.740357573467426,-3.726636195900442,69
-4.4362426570460505,-3.7405789911739964,-3.7274976783232816,70
-4.435067444728465,-3.7401972249029227,-3.7282315658300575,71
-4.431877582723589,-3.739161002167151,-3.730223546205592,72
-4.427176733453246,-3.7376339370828564,-3.7331590962326953,73
-4.421468559339258,-3.7357796437662136,-3.736723692694179,74
-4.415256722803447,-3.7337617363333955,-3.740602812372851,75
-4.409044886267637,-3.7317438289005773,-3.744481932051524,76
-4.403336712153648,-3.729889535583934,-3.7480465285130067,77
-4.398635862883306,-3.728362470499639,-3.75098207854011,78
-4.3954460008784295,-3.727326247763868,-3.752974058915645,79
-4.394270788560844,-3.726944481492794,-3.753707946422421,80
-4.393132543356506,-3.7275611792543755,-3.754487211096652,81
-4.390043020659019,-3.7292350731786668,-3.7566023580695638,82
-4.385490039841668,-3.7317018642249913,-3.759719416766487,83
-4.379961420277743,-3.7346972533526714,-3.7635044166127516,84
-4.3739449813405304,-3.7379569415210288,-3.7676233870336855,85
-4.367928542403317,-3.7412166296893865,-3.7717423574546203,86
-4.3623999228393915,-3.744212018817066,-3.775527357300884,87
-4.357846942022041,-3.7466788098633907,-3.7786444159978076,88
-4.354757419324554,-3.7483527037876825,-3.78075956297072,89
-4.353619174120216,-3.7489694015492634,-3.7815388276449506,90
-4.3509124742409435,-3.750488576403463,-3.786418600124314,91
-4.343565717425774,-3.754612051007718,-3.7996636968540143,92
-4.332738917908682,-3.7606887504245146,-3.8191827867714667,93
-4.319592089923644,-3.76806759971634,-3.8428845388140886,94
-4.30528524770463,-3.776097523945679,-3.8686776219192938,95
-4.290978405485617,-3.784127448175018,-3.8944707050244998,96
-4.277831577500576,-3.7915062974668428,-3.9181724570671213,97
-4.267004777983485,-3.7975829968836394,-3.9376915469845737,98
-4.259658021168316,-3.8017064714878948,-3.9509366437142734,99
-4.256951321289043,-3.803225646342094,-3.955816416193637,100
-4.2413762386960245,-3.7959419436183093,-3.960343562815024,101
-4.199101014514972,-3.776171893368037,-3.9726315322159316,102
-4.136800684142896,-3.747037082472899,-3.9907401187014795,103
-4.061150282976804,-3.7116590978145174,-4.012729116576788,104
-3.978824846413704,-3.6731595262745134,-4.036658320146977,105
-3.8964994098506027,-3.6346599547345093,-4.060587523717165,106
-3.820849008684511,-3.5992819700761274,-4.082576521592474,107
-3.7585486783124353,-3.5701471591809892,-4.100685108078022,108
-3.716273454131384,-3.5503771089307175,-4.112973077478928,109
-3.700698371538365,-3.543093406206933,-4.117500224100316,110
-3.694748128919647,-3.543504412223687,-4.123515936983248,111
-3.678597470383129,-3.54461999998345,-4.139844300522637,112
-3.654796499908259,-3.546264024050468,-4.163907152054366,113
-3.6258953214744896,-3.5482603389889906,-4.193126328914325,114
-3.594444039061269,-3.5504327993632647,-4.224923668438396,115
-3.562992756648048,-3.552605259737539,-4.256721007962468,116
-3.5340915782142783,-3.5546015746760613,-4.285940184822426,117
-3.510290607739409,-3.5562455987430797,-4.310003036354155,118
-3.49413994920289,-3.557361186502842,-4.326331399893544,119
-3.488189706584173,-3.5577721925195966,-4.332347112776476,120
-3.4880096258367153,-3.5580625577083014,-4.336748234676583,121
-3.4875208352364724,-3.558850691791929,-4.348694136976875,122
-3.4868005122466403,-3.560012152546748,-4.366298624577305,123
-3.4859258343304163,-3.56142249774903,-4.387675502377828,124
-3.4849739789509955,-3.562957285175041,-4.410938575278396,125
-3.4840221235715747,-3.5644920726010527,-4.4342016481789654,126
-3.4831474456553506,-3.5659024178033336,-4.455578525979488,127
-3.482427122665519,-3.5670638785581534,-4.473183013579917,128
-3.481938332065276,-3.5678520126417808,-4.4851289158802095,129
-3.481758251317818,-3.5681423778304855,-4.489530037780317,130
-3.4835609145141793,-3.5709092222472565,-4.493399615086341,131
-3.4884538574757324,-3.578419228521349,-4.503902753488407,132
-3.4956645102611783,-3.5894866061884323,-4.519381062712503,133
-3.504420302929221,-3.6029255647841776,-4.538176152484621,134
-3.5139486655385603,-3.6175503138442515,-4.5586296325307485,135
-3.5234770281479006,-3.632175062904327,-4.5790831125768765,136
-3.532232820815943,-3.645614021500071,-4.597878202348994,137
-3.5394434736013887,-3.6566813991671543,-4.613356511573091,138
-3.544336416562942,-3.664191405441247,-4.623859649975156,139
-3.5461390797593033,-3.666958249858018,-4.62772922728118,140
-3.545030110948006,-3.6693705909163836,-4.632435162812298,141
-3.542020052745915,-3.6759183737890915,-4.645208416396763,142
-3.5375841775007264,-3.685567738022555,-4.664032158521234,143
-3.5321977575601418,-3.697284823163189,-4.68688955967238,144
-3.526336065271858,-3.7100357687574084,-4.711763790336862,145
-3.520474372983574,-3.7227867143516282,-4.736638021001345,146
-3.5150879530429893,-3.7345037994922627,-4.75949542215249,147
-3.5106520777978014,-3.7441531637257257,-4.778319164276962,148
-3.5076420195957096,-3.750700946598433,-4.791092417861426,149
-3.506533050784413,-3.7531132876567987,-4.795798353392544,150
-3.5126721330639645,-3.7550778127499473,-4.805034149291017,151
-3.5293353563941756,-3.760410095145638,-4.830102738158299,152
-3.5538916855123808,-3.7682681955182327,-4.867045921752187,153
-3.583710085155917,-3.7778101745420996,-4.91190550183048,154
-3.6161595200621166,-3.7881940928916005,-4.960723280150976,155
-3.6486089549683176,-3.798578011241102,-5.0095410584714735,156
-3.678427354611853,-3.8081199902649683,-5.054400638549767,157
-3.7029836837300585,-3.8159780906375635,-5.091343822143655,158
-3.7196469070602696,-3.821310373033253,-5.116412411010937,159
-3.725785989339821,-3.823274898126402,-5.125648206909409,160
-3.7235074598872666,-3.825586246008539,-5.128339328245633,161
-3.717253623730256,-3.8319301582807865,-5.135725597445058,162
-3.7078971091697666,-3.841421437881901,-5.146776372293808,163
-3.696310544506779,-3.853174887750639,-5.160461010578015,164
-3.683366558042269,-3.866305310825756,-5.175748870083801,165
-3.669937778077215,-3.879927510046009,-5.191609308597295,166
-3.6568968329125955,-3.893156288350153,-5.207011683904624,167
-3.6451163508493893,-3.905106448676945,-5.2209253537919125,168
-3.635468960188575,-3.9148927939651403,-5.23231967604529,169
-3.6288272892311286,-3.921630127153497,-5.240164008450884,170
