C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-3.650340790273403,-3.6810674360576496,-3.810728578864943,-3.779496936881005,-3.505191066148682,-3.661955684498835,-3.6604438710362857,-3.8885562488062178,-3.884048858203341,-4.153635348353106,-3.7143479879765353,-3.2975032420409645,-3.9363522186007214,-3.980264375696571,-3.9091621621282826,-3.8312476824095665,-3.97866556656184,-4.05493196374012,-3.820505112156112,-3.975104841750258,-3.775929976732173,-4.216391426625149,10
-3.6520210113217484,-3.6789923315102406,-3.81093834577875,-3.7796268384725686,-3.5045004214621605,-3.6613934152334346,-3.6616908115098528,-3.8891955762876655,-3.8838961982745173,-4.154488608687857,-3.7157364394279138,-3.297943093625921,-3.937606367501673,-3.9793533375255303,-3.9097956457259646,-3.836332829057206,-3.97755364079204,-4.055813175379514,-3.8199588061002716,-3.979422445484474,-3.7747866581327325,-4.216153286501421,11
-3.6565816113101155,-3.67335990488156,-3.811507713116225,-3.7799794285068113,-3.5026258144558886,-3.659867255798777,-3.66507536422382,-3.89093089373731,-3.8834818356105676,-4.15680460102504,-3.7195050933673697,-3.2991369764993737,-3.941010485947112,-3.9768805196327044,-3.911515101205387,-3.8501353699579415,-3.974535556559726,-4.058205035543583,-3.818475975377276,-3.9911416556202046,-3.771683364791394,-4.215506906165586,12
-3.6633024955034967,-3.665059486691924,-3.8123467807714504,-3.7804990348730643,-3.4998632357098023,-3.657618178737175,-3.6700631261180874,-3.8934882036631002,-3.882871195895273,-4.160217642364045,-3.7250588991728835,-3.300896382839198,-3.946027081550916,-3.9732363669485387,-3.914049035596113,-3.870475956548498,-3.9700878534805257,-4.061729882101157,-3.8162907511539137,-4.008412070557069,-3.767110090393631,-4.2145543456706704,13
-3.6714635691668898,-3.654980407461653,-3.813365648638511,-3.781129985460657,-3.496508675803841,-3.654887156590945,-3.676119694132555,-3.8965935085729884,-3.8821297048124155,-4.164362049704265,-3.7318028062224355,-3.303032804823271,-3.9521186619269644,-3.9688113244034815,-3.9171259559277103,-3.895175240265603,-3.9646870711700686,-4.066010052921069,-3.813637264596974,-4.029383288694691,-3.7615568286249195,-4.213397665069702,14
-3.680344737565287,-3.644011997711063,-3.8144744166114886,-3.7818166081589197,-3.492858125317942,-3.6519151619024006,-3.682710665207123,-3.8999728109749268,-3.881322788045776,-4.168872140045094,-3.7391417638940077,-3.3053577346294682,-3.958747734689135,-3.963995836927978,-3.9204743692297424,-3.922053872545982,-3.958809749243983,-4.070667885872149,-3.8107496468732456,-4.052204908432692,-3.7555135731707336,-4.212138924415707,15
-3.689225905963685,-3.6330435879604734,-3.815583184584466,-3.7825032308571824,-3.4892075748320432,-3.648943167213856,-3.689301636281691,-3.9033521133768643,-3.8805158712791368,-4.173382230385922,-3.7464807215655798,-3.3076826644356654,-3.9653768074513054,-3.9591803494524744,-3.923822782531774,-3.9489325048263613,-3.952932427317897,-4.07532571882323,-3.807862029149517,-4.075026528170692,-3.749470317716547,-4.210880183761712,16
-3.6973869796270775,-3.622964508730202,-3.8166020524515263,-3.7831341814447756,-3.485853014926082,-3.646212145067626,-3.695358204296159,-3.9064574182867537,-3.8797743801962796,-4.177526637726143,-3.7532246286151327,-3.309819086419738,-3.971468387827354,-3.9547553069074173,-3.926899702863371,-3.9736317885434667,-3.947531645007441,-4.079605889643142,-3.8052085425925775,-4.095997746308314,-3.743917055947836,-4.2097235031607445,17
-3.7041078638204596,-3.614664090540567,-3.8174411201067526,-3.783653787811028,-3.4830904361799964,-3.643963068006025,-3.700345966190426,-3.9090147282125445,-3.8791637404809856,-4.1809396790651485,-3.758778434420646,-3.311578492759563,-3.9764849834311593,-3.9511111542232524,-3.9294336372540983,-3.9939723751340237,-3.9430839419282404,-4.083130736200717,-3.8030233183692155,-4.11326816124518,-3.739343781550074,-4.208770942665829,18
-3.708668463808826,-3.609031663911886,-3.8180104874442273,-3.7840063778452713,-3.4812158291737236,-3.6424369085713666,-3.703730518904393,-3.910750045662188,-3.8787493778170354,-4.18325567140233,-3.762547088360102,-3.3127723756330156,-3.979889101876598,-3.948638336330426,-3.93115309273352,-4.007774916034759,-3.9400658576959264,-4.085522596364784,-3.8015404876462195,-4.12498737138091,-3.7362404882087348,-4.208124562329993,19
