C1,C2,C3,C4,C5,C6,C7,time
-6.396015869928805,-6.999999999999996,-6.474305181637222,-6.965037110593749,-6.989178153279013,-1.5598711721492902,-6.906259461706367,10
-6.277902760204185,-6.8429775669445405,-6.291064695661697,-6.774386115090443,-6.859679478368542,-1.7257015458161824,-6.71272390015125,11
-6.115497234332832,-6.627071721493291,-6.039109027445352,-6.512240996273398,-6.681618800366645,-1.953718309608159,-6.44661250301295,12
-5.91987239635143,-6.367003316745195,-5.735616972548387,-6.196475284971048,-6.467136620046177,-2.228374865993949,-6.126069229187262,13
-5.702101350296661,-6.077493205799203,-5.397767326531015,-5.844962512011829,-6.2283734381799976,-2.534124617442281,-5.7692380375699805,14
-5.473257200205209,-5.773262241754263,-5.042738884953434,-5.475576208224174,-5.977469755540961,-2.8554209664218844,-5.394262887056904,15
-5.244413050113757,-5.4690312777093215,-4.687710443375854,-5.106189904436519,-5.726566072901924,-3.1767173154014885,-5.019287736543824,16
-5.026642004058989,-5.17952116676333,-4.34986079735848,-4.754677131477298,-5.487802891035743,-3.4824670668498214,-4.662456544926538,17
-4.831017166077587,-4.9194527620152355,-4.046368742461517,-4.438911420174949,-5.273320710715276,-3.7571236232356107,-4.341913271100842,18
-4.668611640206234,-4.703546916563988,-3.7944130742451714,-4.176766301357905,-5.095260032713379,-3.9851403870275877,-4.075801873962531,19
-4.550498530481614,-4.5465244835085326,-3.611172588269646,-3.9861153058545984,-4.965761357802908,-4.150970760694479,-3.882266312407398,20
-4.463254101389356,-4.43185800100314,-3.477057974455337,-3.8469252088008976,-4.870723191001141,-4.271894397483859,-3.740785335763287,21
-4.385736034461471,-4.332665365616421,-3.3604255659046154,-3.726583780655831,-4.787503020369921,-4.376138015750165,-3.61808150428344,22
-4.317439559304213,-4.248135468068842,-3.2603726229506553,-3.624096045232574,-4.715429821248948,-4.464575615622431,-3.5131644932517516,23
-4.257859905523842,-4.177457199080862,-3.175996405926627,-3.538467026344305,-4.653832568977927,-4.538081197229689,-3.425043977952117,24
-4.206492302726615,-4.11981944937295,-3.1063941751657063,-3.4687017478042033,-4.602040238896557,-4.597528760700968,-3.3527296336684334,25
-4.162831980518785,-4.074411109665566,-3.0506631910010626,-3.413805233425444,-4.55938180634454,-4.6437923061653015,-3.2952311356845954,26
-4.126374168506613,-4.0404210706791766,-3.0079007137658715,-3.372782507021207,-4.525186246661581,-4.6777458337517235,-3.251558159284498,27
-4.096614096296353,-4.017038223134245,-2.9772040037933047,-3.3446385924046695,-4.498782535187379,-4.7002633435892625,-3.2207203797520383,28
-4.073046993494262,-4.003451457751234,-2.9576703214165345,-3.3283785133890076,-4.479499647261637,-4.7122188358069526,-3.201727472371111,29
-4.055168089706597,-3.9988496652506087,-2.9483969269687336,-3.323007293787402,-4.466666558224056,-4.714486310533824,-3.1935891124256117,30
-4.042472614539613,-4.002421736352833,-2.948481080783076,-3.327529957413028,-4.459612243414341,-4.7079397678989094,-3.1953149751994356,31
-4.034455797599568,-4.0133565617783695,-2.957020043192732,-3.3409515280790645,-4.45766567817219,-4.69345320803124,-3.2059147359764792,32
-4.030612868492721,-4.030843032247685,-2.9731110745308778,-3.362277029598689,-4.460155837837308,-4.67190063105985,-3.224398070040639,33
-4.030439056825325,-4.054070038481242,-2.9958514351306835,-3.390511485785079,-4.466411697749396,-4.644156037113767,-3.249774652675809,34
-4.033429592203637,-4.082226471199502,-3.0243383853253216,-3.424659920451412,-4.4757622332481555,-4.611093426322027,-3.281054159165884,35
-4.039079704233917,-4.114501221122933,-3.0576691854479665,-3.4637273574108676,-4.4875364196732885,-4.573586798813659,-3.3172462647947616,36
-4.046884622522417,-4.150083178971996,-3.0949410958317913,-3.506718820476621,-4.501063232364499,-4.532510154717697,-3.357360644846337,37
-4.056339576675397,-4.188161235467157,-3.135251376809966,-3.5526393334618516,-4.515671646661485,-4.4887374941631695,-3.400406974604504,38
-4.066939796299112,-4.227924281328878,-3.177697288715666,-3.600493920179736,-4.530690637903952,-4.443142817279112,-3.445394929353161,39
-4.078180510999819,-4.2685612072776244,-3.2213760918820626,-3.649287604443453,-4.545449181431601,-4.3966001241945545,-3.491334184376202,40
-4.089556950383775,-4.3092609040338585,-3.2653850466423284,-3.6980254100661796,-4.559276252584133,-4.349983415038529,-3.5372344149575228,41
-4.100564344057236,-4.349212262318048,-3.3088214133296376,-3.745712360861095,-4.571500826701252,-4.304166689940068,-3.5821052963810196,42
-4.110697921626459,-4.387604172850652,-3.350782452277162,-3.7913534806413747,-4.581451879122658,-4.260023949028201,-3.6249565039305875,43
-4.1194529126977,-4.423625526352137,-3.3903654238180745,-3.8339537932201977,-4.588458385188052,-4.218429192431963,-3.6647977128901212,44
-4.126324546877218,-4.456465213542968,-3.4266675882855475,-3.872518322410742,-4.591849320237141,-4.1802564202803865,-3.700638598543518,45
-4.1308080537712675,-4.485312125143605,-3.4587862060127534,-3.9060520920261843,-4.590953659609621,-4.146379632702499,-3.7314888361746723,46
-4.1323986629861045,-4.509355151874515,-3.4858185373328663,-3.933560125879703,-4.585100378645198,-4.117672829827334,-3.75635810106748,47
-4.1305916041279875,-4.527783184456162,-3.506861842579058,-3.9540474477844763,-4.57361845268357,-4.095010011783924,-3.774256068505837,48
-4.12488210680317,-4.53978511360901,-3.5210133820845013,-3.9665190815536815,-4.5558368570644445,-4.079265178701301,-3.7841924137736385,49
-4.114765400617914,-4.544549830053522,-3.527370416182369,-3.969980051000496,-4.53108456712752,-4.071312330708498,-3.785176812154781,50
-4.097656063261566,-4.545749594306306,-3.5303280655777405,-3.968094901623146,-4.492092569711372,-4.066153565470473,-3.779941106032563,51
-4.072803814108915,-4.547492317563998,-3.534624213239631,-3.965356618950936,-4.4354545588660175,-4.058660176548087,-3.7723359562637935,52
-4.0424565952943725,-4.549620366567113,-3.539870262897115,-3.9620128868436653,-4.366293570748324,-4.049509957914219,-3.7630492658426338,53
-4.008862348952347,-4.551976108056157,-3.545677618279268,-3.9583113891611306,-4.2897326415151555,-4.039380703541746,-3.7527689377632427,54
-3.974269017217249,-4.55440190877164,-3.551657683115166,-3.95449980976313,-4.210894807323382,-4.02895020740355,-3.74218287501978,55
-3.940924542223491,-4.556740135454074,-3.557421861133883,-3.9508258325094623,-4.134903104329867,-4.018896263472509,-3.7319789806064065,56
-3.9110768661054833,-4.558833154843969,-3.5625815560644947,-3.9475371412599234,-4.066880568691476,-4.009896665721502,-3.722845157517282,57
-3.8869739309976357,-4.560523333681833,-3.5667481716360765,-3.944881419874313,-4.011950236565077,-4.002629208123409,-3.7154693087465662,58
-3.8708636790343594,-4.561653038708177,-3.5695331115777043,-3.9431063522124283,-3.9752351441075366,-3.9977716846511084,-3.7105393372884192,59
-3.864994052350065,-4.562064636663512,-3.570547779618452,-3.9424596221340673,-3.9618583274757193,-3.9960018892774793,-3.7087431461370017,60
-3.8511476518500105,-4.563631480860983,-3.5744633209714416,-3.946762037107443,-3.9535345120487175,-3.996672385543624,-3.7114571886310497,61
-3.813564564778433,-4.567884343682691,-3.5850912189295565,-3.9584400206066035,-3.930941298746854,-3.998492303980301,-3.718823875400607,62
-3.758178962778213,-4.574151720472576,-3.600753384341515,-3.975649680500105,-3.8976460370388457,-4.001174289044878,-3.7296800453767975,63
-3.6909250174922343,-4.5817621065745815,-3.619771728056037,-3.996547124656499,-3.857216076393408,-4.004430985194722,-3.742862537490744,64
