ID,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,mean,points
56871,7.493961596329112e-6,0,1.5253610338897087e-5,1.8597981384888897e-5,1.3531415569140626e-5,8.270810285579671e-5,1.180470812316004e-4,2.3221840996999187e-5,1.7241196692043982e-4,3.741603713711759e-5,0,7.841265601178072e-7,7.064519017869031e-5,3.953332211779718e-5,5.5250489110543775e-5,0,0,5.0376548153719884e-5,13
56875,5.764585843330086e-7,0,8.13525884741178e-6,2.4471028138011703e-7,5.306437478094363e-7,1.7397221635184827e-4,1.7357024827304845e-4,1.3291448465387694e-4,8.473489159229807e-5,1.700728960778072e-6,2.762393547711647e-7,0,0,5.280728428873638e-5,1.277467956313151e-6,0,3.0295625378279168e-5,5.084894294391415e-5,13
56878,3.4587515059980517e-6,2.416531199955149e-7,2.999876699983094e-5,4.894205627602341e-7,2.6532187390471813e-7,8.613050711189865e-5,1.0814947319377706e-4,4.002712066588018e-5,9.238456930549164e-5,1.7489162813334508e-4,0,0,0,8.656931850612521e-7,1.4116020917260316e-4,0,3.3291896020087e-7,5.218431029159595e-5,13
56899,1.4642048042058417e-4,2.7306802559493186e-5,1.2838455368571714e-4,1.6395588852467843e-5,1.565399056037837e-5,3.8502047881146745e-5,5.62473822637278e-5,8.341529726553655e-5,7.620255875835138e-5,1.1338193071853815e-6,8.259556707657825e-5,2.0910041603141525e-6,7.87864574483535e-7,0,0,0,0,5.193361210507419e-5,13
56909,1.472851682970837e-4,6.64546079987666e-5,1.5228187654998926e-4,5.359155162224563e-5,5.041115604189645e-5,4.306525355594932e-5,4.586696407771795e-5,3.483276149549878e-5,0,2.834548267963454e-7,8.287180643134941e-7,0,5.252430496556901e-7,6.867832601485934e-5,2.554935912626302e-6,0,0,5.128153980826145e-5,13
56920,3.746980798164556e-6,2.416531199955149e-7,7.881032008430162e-6,1.5172037445567256e-5,1.2204806199617034e-5,1.1265414009668863e-4,7.797383893212052e-5,1.7660821179296752e-4,1.188642229280848e-4,2.5510934411671084e-6,1.1436309287526218e-4,1.3068776001963452e-6,1.8383506737949152e-6,0,7.632871038971077e-5,0,0,5.155250345012624e-5,14
56934,3.9487413026811086e-5,0,5.61841314149376e-5,1.3703775757286555e-5,9.286265586665135e-6,3.679084575309578e-5,9.221673830362241e-5,4.522147983626158e-5,1.2092375154317537e-4,2.018198366789979e-4,0,0,0,2.8856439502041735e-7,3.544973578768994e-5,6.138743072101251e-5,1.9975137612052198e-6,5.498134481275242e-5,13
56949,2.9399387800983438e-5,6.041327999887873e-5,2.3643096025290486e-5,1.4315551460736847e-4,1.56274583729879e-4,9.440131739747832e-5,1.2794468926942376e-5,1.0174832963158855e-4,5.207665212443319e-5,8.50364480389036e-7,0,0,0,2.8856439502041735e-7,0,2.1189569995070308e-5,9.987568806026099e-7,5.363337584568653e-5,13
56950,8.445118260478577e-5,7.249593599865448e-5,8.13525884741178e-5,3.523828051873686e-5,3.6349096724946385e-5,4.876926064945254e-5,5.57645721155413e-5,7.760983701628676e-5,1.4710918679218414e-6,7.795007736899497e-5,0,0,2.6262152482784503e-7,5.9155700979185564e-5,0,8.288861203953973e-5,2.66335168160696e-6,5.117301496889991e-5,14
