C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-5.127684405359274,-3.6833302190192763,-5.084277385753424,-4.722206106295136,-4.740428293270497,-3.6039648022824013,-4.377928043601407,-4.554058866800137,-4.804878048151171,-3.6253610307808626,-4.939904719886705,-4.915217659491128,-3.5088385363720977,-4.465991475957579,-5.11887351645956,20
-5.106045047490241,-3.580526224830943,-5.240548326592459,-4.508132917994746,-4.9134711422447115,-3.695253411055102,-4.520250130644461,-4.682891549534952,-5.003866852817261,-3.7410346584155496,-5.133847993346152,-5.08404512607018,-3.578506034017983,-4.394090712818952,-4.886955593352018,21
-5.08729128131908,-3.4870019364171205,-5.3779603333878985,-4.316687251732809,-5.067231436927347,-3.7770795844374083,-4.647247299465829,-4.796725582402856,-5.182001124665948,-3.8445162895224456,-5.309127402256087,-5.237534095854814,-3.640783867743336,-4.330183234342692,-4.680497539317363,22
-5.071423106845786,-3.402757353777809,-5.496513406139743,-4.1478691075093295,-5.201709177318403,-3.8494433224293214,-4.758919550065513,-4.8955609654038454,-5.339280863697234,-3.9358059241015524,-5.465742946616509,-5.3756845688450285,-3.6956720375481575,-4.2742690405287975,-4.4994993543556,23
-5.058440524070362,-3.3277924769130087,-5.596207544847991,-4.001678485324305,-5.316904363417882,-3.9123446250308413,-4.855266882443511,-4.979397698537923,-5.475706069911117,-4.0149035621528695,-5.603694626427419,-5.498496545040826,-3.7431705434324463,-4.22634813137727,-4.343961038466723,24
-5.048343532992807,-3.262107305822719,-5.677042749512644,-3.87811538517774,-5.412816995225782,-3.9657834922419672,-4.936289296599823,-5.048235781805087,-5.591276743307597,-4.081809203676396,-5.722982441688816,-5.605970024442205,-3.783279385396203,-4.186420506888109,-4.213882591650735,25
-5.041132133613122,-3.205701840506941,-5.7390190201337,-3.777179807069634,-5.489447072742103,-4.0097599240627,-5.001986792534449,-5.102075215205339,-5.685992883886676,-4.136522848672135,-5.8236063924007,-5.698105007049164,-3.8159985634394276,-4.1544861670613145,-4.109264013907637,26
-5.036806325931305,-3.158576080965674,-5.782136356711162,-3.698871750999988,-5.546794595966847,-4.04427392049304,-5.052359370247392,-5.140915998738679,-5.759854491648352,-4.179044497140084,-5.905566478563073,-5.774901492861704,-3.84132807756212,-4.130545111896887,-4.030105305237428,27
-5.035366109947357,-3.1207300271989196,-5.806394759245027,-3.6431912169688037,-5.584859564900011,-4.069325481532984,-5.087407029738646,-5.164758132405104,-5.812861566592625,-4.209374149080243,-5.968862700175931,-5.836359481879826,-3.85926792776428,-4.114597341394824,-3.976406465640108,28
-5.0368114856612785,-3.092163679206676,-5.811794227735299,-3.6101382049760824,-5.603641979541598,-4.0849146071825375,-5.107129771008217,-5.173601616204618,-5.845014108719498,-4.227511804492612,-6.013495057239279,-5.88247897410353,-3.869818114045909,-4.10664285555513,-3.9481674951156775,29
