C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-4.371711851525388,-3.1094011296238517,-3.7224349375041466,-4.164839660660455,-3.9997323777299103,-3.939443235726609,-4.124255349697058,-4.1655944974526875,-4.190852428289876,10
-4.371676269554451,-3.110383027805874,-3.723382159992586,-4.163736510551406,-4.000727029653637,-3.9396433008057112,-4.123599946828439,-4.164946160904637,-4.193480502301188,11
-4.371579689919049,-3.1130481800142196,-3.725953192461206,-4.1607422459697005,-4.003426799160897,-3.940186334591845,-4.121820996185044,-4.163186390274214,-4.200613846046177,12
-4.371437362035297,-3.116975772742308,-3.7297420824149627,-4.156329645533503,-4.007405406855805,-3.9409865949082525,-4.1191993847105675,-4.160593044082011,-4.211126142091424,13
-4.371264535319314,-3.121744992483558,-3.73434287735881,-4.150971487860978,-4.01223657334248,-3.941958339578176,-4.116015999348703,-4.1574439808486225,-4.223891073003509,14
-4.371076459187215,-3.1269350257313895,-3.7393496247977023,-4.145140551570288,-4.017494019225037,-3.943015826424858,-4.1125517270431455,-4.154017059094642,-4.237782321349014,15
-4.3708883830551155,-3.132125058979221,-3.744356372236595,-4.139309615279598,-4.022751465107595,-3.9440733132715398,-4.109087454737588,-4.150590137340659,-4.251673569694519,16
-4.370715556339133,-3.1368942787204714,-3.7489571671804423,-4.133951457607073,-4.02758263159427,-3.9450450579414635,-4.105904069375724,-4.147441074107271,-4.264438500606605,17
-4.370573228455382,-3.1408218714485594,-3.752746057134199,-4.129538857170876,-4.031561239289178,-3.9458453182578714,-4.103282457901248,-4.144847727915069,-4.2749507966518525,18
-4.370476648819979,-3.1434870236569052,-3.7553170896028196,-4.12654459258917,-4.034261008796437,-3.9463883520440044,-4.101503507257853,-4.143087957284646,-4.282084140396841,19
-4.370441066849041,-3.1444689218389272,-3.7562643120912584,-4.1254414424801205,-4.035255660720164,-3.9465884171231065,-4.100848104389233,-4.142439620736595,-4.284712214408153,20
-4.421683382999502,-3.1313669224990854,-3.819777109137874,-4.172440434207769,-4.0121847319642585,-3.9095812003436623,-4.161346528878158,-4.203754956933061,-4.25515946596785,21
-4.5607696696936095,-3.0958043528623724,-3.9921689868358308,-4.300009126039959,-3.9495636396267986,-3.8091330405137422,-4.325556538205239,-4.370182298037752,-4.174944863058457,22
-4.7657389342954515,-3.043396355503007,-4.246220175022293,-4.488005092950554,-3.8572799246031755,-3.6611041733959664,-4.567550236160937,-4.615443642823613,-4.056733869297245,23
-5.014630184169119,-2.9797580729952045,-4.554710903534426,-4.71628590991342,-3.745221127788774,-3.4813548347529513,-4.861399726535714,-4.913260990063588,-3.9131919483014874,24
-5.285482426678696,-2.910504647913185,-4.890421402209393,-4.9647091519024205,-3.6232747900789857,-3.2857452603473183,-5.181177113120028,-5.237356338530618,-3.756984563688458,25
-5.556334669188273,-2.841251222831165,-5.226131900884361,-5.213132393891422,-3.501328452369197,-3.090135685941685,-5.500954499704344,-5.561451686997649,-3.6007771790754277,26
-5.8052259190619395,-2.7776129403233627,-5.534622629396495,-5.441413210854288,-3.3892696555547968,-2.91038634729867,-5.79480399007912,-5.859269034237624,-3.457235258079671,27
-6.010195183663781,-2.7252049429639964,-5.788673817582955,-5.629409177764882,-3.2969859405311728,-2.762357480180894,-6.036797688034817,-6.104530379023484,-3.339024264318459,28
-6.149281470357889,-2.6896423733272834,-5.9610656952809125,-5.756977869597072,-3.2343648481937137,-2.6619093203509734,-6.201007697361899,-6.270957720128176,-3.2588096614090647,29
