C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,time
-3.9239771136918904,-3.71034868485717,-3.7841362794368343,-3.6418746393059673,-3.704977459377961,-3.861969405476605,-3.9113893731436367,-3.8938181278161434,-4.184108931737081,-3.8578402498046724,-3.3132122272179716,-3.947727298159383,-3.9989523107222427,-3.9317865763312017,-4.012860062682398,-3.8309708698430316,-4.003743769175985,-4.086403808004179,-3.8009941815903776,-3.9401961067500304,-3.5318849688197838,-4.056239010405474,-4.62098803286437,-4.094626447929195,-4.359533834007051,20
-3.926607539273555,-3.70709221030884,-3.7774494693992806,-3.6375578531694757,-3.755787072890249,-3.855059184602174,-3.9289096837594193,-3.8912075660707233,-4.232093710649717,-3.85547276943848,-3.3127248155438465,-3.9455908074326143,-3.995369391495115,-3.9290148097036948,-4.0042419405304885,-3.8374260922756185,-4.023832640785082,-4.125690136733305,-3.797105864776038,-3.936352323814128,-3.532206485323106,-4.102651611065582,-4.597589493737416,-4.087220676216471,-4.415475998673877,21
-3.933747265852357,-3.698253207963372,-3.759299556440206,-3.62584086222757,-3.893698880995032,-3.8363028708001465,-3.976464812573686,-3.8841217556188687,-4.3623381105554415,-3.84904675130167,-3.3114018409997916,-3.939791761174241,-3.9856443250214824,-3.921491443143318,-3.9808498946895914,-3.8549474103069246,-4.078359578009775,-4.232324457569504,-3.786551861994259,-3.9259191987023914,-3.533079172974979,-4.22862867000016,-4.53407917324997,-4.0671192958533595,-4.5673190170552616,22
-3.9442689681790144,-3.685227309770051,-3.732552316289992,-3.6085737176816037,-4.096937335044186,-3.808661987302423,-4.046546055036816,-3.873679508637189,-4.554277226205983,-3.8395768298368984,-3.3094521943032906,-3.931245798267166,-3.9713126481129724,-3.91040437663329,-3.9463774060819543,-3.880768300037271,-4.158715064446165,-4.389469772486009,-3.770998594736901,-3.9105440669587805,-3.5343652389882676,-4.414279072640591,-4.440485016742155,-4.037496209002461,-4.791087675722564,23
-3.95704532100424,-3.6694101476781613,-3.700073524679017,-3.5876064707329305,-4.343726886389588,-3.7750980573409008,-4.1316447065991895,-3.8609996373022915,-4.78734615235307,-3.8280776394868186,-3.3070847661718252,-3.9208685575942877,-3.9539098975812097,-3.8969415101568274,-3.9045179556298226,-3.912122237566977,-4.256289583690352,-4.58028908345605,-3.7521124844958234,-3.8918742641272526,-3.5359268905758308,-4.639711704418259,-4.326834969554093,-4.001525317826367,-5.062806761247148,24
-3.9709489990787503,-3.6521973536369874,-3.6647289573376614,-3.5647891725829033,-4.612291986383111,-3.7385726041474796,-4.224252062711183,-3.847200953790786,-5.040979983748427,-3.8155638146940842,-3.3045084473228767,-3.9095756780385087,-3.9349716102378203,-3.882290743697147,-3.8589650242554443,-3.946242698996362,-4.362473619338438,-4.787945392452858,-3.7315599527628853,-3.8715571257517665,-3.537626334950532,-4.885035450764541,-4.203156977025908,-3.9623805244876786,-5.3585010602003695,25
-3.9848526771532606,-3.6349845595958135,-3.6293843899963063,-3.5419718744328765,-4.880857086376636,-3.7020471509540585,-4.316859418823176,-3.8334022702792803,-5.2946138151437845,-3.80304998990135,-3.3019321284739283,-3.89828279848273,-3.9160333228944313,-3.867639977237467,-3.8134120928810664,-3.980363160425748,-4.468657654986523,-4.995601701449667,-3.7110074210299477,-3.85123998737628,-3.5393257793252335,-5.130359197110825,-4.079478984497723,-3.9232357311489894,-5.654195359153592,26
-3.997629029978487,-3.6191673975039236,-3.5969055983853315,-3.521004627484203,-5.127646637722037,-3.6684832209925364,-4.401958070385549,-3.820722398944383,-5.527682741290871,-3.7915507995512705,-3.2995647003424624,-3.8879055578098525,-3.898630572362669,-3.8541771107610043,-3.7715526424289347,-4.011717097955454,-4.566232174230711,-5.186421012419709,-3.69212131078887,-3.8325701845447524,-3.5408874309127976,-5.355791828888491,-3.965828937309662,-3.8872648399728975,-5.925914444678175,27
-4.008150732305143,-3.6061414993106022,-3.570158358235116,-3.5037374829382366,-5.33088509177119,-3.640842337494812,-4.472039312848679,-3.8102801519627025,-5.719621856941411,-3.7820808780864983,-3.297615053645961,-3.8793595949027764,-3.8842988954541577,-3.843090044250976,-3.7370801538212977,-4.0375379876858,-4.646587660667099,-5.343566327336212,-3.6765680435315113,-3.817195052801141,-3.5421734969260843,-5.541442231528921,-3.8722347808018465,-3.8576417531219978,-6.1496831033454775,28
-4.015290458883946,-3.5973024969651344,-3.552008445276042,-3.492020491996331,-5.468796899875974,-3.6220860236927854,-4.519594441662946,-3.8031943415108485,-5.849866256847137,-3.7756548599496886,-3.296292079101907,-3.873560548644403,-3.874573828980526,-3.8355666776906,-3.7136881079804005,-4.055059305717106,-4.701114597891793,-5.450200648172412,-3.6660140407497326,-3.806761927689405,-3.5430461845779586,-5.6674192904635,-3.8087244603143997,-3.837540372758887,-6.301526121726863,29
-4.01792088446561,-3.5940460224168045,-3.5453216352384884,-3.4877037058598392,-5.519606513388262,-3.6151758028183543,-4.537114752278729,-3.8005837797654283,-5.897851035759771,-3.773287379583496,-3.2958046674277814,-3.8714240579176344,-3.8709909097533983,-3.832794911063093,-3.7050699858284912,-4.061514528149693,-4.72120346950089,-5.489486976901538,-3.662125723935393,-3.802918144753502,-3.5433677010812805,-5.713831891123608,-3.785325921187446,-3.8301346010461623,-6.357468286393688,30
-4.016978834426629,-3.586339233971862,-3.5854899346257194,-3.4844475311016354,-5.463039183395695,-3.664794499458818,-4.513989277507389,-3.847294705199227,-5.832921586108,-3.7696380069629156,-3.301031129835307,-3.929155784435996,-3.8621807584617796,-3.826525097499901,-3.694357520787856,-4.051262670251885,-4.686335925736366,-5.488575486319858,-3.7088230424650948,-3.796406936377133,-3.5427610469064783,-5.651982041639219,-3.7802574332318715,-3.883642958800937,-6.281369617374785,31
-4.014421841463681,-3.5654208081927314,-3.6945181758196317,-3.475609342472225,-5.309499287701582,-3.7994738189115034,-4.451220131699467,-3.9740815028052507,-5.656684508481764,-3.7597325669927697,-3.3152172420843042,-4.085856184985834,-3.8382674906702423,-3.8095070321140945,-3.6652808299632746,-4.023436198814978,-4.5916954498040905,-5.486101440455299,-3.835572907045713,-3.7787336564984146,-3.5411144141463,-5.484103878753019,-3.766500108781024,-4.0288799298496105,-6.0748160871806185,32
-4.0106536413077585,-3.5345936544129604,-3.855191373368555,-3.4625846434394094,-5.083229967731313,-3.997948605473357,-4.358718232614106,-4.160925204540444,-5.396966709874678,-3.745135076510448,-3.3361230917144056,-4.316783091059279,-3.8030268855037663,-3.784427777861327,-3.6224309698007335,-3.9824287672237464,-4.452225274746,-5.48245547812858,-4.022362181164519,-3.752688822992936,-3.538687797447091,-5.236704480815463,-3.7462261569587234,-4.242913360868709,-5.770421411105007,33
-4.006077969689853,-3.497160681966096,-4.050294541820821,-3.446768937470991,-4.808474364910271,-4.238953703441322,-4.2463944980104555,-4.38780684236175,-5.081595097280362,-3.727409552353345,-3.361508766265244,-4.5971943341484645,-3.7602347220873322,-3.7539743976972533,-3.5703989967462197,-3.9326340288629655,-4.282868633604032,-5.478028238160423,-4.249177728308785,-3.7210629537362845,-3.535741191455194,-4.936290926177002,-3.7216077868887876,-4.5028110985347585,-5.4007993044417635,34
-4.001098562340955,-3.456424800185685,-4.262612695724755,-3.429557728034771,-4.509475620663844,-4.501223957112341,-4.124159845647659,-4.634707448226111,-4.738396577692429,-3.7081200113588495,-3.3891343532764493,-4.902347745745516,-3.7136667795459184,-3.7208339545775253,-3.513775967245719,-3.8784456371174096,-4.098568759420127,-5.473210359371544,-4.496006411965778,-3.686646566604045,-3.5325345908169528,-4.609370293188089,-3.6948172076950327,-4.785640989524279,-4.998563482484705,35
-3.996119154992057,-3.415688918405274,-4.47493084962869,-3.412346518598551,-4.210476876417417,-4.763494210783361,-4.001925193284862,-4.881608054090473,-4.395198058104495,-3.6888304703643544,-3.4167599402876547,-5.207501157342569,-3.667098837004504,-3.6876935114577973,-3.4571529377452186,-3.8242572453718537,-3.914268885236221,-5.468392480582666,-4.742835095622772,-3.6522301794718057,-3.529327990178712,-4.282449660199175,-3.668026628501279,-5.068470880513802,-4.596327660527646,36
-3.9915434833741505,-3.3782559459584096,-4.670034018080955,-3.3965308126301323,-3.935721273596375,-5.004499308751326,-3.889601458681211,-5.108489691911779,-4.079826445510178,-3.6711049462072505,-3.4421456148384926,-5.487912400431753,-3.6243066735880696,-3.657240131293723,-3.405120964690705,-3.7744625070110733,-3.7449122440942535,-5.463965240614508,-4.969650642767038,-3.6206043102151533,-3.5263813841868146,-3.982036105560714,-3.643408258431342,-5.32836861817985,-4.226705553864403,37
-3.9877752832182285,-3.347428792178639,-4.830707215629879,-3.3835061135973175,-3.7094519536261052,-5.202974095313179,-3.7970995595958517,-5.295333393646972,-3.820108646903093,-3.6565074557249297,-3.4630514644685944,-5.718839306505199,-3.589066068421594,-3.632160877040956,-3.362271104528164,-3.733455075419842,-3.6054420690361626,-5.460319278287789,-5.156439916885844,-3.594559476709675,-3.5239547674876057,-3.7346367076231584,-3.6231343066090416,-5.542402049198949,-3.922310877788791,38
-3.9852182902552804,-3.326510366399509,-4.939735456823791,-3.3746679249679064,-3.555912057931994,-5.337653414765864,-3.7343304137879283,-5.422120191252996,-3.643871569276857,-3.6466020157547834,-3.477237576717591,-5.875539707055036,-3.565152800630057,-3.6151428116551494,-3.3331944137035823,-3.705628603982935,-3.5108015931038863,-5.457845232423231,-5.283189781466462,-3.5768861968309573,-3.5223081347274277,-3.566758544736959,-3.6093769821581945,-5.687639020247622,-3.7157573475946255,39
-3.9842762402162997,-3.318803577954566,-4.979903756211021,-3.371411750209703,-3.4993447279394267,-5.387272111406327,-3.711204939016589,-5.468831116686793,-3.5789421196250863,-3.642952643134203,-3.4824640391251167,-5.933271433573397,-3.556342649338438,-3.608872998091958,-3.322481948662947,-3.695376746085127,-3.475934049339364,-5.45693374184155,-5.329887099996164,-3.5703749884545877,-3.521701480552625,-3.5049086952525705,-3.6043084942026193,-5.741147378002396,-3.639658678575723,40
-3.9914371250785132,-3.3268489567032504,-4.985358852670594,-3.363231095519353,-3.4981152857100515,-5.3928226153753185,-3.753141672600984,-5.414338299346875,-3.638162989143803,-3.643415602362644,-3.470949247161192,-5.870303540263118,-3.558651816470117,-3.6750083227826043,-3.325906363570459,-3.689055187615448,-3.475405468749197,-5.406809235516088,-5.33012676624095,-3.607446207397166,-3.5168129377416686,-3.506855462959569,-3.606458304086391,-5.684091885785062,-3.709899193516568,41
-4.010873812561664,-3.3486864133068215,-5.000165543060864,-3.3410264613598324,-3.494778228230318,-5.407888269005437,-3.8669699494729164,-5.2664292237099515,-3.798905349266036,-3.6446722059826975,-3.4396948118305395,-5.699390686992356,-3.564919555827532,-3.8545184898000753,-3.3352012040337065,-3.671896671769175,-3.473970750004458,-5.27075700406126,-5.330777288905371,-3.7080680873841665,-3.503544035826215,-3.5121395467357086,-3.612293502342343,-5.529226978338011,-3.9005520197845787,42
-4.0395173520105185,-3.3808679283015586,-5.021985928899155,-3.3083038425984332,-3.4898604593128164,-5.430090284881402,-4.0347168838105,-5.048457954350274,-4.035788827340906,-3.646524042896461,-3.3936356439748407,-5.447519113751233,-3.574156224354249,-4.119059788562664,-3.348898863663755,-3.646610437890457,-3.4718564276437904,-5.070258978759409,-5.331735953884516,-3.8563529631544826,-3.4839898645823886,-3.519926617563703,-3.62089274187743,-5.301005009468671,-4.181514079547963,43
-4.0742987927698415,-3.41994548222374,-5.048482111702796,-3.2685692341024497,-3.4838888827701364,-5.4570498755879315,-4.238409589791852,-4.783778555842099,-4.323433050717533,-3.648772702006031,-3.3377066544357796,-5.141675060529874,-3.5853721789938344,-4.440288508488663,-3.365531736071672,-3.6159057253234432,-3.4692890362058377,-4.826797090892878,-5.332900047073481,-4.036413169447009,-3.4602455137863153,-3.529382346426268,-3.6313346755986085,-5.023878332984478,-4.522682294974926,44
-4.112149184184399,-3.462471055609642,-5.07731619298911,-3.225328630739172,-3.477390402414866,-5.486388253709741,-4.460075181595085,-4.495745092759671,-4.636457646745036,-3.651219772213504,-3.2768427540550356,-4.808844767318393,-3.5975777766898522,-4.789860938996368,-3.383632214868521,-3.582491773412281,-3.4664951102292414,-4.561853271744005,-5.334166854367352,-4.232361041000639,-3.4344060732141166,-3.5396724043061183,-3.642697956412831,-4.722299302692854,-4.89395358823368,45
-4.149999575598956,-3.504996628995544,-5.106150274275424,-3.1820880273758956,-3.4708919220595966,-5.515726631831552,-4.68174077339832,-4.207711629677244,-4.9494822427725405,-3.6536668424209777,-3.215978853674292,-4.476014474106914,-3.6097833743858714,-5.139433369504072,-3.4017326936653713,-3.5490778215011187,-3.4637011842526455,-4.296909452595132,-5.335433661661224,-4.428308912554271,-3.4085666326419184,-3.5499624621859684,-3.6540612372270536,-4.420720272401231,-5.265224881492435,46
-4.184781016358279,-3.544074182917725,-5.132646457079065,-3.142353418879911,-3.4649203455169157,-5.542686222538081,-4.885433479379673,-3.9430322311690658,-5.237126466149168,-3.655915501530547,-3.16004986413523,-4.170170420885551,-3.620999329025456,-5.460662089430073,-3.4183655660732875,-3.5183731089341044,-3.4611337928146924,-4.053447564728599,-5.336597754850188,-4.608369118846797,-3.3848222818458433,-3.559418191048534,-3.6645031709482314,-4.143593595917034,-5.606393096919401,47
-4.2134245558071335,-3.5762556979124622,-5.154466842917356,-3.109630800118512,-3.460002576599414,-5.564888238414046,-5.053180413717256,-3.7250609618093895,-5.474009944224038,-3.6577673384443106,-3.113990696279531,-3.918298847644429,-3.6302359975521727,-5.725203388192662,-3.432063225703336,-3.4930868750553867,-3.4590194704540247,-3.852949539426748,-5.337556419829333,-4.756653994617113,-3.3652681106020177,-3.567205261876528,-3.6731024104833185,-3.9153716270476955,-5.887355156682784,48
-4.232861243290285,-3.5980931545160333,-5.169273533307625,-3.0874261659589917,-3.4566655191196807,-5.5799538920441645,-5.167008690589187,-3.577151886172468,-5.63475230434627,-3.659023942064364,-3.082736260948879,-3.7473859943736696,-3.636503736909588,-5.904713555210131,-3.4413580661665835,-3.475928359209114,-3.4575847517092857,-3.716897307971922,-5.338206942493755,-4.857275874604112,-3.351999208686564,-3.5724893456526674,-3.678937608739271,-3.760506719600646,-6.078007982950792,49
-4.240022128152498,-3.606138533264718,-5.174728629767198,-3.079245511268642,-3.4554360768903054,-5.585504396013156,-5.208945424173582,-3.5226590688325494,-5.693973173864986,-3.659486901292805,-3.0712214689849544,-3.6844181010633896,-3.638812904041267,-5.970848879900777,-3.4447824810740952,-3.469606800739435,-3.457056171119119,-3.66677280164646,-5.338446608738541,-4.894347093546691,-3.347110665875608,-3.574436113359666,-3.6810874186230427,-3.703451227383312,-6.148248497891638,50
-4.224651068617327,-3.5992892115945403,-5.1731195124392455,-3.0960188328417417,-3.4567661003099888,-5.527823515002117,-5.215951035654567,-3.5855998018440505,-5.6357278926366465,-3.734477563669261,-3.0807768352864344,-3.6842059222170205,-3.642158655713787,-5.905574386278588,-3.443762878654215,-3.4662259201730827,-3.464269343102821,-3.667863354220532,-5.283880693986906,-4.856691531947035,-3.354485524011782,-3.576242273754869,-3.6784073667990147,-3.7050632786242335,-6.09818501699788,51
-4.182929621307574,-3.58069819563263,-5.168751908263372,-3.141546419968727,-3.4603761638777,-5.371261123686441,-5.2349662668172385,-3.756438934303837,-5.47763355787401,-3.9380236472624963,-3.1067128295333064,-3.6836300082054465,-3.651239981682056,-5.728400760732647,-3.440995386371684,-3.4570492443501264,-3.4838479527728685,-3.670823425493014,-5.1357732110896155,-4.7544835790336855,-3.3745029960956825,-3.581144709113276,-3.671132940419509,-3.7094388462781627,-5.962298426000542,52
-4.121445383166888,-3.5533009089519205,-5.162315438951561,-3.208639706261126,-3.465696257556433,-5.140537599642288,-5.262988712741175,-4.008201866349839,-5.2446524329606525,-4.237986296768317,-3.144934294739225,-3.6827812928199704,-3.664622988372136,-5.467302786243894,-3.436916976692164,-3.443525722084718,-3.512700640707676,-3.6751856357893042,-4.917509552083082,-4.603861332635066,-3.4040024286403785,-3.5883693506940877,-3.6604127331233958,-3.715887051241849,-5.762044502425518,53
-4.046785951138911,-3.520032775125344,-5.154499726215789,-3.2901101253304676,-3.47215637130918,-4.860373320445815,-5.297015968505956,-4.313913998119985,-4.961746781280144,-4.6022266568825305,-3.1913460739178396,-3.6817507098518916,-3.6808737822100914,-5.150255245793262,-3.4319646220813187,-3.427104302191007,-3.547736047485656,-3.6804826054347988,-4.652475109003717,-4.420962890579598,-3.439823168158938,-3.5971421297565005,-3.647395338549544,-3.7237170144120384,-5.518879023798699,54
-3.9655389221672888,-3.4838292177258348,-5.145994391768037,-3.37876911078828,-3.4791864950989337,-4.5554886636731835,-5.334045629191159,-4.646600729752201,-4.653878866216065,-4.998605872300935,-3.241853010082802,-3.6806291930925115,-3.698558469621983,-4.805232922361693,-3.4265752950048105,-3.409233933483145,-3.585862813685222,-3.6862469547548957,-4.3640552738879395,-4.221926350695706,-3.4788045611644285,-3.606688977559715,-3.6332293503368227,-3.73223785668548,-5.254257767645987,55
-3.884291893195667,-3.4476256603263256,-5.137489057320286,-3.4674280962460937,-3.4862166188886876,-4.25060400690055,-5.371075289876362,-4.97928746138442,-4.346010951151982,-5.394985087719345,-3.2923599462477657,-3.679507676333132,-3.716243157033875,-4.460210598930123,-3.4211859679283023,-3.3913635647752836,-3.623989579884789,-3.6920113040749927,-4.07563543877216,-4.022889810811814,-3.51778595416992,-3.6162358253629296,-3.6190633621241015,-3.740758698958922,-4.989636511493273,56
-3.80963246116769,-3.4143575264997494,-5.129673344584514,-3.5488985153154347,-3.4926767326414345,-3.970439727704079,-5.405102545641142,-5.284999593154564,-4.063105299471477,-5.759225447833554,-3.3387717254263802,-3.6784770933650526,-3.7324939508718296,-4.143163058479494,-3.4162336133174565,-3.3749421448815724,-3.6590249866627684,-3.6973082737204876,-3.8106009956927975,-3.8399913687563467,-3.553606693688479,-3.6250086044253433,-3.6060459675502496,-3.748588662129112,-4.746471032866457,57
-3.7481482230270022,-3.38696023981904,-5.123236875272702,-3.6159918016078336,-3.497996826320167,-3.739716203659924,-5.433124991565079,-5.536762525200566,-3.830124174558117,-6.059188097339376,-3.376993190632298,-3.6776283779795755,-3.74587695756191,-3.8820650839907374,-3.412155203637937,-3.361418622616163,-3.6878776745975754,-3.701670484016777,-3.5923373366862617,-3.6893691223577254,-3.5831061262331745,-3.632233246006154,-3.5953257602541364,-3.7550368670927967,-4.54621710929143,58
-3.7064267757172513,-3.3683692238571297,-5.118869271096829,-3.6615193887348187,-3.5016068898878783,-3.583153812344249,-5.452140222727752,-5.707601657660351,-3.672029839795482,-6.262734180932611,-3.4029291848791705,-3.677052463968002,-3.7549582835301787,-3.7048914584447976,-3.409387711355405,-3.352241946793207,-3.707456284267623,-3.7046305552892593,-3.4442298537889715,-3.5871611694443764,-3.603123598317075,-3.6371356813645614,-3.588051333874631,-3.7594124347467264,-4.410330518294092,59
-3.6910557161820794,-3.361519902186952,-5.117260153768876,-3.678292710307918,-3.5029369133075616,-3.525472931333211,-5.459145834208735,-5.770542390671852,-3.6137845585671426,-6.337724843309066,-3.41248455118065,-3.676840285121633,-3.758304035202699,-3.6396169648226095,-3.4083681089355253,-3.348861066226855,-3.7146694562513245,-3.7057211078633316,-3.389663939037338,-3.5495056078447216,-3.610498456453249,-3.638941841759764,-3.5853712820506027,-3.761024485987648,-4.360267037400336,60
-3.699305969676847,-3.3740104130389876,-5.071175720750282,-3.6716871904211743,-3.5066511509575253,-3.5392876549229944,-5.413008214543121,-5.713075965630024,-3.643331206074966,-6.262466369232999,-3.422348250558515,-3.7000954207667824,-3.8086010653811964,-3.6581853085326808,-3.413744711196094,-3.3642540321384966,-3.738003414364664,-3.7322464510353845,-3.4221885258546965,-3.5723649599794305,-3.6074214484918556,-3.665323720261272,-3.6327021742283003,-3.788879904581629,-4.3662284204504775,61
-3.72169951487693,-3.4079132282087965,-4.946089402556956,-3.653757922157155,-3.516732653150284,-3.576784761809547,-5.287777532593595,-5.557095669087918,-3.723529249310484,-6.058193368169391,-3.449121148869861,-3.763216503232187,-3.9451215758656883,-3.7085850986028723,-3.4283383459033505,-3.4060349396129506,-3.80133844352944,-3.8042438110738126,-3.5104695472160965,-3.6344117729164975,-3.5990695697394997,-3.736931676193935,-3.76117173871062,-3.864487469336718,-4.38240931730086,62
-3.7547005288560005,-3.4578752716169365,-4.761751670482579,-3.6273358426101785,-3.531589603750139,-3.6320436561686784,-5.1032270539311355,-5.327229968920604,-3.8417158393417754,-5.7571594718651244,-3.48857594638132,-3.8562370458127844,-4.146309696579678,-3.7828584734431563,-3.449844754945624,-3.4676068032595144,-3.8946742759827964,-3.910345183762023,-3.640567894485529,-3.725849181455333,-3.5867615378939233,-3.842459190199966,-3.9504953074214084,-3.9759091437126397,-4.406254849501424,63
-3.7947731886877287,-3.5185434671839637,-4.5379129958208395,-3.5952518888745657,-3.5496301866213917,-3.6991437421761955,-4.879130044126724,-5.048107333003154,-3.9852281272369137,-5.3916183120670915,-3.5364853433595194,-3.969190561803509,-4.3906095574466635,-3.8730475714635,-3.4759596802112416,-3.5423726376874853,-4.008010643961871,-4.039182564883422,-3.7985444590269823,-3.8368803203953474,-3.5718160706528668,-3.970599742921574,-4.180388212284508,-4.111206891169116,-4.435210138602111,64
-3.8383816714457852,-3.584564738830434,-4.294323849865416,-3.560336998044633,-3.569262585628343,-3.772164424007904,-4.635259768751332,-4.744356229210634,-4.1414032640639755,-4.993823520522172,-3.5886220400710886,-4.092110564499297,-4.656465288390147,-3.9711945310738743,-3.5043788635885313,-3.6237354575061596,-4.131347279703805,-4.179387950221413,-3.9704601322044453,-3.9577083245359512,-3.55555188571407,-4.11004681500097,-4.430565785223762,-4.258442675165869,-4.466720306152856,65
-3.8819901542038426,-3.6505860104769052,-4.05073470390999,-3.5254221072147005,-3.5888949846352944,-3.8451851058396134,-4.39138949337594,-4.440605125418113,-4.297578400891039,-4.596028728977251,-3.640758736782659,-4.215030567195086,-4.9223210193336335,-4.069341490684249,-3.532798046965822,-3.705098277324834,-4.25468391544574,-4.319593335559406,-4.14237580538191,-4.078536328676556,-3.539287700775273,-4.249493887080368,-4.680743358163019,-4.405678459162623,-4.498230473703603,66
-3.922062814035571,-3.711254206043932,-3.8268960292482506,-3.493338153479087,-3.606935567506547,-3.91228519184713,-4.1672924835715275,-4.161482489500663,-4.441090688786177,-4.230487569179216,-3.6886681337608582,-4.32798408318581,-5.166620880200619,-4.159530588704593,-3.558912972231439,-3.779864111752805,-4.368020283424814,-4.448430716680804,-4.300352369923362,-4.18956746761657,-3.5243422335342167,-4.377634439801975,-4.9106362630261176,-4.540976206619098,-4.527185762804288,67
