ID,rank,mean,variable,value,average,cluster
31212,1,1.2604646525820727e-5,2,2.5676447156946473e-5,8.569246115553129e-7,3
31953,4,9.280097237561343e-6,2,1.480443800040157e-5,8.569246115553129e-7,3
33429,5,3.1942062593124646e-5,2,3.2847346813390986e-5,8.569246115553129e-7,3
33714,6,3.3097042447612704e-5,2,2.0124782906795884e-5,8.569246115553129e-7,3
34525,8,3.631581962051719e-5,2,5.551664250150589e-6,8.569246115553129e-7,3
34964,9,3.8098420392069145e-5,2,1.27225639065951e-5,8.569246115553129e-7,3
35305,10,4.002485879844309e-5,2,2.9377556657046867e-5,8.569246115553129e-7,3
35342,11,3.984295681001333e-5,2,4.626386875125491e-6,8.569246115553129e-7,3
35554,12,4.153365492011039e-5,2,4.1174843188616865e-5,8.569246115553129e-7,3
35668,13,4.2113318363677355e-5,2,3.4003943532172355e-5,8.569246115553129e-7,3
38265,32,9.51870336444803e-5,3,2.0917580129789856e-4,8.569246115553129e-7,3
36614,15,5.215709927402886e-5,2,6.939580312688236e-5,8.569246115553129e-7,3
36700,16,5.374317656210961e-5,2,7.332823197073903e-5,8.569246115553129e-7,3
37042,17,5.879292159402923e-5,2,6.9395803126882365e-6,8.569246115553129e-7,3
37150,18,5.029966794306177e-5,2,1.5290208622289748e-4,8.569246115553129e-7,3
37260,19,6.334174309671084e-5,2,1.4110479969132747e-5,8.569246115553129e-7,3
37489,20,4.594589141130766e-5,2,9.137114078372844e-5,8.569246115553129e-7,3
37535,21,6.903380060711472e-5,2,2.660172453197157e-5,8.569246115553129e-7,3
37625,22,7.21193994998161e-5,2,1.198234200657502e-4,8.569246115553129e-7,3
37679,23,7.198040438247599e-5,2,1.3185202594107648e-5,8.569246115553129e-7,3
37741,24,7.90786676530857e-6,2,1.9662144219283335e-5,8.569246115553129e-7,3
37742,25,6.26756191034846e-6,2,2.290061503187118e-5,8.569246115553129e-7,3
37921,26,7.915226898003856e-5,2,1.0964536894047412e-4,8.569246115553129e-7,3
37985,27,8.020675623507704e-5,2,5.1352894313892946e-5,8.569246115553129e-7,3
38029,28,8.10263416424439e-5,2,9.484093094007256e-6,8.569246115553129e-7,3
38132,29,8.74743436516746e-5,2,1.1589099122189356e-4,8.569246115553129e-7,3
38224,31,9.362192935065376e-5,2,2.2276052803729237e-4,8.569246115553129e-7,3
38265,32,9.51870336444803e-5,2,1.7117631437964316e-4,8.569246115553129e-7,3
38294,33,9.620924660870774e-5,2,8.512551850230904e-5,8.569246115553129e-7,3
38613,34,1.4240524503384303e-4,2,2.0911268675567217e-4,8.569246115553129e-7,3
38640,35,1.4971697002795332e-4,2,2.704123128510849e-4,8.569246115553129e-7,3
38726,36,1.9297124413907447e-4,2,1.6562465012949257e-4,8.569246115553129e-7,3
33429,5,3.1942062593124646e-5,5,0,8.569246115553129e-7,3
