C1,C2,C3,C4,time
-6.91211145990809,-6.999999999999998,-6.801030172133336,-6.693957792651922,10
-6.757216597520576,-6.800795162602989,-6.649040015621505,-6.504165063955327,11
-6.544236161737745,-6.5268885111821,-6.440053550417741,-6.243200061997508,12
-6.287691545908423,-6.196955499243301,-6.188319853695023,-5.928855855093772,13
-6.002104143381445,-5.829671580292564,-5.9080880026263385,-5.578925511559426,14
-5.701995347505635,-5.443712207835857,-5.61360707438467,-5.211202099709772,15
-5.401886551629826,-5.057752835379149,-5.3191261461430015,-4.843478687860119,16
-5.116299149102846,-4.690468916428411,-5.038894295074316,-4.49354834432577,17
-4.859754533273525,-4.3605359044896135,-4.7871605983515995,-4.179204137422034,18
-4.646774097490691,-4.0866292530687245,-4.578174133147835,-3.918239135464213,19
-4.491879235103175,-3.887424415671714,-4.426183976636004,-3.728446406767614,20
-4.378701698165928,-3.7417693711402302,-4.315095802309942,-3.5897484216680144,21
-4.280662240916264,-3.615392401473183,-4.218775723899684,-3.469559114890677,22
-4.196965759976556,-3.507289414912437,-4.136413478932509,-3.3669087513351372,23
-4.126817151969176,-3.4164563196998565,-4.0671988049357015,-3.28082759590093,24
-4.069421313516497,-3.3418890240773047,-4.010321439436546,-3.2103459134875916,25
-4.0239831412408895,-3.282583436286645,-3.9649711199623248,-3.1544939689946547,26
-3.989707531764731,-3.2375354645697434,-3.9303375840403225,-3.1123020273216575,27
-3.965799381710389,-3.205741017168463,-3.905610569197821,-3.082800353368133,28
-3.951463587700239,-3.1861960023246665,-3.8899798129621037,-3.0650192120336177,29
-3.945905046356652,-3.17789632828022,-3.882635052860454,-3.057988868217647,30
-3.948328654302001,-3.1798379032769866,-3.882766026420156,-3.0607395868197553,31
-3.9579393081586587,-3.1910166355568306,-3.8895624711684915,-3.0723016327394777,32
-3.973941904548999,-3.210428433361616,-3.902214124632747,-3.091705270876351,33
-3.9955413400953925,-3.237069204933207,-3.919910724340202,-3.117980766129908,34
