C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-3.650340790273403,-3.6810674360576496,-3.810728578864943,-3.779496936881005,-3.661955684498835,-3.6604438710362857,-3.888556248806217,-3.8840488582033412,-4.153635348353104,-3.7143479879765353,-3.297503242040964,-3.9363522186007236,-3.9802643756965703,-3.909162162128281,-3.8312476824095665,-3.978665566561838,-4.0549319637401195,-3.820505112156112,-3.975104841750259,-3.775929976732173,-4.216391426625149,10
-3.6520210113217484,-3.6789923315102406,-3.81093834577875,-3.7796268384725686,-3.6613934152334346,-3.6616908115098528,-3.8891955762876647,-3.8838961982745177,-4.154488608687855,-3.7157364394279138,-3.2979430936259204,-3.9376063675016746,-3.979353337525529,-3.909795645725963,-3.836332829057206,-3.977553640792038,-4.055813175379513,-3.8199588061002716,-3.979422445484475,-3.774786658132732,-4.216153286501421,11
-3.656581611310115,-3.6733599048815595,-3.8115077131162254,-3.7799794285068113,-3.659867255798777,-3.66507536422382,-3.890930893737309,-3.883481835610568,-4.156804601025038,-3.7195050933673697,-3.2991369764993728,-3.9410104859471136,-3.976880519632703,-3.9115151012053846,-3.8501353699579415,-3.974535556559724,-4.058205035543582,-3.818475975377276,-3.9911416556202055,-3.771683364791394,-4.215506906165586,12
-3.6633024955034963,-3.665059486691924,-3.812346780771451,-3.7804990348730643,-3.6576181787371755,-3.6700631261180874,-3.8934882036630993,-3.8828711958952735,-4.160217642364043,-3.7250588991728835,-3.3008963828391975,-3.946027081550918,-3.9732363669485373,-3.9140490355961113,-3.870475956548498,-3.970087853480524,-4.061729882101156,-3.8162907511539137,-4.00841207055707,-3.767110090393631,-4.2145543456706704,13
-3.671463569166889,-3.6549804074616525,-3.8133656486385115,-3.781129985460657,-3.654887156590946,-3.6761196941325553,-3.8965935085729884,-3.882129704812416,-4.1643620497042635,-3.7318028062224355,-3.3030328048232707,-3.952118661926966,-3.96881132440348,-3.917125955927709,-3.895175240265603,-3.9646870711700677,-4.066010052921068,-3.813637264596974,-4.029383288694692,-3.761556828624919,-4.213397665069702,14
-3.6803447375652865,-3.644011997711063,-3.814474416611489,-3.7818166081589197,-3.6519151619024015,-3.6827106652071233,-3.8999728109749263,-3.881322788045777,-4.168872140045092,-3.7391417638940077,-3.305357734629468,-3.958747734689136,-3.963995836927976,-3.9204743692297406,-3.922053872545982,-3.9588097492439824,-4.070667885872149,-3.810749646873245,-4.052204908432693,-3.7555135731707323,-4.212138924415708,15
-3.689225905963684,-3.633043587960473,-3.815583184584467,-3.7825032308571824,-3.6489431672138575,-3.6893016362816913,-3.9033521133768647,-3.8805158712791377,-4.173382230385921,-3.7464807215655798,-3.307682664435665,-3.9653768074513063,-3.959180349452472,-3.923822782531773,-3.9489325048263613,-3.952932427317897,-4.07532571882323,-3.8078620291495167,-4.075026528170694,-3.749470317716546,-4.210880183761713,16
-3.697386979627076,-3.6229645087302016,-3.816602052451527,-3.7831341814447756,-3.6462121450676275,-3.6953582042961597,-3.906457418286754,-3.879774380196281,-4.1775266377261415,-3.7532246286151323,-3.309819086419738,-3.971468387827355,-3.9547553069074146,-3.9268997028633703,-3.9736317885434667,-3.947531645007441,-4.079605889643141,-3.805208542592577,-4.095997746308316,-3.743917055947834,-4.209723503160745,17
-3.7041078638204583,-3.614664090540566,-3.8174411201067535,-3.783653787811028,-3.6439630680060264,-3.7003459661904268,-3.909014728212545,-3.8791637404809864,-4.180939679065148,-3.758778434420646,-3.311578492759563,-3.9764849834311593,-3.9511111542232493,-3.929433637254097,-3.9939723751340237,-3.9430839419282413,-4.083130736200716,-3.803023318369215,-4.113268161245181,-3.7393437815500716,-4.20877094266583,18
-3.7086684638088245,-3.609031663911885,-3.818010487444228,-3.7840063778452713,-3.6424369085713684,-3.703730518904394,-3.9107500456621884,-3.8787493778170368,-4.183255671402329,-3.7625470883601015,-3.3127723756330156,-3.979889101876598,-3.948638336330423,-3.931153092733519,-4.007774916034759,-3.940065857695927,-4.085522596364784,-3.801540487646219,-4.124987371380912,-3.7362404882087326,-4.208124562329994,19
-3.71034868485717,-3.606956559364476,-3.818220254358035,-3.7841362794368343,-3.641874639305968,-3.704977459377961,-3.911389373143636,-3.878596717888213,-4.1841089317370805,-3.76393553981148,-3.3132122272179716,-3.981143250777549,-3.9477272981593816,-3.9317865763312008,-4.012860062682398,-3.938953931926127,-4.086403808004178,-3.8009941815903785,-4.129304975115128,-3.7350971696092916,-4.207886422206266,20
-3.70709221030884,-3.6152659034973857,-3.8135033602591006,-3.7774494693992806,-3.6375578531694766,-3.7557870728902496,-3.928909683759419,-3.8760889982647737,-4.232093710649716,-3.761449153833645,-3.3127248155438465,-3.9765805774148824,-3.945590807432613,-3.929014809703694,-4.0042419405304885,-3.953930185094033,-4.125690136733304,-3.797105864776039,-4.1200293154594885,-3.7326282764790415,-4.259063804869732,21
