C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,time
-4.219876931416354,-3.6678533067760113,-3.7110094256339377,-5.563382071386131,-3.7843529087635828,-3.8112328739459738,-3.803049989901351,-4.749530160187952,-5.2849850717344244,-3.827174675260397,-3.850958951921456,-5.479344955876592,-3.9160333228944295,-4.009525414344809,-4.822710328087451,-3.8599530670005757,-3.9748717686725743,-5.693471721531925,-5.054794482330616,-3.86932608677586,-3.9995181325408242,-3.5898242769202717,-3.9232357311489894,-5.650385111179307,26
-4.24188938582066,-3.658118349802458,-3.682336952246416,-5.816005754810293,-3.760777939654945,-3.773482501251144,-3.7915507995512705,-4.897851217440944,-5.535940041055311,-3.816310450206155,-3.847295124192973,-5.788832531869206,-3.898630572362667,-3.9998445108062373,-4.976396849614531,-3.809359055282032,-3.941582782679106,-5.970125940869702,-5.258251774744945,-3.845443746985163,-3.9848411279311495,-3.590780425101422,-3.8872648399728975,-5.932888261173106,27
-4.260017289447736,-3.650101326412472,-3.6587243271037506,-6.024048788218424,-3.7413632592125365,-3.742393959031872,-3.7820808780864983,-5.019997970472816,-5.74260883931957,-3.8073634413379556,-3.8442778542989275,-6.043704653274885,-3.884298895454156,-3.991872002009766,-5.1029622202838905,-3.767693398572643,-3.9141683236256606,-6.197958827383163,-5.4258048390861555,-3.8257759377457647,-3.972754182958475,-3.591567841250604,-3.8576417531219978,-6.165537914109175,28
-4.272318366908967,-3.644661203397839,-3.642701474328371,-6.165220846602515,-3.7281890117694747,-3.721298162525938,-3.775654859949689,-5.102883267173017,-5.882848380998889,-3.8012922567488205,-3.8422304211565392,-6.21665359280017,-3.8745738289805236,-3.9864620853264463,-5.18884586466667,-3.739420274376986,-3.8955656549822515,-6.352559714660156,-5.539501561317693,-3.8124299243333164,-3.964552327441304,-3.592102159351835,-3.837540372758887,-6.323407321458652,29
-4.276850342815735,-3.6426569475503427,-3.636798318042705,-6.217231604954548,-3.7233353416588724,-3.71352602697112,-3.773287379583496,-5.133419955430986,-5.9345155805649545,-3.7990555045317707,-3.841476103683028,-6.28037162315159,-3.870990909753396,-3.9844689581273287,-5.22048720733401,-3.729003860199639,-3.8887120402188904,-6.4095179362885215,-5.581389827402996,-3.8075129720234666,-3.961530591198136,-3.5922990133891304,-3.8301346010461623,-6.381569734692669,30
-4.273064496365075,-3.6365006672515237,-3.6967195909965014,-6.145069639970421,-3.778349765427809,-3.7685571422599704,-3.7696380069629156,-5.098981684344632,-5.867572599643994,-3.858817468389694,-3.8350769815589416,-6.209036108897039,-3.8621807584617773,-4.041760120823615,-5.1750036069619245,-3.780265863712123,-3.8822214214360575,-6.409758447665757,-5.521916287747115,-3.865147432065087,-3.9542487962988515,-3.592154676938141,-3.883642958800937,-6.307838304077635,31
-4.262788627427566,-3.6197907635832993,-3.8593630461568056,-5.949201449299219,-3.927674629943493,-3.917927312329707,-3.7597325669927697,-5.005506377110243,-5.685870222858528,-4.021028513146914,-3.817707935793563,-6.0154111416346865,-3.8382674906702405,-4.197264705284963,-5.05154812023769,-3.919405587531722,-3.8646040275969398,-6.41041126426111,-5.360488108681152,-4.021583823606627,-3.9344839244293652,-3.591762906571169,-4.028879929849611,-6.107710135265398,32
-4.247645241624924,-3.5951656423880216,-4.099048137971991,-5.660553589362711,-4.147732325019239,-4.138051773485109,-3.745135076510448,-4.867753292764829,-5.418098299174683,-4.260076368578606,-3.7921114472972164,-5.730069084616483,-3.803026885503765,-4.426429356070109,-4.8696137187493465,-4.124453601581657,-3.838641552465608,-6.411373309770051,-5.122593950057629,-4.252121663773108,-3.9053567448322273,-3.59118556076721,-4.24291336086871,-5.81278441280526,33
-4.229256844578858,-3.5652637095080424,-4.39009432089043,-5.310052616582666,-4.414945240468358,-4.405345762030954,-3.727409552353345,-4.700481690345397,-5.0929466775585865,-4.550348764459947,-3.7610299969802243,-5.38358230109438,-3.7602347220873313,-4.704700717737786,-4.648693374084929,-4.373440475785151,-3.8071156898061345,-6.412541507888051,-4.833722471729066,-4.532060469689549,-3.8699880267499895,-3.5904844980052606,-4.5028110985347585,-5.454660321246522,34
-4.20924594191108,-3.5327233707857113,-4.706821049360496,-4.928625087380853,-4.705735766104163,-4.69622451427202,-3.70812001135885,-4.518450828888957,-4.739105206976364,-4.86623343056611,-3.727206065752909,-5.006523154320328,-3.713666779545918,-5.007525434846727,-4.408280057832475,-4.6443967800654224,-3.7728081333825894,-6.413812782310581,-4.519362333547982,-4.836699758480969,-3.8314985394252004,-3.5897215767643154,-4.78564098952428,-5.0649370451384845,35
-4.189235039243302,-3.5001830320633807,-5.0235477778305615,-4.54719755817904,-4.996526291739969,-4.987103266513086,-3.6888304703643544,-4.336419967432516,-4.385263736394142,-5.182118096672275,-3.693382134525594,-4.629464007546273,-3.6670988370045046,-5.310350151955669,-4.167866741580021,-4.915353084345694,-3.7385005769590443,-6.415084056733111,-4.205002195366898,-5.14133904727239,-3.793009052100411,-3.58895865552337,-5.068470880513803,-4.675213769030445,36
-4.170846642197235,-3.470281099183401,-5.314593960749002,-4.196696585398995,-5.263739207189088,-5.254397255058931,-3.6711049462072505,-4.1691483650130845,-4.060112114778045,-5.4723904925536155,-3.662300684208602,-4.282977224024171,-3.6243066735880705,-5.5886215136233455,-3.946946396915603,-5.164339958549188,-3.7069747142995704,-6.416252254851111,-3.916130717038335,-5.421277853188831,-3.757640334018173,-3.588257592761421,-5.3283686181798515,-4.3170896774717065,37
-4.155703256394593,-3.4456559779881233,-5.554279052564187,-3.9080487254624874,-5.483796902264834,-5.4745217162143325,-3.65650745572493,-4.031395280667669,-3.792340191094201,-5.711438347985308,-3.6367041957122552,-3.997635167005968,-3.5890660684215954,-5.817786164408491,-3.7650119954272596,-5.369387972599123,-3.6810122391682394,-6.417214300360053,-3.6782365584148122,-5.651815693355312,-3.728513154421036,-3.5876802469574622,-5.54240204919895,-4.022163955011569,38
-4.145427387457084,-3.428946074319899,-5.71692250772449,-3.712180534791286,-5.633121766780517,-5.62389188628407,-3.646602015754784,-3.9379199734332806,-3.610637814308735,-5.873649392742528,-3.6193351499468767,-3.804010199743616,-3.5651528006300586,-5.973290748869839,-3.6415565087030264,-5.508527696418722,-3.663394845329121,-6.417867116955405,-3.5168083793488494,-5.808252084896852,-3.708748282551549,-3.5872884765904898,-5.687639020247623,-3.8220357861993333,39
-4.141641541006424,-3.42278979402108,-5.776843780678286,-3.640018569807159,-5.688136190549454,-5.678923001572919,-3.6429526431342034,-3.9034817023469275,-3.5436948333877747,-5.93341135660045,-3.61293602782279,-3.732674685489066,-3.55634264933844,-6.0305819115661246,-3.5960729083309406,-5.559789699931205,-3.6569042265462883,-6.41810762833264,-3.4573348396929693,-5.865886544938471,-3.7014664876522647,-3.5871441401395003,-5.741147378002397,-3.7483043555842994,40
-4.152113240337049,-3.4763084173678864,-5.784475143938433,-3.7076279324050248,-5.628901478523397,-5.684399462000314,-3.6434156023626443,-3.9376971760897153,-3.603187521121679,-5.870411808608646,-3.6813996031505036,-3.7311372356743404,-3.558651816470119,-5.965410632016739,-3.5949982442909447,-5.562231855801856,-3.7236548198846764,-6.345752395143396,-3.460575150593667,-5.8677443731200745,-3.74480857272372,-3.581633445931392,-5.684091885785063,-3.8167682428387546,41
-4.180536424234461,-3.621573252166364,-5.805188844215977,-3.891139059456376,-5.468121545881242,-5.699264140303245,-3.644672205982698,-4.030567747677283,-3.7646676735422786,-5.699413035488029,-3.867229307611443,-3.7269641576058006,-3.564919555827534,-5.788517158954121,-3.5920812990395268,-5.568860564593621,-3.9048350018031597,-6.149359619344019,-3.4693702801812756,-5.872787049612999,-3.8624513750605276,-3.566675847366526,-5.529226978338012,-4.002598793957993,42
-4.222423221556962,-3.835647745553594,-5.835714297256569,-4.1615765098478414,-5.2311826977770135,-5.721169982012826,-3.646524042896461,-4.167429642648438,-4.002638424477899,-5.447414843520805,-4.141083608922301,-3.720814358346899,-3.57415622435425,-5.527832040756576,-3.587782642879542,-5.5786291880762215,-4.171837375156715,-5.859938686587041,-3.4823315237840675,-5.880218362339413,-4.03581971534635,-3.544633070534091,-5.301005009468672,-4.276454342975818,43
-4.2732857611628585,-4.095595344666656,-5.872780918805859,-4.489964842466047,-4.943471239364738,-5.7477699326601766,-3.6487727020060317,-4.33361908654198,-4.291602907756865,-5.1414170389891805,-4.473620974799769,-3.7133467449610915,-3.5853721789938344,-5.211285825802419,-3.5825628461138472,-5.590491088019382,-4.496054542800316,-5.508498982525001,-3.4980701767303155,-5.889242099221489,-4.246338414264848,-3.5178668415232783,-5.023878332984478,-4.608993223926031,44
-4.328636171910449,-4.378479496642637,-5.913118124609497,-4.847328616197623,-4.6303734757984385,-5.77671693777641,-3.651219772213504,-4.514472304896717,-4.606064257207504,-4.808419428175352,-4.8354998729605425,-3.7052202245118293,-3.5975777766898527,-4.866809062469953,-3.576882479045296,-5.60339962619282,-4.848879107588939,-5.1260498928104274,-3.5151975343482897,-5.899062048181394,-4.475432292499683,-3.4887388864232767,-4.7222993026928535,-4.97087377084244,45
-4.383986582658041,-4.661363648618616,-5.953455330413136,-5.204692389929199,-4.3172757122321395,-5.805663942892643,-3.6536668424209777,-4.695325523251455,-4.920525606658144,-4.475421817361523,-5.197378771121317,-3.6970937040625675,-3.609783374385871,-4.522332299137487,-3.571202111976746,-5.616308164366258,-5.201703672377562,-4.743600803095854,-3.5323248919662653,-5.9088819971413,-4.704526170734518,-3.4596109313232746,-4.42072027240123,-5.332754317758849,46
-4.434849122263936,-4.921311247731681,-5.9905219519624255,-5.533080722547407,-4.029564253819862,-5.832263893539993,-3.655915501530547,-4.861514967144998,-5.209490089937112,-4.169424012829895,-5.5299161369987875,-3.689626090676759,-3.620999329025455,-4.205786084183327,-3.5659823152110506,-5.628170064309417,-5.525920840021165,-4.39216109903381,-3.5480635449125124,-5.917905734023375,-4.915044869653016,-3.4328447023124617,-4.143593595917033,-5.665293198709065,47
-4.476735919586437,-5.1353857411189106,-6.021047405003016,-5.803518172938872,-3.7926254057156332,-5.854169735249576,-3.6577673384443106,-4.998376862116151,-5.447460840872732,-3.917425820862672,-5.803770438309644,-3.683476291417858,-3.6302359975521714,-3.9451009659857825,-3.561683659051066,-5.637938687792018,-5.792923213374719,-4.102740166276833,-3.5610247885153044,-5.92533704674979,-5.088413209938838,-3.410801925480027,-3.9153716270476937,-5.939148747726889,48
-4.505159103483849,-5.280650575917385,-6.041761105280561,-5.987029299990221,-3.6318454730734806,-5.869034413552506,-3.659023942064364,-5.091247433703718,-5.60894099329333,-3.7464270477420585,-5.989600142770581,-3.679303213349318,-3.6365037369095865,-3.7682074929231657,-3.558766713799648,-5.644567396583783,-5.9741033952932,-3.9063473904774577,-3.569819918102913,-5.930379723242714,-5.206056012275646,-3.3958443269151615,-3.7605067196006443,-6.124979298846125,49
-4.515630802814474,-5.334169199264193,-6.0493924685407086,-6.054638662588086,-3.572610761047424,-5.874510873979901,-3.659486901292805,-5.125462907446507,-5.668433681027234,-3.683427499750253,-6.058063718098295,-3.677765763534593,-3.6388129040412656,-3.7030362133737804,-3.5576920497596523,-5.647009552454434,-6.040853988631588,-3.8339921572882143,-3.5730602290036106,-5.9322375514243175,-5.2493980973471,-3.3903336327070526,-3.7034512273833102,-6.1934431861005805,50
-4.497402201217316,-5.343024590395696,-5.9815955694397305,-5.98850232519596,-3.6415553845456055,-5.873339471216753,-3.734477563669261,-5.131235332493813,-5.610225129861722,-3.6832276585770405,-5.990074735415114,-3.678039524824782,-3.6421586557137857,-3.702328138994536,-3.5630315206589303,-5.587927524640603,-5.976410544496348,-3.832580561568124,-3.5724167764052357,-5.861465714753583,-5.2046764292942616,-3.3934863845397447,-3.7050632786242317,-6.121518659786611,51
-4.447924568310743,-5.367060652038345,-5.797575414737073,-5.808989409417335,-3.8286907911835244,-5.870159949431065,-3.9380236472624963,-5.146903343336499,-5.452230490983904,-3.682685232535462,-5.805533210989335,-3.6787825911838663,-3.6512399816820547,-3.7004062228223007,-3.5775243702426844,-5.427562020574492,-5.801492624700696,-3.828749087470737,-3.570670262209646,-5.669370729504448,-5.083289044579413,-3.402043853799908,-3.7094388462781613,-5.926294945505839,52
-4.37501016192211,-5.402482216564356,-5.526387818333162,-5.5444440598488365,-4.104469285176248,-5.865474338378473,-4.237986296768317,-5.169993043525721,-5.219396286321858,-3.6818858678426114,-5.533577280256612,-3.6798776363446226,-3.6646229883721357,-3.6975739253053224,-3.5988822538397964,-5.1912339093191715,-5.543718848159737,-3.8231027045903776,-3.568096451816146,-5.386283382821514,-4.904402372368059,-3.414654861130676,-3.7158870512418476,-5.638596840249966,53
-4.286471239878769,-5.44549411634594,-5.197088594128409,-5.223210421087083,-4.439343170738842,-5.859784667814609,-4.6022266568825305,-5.198030536612633,-4.936669037803656,-3.680915210715578,-5.203345078652587,-3.6812073340398266,-3.6808737822100905,-3.6941347068918486,-3.6248168267791465,-4.9042640599377085,-5.2307078337885695,-3.8162463825213693,-3.5649711106240387,-5.042534461849376,-4.687182841825698,-3.4299682271751797,-3.7237170144120375,-5.289249141010687,54
-4.190120060008074,-5.492301183755311,-4.838733556023238,-4.873632637728709,-4.803764752086368,-5.8535929674951115,-4.998605872300936,-5.228541926148389,-4.62899526735738,-3.679858907371453,-4.843974741612916,-3.6826543580022544,-3.6985584696219824,-3.690392028030127,-3.653039744389615,-4.591973341493177,-4.890078200502301,-3.808785090858036,-3.5615700040326272,-4.66845475373264,-4.450796882117836,-3.446632772576551,-3.7322378566854795,-4.909076644779711,55
-4.09376888013738,-5.539108251164682,-4.480378517918065,-4.524054854370332,-5.168186333433898,-5.847401267175615,-5.394985087719345,-5.259053315684146,-4.321321496911103,-3.6788026040273287,-4.484604404573242,-3.684101381964682,-3.716243157033875,-3.686649349168406,-3.6812626620000843,-4.279682623048644,-4.5494485672160305,-3.8013237991947038,-3.5581688974412162,-4.294375045615903,-4.214410922409972,-3.463297317977923,-3.7407586989589214,-4.528904148548732,56
-4.00522995809404,-5.582120150946265,-4.151079293713314,-4.202821215608583,-5.503060218996489,-5.841711596611751,-5.759225447833556,-5.287090808771058,-4.038594248392904,-3.677831946900295,-4.15437220296922,-3.685431079659886,-3.73249395087183,-3.683210130754932,-3.707197234939434,-3.9927127736671832,-4.2364375528448655,-3.7944674771256954,-3.5550435562491085,-3.9506261246437675,-3.9971913918676134,-3.478610684022426,-3.7485886621291113,-4.179556449309457,57
-3.9323155517054054,-5.617541715472275,-3.8798916973093993,-3.93827586604008,-5.778838712989214,-5.837025985559158,-6.059188097339377,-5.310180508960279,-3.8057600437308556,-3.6770325822074437,-3.8824162722364934,-3.6865261248206425,-3.7458769575619106,-3.6803778332379533,-3.7285551185365455,-3.75638466241186,-3.978663776303904,-3.7888210942453355,-3.5524697458556087,-3.6675387779608304,-3.818304719656257,-3.4912216913531937,-3.755036867092797,-3.8918583440535808,58
-3.882837918798833,-5.641577777114926,-3.695871542606745,-3.758762950261456,-5.965974119627132,-5.83384646377347,-6.262734180932612,-5.325848519802966,-3.6477654048530392,-3.676490156165866,-3.697874747810717,-3.687269191179727,-3.7549582835301796,-3.678455917065718,-3.7430479681202997,-3.5960191583457504,-3.803745856508254,-3.7849896201479485,-3.550723231660019,-3.4754437927116966,-3.6969173349414097,-3.4997791606133575,-3.759412434746727,-3.69663462977281,59
-3.8646093172016744,-5.650433168246428,-3.628074643505767,-3.6926266128693315,-6.034918743125313,-5.832675061010322,-6.337724843309067,-5.331620944850271,-3.5895568536875277,-3.676290314992653,-3.6298857651275362,-3.687542952469916,-3.7583040352026997,-3.6777478426864736,-3.7483874390195777,-3.5369371305319204,-3.739302412373014,-3.7835780244278583,-3.550079779061644,-3.4046719560409633,-3.6521956668885713,-3.502931912446049,-3.7610244859876483,-3.624710103458842,60
-3.872623173202158,-5.594037830359361,-3.63151114733382,-3.7491948094797034,-5.970593898487359,-5.771284443128629,-6.262466369233,-5.2923218039989575,-3.5962947832677337,-3.678646026644076,-3.6353204618318,-3.6929349018365554,-3.8086010653811972,-3.72989274462888,-3.783683387797771,-3.579817517762835,-3.792176933682959,-3.8267014555306194,-3.566587644159193,-3.4466868668482586,-3.677913857745417,-3.5042490720849857,-3.7888799045816293,-3.6595494240113413,61
-3.894375068060612,-5.44096477038018,-3.6408388005813923,-3.90273705742214,-5.795997891612914,-5.604652766021182,-6.058193368169392,-5.185652707402536,-3.6145834492711497,-3.6850401011265084,-3.650071781457658,-3.707570192974576,-3.9451215758656892,-3.8714289070439794,-3.879486677338581,-3.6962071402467447,-3.935693491524236,-3.9437507685238256,-3.6113947065668257,-3.5607273390394867,-3.747720375785426,-3.507824219676383,-3.8644874693367184,-3.754113294082409,62
-3.926430492062545,-5.215383418831912,-3.654584815893604,-4.129009843863628,-5.538698513061099,-5.359090294494414,-5.757159471865125,-5.028456143997282,-3.641535167591973,-3.694462947732199,-3.6718105682747124,-3.7291379904411333,-4.146309696579679,-4.080008514813603,-4.0206704724513544,-3.8677286891704026,-4.1471915767640155,-4.116244492934868,-3.6774261669570216,-3.728786982268667,-3.850593139212808,-3.513092858232127,-3.9759091437126397,-3.8934705762924047,63
-3.965354935493463,-4.94146320623759,-3.6712764059155756,-4.4037696559711454,-5.226263553391041,-5.060907293354771,-5.391618312067092,-4.837574602719476,-3.674262254124402,-3.7059049757533953,-3.698207666552565,-3.755327458793382,-4.390609557446664,-4.333283752819571,-4.192107937945435,-4.076004855720557,-4.404010680269459,-4.325701158291132,-3.757607226002259,-3.932859406189812,-3.9755100662317715,-3.5194904907641025,-4.111206891169116,-4.062690133261685,64
-4.0077138886388735,-4.643373563120239,-3.6894407832924268,-4.702772980911679,-4.88626080316186,-4.7364140274086886,-4.993823520522172,-4.629850572505394,-3.7098770247626325,-3.7183565944823433,-3.726933920560815,-3.783827762588475,-4.656465288390148,-4.608906805943713,-4.37867223863017,-4.3026583310839595,-4.683490292907735,-4.553639294120007,-3.8448630843750173,-4.154938220456941,-4.111449075046525,-3.526452620284193,-4.258442675165869,-4.246840827610606,65
-4.050072841784285,-4.345283920002886,-3.707605160669278,-5.001776305852216,-4.546258052932677,-4.4119207614626035,-4.596028728977249,-4.422126542291308,-3.7454917954008646,-3.730808213211292,-3.755660174569066,-3.812328066383569,-4.9223210193336335,-4.8845298590678565,-4.565236539314906,-4.529311806447365,-4.962969905546015,-4.781577429948885,-3.9321189427477763,-4.377017034724071,-4.2473880838612805,-3.533414749804283,-4.405678459162623,-4.43099152195953,66
-4.0889972852152034,-4.071363707408564,-3.7242967506912494,-5.276536117959734,-4.233823093262619,-4.11373776032296,-4.230487569179215,-4.2312450010135025,-3.7782188819332925,-3.7422502412324876,-3.7820572728469175,-3.838517534735817,-5.166620880200619,-5.137805097073825,-4.736674004808987,-4.7375879729975185,-5.219789009051458,-4.991034095305149,-4.0123000017930135,-4.581089458645216,-4.372305010880243,-3.539812382336258,-4.540976206619098,-4.600211078928809,67
-4.121052709217136,-3.8457823558602957,-3.7380427660034607,-5.50280890440122,-3.9765237147108037,-3.868175288796192,-3.929453672874949,-4.074048437608249,-3.8051706002541157,-3.751673087838178,-3.8037960596639717,-3.860085332202374,-5.367809000914608,-5.346384704843447,-4.87785779992176,-4.9091095219211756,-5.431287094291236,-5.16352781971619,-4.078331462183209,-4.749149101874396,-4.475177774307625,-3.545081020892002,-4.65239788099502,-4.739568361138804,68
-4.14280460407559,-3.6927092958811167,-3.747370419251033,-5.656351152343656,-3.8019277078363602,-3.701543611688745,-3.7251806718113425,-3.967379341011828,-3.823459266257532,-3.7580671623206108,-3.81854737928983,-3.874720623340395,-5.504329511399099,-5.487920867258546,-4.97366108946257,-5.025499144405085,-5.5748036521325135,-5.280577132709396,-4.123138524590842,-4.863189574065624,-4.544984292347634,-3.5486561684834,-4.728005445750108,-4.834132231209872,69
-4.150818460076073,-3.63631395799405,-3.750806923079086,-5.712919348954027,-3.7376028631984073,-3.640152993807054,-3.6499221977352767,-3.9280802001605153,-3.8301971958377377,-3.760422873972033,-3.8239820759940937,-3.8801125727070342,-5.554626541577596,-5.540065769200951,-5.008957038240762,-5.068379531635999,-5.627678173442457,-5.323700563812157,-4.139646389688391,-4.905204484872918,-4.570702483204479,-3.549973328122336,-4.755860864344089,-4.868971551762371,70
