C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.127684405359269,-3.6196643087938365,-5.0124378761012025,-5.027635088590022,-4.678172813518348,-3.677486148760858,-4.55405886680014,-4.804878048151166,-3.6253610307808644,-3.3674295696051506,-4.261082475012486,-4.955380860146759,-4.91521765949113,-5.365286097622084,-4.465991475957583,-3.6345353957204916,-5.118873516459559,20
-5.106045047490237,-3.5085062788039747,-5.172641037134562,-4.732907915139918,-4.840390943020142,-3.7792716156039066,-4.682891549534956,-5.003866852817257,-3.7410346584155514,-3.4391229010144135,-4.1586884135281,-5.140053110767614,-5.084045126070182,-5.064628859389282,-4.394090712818956,-3.702402152243375,-4.886955593352017,21
-5.087291281319075,-3.4076090820044103,-5.313949962130782,-4.469119604143926,-4.983942434562132,-3.870540628083456,-4.796725582402858,-5.182001124665946,-3.8445162895224474,-3.503045389870766,-4.067386172956205,-5.307265709352752,-5.237534095854816,-4.795746304182206,-4.330183234342695,-3.763218070296729,-4.680497539317364,22
-5.071423106845782,-3.316972718395144,-5.436364651089864,-4.236270155602048,-5.108827288144316,-3.951293186199507,-4.895560965403848,-5.3392808636972315,-3.9358059241015546,-3.559197036174209,-3.9871757532967993,-5.457018655902174,-5.375684568845031,-4.558638432000855,-4.274269040528801,-3.816983149880553,-4.499499354355599,23
-5.058440524070359,-3.2365971879761752,-5.539885104011809,-4.0343595695142795,-5.215045503766696,-4.02152928995206,-4.979397698537925,-5.475706069911115,-4.014903562152871,-3.607577839924742,-3.918057154549881,-5.58931195041588,-5.498496545040829,-4.3533052428452255,-4.226348131377273,-3.8636973909948473,-4.343961038466723,24
-5.048343532992805,-3.166482490747504,-5.624511320896614,-3.863387845880622,-5.302597081429271,-4.081248939341114,-5.048235781805089,-5.591276743307597,-4.081809203676399,-3.648187801122366,-3.8600303767154536,-5.7041455928938705,-5.605970024442206,-4.179746736715321,-4.186420506888111,-3.9033607936396115,-4.213882591650736,25
-5.04113213361312,-3.1066286267091305,-5.690243301744282,-3.723354984701075,-5.371482021132041,-4.130452134366668,-5.102075215205341,-5.6859928838866765,-4.136522848672136,-3.68102691976708,-3.8130954197935143,-5.801519583336145,-5.698105007049165,-4.037962913611142,-4.154486167061317,-3.935973357814846,-4.109264013907637,26
-5.036806325931303,-3.0570355958610547,-5.737081046554811,-3.6142609859756387,-5.421700322875007,-4.169138875028725,-5.14091599873868,-5.759854491648354,-4.179044497140086,-3.7060951958588846,-3.7772522837840636,-5.881433921742704,-5.774901492861705,-3.927953773532686,-4.130545111896889,-3.9615350835205514,-4.030105305237428,27
-5.035366109947355,-3.0177033982032757,-5.765024555328202,-3.53610584970431,-5.4532519866581675,-4.197309161327284,-5.164758132405106,-5.812861566592627,-4.2093741490802445,-3.723392629397779,-3.752500968687101,-5.943888608113546,-5.836359481879826,-3.849719316479956,-4.114597341394827,-3.980045970756726,-3.976406465640109,28
-5.036811485661277,-2.988632033735795,-5.774073828064454,-3.4888895758870913,-5.466137012481525,-4.214962993262343,-5.173601616204619,-5.8450141087195,-4.227511804492614,-3.7329192203837644,-3.7388414745026273,-5.988883642448671,-5.88247897410353,-3.80325954245295,-4.1066428555551315,-3.991506019523372,-3.948167495115678,29
