C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-5.127684405359276,-3.6196643087938325,-5.177030685762266,-4.278157375541858,-4.409611938564523,-5.044530267206123,-5.0295920821992794,-5.027772406334099,-4.466768093409578,-3.0513607073698505,-5.060835854924609,-4.402720734808459,-3.8146714393552763,-5.241781007039221,-4.345189571401989,-5.447622824677327,-3.631950847872668,-4.655714251731299,-4.138306308566585,-4.233747614485541,-4.596870863272048,-3.634535395720493,20
-5.106045047490244,-3.5085062788039703,-5.317576564418398,-4.504897493742347,-4.345983331670983,-4.719920522779175,-4.962147564595013,-4.78518510440426,-4.332396537863163,-3.110964263474187,-5.270749448537422,-4.270030503544773,-3.80640076529016,-4.990242543581083,-4.3093986081304765,-5.114219736594751,-3.6086446333903033,-4.551896453244895,-4.0315702039201415,-4.20651570278718,-4.482663347093345,-3.702402152243376,21
-5.087291281319081,-3.4076090820044063,-5.440742706023056,-4.707875246530732,-4.287922700329517,-4.429567249606798,-4.901457757557442,-4.5672932401353075,-4.213720461395199,-3.1643929683294454,-5.462539730299841,-4.15159715743681,-3.7992327534107213,-4.764422800070242,-4.2779120801277974,-4.81662864025685,-3.587521239618735,-4.460017590093622,-3.9365742402513946,-4.1821190693108505,-4.380626891556297,-3.763218070296729,22
-5.071423106845788,-3.316972718395141,-5.546529110576241,-4.887090633907011,-4.235430044540125,-4.173470447688993,-4.847522661086567,-4.374096813527242,-4.110739864005686,-3.2116468219356262,-5.636206700211866,-4.047420696484572,-3.7931674037169603,-4.564321776506697,-4.250729987393955,-4.554849535663626,-3.568580666557963,-4.380077662277479,-3.853318417560344,-4.160557714056553,-4.290761496660903,-3.8169831498805533,23
-5.058440524070364,-3.236597187976172,-5.63493577807795,-5.042543655871186,-4.1885053643028085,-3.951630117025757,-4.800342275182388,-4.2055958245800635,-4.023454745694623,-3.2527258242927286,-5.7917503582734975,-3.957501120688056,-3.788204716208876,-4.389939472890449,-4.227852329928948,-4.328882422815078,-3.551822914207988,-4.312076669796466,-3.7818027358469886,-4.141831637024287,-4.213067162407162,-3.863697390994847,24
-5.048343532992808,-3.1664824907475015,-5.705962708528186,-5.174234312423255,-4.147148659617567,-3.7640462576170917,-4.759916599844901,-4.061790273293772,-3.951865106462011,-3.2876299754007534,-5.929170704484737,-3.8818384300472646,-3.7843446908864706,-4.241275889221496,-4.209279107732775,-4.1387273017112065,-3.537247982568809,-4.256014612650583,-3.722027195111328,-4.125940838214053,-4.1475438887950755,-3.903360793639611,25
-5.0411321336131225,-3.1066286267091288,-5.759609901926948,-5.282162603563219,-4.111359930484401,-3.6107188694629975,-4.726245635074114,-3.9426801596683663,-3.89597094630785,-3.3163592752597006,-6.0484677388455825,-3.8204326245621965,-3.781587327749742,-4.118331025499843,-4.195010320805439,-3.9843841723520095,-3.524855871640427,-4.211891490839831,-3.673991795353364,-4.112885317625851,-4.094191675824644,-3.935973357814846,26
-5.036806325931306,-3.057035595861053,-5.795877358274236,-5.36632852929108,-4.081139176903309,-3.4916479525634747,-4.69932938087002,-3.8482654837038486,-3.8557722652321393,-3.3389137238695703,-6.149641461356036,-3.7732837042328513,-3.7799326267986912,-4.021104881725485,-4.1850459691469375,-3.8658530347374898,-3.514646581422841,-4.17970730436421,-3.6376965365730953,-4.10266507525968,-4.0530105234958675,-3.96153508352055,27
-5.035366109947357,-3.0177033982032744,-5.8147650775700495,-5.426732089606833,-4.056486398874291,-3.406833506918522,-4.679167837232621,-3.7785462454002174,-3.83126906323488,-3.355293321230361,-6.232691872016093,-3.74039166905923,-3.7793805880333178,-3.9495974578984248,-4.179386052757272,-3.783133888867646,-3.506620111916052,-4.159462053223718,-3.6131414187705215,-4.095280111115542,-4.0240004318087434,-3.980045970756725,28
-5.0368114856612785,-2.988632033735794,-5.816273059814388,-5.463373284510483,-4.03740159639735,-3.3562755325281404,-4.665761004161919,-3.7335224447574737,-3.8224613403160723,-3.365498067342075,-6.297618970825758,-3.721756519041332,-3.779931211453622,-3.9038087540186615,-4.178030571636442,-3.736226734742479,-3.5007764631200597,-4.151155737418358,-3.6003264419456427,-4.090730425193435,-4.007161400763274,-3.99150601952337,29
