C1,C2,C3,C4,C5,C6,time
-5.8958177103664,-6.962552689725266,-6.782942005963642,-7.000000000000002,-7.000000000000002,-6.72322823001978,10
-5.8205060422005825,-6.806897517485764,-6.633100401505962,-6.8001768361020805,-6.819201379111784,-6.5313885460547905,11
-5.716952498472586,-6.592871655656449,-6.427068195376653,-6.525419985742439,-6.5706032753904875,-6.267608980602931,12
-5.592217548072952,-6.335067776634772,-6.1788930379936176,-6.194462870536504,-6.2711555595443755,-5.9498745040359164,13
-5.453361659892228,-6.0480785528181915,-5.90262257977477,-5.826038912099712,-5.9378081022817275,-5.596170086725468,14
-5.307445302820959,-5.7464966566041555,-5.612304471138013,-5.438881532047488,-5.587510774310806,-5.2244806990432995,15
-5.16152894574969,-5.444914760390119,-5.3219863625012565,-5.0517241519952645,-5.237213446339886,-4.852791311361131,16
-5.022673057568965,-5.157925536573538,-5.045715904282408,-4.6833001935584715,-4.903865989077235,-4.499086894050679,17
-4.897938107169333,-4.900121657551862,-4.797540746899375,-4.352343078352539,-4.6044182732311265,-4.181352417483662,18
-4.794384563441335,-4.6860957957225455,-4.5915085407700635,-4.077586227992897,-4.355820169509828,-3.917572852031796,19
-4.719072895275518,-4.530440623483043,-4.441666936312383,-3.8777630640949745,-4.1750215486216105,-3.7257331680667995,20
-4.664579517074638,-4.416686643307763,-4.33210290582836,-3.7316903121474714,-4.042905185764918,-3.5855413244814693,21
-4.618445764728413,-4.318105863071322,-4.2370076842068025,-3.6050194779041793,-3.9284333525606496,-3.4640616026862174,22
-4.580179489357839,-4.233903213271482,-4.155585315745791,-3.4967361533781656,-3.830675164350753,-3.3603134568291817,23
-4.549288542083907,-4.163283624406009,-4.087039844743403,-3.405825930582499,-3.748699736477181,-3.273316341058499,24
-4.525280774027614,-4.105452026972667,-4.030575315497722,-3.331274401530252,-3.6815761842818846,-3.2020897095223098,25
-4.50766403630995,-4.059613351469219,-3.98539577230682,-3.2720671582344885,-3.6283736231068127,-3.1456530163687484,26
-4.49594618005191,-4.024972528393429,-3.9507052594687835,-3.227189792708281,-3.5881611682939183,-3.103025715745957,27
-4.489635056374489,-4.000734488243061,-3.9257078212816876,-3.195627896964697,-3.560007935185151,-3.073227261802071,28
-4.488238516398679,-3.986104161515877,-3.9096075020436123,-3.176367063016806,-3.542983039122461,-3.055277108685229,29
-4.4912644112454725,-3.9802864787096426,-3.901608346052638,-3.168392882877677,-3.5361555954478003,-3.0481947105435685,30
-4.498220592035866,-3.9824863703221225,-3.9009143976068428,-3.170690948560379,-3.5385947195031187,-3.0509995215252297,31
-4.50861490989085,-3.9919087668510778,-3.9067297010043056,-3.1822468520779807,-3.549369526630367,-3.0627109957783487,32
-4.521955215931423,-4.007758598794275,-3.918258300543109,-3.2020461854435522,-3.5675491321714974,-3.082348587451064,33
-4.537749361278573,-4.029240796649477,-3.934704240521328,-3.2290745406701618,-3.5922026514684595,-3.108931750691514,34
-4.555505197053296,-4.055560290914446,-3.9552715652370436,-3.262317509770878,-3.6223991998632035,-3.1414799396478355,35
-4.574730574376585,-4.085922012086948,-3.979164318988336,-3.30076068475877,-3.6572078926976808,-3.1790126084681676,36
-4.594933344369435,-4.119530890664747,-4.0055865460732845,-3.3433896576469078,-3.695697845313843,-3.220549211300649,37
-4.615621358152839,-4.1555918571456045,-4.0337422907899665,-3.3891900204483587,-3.7369381730536397,-3.265109202293416,38
-4.636302466847789,-4.193309842027286,-4.062835597436462,-3.437147365176193,-3.779997991259023,-3.311712035594608,39
-4.656484521575281,-4.231889775807556,-4.092070510310851,-3.486247283843479,-3.8239464152719416,-3.359377165352363,40
-4.675675373456307,-4.270536588984176,-4.120651073711212,-3.5354753684632856,-3.8678525604343474,-3.407124045714818,41
-4.693382873611861,-4.3084552120549136,-4.147781331935626,-3.5838172110486846,-3.910785542088193,-3.4539721308301132,42
-4.709114873162936,-4.344850575517527,-4.17266532928217,-3.6302584036127405,-3.9518144755754254,-3.4989408748463835,43
-4.7223792232305275,-4.378927609869784,-4.194507110048924,-3.673784538168525,-3.990008476237999,-3.5410497319117695,44
-4.732683774935627,-4.409891245609449,-4.212510718533969,-3.7133812067291063,-4.024436659417861,-3.5793181561744083,45
-4.73953637939923,-4.436946413234283,-4.225880199035381,-3.7480340013075537,-4.054168140456966,-3.612765601782437,46
-4.7424448877423275,-4.459298043242052,-4.233819595851242,-3.7767285139169364,-4.078272034697261,-3.6404115228839955,47
-4.740917151085916,-4.476151066130518,-4.23553295327963,-3.7984503365703226,-4.0958174574807,-3.6612753736272214,48
-4.734461020550986,-4.486710412397448,-4.230224315618626,-3.8121850612807817,-4.105873524149232,-3.6743766081602516,49
-4.722584347258534,-4.490181012540602,-4.217097727166307,-3.816918280061384,-4.1075093500448085,-3.6787346806312256,50
-4.702375485070892,-4.4897168619025845,-4.193395518257369,-3.8167735119148243,-4.103557462598431,-3.6782683912982646,51
-4.673021006418768,-4.489042657691155,-4.158966762250955,-3.816563228256682,-4.097817129738363,-3.6775910805153478,52
-4.637176090275724,-4.488219383201823,-4.116925617981819,-3.816306449719353,-4.090807577552454,-3.676764012574399,53
-4.597495915615316,-4.487308021730094,-4.070386244284707,-3.816022196935232,-4.083048032128544,-3.675848451767338,54
-4.556635661411104,-4.486369556571471,-4.022462799994373,-3.8157294905367123,-4.07505771955448,-3.6749056623860894,55
-4.517250506636647,-4.4854649710214645,-3.976269443945568,-3.81544735115619,-4.06735586591811,-3.6739969087225752,56
-4.481995630265505,-4.484655248375579,-3.934920334973042,-3.81519479942606,-4.060461697307276,-3.6731834550687177,57
-4.4535262112712335,-4.484001371929319,-3.9015296319115453,-3.814990855978716,-4.054894439809824,-3.6725265657164385,58
-4.434497428627395,-4.483564324978191,-3.87921149359583,-3.8148545414465542,-4.051173319513599,-3.672087504957662,59
-4.427564461307547,-4.483405090817703,-3.8710800788606474,-3.8148048764619675,-4.049817562506448,-3.6719275370843087,60
-4.40187394394154,-4.4850304956234925,-3.866395844693545,-3.817768698839266,-4.05226282349717,-3.6730810163089798,61
