Clonal_Cluster_ID,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
C1,-5.544915616,-5.587727758,-5.625286717,-5.657592492,-5.684645083,-5.70644449,-5.722990712,-5.734283751,-5.740323607,-5.741110278,-5.736643765,-5.727819586,-5.71513525,-5.697993746,-5.675798062,-5.647951186,-5.613856107,-5.572915813,-5.524533291,-5.468111531,-5.403053519,-5.321669265,-5.22030567,-5.104421073,-4.979473807,-4.850922208,-4.724224611,-4.604839353,-4.498224768,-4.409839192,-4.34514096,-4.307560871,-4.293344426,-4.29717202,-4.313724044,-4.337680891,-4.363722955,-4.386530628,-4.400784303,-4.401164373,-4.38235123,-4.343151332,-4.28841823,-4.221902955,-4.14735654,-4.068530019,-3.989174421,-3.913040782,-3.843880132,-3.785443504,-3.741481931,-3.711401271,-3.690981487,-3.678534765,-3.672373292,-3.670809257,-3.672154847,-3.674722248,-3.676823648,-3.676771235,-3.672877195,-3.666614086,-3.660550319,-3.654641862,-3.648844686,-3.643114759,-3.637408051,-3.631680531,-3.625888168,-3.619986931,-3.61393279,-3.607360337,-3.600112227,-3.592456529,-3.584661309,-3.576994635,-3.569724573,-3.563119191,-3.557446556,-3.552974734,-3.549971794,-3.549091461,-3.550418922,-3.553369433,-3.55735825,-3.561800628,-3.566111824,-3.569707094,-3.572001694,-3.57241088,-3.570349908,-3.563965972,-3.552836136,-3.538520461,-3.52257901,-3.506571846,-3.492059029,-3.480600623,-3.473756688,-3.473087288,-3.480152484,-3.497897746,-3.526341606,-3.562653714,-3.604003723,-3.647561285,-3.690496051,-3.729977674,-3.763175806,-3.787260098,-3.799400203,-3.798010915,-3.78514674,-3.763436897,-3.735510606,-3.703997085,-3.671525555,-3.640725234,-3.614225343,-3.5946551,-3.584643725,-3.584501957,-3.591675831,-3.604497509,-3.621299156,-3.640412935,-3.660171008,-3.678905539,-3.694948691,-3.706632628,-3.712289512,-3.711848771,-3.707000806,-3.698719241,-3.687977701,-3.675749811,-3.663009196,-3.650729481,-3.63988429,-3.631447248,-3.62639198,-3.624216429,-3.623631987,-3.624432457,-3.626411643,-3.629363347,-3.633081371,-3.637359519,-3.641991592,-3.646771394,-3.651492727,-3.656327423,-3.661584776,-3.667264788,-3.673367459,-3.679892787,-3.686840774,-3.69421142,-3.702004723,-3.710220685,-3.718859305
C2,-3.225856214,-3.158356024,-3.101224915,-3.054462884,-3.018069934,-2.992046062,-2.976391271,-2.971105559,-2.976188926,-2.991641373,-3.017462899,-3.056790219,-3.111365952,-3.179098956,-3.257898086,-3.345672201,-3.440330156,-3.539780811,-3.641933021,-3.744695643,-3.845977535,-3.961908414,-4.103617825,-4.261514371,-4.426006653,-4.587503272,-4.736412831,-4.86314393,-4.95810517,-5.011705155,-5.014352484,-4.94720133,-4.809728423,-4.619826203,-4.395387112,-4.154303589,-3.914468075,-3.69377301,-3.510110835,-3.38137399,-3.325454915,-3.349236392,-3.437987064,-3.577178166,-3.752280932,-3.948766598,-4.152106398,-4.347771567,-4.52123334,-4.657962951,-4.743431635,-4.779807439,-4.783361701,-4.760720593,-4.718510286,-4.663356953,-4.601886765,-4.540725893,-4.486500511,-4.445836789,-4.4253609,-4.423606523,-4.43288745,-4.450500022,-4.473740579,-4.49990546,-4.526291007,-4.55019356,-4.568909458,-4.579735043,-4.579966654,-4.569424289,-4.550811741,-4.525751046,-4.495864238,-4.462773352,-4.428100424,-4.393467489,-4.36049658,-4.330809734,-4.306028985,-4.286725829,-4.271535654,-4.259176333,-4.248365736,-4.237821736,-4.226262205,-4.212405015,-4.194968038,-4.172669145,-4.144226208,-4.110997815,-4.07506835,-4.036244382,-3.994332479,-3.949139212,-3.900471147,-3.848134855,-3.791936903,-3.731683861,-3.667182298,-3.589004837,-3.492114643,-3.382904095,-3.267765572,-3.153091453,-3.045274117,-2.950705942,-2.875779308,-2.826886594,-2.810420179,-2.835798685,-2.901625547,-2.998070362,-3.115302725,-3.243492234,-3.372808484,-3.493421074,-3.595499598,-3.669213653,-3.704732837,-3.691426729,-3.633584034,-3.543753033,-3.434482007,-3.318319239,-3.207813009,-3.115511599,-3.053963291,-3.035716366,-3.073319106,-3.182892743,-3.360380486,-3.588063577,-3.848223262,-4.123140784,-4.395097387,-4.646374315,-4.859252812,-5.016014123,-5.098939491,-5.106156633,-5.055000398,-4.956562728,-4.821935565,-4.662210851,-4.488480529,-4.31183654,-4.143370827,-3.994175331,-3.875341994,-3.777627533,-3.684394032,-3.595641493,-3.511369916,-3.4315793,-3.356269645,-3.285440952,-3.21909322,-3.157226449,-3.09984064
C3,-4.255339175,-4.203097186,-4.16178345,-4.131397967,-4.111940735,-4.103411757,-4.10581103,-4.119138556,-4.143394335,-4.178578366,-4.224690649,-4.292222165,-4.387001236,-4.502033876,-4.630326097,-4.764883913,-4.898713336,-5.02482038,-5.136211057,-5.225891381,-5.286867365,-5.319137171,-5.329952804,-5.323201035,-5.302768638,-5.272542385,-5.236409049,-5.198255404,-5.161968222,-5.131434275,-5.110540337,-5.096813735,-5.084850035,-5.074138366,-5.064167859,-5.054427644,-5.044406852,-5.033594612,-5.021480055,-5.00755231,-4.991300509,-4.971525214,-4.948089865,-4.9220779,-4.894572761,-4.866657889,-4.839416723,-4.813932705,-4.791289274,-4.772569872,-4.758857939,-4.751123,-4.748780114,-4.750581017,-4.75527745,-4.761621148,-4.768363851,-4.774257296,-4.778053222,-4.778503367,-4.774359469,-4.765957371,-4.754778148,-4.741291382,-4.725966656,-4.709273554,-4.691681658,-4.67366055,-4.655679814,-4.638209033,-4.621717789,-4.604530808,-4.585230407,-4.564672556,-4.543713226,-4.523208387,-4.504014009,-4.486986063,-4.472980518,-4.462853345,-4.457460515,-4.461908196,-4.478145477,-4.502292705,-4.530470229,-4.558798397,-4.583397556,-4.600388056,-4.605890243,-4.596024466,-4.566911073,-4.510669959,-4.426946631,-4.323149853,-4.206688393,-4.084971014,-3.965406484,-3.855403567,-3.762371029,-3.693717637,-3.656852155,-3.657872838,-3.692484441,-3.75250548,-3.829754472,-3.916049931,-4.003210375,-4.083054318,-4.147400278,-4.18806677,-4.196872309,-4.171007331,-4.117395466,-4.042455027,-3.952604329,-3.854261683,-3.753845402,-3.657773801,-3.572465191,-3.504337887,-3.4598102,-3.43887377,-3.434867924,-3.444232506,-3.46340736,-3.488832332,-3.516947266,-3.544192006,-3.567006397,-3.581830283,-3.58510351,-3.577412753,-3.562775957,-3.542779869,-3.519011234,-3.4930568,-3.466503313,-3.440937519,-3.417946166,-3.399115999,-3.386033765,-3.378128996,-3.37343925,-3.371463313,-3.371699972,-3.373648013,-3.376806223,-3.380673388,-3.384748293,-3.388529727,-3.391516474,-3.394126213,-3.397110765,-3.400470129,-3.404204306,-3.408313295,-3.412797096,-3.41765571,-3.422889136,-3.428497375,-3.434480426
C4,-4.835028455,-4.927405234,-5.001983937,-5.058764565,-5.097747118,-5.118931596,-5.122317999,-5.107906327,-5.075696579,-5.025688757,-4.957882859,-4.85757151,-4.716583946,-4.544725084,-4.351799841,-4.147613134,-3.941969881,-3.744674999,-3.565533405,-3.414350017,-3.300929752,-3.222542616,-3.167503886,-3.132186379,-3.112962915,-3.106206313,-3.108289392,-3.115584971,-3.124465869,-3.131304905,-3.132474898,-3.132758596,-3.1385746,-3.148749513,-3.162109938,-3.177482477,-3.193693734,-3.20957031,-3.223938808,-3.235625831,-3.243457982,-3.247715085,-3.249769458,-3.250086435,-3.249131355,-3.247369555,-3.245266371,-3.243287139,-3.241897198,-3.241561884,-3.242746533,-3.245381804,-3.2489466,-3.253228631,-3.258015602,-3.263095224,-3.268255203,-3.273283248,-3.277967067,-3.282094367,-3.285452857,-3.2880917,-3.290258361,-3.292038006,-3.293515801,-3.294776911,-3.2959065,-3.296989733,-3.298111776,-3.299357794,-3.300812952,-3.302214157,-3.303326926,-3.30427934,-3.305199482,-3.306215433,-3.307455275,-3.30904709,-3.311118958,-3.313798962,-3.317215184,-3.320976222,-3.324731805,-3.328671712,-3.332985719,-3.337863605,-3.343495148,-3.350070125,-3.357778314,-3.366809493,-3.377353439,-3.389314869,-3.402444042,-3.416699047,-3.432037974,-3.448418915,-3.465799959,-3.484139196,-3.503394716,-3.523524611,-3.54448697,-3.56764072,-3.593784284,-3.622034992,-3.651510177,-3.68132717,-3.710603302,-3.738455905,-3.76400231,-3.786359849,-3.804645853,-3.818787565,-3.829659921,-3.8378018,-3.843752078,-3.848049633,-3.851233341,-3.85384208,-3.856414726,-3.859490157,-3.86360725,-3.868418735,-3.873172849,-3.87780173,-3.882237514,-3.886412338,-3.890258337,-3.89370765,-3.896692413,-3.899144762,-3.900996834,-3.901635579,-3.90079079,-3.89890887,-3.896436221,-3.893819243,-3.891504339,-3.88993791,-3.889566359,-3.890836087,-3.894193495,-3.899900368,-3.907639206,-3.916987486,-3.927522683,-3.938822274,-3.950463736,-3.962024546,-3.973082179,-3.983214113,-3.991997823,-3.999785413,-4.007210669,-4.014273589,-4.020974174,-4.027312424,-4.033288339,-4.038901919,-4.044153165,-4.049042075,-4.05356865
C5,-4.378414253,-4.355755616,-4.340054728,-4.331311588,-4.329526196,-4.334698552,-4.346828656,-4.365916509,-4.39196211,-4.424965459,-4.464926556,-4.520440414,-4.596282041,-4.686721427,-4.786028564,-4.888473444,-4.988326057,-5.079856396,-5.157334452,-5.215030216,-5.24721368,-5.249123017,-5.224054999,-5.178367516,-5.118418456,-5.050565709,-4.981167162,-4.916580706,-4.863164229,-4.82727562,-4.815272768,-4.833904576,-4.880327069,-4.946508818,-5.024418392,-5.106024363,-5.183295301,-5.248199776,-5.29270636,-5.308783623,-5.288400135,-5.225080504,-5.123556178,-4.992605991,-4.841008777,-4.677543371,-4.510988607,-4.350123318,-4.203726339,-4.080576503,-3.989452646,-3.927723918,-3.884824762,-3.857631946,-3.843022239,-3.83787241,-3.839059226,-3.843459457,-3.847949871,-3.849407236,-3.844708322,-3.837475737,-3.832960949,-3.830484014,-3.829364987,-3.828923924,-3.828480881,-3.827355912,-3.824869075,-3.820340423,-3.813090013,-3.802122673,-3.787590656,-3.770535157,-3.751997371,-3.733018495,-3.714639723,-3.69790225,-3.683847273,-3.673515985,-3.667949583,-3.667528276,-3.671383533,-3.678683439,-3.688596079,-3.70028954,-3.712931906,-3.725691263,-3.737735696,-3.748233291,-3.756352133,-3.760921552,-3.762153904,-3.761291809,-3.759577888,-3.758254762,-3.758565052,-3.76175138,-3.769056365,-3.78172263,-3.800992794,-3.826069909,-3.855222579,-3.88829176,-3.925118408,-3.965543476,-4.009407921,-4.056552697,-4.10681876,-4.160047065,-4.216078567,-4.282976191,-4.365384276,-4.458015896,-4.555584126,-4.652802041,-4.744382715,-4.825039224,-4.889484642,-4.932432044,-4.948594506,-4.932539566,-4.886731931,-4.817730421,-4.732093854,-4.636381052,-4.537150834,-4.440962021,-4.354373433,-4.283943889,-4.236232209,-4.208178375,-4.191280636,-4.183935216,-4.184538339,-4.19148623,-4.203175112,-4.218001209,-4.234360746,-4.250649947,-4.265265035,-4.280786538,-4.300311254,-4.323009821,-4.348052874,-4.37461105,-4.401854984,-4.428955312,-4.45508267,-4.479407695,-4.501101022,-4.520853789,-4.53991004,-4.558269777,-4.575932999,-4.592899705,-4.609169897,-4.624743574,-4.639620736,-4.653801382,-4.667285514
C6,-4.170778442,-4.181503106,-4.19676681,-4.216569554,-4.240911337,-4.26979216,-4.303212022,-4.341170924,-4.383668865,-4.430705846,-4.482281866,-4.54687541,-4.629196746,-4.723593551,-4.824413504,-4.926004281,-5.02271356,-5.108889018,-5.178878333,-5.227029181,-5.247689241,-5.232759095,-5.183600734,-5.108753949,-5.016758532,-4.916154272,-4.815480962,-4.72327839,-4.64808635,-4.598444631,-4.582893024,-4.609426117,-4.67362927,-4.765428428,-4.874749537,-4.991518544,-5.105661395,-5.207104036,-5.285772413,-5.331592473,-5.334490161,-5.289430644,-5.20406396,-5.087343361,-4.948222099,-4.795653426,-4.638590593,-4.485986853,-4.346795458,-4.229969659,-4.144462709,-4.086815727,-4.045822259,-4.018814197,-4.003123431,-3.996081853,-3.995021356,-3.997273829,-4.000171164,-4.001045254,-3.997227988,-3.991652281,-3.988714456,-3.987941519,-3.988860479,-3.990998343,-3.993882117,-3.997038808,-3.999995424,-4.002278973,-4.00341646,-4.004113882,-4.005253968,-4.00662883,-4.008030577,-4.009251321,-4.010083171,-4.010318237,-4.009748631,-4.008166462,-4.005363841,-4.000664276,-3.993907525,-3.98566008,-3.976488428,-3.966959059,-3.957638463,-3.949093128,-3.941889545,-3.936594202,-3.933773588,-3.930397509,-3.924195052,-3.916871632,-3.910132662,-3.905683555,-3.905229726,-3.910476588,-3.923129555,-3.944894041,-3.97747546,-4.028620513,-4.100864346,-4.18809504,-4.284200674,-4.383069328,-4.478589083,-4.56464802,-4.635134217,-4.683935756,-4.704940716,-4.692506906,-4.649838062,-4.584091155,-4.502423159,-4.411991045,-4.319951787,-4.233462356,-4.159679725,-4.105760867,-4.078862753,-4.079326952,-4.099921178,-4.136441625,-4.184684483,-4.240445945,-4.299522203,-4.357709449,-4.410803874,-4.454601672,-4.484899033,-4.495819343,-4.48845732,-4.469066156,-4.443899045,-4.419209177,-4.401249745,-4.396273942,-4.410534961,-4.450285993,-4.52178023,-4.644050186,-4.821184685,-5.037021392,-5.275397968,-5.520152076,-5.755121378,-5.964143538,-6.131056219,-6.239697082,-6.27390379,-6.247144959,-6.183664093,-6.083461194,-5.94653626,-5.772889292,-5.562520291,-5.315429255,-5.031616185,-4.711081081,-4.353823943
C7,-4.817989723,-4.787830454,-4.765127564,-4.749881052,-4.742090919,-4.741757165,-4.748879789,-4.763458792,-4.785494173,-4.814985934,-4.851934072,-4.905710606,-4.981522209,-5.073120872,-5.174258583,-5.278687333,-5.38015911,-5.472425905,-5.549239706,-5.604352504,-5.631516288,-5.627211836,-5.595963445,-5.54358838,-5.475903903,-5.398727279,-5.317875772,-5.239166646,-5.168417165,-5.111444593,-5.074066193,-5.058944871,-5.061527297,-5.07680639,-5.099775068,-5.125426248,-5.148752847,-5.164747784,-5.168403975,-5.154714339,-5.118671794,-5.055137178,-4.966447931,-4.858811873,-4.738436825,-4.611530605,-4.484301034,-4.362955933,-4.253703119,-4.162750414,-4.096305638,-4.054174746,-4.029812197,-4.019898566,-4.021114425,-4.030140349,-4.043656911,-4.058344684,-4.070884243,-4.077956162,-4.076241013,-4.067615002,-4.056562832,-4.043677826,-4.029553307,-4.014782598,-3.99995902,-3.985675897,-3.972526552,-3.961104306,-3.952002483,-3.944426874,-3.937320956,-3.930884576,-3.925317583,-3.920819826,-3.917591152,-3.91583141,-3.915740449,-3.917518117,-3.921364262,-3.928919839,-3.940889241,-3.95606747,-3.973249528,-3.99123042,-4.008805147,-4.024768714,-4.037916123,-4.047042377,-4.050942479,-4.038984825,-4.006512594,-3.961282967,-3.91105312,-3.863580234,-3.826621487,-3.807934058,-3.815275126,-3.85640187,-3.939071468,-4.079040565,-4.277018372,-4.518190915,-4.787744219,-5.070864312,-5.352737218,-5.618548965,-5.853485577,-6.042733083,-6.171477506,-6.243055682,-6.274684044,-6.272368024,-6.242113051,-6.189924556,-6.121807969,-6.04376872,-5.961812239,-5.881943956,-5.810169302,-5.737131358,-5.651403985,-5.555888777,-5.453487328,-5.347101234,-5.23963209,-5.133981489,-5.033051028,-4.939742301,-4.856956903,-4.781525685,-4.708678947,-4.638917459,-4.572741988,-4.510653304,-4.453152176,-4.400739372,-4.353915661,-4.313181811,-4.279038593,-4.252491075,-4.233578315,-4.221352061,-4.214864061,-4.213166063,-4.215309815,-4.220347067,-4.227329566,-4.23530906,-4.243337298,-4.252204489,-4.263333012,-4.276722865,-4.29237405,-4.310286566,-4.330460413,-4.352895591,-4.3775921,-4.40454994,-4.433769112
C8,-4.180026915,-4.144565899,-4.117795998,-4.099717213,-4.090329544,-4.089632991,-4.097627553,-4.11431323,-4.139690023,-4.173757932,-4.216516957,-4.276782245,-4.359451101,-4.458646759,-4.568492455,-4.683111423,-4.796626898,-4.903162115,-4.996840307,-5.07178471,-5.122118559,-5.14650252,-5.150286942,-5.137629584,-5.112688205,-5.079620562,-5.042584415,-5.005737522,-4.973237642,-4.949242532,-4.937909952,-4.94191289,-4.958424591,-4.983353195,-5.012606845,-5.042093682,-5.067721849,-5.085399487,-5.091034739,-5.080535745,-5.049810649,-4.993470447,-4.912764656,-4.813559201,-4.701720003,-4.583112988,-4.463604076,-4.349059193,-4.24534426,-4.158325201,-4.093867939,-4.050943354,-4.022896536,-4.007154716,-4.001145128,-4.002295005,-4.008031581,-4.015782088,-4.022973761,-4.027033831,-4.025389534,-4.020527775,-4.016498223,-4.013072255,-4.010021249,-4.007116582,-4.00412963,-4.000831772,-3.996994383,-3.992388842,-3.986786526,-3.979064653,-3.968836546,-3.95697774,-3.944363768,-3.931870161,-3.920372455,-3.910746182,-3.903866874,-3.900610066,-3.901851291,-3.908615625,-3.920564596,-3.936528412,-3.955337281,-3.975821409,-3.996811006,-4.017136279,-4.035627435,-4.051114683,-4.06242823,-4.067613165,-4.066796545,-4.061931527,-4.054971271,-4.047868935,-4.042577678,-4.041050659,-4.045241036,-4.057101967,-4.078586612,-4.111511132,-4.154859005,-4.206334372,-4.263641368,-4.324484134,-4.386566806,-4.447593524,-4.505268424,-4.557295646,-4.601379327,-4.633593434,-4.654137729,-4.666905047,-4.675788225,-4.684680096,-4.697473496,-4.71806126,-4.750336224,-4.798191222,-4.865519089,-4.966618653,-5.105396691,-5.270157967,-5.449207243,-5.630849281,-5.803388845,-5.955130696,-6.074379598,-6.149440313,-6.168617604,-6.118993557,-6.005519947,-5.843306072,-5.647461228,-5.433094711,-5.215315818,-5.009233845,-4.829958088,-4.692597844,-4.61226241,-4.589539775,-4.609087701,-4.66212014,-4.739851047,-4.833494373,-4.934264071,-5.033374095,-5.122038398,-5.191470932,-5.23288565,-5.253604259,-5.266805828,-5.272490359,-5.27065785,-5.261308302,-5.244441715,-5.220058088,-5.188157423,-5.148739718,-5.101804974
C9,-4.694368732,-4.799653271,-4.892321842,-4.972374448,-5.039811087,-5.094631759,-5.136836465,-5.166425204,-5.183397977,-5.187754783,-5.179495623,-5.149794633,-5.093748558,-5.017241305,-4.926156783,-4.8263789,-4.723791565,-4.624278685,-4.533724169,-4.458011925,-4.403025862,-4.366281503,-4.340296751,-4.323459088,-4.314155993,-4.310774945,-4.311703425,-4.315328913,-4.320038889,-4.324220833,-4.326262225,-4.330365943,-4.340539166,-4.354875817,-4.371469821,-4.388415102,-4.403805586,-4.415735196,-4.422297858,-4.421587496,-4.411698035,-4.390278309,-4.357998784,-4.317485836,-4.27136584,-4.22226517,-4.172810202,-4.12562731,-4.083342871,-4.048583258,-4.023974847,-4.009139972,-4.001145173,-3.998783127,-4.000846515,-4.006128016,-4.01342031,-4.021516075,-4.029207992,-4.035288739,-4.038550997,-4.040280779,-4.042444573,-4.04485577,-4.047327762,-4.04967394,-4.051707694,-4.053242416,-4.054091496,-4.054068326,-4.052986298,-4.040561512,-4.011274213,-3.972084005,-3.929950491,-3.891833274,-3.864691958,-3.855486146,-3.871175442,-3.91871945,-4.005077772,-4.153229484,-4.368723374,-4.632373611,-4.924994364,-5.227399804,-5.5204041,-5.784821422,-6.001465941,-6.151151825,-6.214693244,-6.178098648,-6.053491371,-5.860857905,-5.620184748,-5.351458393,-5.074665336,-4.809792071,-4.576825094,-4.3957509,-4.286555983,-4.243550829,-4.242847859,-4.277136477,-4.339106083,-4.42144608,-4.516845869,-4.617994853,-4.717582432,-4.80829801,-4.882830988,-4.954510091,-5.038321526,-5.129440921,-5.223043902,-5.314306097,-5.398403133,-5.470510636,-5.525804234,-5.559459554,-5.566652223,-5.540544788,-5.482341718,-5.399281521,-5.298602707,-5.187543785,-5.073343264,-4.963239653,-4.86447146,-4.784277196,-4.729895368,-4.697025978,-4.675773536,-4.664983314,-4.663500583,-4.670170616,-4.683838686,-4.703350063,-4.727550021,-4.755283831,-4.785396765,-4.825225536,-4.88004359,-4.945601301,-5.017649044,-5.091937192,-5.16421612,-5.230236202,-5.285747811,-5.326501323,-5.34824711,-5.354526529,-5.351714017,-5.339809575,-5.318813203,-5.288724901,-5.249544668,-5.201272505,-5.143908412,-5.077452389,-5.001904436
