C1,C2,C3,C4,C5,C6,C7,time
-6.762811017815339,-6.957322401574657,-6.669543710963116,-7.000000000000005,-6.999999999999998,-6.915328440731976,-1.8712002141474624,10
-6.646425162271629,-6.800004378768191,-6.517022625023384,-6.797250110635046,-6.838367871162937,-6.716385933367335,-2.0178127436941304,11
-6.48639461089903,-6.583692097409302,-6.307306131856253,-6.518469012758228,-6.6161236940119785,-6.442839985740953,-2.219404971820799,12
-6.293630537654759,-6.3231341221360955,-6.054693083268569,-6.182664508497514,-6.348420480625594,-6.1133414579182626,-2.4622319738824685,13
-6.079044116496046,-6.033079017586679,-5.773482331067189,-5.808844399980871,-6.050411243082263,-5.7465412099646995,-2.7325488252341374,14
-5.853546521380109,-5.728275348399155,-5.477972727058958,-5.416016489336263,-5.737248993460458,-5.3610901019457,-3.0166106012308074,15
-5.62804892626417,-5.423471679211632,-5.182463123050726,-5.023188578691655,-5.424086743838651,-4.975638993926697,-3.300672377227477,16
-5.413462505105457,-5.133416574662215,-4.9012523708493445,-4.649368470175011,-5.12607750629532,-4.608838745973127,-3.5709892285791467,17
-5.220698431861188,-4.8728585993890094,-4.648639322261665,-4.313563965914298,-4.8583742929089375,-4.279340218150428,-3.813816230640816,18
-5.060667880488587,-4.656546318030123,-4.438922829094532,-4.03478286803748,-4.636130115757978,-4.005794270524029,-4.015408458767484,19
-4.944282024944878,-4.499228295223658,-4.2864017431548005,-3.8320329786725207,-4.474497986920917,-3.8068517631593686,-4.162020988314152,20
-4.867024654113313,-4.383730902053557,-4.1739059273989625,-3.6830920988320424,-4.356346341318474,-3.661404134783167,-4.268473593762834,21
-4.8158634998479215,-4.282573960706528,-4.07430215943556,-3.5524690003355026,-4.253859759754804,-3.5352379660733497,-4.359320372683031,22
-4.788935650562096,-4.195046212474826,-3.9869446630495147,-3.439267941521119,-4.166165473133532,-3.42734683002216,-4.435417885060975,23
-4.784378194669226,-4.120436398650711,-3.911187662025747,-3.3425931807271105,-4.0923907123582826,-3.3367242996218414,-4.4976226908829045,24
-4.800328220582698,-4.058033260526443,-3.846385380149177,-3.2615489762916967,-4.031662708332681,-3.2623639478646362,-4.546791350135044,25
-4.834922816715903,-4.007125539394275,-3.7918920412047266,-3.195239586553095,-3.9831086919603544,-3.203259347742786,-4.583780422803632,26
-4.886299071482231,-3.96700197654647,-3.747061868977317,-3.1427692698495253,-3.9458558941449278,-3.158404072248536,-4.6094464688749,27
-4.95259407329507,-3.936951313275284,-3.7112490872518675,-3.1032422845192076,-3.919031545790026,-3.1267916943741283,-4.62464604833508,28
