C1,C2,C3,C4,C5,C6,time
-4.770270474058938,-3.815754766098236,-4.152214857776705,-5.895462447879843,-4.128203605147688,-3.8915397092493125,10
-4.75268612012978,-3.813195850207462,-4.171446679261828,-5.819694761246204,-4.1414773544941,-3.8931935631616454,11
-4.728507633477188,-3.809677340857648,-4.197890433803871,-5.715514192124951,-4.159728759845418,-3.895467612291103,12
-4.699383547282018,-3.8054391364135536,-4.229743138138606,-5.590023961137986,-4.181713407200414,-3.8982068078334033,13
-4.666962394725133,-3.800721135239939,-4.265201809001801,-5.450327288907214,-4.206186882557862,-3.901256100984265,14
-4.632892708987389,-3.7957632357015645,-4.302463463129227,-5.3035273960545375,-4.231904771916538,-3.904460442939408,15
-4.598823023249645,-3.79080533616319,-4.339725117256651,-5.1567275032018625,-4.257622661275215,-3.90766478489455,16
-4.56640187069276,-3.7860873349895754,-4.3751837881198465,-5.017030830971091,-4.282096136632663,-3.910714078045411,17
-4.537277784497591,-3.7818491305454818,-4.407036492454583,-4.8915405999841255,-4.30408078398766,-3.913453273587709,18
-4.513099297844998,-3.7783306211956664,-4.433480246996625,-4.787360030862873,-4.322332189338977,-3.915727322717162,19
-4.49551494391584,-3.775771705304893,-4.452712068481748,-4.711592344229233,-4.335605938685389,-3.9173811766294904,20
-4.483396374306191,-3.7732869124365425,-4.466263173045464,-4.6528855418991455,-4.344985892863208,-3.9176445322224063,21
-4.47437329532626,-3.769883913269246,-4.476982688251523,-4.595178690163391,-4.352457410988763,-3.91594610143291,22
-4.468231322228099,-3.7656423178406335,-4.485044497978054,-4.538511606356143,-4.358128326480851,-3.9124293580156504,23
-4.464756070263764,-3.760641736188337,-4.490622486103183,-4.482924107811571,-4.362106472758273,-3.907237775725279,24
-4.463733154685311,-3.7549617783499856,-4.493890536505036,-4.428456011863851,-4.364499683239827,-3.900514828316444,25
-4.464948190744793,-3.748682054363209,-4.495022533061739,-4.3751471358471505,-4.365415791344311,-3.8924039895437947,26
-4.468186793694265,-3.7418821742656405,-4.494192359651422,-4.323037297095647,-4.364962630490525,-3.8830487331619827,27
-4.4732345787857835,-3.7346417480949086,-4.4915739001522095,-4.272166312943509,-4.363248034097267,-3.8725925329256565,28
-4.479877161271402,-3.7270403858886443,-4.48734103844223,-4.222574000724908,-4.360379835583336,-3.8611788625894654,29
-4.487900156403176,-3.719157697684478,-4.481667658399607,-4.17430017777402,-4.35646586836753,-3.84895119590806,30
-4.49708917943316,-3.7110732935200406,-4.474727643902471,-4.1273846614250145,-4.3516139658686495,-3.83605300663609,31
-4.5072298456134074,-3.7028667834329614,-4.466694878828945,-4.081867269012063,-4.3459319615054905,-3.8226277685282035,32
-4.518107770195975,-3.694617777460874,-4.457743247057159,-4.037787817869342,-4.339527688696856,-3.8088189553390532,33
-4.529508568432918,-3.6864058856414053,-4.448046632465239,-3.995186125331018,-4.332508980861542,-3.7947700408232863,34
-4.541217855576289,-3.6783107180121877,-4.437778918931311,-3.9541020087312666,-4.324983671418346,-3.780624498735553,35
-4.553021246878145,-3.670411884610852,-4.427113990333503,-3.91457528540426,-4.3170595937860705,-3.7665258028305044,36
-4.56470435759054,-3.6627889954750286,-4.4162257305499395,-3.8766457726841685,-4.308844581383512,-3.7526174268627885,37
-4.5760528029655285,-3.655521660642347,-4.405288023458749,-3.840353287905166,-4.300446467629469,-3.7390428445870554,38
