C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-5.135113177148707,-3.875285273268643,-4.105127630591329,-4.716052792686399,-4.740428293270496,-4.377928043601408,-4.539109921456414,-3.577075020211025,-4.882096041900857,-3.553809964964596,20
-5.204053152998581,-3.7669943028116686,-4.218239101433107,-4.508496627349372,-4.913471142244711,-4.520250130644462,-4.651059972365296,-3.667829575410501,-5.07419355755367,-3.5997603620031016,21
-5.264687781695756,-3.6683758785616534,-4.319456450928123,-4.322907621911402,-5.067231436927346,-4.64724729946583,-4.750149056628076,-3.7490609454045645,-5.247262536389059,-3.6405547465830406,22
-5.317017063240231,-3.579430000518599,-4.40877967907638,-4.159285776372493,-5.2017091773184045,-4.758919550065513,-4.836377174244757,-3.8207691301932174,-5.401302978407027,-3.6761931187044126,23
-5.36104099763201,-3.5001566686825036,-4.486208785877876,-4.017631090732645,-5.316904363417882,-4.8552668824435115,-4.909744325215335,-3.882954129776458,-5.536314883607571,-3.706675478367217,24
-5.39675958487109,-3.430555883053368,-4.551743771332613,-3.897943564991859,-5.412816995225781,-4.936289296599822,-4.970250509539814,-3.9356159441542866,-5.652298251990692,-3.7320018255714547,25
-5.42417282495747,-3.370627643631191,-4.605384635440589,-3.800223199150136,-5.489447072742103,-5.001986792534449,-5.017895727218191,-3.978754573326704,-5.74925308355639,-3.752172160317126,26
-5.443280717891153,-3.320371950415974,-4.647131378201804,-3.724469993207477,-5.546794595966845,-5.052359370247392,-5.0526799782504686,-4.012370017293709,-5.827179378304665,-3.76718648260423,27
-5.4540832636721355,-3.2797888034077154,-4.676983999616258,-3.6706839471638837,-5.584859564900009,-5.087407029738647,-5.074603262636644,-4.0364622760553015,-5.886077136235516,-3.7770447924327666,28
-5.45658046230042,-3.2488782026064165,-4.694942499683952,-3.6388650610193576,-5.603641979541596,-5.107129771008217,-5.083665580376721,-4.051031349611482,-5.925946357348945,-3.7817470898027366,29
-5.450772313776005,-3.227640148012076,-4.701006878404886,-3.629013334773898,-5.603141839891604,-5.111527594056103,-5.079866931470696,-4.056077237962251,-5.946787041644949,-3.7812933747141395,30
-5.434739514562305,-3.222449692397697,-4.684352889362737,-3.663148541129206,-5.570584810479454,-5.09152010657771,-5.052957883226556,-4.041020477222382,-5.937416701218631,-3.767996519994307,31
-5.407415784916773,-3.2368485317482825,-4.638967062326212,-3.753503887141779,-5.4988740382659325,-5.042062646181601,-4.997244306370959,-3.99998358745564,-5.8916228427894906,-3.7375858994362012,32
-5.370080660530467,-3.266586630881829,-4.572065561572862,-3.8853995243438164,-5.3965257468980985,-4.969208807737504,-4.919559156031917,-3.9400195445855095,-5.816860458294127,-3.6951862644882683,33
-5.324013677094442,-3.307413954616336,-4.490864551380235,-4.044155604267517,-5.2720561600229985,-4.879012186115142,-4.826735387337436,-3.8681813245354713,-5.72058453966914,-3.6459223665989526,34
-5.270494370299756,-3.3550804677698007,-4.402580196025881,-4.215092278445076,-5.133981501287689,-4.777526376184249,-4.725605955415528,-3.791521903229011,-5.610250078851131,-3.594918957216701,35
-5.210802275837468,-3.4053361351602214,-4.314428659787348,-4.383529698408696,-4.990817994339224,-4.67080497281455,-4.623003815394201,-3.717094256589611,-5.4933120677766984,-3.5473007877899567,36
-5.146216929398634,-3.453930921605597,-4.233626106942183,-4.534788015690575,-4.851081862824657,-4.564901570875774,-4.525761922401467,-3.651951360540755,-5.377225498382441,-3.508192609767169,37
-5.078017866674312,-3.496614791923924,-4.167388701767938,-4.654187381822909,-4.723289330391041,-4.465869765237648,-4.440713231565335,-3.603146191005926,-5.2694453626049595,-3.48271917459678,38
-5.007484623355557,-3.529137710933203,-4.122932608542159,-4.7270479483378995,-4.615956620685428,-4.3797631507699,-4.374690698013814,-3.5777317239086077,-5.177426652380854,-3.476005233727237,39
-4.935896735133429,-3.54724964345143,-4.107473991542397,-4.738689866767745,-4.537599957354875,-4.312635322342261,-4.334527276874915,-3.582760935172283,-5.108624359646724,-3.4931755386069843,40
-4.856191641855022,-3.5522651373197798,-4.123710987176552,-4.682056429841008,-4.48452932700749,-4.260242151212646,-4.320040008293308,-3.6227832882909112,-5.058259259399568,-3.5393814612796595,41
-4.763118773089108,-3.549321940786906,-4.165659130494521,-4.568450791188316,-4.4458630828656505,-4.213947985992773,-4.324041220364765,-3.693012065729377,-5.0159451238886525,-3.6121703180451914,42
-4.660675649109256,-3.539904819282028,-4.227510683736839,-4.410732893694959,-4.41932999849781,-4.173219137583072,-4.342856800143944,-3.7864959718675486,-4.98072644092898,-3.7052607767364636,43
-4.552859790189041,-3.525498538234364,-4.303457909144048,-4.221762680246233,-4.402658847472419,-4.13752191688397,-4.372812634685501,-3.896283711085297,-4.95164769833555,-3.8123715051863596,44
-4.443668716602032,-3.5075878630731316,-4.387693068956682,-4.0144000937274225,-4.393578403357928,-4.106322634795894,-4.410234611044096,-4.01542398776249,-4.927753383923362,-3.927221171227761,45
-4.337099948621802,-3.4876575592275496,-4.474408425415285,-3.8015050770238203,-4.3898174397227905,-4.079087602219273,-4.451448616274386,-4.136965506279,-4.908087985507419,-4.043528442693554,46
-4.23715100652192,-3.4671923921268366,-4.557796240760392,-3.5959375730207155,-4.389104730135455,-4.055283130054533,-4.4927805374310275,-4.253956971014695,-4.89169599090272,-4.155011987416623,47
-4.14781941057596,-3.447677127200209,-4.6320487772325425,-3.4105575246034014,-4.389169048164376,-4.034375529202102,-4.530556261568679,-4.359447086349445,-4.877621887924265,-4.255390473229848,48
-4.0731026810574935,-3.430596529876888,-4.691358297072274,-3.2582248746571687,-4.387739167378005,-4.015831110562409,-4.561101675741998,-4.446484556663121,-4.864910164387057,-4.338382567966114,49
-4.016998338240091,-3.4174353655860905,-4.7299170625201254,-3.1517995660673073,-4.382543861344791,-3.9991161850358807,-4.580742667005643,-4.508118086335591,-4.852605308106095,-4.397706939458306,50
-3.981357507382419,-3.403966802387312,-4.750002126404828,-3.0877124347149647,-4.37643674045733,-3.9875963414936804,-4.5908752559103885,-4.547388775215526,-4.847493895312315,-4.436746088140018,51
