C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-4.105057111068951,-4.090395776773132,-4.059583770868835,-4.326951459068392,-4.29606161863906,-3.847473939128334,-4.317882636234217,-4.116537717721005,-3.8203915628582443,-4.1227384762851145,-3.878891076359215,-3.8606318725438356,-6.482213205475622,-4.009509770922228,-4.363132985341136,10
-4.112667060847124,-4.106076163728902,-4.089411580366192,-4.339650028770409,-4.338780591265817,-3.849016710178688,-4.322419044108527,-4.151897340377712,-3.8318872361083063,-4.139319889294794,-3.8812391023897894,-3.860265354696795,-6.342954750182763,-4.01785454301223,-4.324663384534202,11
-4.12313074179211,-4.127636695793087,-4.130424818425056,-4.357110562110682,-4.397519178627609,-3.8511380203729244,-4.328656604935703,-4.200516821530681,-3.8476937868271412,-4.162119332183104,-3.88446763818183,-3.859761392657109,-6.151474374155082,-4.02932860463598,-4.2717676834246685,12
-4.135734721112207,-4.153607336688581,-4.179827127905051,-4.378142568179648,-4.468272477040674,-3.853693234925072,-4.336170030477526,-4.259081196555848,-3.866733495647555,-4.189582297480384,-3.8883565562949682,-3.8591543474729386,-5.920827557576282,-4.043149633410045,-4.208052407088184,13
-4.149765566015711,-4.182518050138282,-4.234822151665801,-4.40155555606774,-4.547035582821258,-3.856537719049162,-4.344534032495785,-4.324275500829149,-3.8879286432023563,-4.220154277716981,-3.89268572928884,-3.8584785801924455,-5.664069780630074,-4.058535306950985,-4.137124080600401,14
-4.1645098437109205,-4.212898799865087,-4.292613532566929,-4.426159034865398,-4.629803592285599,-3.859526837959222,-4.35332332275226,-4.392784769726515,-3.9102015101243506,-4.252280765423235,-3.8972350297230784,-3.8577684518637896,-5.394256523500159,-4.074703302875362,-4.062589229036966,15
-4.179254121406129,-4.243279549591893,-4.350404913468056,-4.450762513663055,-4.712571601749941,-3.862515956869282,-4.362112613008734,-4.4612940386238815,-3.9324743770463444,-4.284407253129489,-3.901784330157317,-3.857058323535133,-5.1244432663702435,-4.090871298799739,-3.9880543774735324,16
-4.193284966309633,-4.272190263041595,-4.405399937228806,-4.47417550155115,-4.791334707530525,-3.865360440993372,-4.370476615026992,-4.526488342897181,-3.953669524601146,-4.314979233366085,-3.9061135031511887,-3.856382556254635,-4.8676854894240345,-4.106256972340679,-3.917126050985749,17
-4.205888945629731,-4.298160903937089,-4.454802246708802,-4.495207507620114,-4.8620880059435905,-3.8679156555455205,-4.377990040568817,-4.585052717922351,-3.972709233421561,-4.342442198663367,-3.9100024212643283,-3.855775511070457,-4.637038672845236,-4.120078001114743,-3.8534107746492654,18
-4.216352626574716,-4.319721436001274,-4.495815484767666,-4.512668040960388,-4.920826593305382,-3.870036965739756,-4.384227601395993,-4.6336721990753205,-3.9885157841403953,-4.365241641551676,-3.913230957056368,-3.85527154903076,-4.445558296817555,-4.131552062738495,-3.8005150735397315,19
-4.223962576352889,-4.335401822957043,-4.525643294265022,-4.525366610662404,-4.963545565932138,-3.87157973679011,-4.388764009270302,-4.669031821732025,-4.000011457390457,-4.381823054561355,-3.9155789830869425,-3.854905031183704,-4.306299841524695,-4.139896834828496,-3.7620454727327974,20
-4.230965993924192,-4.347638333954623,-4.5473714675003025,-4.5353105337436,-4.989161028275075,-3.8732223486813195,-4.390313987648059,-4.690740161175253,-4.007426501368796,-4.392692763343181,-3.9170707632041872,-3.853866292179635,-4.201687865869664,-4.145860252949002,-3.7343703065794718,21
-4.239961405249789,-4.359818742833907,-4.566029171926932,-4.545270840106362,-4.999926066379552,-3.875696672142756,-4.388061568222739,-4.701136886537283,-4.011840890173606,-4.399564414147778,-3.917907274251141,-3.8513961106923422,-4.1052396437129435,-4.150758462598298,-3.7112726590700653,22
-4.250762368039802,-4.371900270352295,-4.581735113135512,-4.5552026081685515,-4.99684124895303,-3.878938308505397,-4.3822854251118635,-4.701003673968284,-4.013451493289411,-4.402694480405259,-3.91813345827979,-3.8476045138051496,-4.016649727674457,-4.154661456293984,-3.692481179739181,23
-4.263182440004356,-4.3838401372671925,-4.594607996716651,-4.565060916348033,-4.98090714470297,-3.882882859100222,-4.373264232432961,-4.6911221996184285,-4.012455180200733,-4.402339435545741,-3.9177942573421243,-3.8426015286013837,-3.9356126703741237,-4.1576392265536635,-3.6777245181214253,24
-4.2770351788535725,-4.395595564335997,-4.604766528260954,-4.574800843062667,-4.953124322336834,-3.8874659252582076,-4.361276664303552,-4.672274139637888,-4.009048820392095,-4.398755752999338,-3.9169346134901306,-3.83649718216437,-3.8618230244318674,-4.159761765894942,-3.6667313237514008,25
-4.292134142297574,-4.407123772316113,-4.612329413359024,-4.5843774667303165,-4.914493350562082,-3.8926231083103313,-4.346601394841161,-4.6452411701768295,-4.003429283348019,-4.392199906196164,-3.9155994687757945,-3.829401501577433,-3.7949753424676085,-4.161099066835419,-3.6592302461637107,26
-4.308292888046483,-4.4183819819649415,-4.61741535760147,-4.593745865768847,-4.8660147980861765,-3.898290009587573,-4.329517098163316,-4.6108049673854286,-3.99579343855303,-4.382928368566335,-3.9138337652511073,-3.8214245139239007,-3.734764177101271,-4.161721121892701,-3.6549499348929624,27
-4.3253249738104245,-4.429327414039883,-4.620143066578895,-4.602861118596117,-4.80868923361658,-3.904402230420909,-4.310302448387536,-4.569747207413854,-3.9863381554916484,-4.371197613539966,-3.9116824449680543,-3.8126762462870967,-3.6808840809527745,-4.161697923584391,-3.6536190394737567,28
-4.343043957299519,-4.439917289298341,-4.620631245881903,-4.611678303629992,-4.743517225860751,-3.9108953721413187,-4.289236119631348,-4.522849566412274,-3.975260303648399,-4.35726411454717,-3.909190449978623,-3.8032667257503467,-3.6330296066420398,-4.16109946442809,-3.654966209440699,29
-4.36126339622389,-4.450108828497715,-4.618998601101102,-4.620152499288332,-4.671499343526152,-3.9177050360797794,-4.266596786012276,-4.4708937205308645,-3.9627567525078033,-4.341384345018063,-3.906402722334803,-3.7933059793969766,-3.5908953067889913,-4.159995736941402,-3.658720094328394,30
-4.379796848293663,-4.45985925239541,-4.615363837827097,-4.628238783989001,-4.593636155320245,-3.924766823567268,-4.242663121647845,-4.414661345919791,-3.9490243715543847,-4.32381477838276,-3.9033642040885796,-3.782904034310312,-3.554175734013549,-4.158456733641929,-3.6646093436714455,31
-4.398457871218955,-4.469125781748824,-4.609845661650491,-4.635892236149862,-4.510928229950489,-3.9320163359347635,-4.217713800655578,-4.354934118729227,-3.9342600302726654,-4.3048118880713755,-3.900119837291942,-3.7721709175736784,-3.5225654409356353,-4.156552447047276,-3.672362607004457,32
-4.4170600227098955,-4.477865637315363,-4.602562778161893,-4.643067934188779,-4.424376136124349,-3.9393891745132454,-4.192027497153,-4.292493715109345,-3.9186605981471705,-4.284632147514024,-3.8967145639968797,-3.7612166562704035,-3.495758980175173,-4.154352869675048,-3.6817085338620346,33
-4.435416860476603,-4.486036039852425,-4.593633892951906,-4.649720956523611,-4.334980442549283,-3.94682094063369,-4.165882885257634,-4.228121811210314,-3.9024229446624195,-4.263532030140822,-3.893193326255376,-3.7501512774838086,-3.473450904352082,-4.151927994042843,-3.6923757737787803,34
-4.453341942229202,-4.493594210117413,-4.583177711611135,-4.655806381572224,-4.243741717932753,-3.9542472356270753,-4.139558639087006,-4.162600083182304,-3.8857439393029383,-4.2417680093818815,-3.889601066119422,-3.7390848082972226,-3.4553357660862845,-4.149347812668268,-3.704092976289299,35
-4.470648825677816,-4.500497368867729,-4.571312939730188,-4.661279287752477,-4.151660530982221,-3.9616036608243794,-4.113333432758638,-4.096710207175487,-3.868820451553248,-4.219596558667318,-3.885982725641004,-3.7281272757939696,-3.4411081179977026,-4.146682318068925,-3.716588790928195,36
