C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-3.70448308893926,-3.1094011296238517,-3.77423518262961,-3.8746626781239777,-4.243932515083189,-4.189307937832826,-4.196302371561479,-3.886323033397352,-4.234267808285968,-4.240850011263109,10
-3.704196097676673,-3.110383027805874,-3.776484558518132,-3.8738930420802826,-4.242773717577474,-4.18984930833578,-4.195090689020254,-3.888550598189494,-4.232912282883772,-4.2434736827095,11
-3.7034171213925067,-3.11304818001422,-3.7825900073584062,-3.8718040299616807,-4.239628410061962,-4.191318742558082,-4.19180183640836,-3.89459684548245,-4.2292329996492395,-4.250595076635422,12
-3.702269156342156,-3.1169757727423084,-3.791587510912494,-3.868725485786899,-4.234993220039101,-4.193484224569894,-4.186955106243463,-3.9035071046510166,-4.223810898040454,-4.261089762420989,13
-3.7008751987810165,-3.1217449924835585,-3.8025130509424576,-3.8649872535746645,-4.229364775011343,-4.196113738441381,-4.181069791043231,-3.914326705069991,-4.217226917515501,-4.273833309446321,14
-3.6993582449644826,-3.12693502573139,-3.81440260921036,-3.8609191773437033,-4.223239702481134,-4.198975268242707,-4.174665183325331,-3.9261009761141685,-4.210061997532463,-4.287701287091535,15
-3.697841291147948,-3.132125058979221,-3.826292167478262,-3.856851101112742,-4.217114629950926,-4.201836798044031,-4.168260575607432,-3.9378752471583462,-4.202897077549426,-4.301569264736749,16
-3.696447333586809,-3.1368942787204714,-3.837217707508226,-3.853112868900508,-4.211486184923167,-4.204466311915519,-4.1623752604072,-3.9486948475773205,-4.196313097024473,-4.314312811762081,17
-3.695299368536459,-3.1408218714485603,-3.846215211062314,-3.8500343247257263,-4.206850994900307,-4.2066317939273326,-4.1575285302423035,-3.9576051067458877,-4.190890995415688,-4.324807497547649,18
-3.6945203922522927,-3.143487023656906,-3.8523206599025874,-3.8479453126071244,-4.203705687384795,-4.2081012281496335,-4.154239677630409,-3.9636513540388436,-4.1872117121811545,-4.331928891473569,19
-3.6942334009897047,-3.144468921838928,-3.8545700357911095,-3.847175676563429,-4.20254688987908,-4.208642598652587,-4.153027995089184,-3.965878918830985,-4.185856186778959,-4.334552562919961,20
