C1,C2,C3,C4,C5,C6,C7,C8,time
-3.7271835983720982,-3.862179376026892,-3.913766922599945,-3.865157857388859,-3.9335024129825626,-3.458979405914176,-4.054378587095729,-3.924344562705135,10
-3.7275787662081106,-3.862291035331099,-3.9142732300368404,-3.8660975839989837,-3.9328313207920216,-3.459420111293367,-4.056461249000689,-3.924557917251611,11
-3.728651364620143,-3.8625941105853734,-3.9156474930798413,-3.8686482705121805,-3.9310097848462666,-3.4606163116083133,-4.062114188457009,-3.92513702244919,12
-3.7302320359641907,-3.8630407478021995,-3.9176727228274206,-3.87240717695268,-3.9283254160841015,-3.4623791331250766,-4.070444836076848,-3.9259904406350943,13
-3.7321514225962487,-3.8635830929940598,-3.9201319303780533,-3.876971563344716,-3.9250658254443294,-3.4645197021097176,-4.080560622472367,-3.9270267341465503,14
-3.734240166872312,-3.8641732921734366,-3.922808126830213,-3.8819386897125194,-3.9215186238657544,-3.4668491448282976,-4.091568978255728,-3.928154465320782,15
-3.7363289111483757,-3.8647634913528144,-3.925484323282372,-3.886905816080323,-3.917971422287179,-3.4691785875468772,-4.102577334039086,-3.9292821964950138,16
-3.738248297780434,-3.8653058365446746,-3.927943530833005,-3.891470202472359,-3.9147118316474074,-3.4713191565315187,-4.112693120434606,-3.93031849000647,17
-3.739828969124482,-3.8657524737615003,-3.9299687605805853,-3.895229108912859,-3.9120274628852423,-3.473081978048282,-4.121023768054446,-3.931171908192375,18
-3.7409015675365143,-3.8660555490157753,-3.931343023623586,-3.897779795426055,-3.910205926939487,-3.4742781783632286,-4.126676707510765,-3.9317510133899534,19
-3.741296735372526,-3.8661672083199816,-3.9318493310604805,-3.89871952203618,-3.909534834748946,-3.474718883742419,-4.128759369415725,-3.9319643679364296,20
-3.7397196073328054,-3.8690790717640517,-3.937409276108313,-3.9219860139107627,-3.907544871582244,-3.482145882350021,-4.128257114856396,-3.93925504349232,21
-3.7354388312249913,-3.876982701112242,-3.9525005555238577,-3.985137920427486,-3.9021435429869094,-3.502304878570654,-4.126893852481074,-3.9590440200011656,22
-3.7291303190661087,-3.8886301548885234,-3.974740335715187,-4.078203887925817,-3.8941836903201015,-3.5320128730010616,-4.124884834243758,-3.988206722224728,23
-3.7214699828731783,-3.9027734916168644,-4.001745783090373,-4.191212562745218,-3.884518154938977,-3.5680868662379845,-4.122445312098447,-4.023618574924768,24
-3.7131337346632254,-3.918164769821235,-4.031134064057485,-4.3141925912251535,-3.873999778200694,-3.6073438588781652,-4.119790537999135,-4.062155002863046,25
-3.7047974864532724,-3.933556048025606,-4.060522345024599,-4.437172619705089,-3.8634814014624115,-3.646600851518346,-4.1171357638998245,-4.100691430801325,26
-3.697137150260343,-3.947699384753948,-4.087527792399785,-4.55018129452449,-3.8538158660812876,-3.682674844755269,-4.114696241754513,-4.136103283501365,27
-3.690828638101459,-3.959346838530228,-4.109767572591114,-4.64324726202282,-3.8458560134144784,-3.712382839185676,-4.112687223517196,-4.165265985724927,28
-3.686547861993646,-3.9672504678784186,-4.124858852006659,-4.706399168539544,-3.8404546848191443,-3.7325418354063093,-4.111323961141875,-4.185054962233773,29
-3.6849707339539246,-3.9701623313224887,-4.1304187970544906,-4.729665660414127,-3.8384647216524423,-3.739968834013911,-4.110821706582546,-4.192345637789663,30
-3.6817569542829056,-3.9824272749454908,-4.1252742531426465,-4.704599727226384,-3.889286181931378,-3.733203133290308,-4.129455296046344,-4.188372091344294,31
-3.673033838032995,-4.015717836207925,-4.111310491096212,-4.636563622859654,-4.027230145545631,-3.7148390884691014,-4.180032181733794,-4.177586750992576,32
-3.6601787193489175,-4.064777610699933,-4.090732315448835,-4.536299890108683,-4.230515986661373,-3.6877762855746905,-4.254566539588985,-4.161692565211097,33
-3.644568932375395,-4.124350194011656,-4.065744530734165,-4.414551071768219,-4.477363079444774,-3.6549143106314785,-4.345072545556002,-4.1423924824764455,34
-3.6275818112571496,-4.1891791817332376,-4.038551941485846,-4.282059710633009,-4.745990798062002,-3.619152749663865,-4.443564375578932,-4.121389451265205,35
-3.610594690138904,-4.254008169454819,-4.011359352237526,-4.149568349497798,-5.014618516679232,-3.583391188696251,-4.542056205601862,-4.100386420053966,36
-3.5949849031653818,-4.313580752766543,-3.9863715675228546,-4.027819531157334,-5.2614656094626335,-3.550529213753039,-4.632562211568879,-4.081086337319315,37
-3.582129784481304,-4.362640527258551,-3.965793391875479,-3.927555798406363,-5.464751450578375,-3.523466410858628,-4.7070965694240705,-4.065192151537836,38
-3.573406668231394,-4.395931088520985,-3.951829629829044,-3.859519694039633,-5.6026954141926275,-3.505102366037421,-4.7576734551115205,-4.0544068111861185,39
-3.5701928885603746,-4.408196032143986,-3.9466850859172,-3.8344537608518907,-5.6535168744715625,-3.4983366653138184,-4.776307044575318,-4.050433264740748,40
-3.569086946003682,-4.405242431276527,-3.9933433006066505,-3.8250736054113035,-5.597476400336064,-3.498824120131503,-4.749892809392267,-4.054680706715674,41
-3.5660851019212316,-4.397225514636277,-4.119987026192304,-3.7996131835011377,-5.445366541968279,-3.5001472117795025,-4.678197028181127,-4.066209477790473,42
