C1,C2,C3,time
-6.49067049846361,-4.483651949060604,-5.698697789501215,10
-6.4678339078481315,-4.466111934372239,-5.659523607494417,11
-6.405848876177547,-4.418503323075247,-5.553193684904536,12
-6.314502513715634,-4.348343264321784,-5.396496956877342,13
-6.203581930726167,-4.263148907264008,-5.206222358558607,14
-6.082874237472923,-4.170437401054076,-4.999158825094101,15
-5.962166544219681,-4.077725894844143,-4.792095291629596,16
-5.851245961230214,-3.9925315377863675,-4.601820693310861,17
-5.7598995987683015,-3.922371479032906,-4.445123965283669,18
-5.697914567097716,-3.874762867735913,-4.338794042693786,19
-5.675077976482238,-3.8572228530475474,-4.299619860686988,20
-5.679543021681668,-3.8907875637927853,-4.229795789405747,21
-5.691662430080122,-3.9818917786727175,-4.0402733102138075,22
-5.709522610877842,-4.116150621653669,-3.7609770250888457,23
-5.7312099732750745,-4.279179216701969,-3.421831536008532,24
-5.754810926472062,-4.456592687783941,-3.052761444950546,25
-5.77841187966905,-4.634006158865913,-2.6836913538925593,26
-5.800099242066282,-4.797034753914213,-2.344545864812247,27
-5.817959422864002,-4.931293596895164,-2.0652495796872845,28
-5.830078831262455,-5.022397811775096,-1.8757271004953446,29
-5.834543876461885,-5.055962522520334,-1.8059030292141043,30
-5.802369887648497,-5.095004982599389,-1.888119824780181,31
-5.715040489440726,-5.200977374242541,-2.1112796984595312,32
-5.5863445341871705,-5.357147214558764,-2.4401468807238373,33
-5.430070874236426,-5.5467820206570355,-2.8394856020447805,34
-5.260008361937086,-5.7531493096463295,-3.2740600928940404,35
-5.089945849637745,-5.959516598635624,-3.7086345837433017,36
-4.933672189686999,-6.149151404733895,-4.107973305064244,37
-4.804976234433445,-6.30532124505012,-4.436840487328551,38
-4.717646836225675,-6.411293636693269,-4.6600003610079,39
-4.685472847412286,-6.450336096772325,-4.742217156573976,40
-4.695139180965529,-6.453223722028812,-4.758045299359828,41
-4.722804894238606,-6.461488304659451,-4.803346535608989,42
-4.766470056151533,-6.474532404955998,-4.87484607715887,43
-4.82413473562433,-6.491758583210217,-4.969269135846881,44
-4.893799001577016,-6.512569399713869,-5.083340923510431,45
-4.973462922929609,-6.536367414758716,-5.213786651986931,46
-5.061126568602128,-6.562555188636517,-5.357331533113792,47
-5.154790007514591,-6.590535281639037,-5.510700778728424,48
-5.252453308587016,-6.619710254058031,-5.670619600668232,49
-5.352116540739423,-6.649482666185266,-5.833813210770632,50
-5.45177977289183,-6.679255078312501,-5.9970068208730325,51
-5.549443073964255,-6.708430050731496,-6.156925642812842,52
-5.643106512876717,-6.736410143734013,-6.310294888427471,53
-5.730770158549237,-6.762597917611816,-6.453839769554334,54
-5.810434079901829,-6.786395932656663,-6.584285498030833,55
-5.880098345854516,-6.807206749160316,-6.698357285694385,56
-5.937763025327312,-6.824432927414534,-6.792780344382394,57
-5.98142818724024,-6.837477027711082,-6.864279885932277,58
-6.0090939005133155,-6.845741610341719,-6.909581122181437,59
-6.018760234066559,-6.848629235598207,-6.925409264967288,60
-5.996014356847206,-6.848070600600973,-6.924288716278559,61
-5.93091408756423,-6.8464717487123385,-6.921081628652195,62
-5.828165469780255,-6.843948259586903,-6.916019839747933,63
-5.692474547057907,-6.840615712879267,-6.909335187225512,64
-5.528547362959812,-6.8365896882440325,-6.901259508744669,65
-5.34108996104859,-6.831985765335796,-6.892024641965138,66
-5.134808384886872,-6.826919523809159,-6.88186242454666,67
-4.914408678037278,-6.821506543318724,-6.871004694148972,68
-4.684596884062436,-6.815862403519087,-6.859683288431807,69
-4.450079046524968,-6.81010268406485,-6.848130045054907,70
-4.2155612089874985,-6.804342964610612,-6.836576801678005,71
-3.9857494150126573,-6.798698824810977,-6.825255395960841,72
-3.7653497081630625,-6.793285844320539,-6.814397665563151,73
-3.5590681320013444,-6.7882196027939035,-6.804235448144674,74
-3.371610730090125,-6.783615679885667,-6.7950005813651435,75
-3.207683545992028,-6.779589655250432,-6.7869249028843,76
-3.0719926232696806,-6.776257108542795,-6.780240250361879,77
-2.9692440054857063,-6.773733619417361,-6.775178461457618,78
-2.9041437362027303,-6.772134767528726,-6.771971373831254,79
-2.8813978589833775,-6.771576132531493,-6.770850825142524,80
