C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-5.127684405359289,-5.195359026251149,-3.619664308793832,-5.196462031164306,-4.409611938564525,-5.044530267206133,-4.455387238315491,-4.318222938530063,-3.4795906449492446,-4.52048409321185,-4.35025785394756,-5.060835854924612,-5.151805220106858,-3.358731958224286,-4.252013701790812,-5.365286097622091,-4.331212425147427,-4.138306308566598,-4.5968708632720485,-3.634535395720495,20
-5.106045047490256,-5.034974896908649,-3.5085062788039703,-5.345663824612098,-4.345983331670984,-4.719920522779182,-4.676511325512285,-4.44399513353919,-3.57064321528986,-4.367088616750193,-4.269456120325172,-5.270749448537424,-5.380496723029984,-3.3744421063709567,-4.194058523026626,-5.0646288593892885,-4.289810602959055,-4.031570203920154,-4.482663347093347,-3.7024021522433785,21
-5.087291281319093,-4.890329981601359,-3.4076090820044067,-5.476430369220896,-4.287922700329518,-4.4295672496068015,-4.87485272542493,-4.555630296144597,-3.652561844810461,-4.229916709249579,-4.197919765353024,-5.462539730299843,-5.585170122967691,-3.388402053129659,-4.142840868485832,-4.795746304182211,-4.253440890657409,-3.9365742402514057,-4.380626891556297,-3.7632180702967317,22
-5.071423106845797,-4.761424280329279,-3.316972718395141,-5.5887616649907,-4.235430044540128,-4.173470447688995,-5.050411438053425,-4.653128426346285,-3.725346533511048,-4.10896837071001,-4.13564878903112,-5.6362067002118685,-5.765825419919978,-3.4006117985003947,-4.098360738168433,-4.558638432000858,-4.222103288242491,-3.853318417560354,-4.290761496660904,-3.816983149880555,23
-5.058440524070371,-4.648257793092408,-3.236597187976172,-5.68265771192151,-4.18850536430281,-3.9516301170257595,-5.2031874633977715,-4.736489524144257,-3.7889972813916195,-4.004243601131485,-4.082643191359455,-5.7917503582735,-5.922462613886847,-3.411071342483161,-4.060618132074426,-4.353305242845229,-4.195797795714299,-3.7818027358469966,-4.213067162407163,-3.863697390994849,24
-5.048343532992814,-4.550830519890749,-3.166482490747501,-5.758118510013325,-4.147148659617569,-3.764046257617097,-5.333180801457971,-4.8057135895385095,-3.843514088452178,-3.9157424005140027,-4.0389029723380325,-5.92917070448474,-6.055081704868296,-3.4197806850779604,-4.029613050203812,-4.179746736715323,-4.174524413072835,-3.7220271951113344,-4.147543888795076,-3.903360793639613,25
-5.041132133613127,-4.469142460724298,-3.1066286267091283,-5.815144059266147,-4.111359930484402,-3.610718869463004,-5.44039145223402,-4.860800622529045,-3.8888969546927212,-3.8434647688575647,-4.00442813196685,-6.048467738845585,-6.163682692864327,-3.4267398262847917,-4.00534549255659,-4.037962913611144,-4.1582831403180975,-3.673991795353368,-4.094191675824645,-3.935973357814847,26
-5.036806325931308,-4.403193615593058,-3.0570355958610524,-5.853734359679975,-4.08113917690331,-3.491647952563483,-5.524819415725921,-4.901750623115862,-3.925145880113251,-3.787410706162171,-3.97921867024591,-6.149641461356039,-6.248265577874938,-3.4319487661036554,-3.987815459132763,-3.9279537735326877,-4.147073977450088,-3.6376965365730975,-4.053010523495866,-3.9615350835205514,27
-5.035366109947358,-4.352983984497028,-3.017703398203274,-5.873889411254806,-4.056486398874292,-3.4068335069185323,-5.586464691933672,-4.92856359129896,-3.9522608647137654,-3.747580212427822,-3.963274587175211,-6.232691872016097,-6.30883035990013,-3.4354075045345502,-3.9770229499323277,-3.849719316479957,-4.140896924468803,-3.613141418770522,-4.024000431808742,-3.9800459707567257,28
-5.036811485661278,-4.3185135674362085,-2.988632033735793,-5.875609213990645,-4.037401596397351,-3.3562755325281524,-5.625327280857276,-4.941239527078343,-3.970241908494266,-3.7239732876545175,-3.956595882754754,-6.297618970825762,-6.345377038939903,-3.437116041577479,-3.9729679649552856,-3.803259542452951,-4.139751981374246,-3.600326441945642,-4.007161400763272,-3.9915060195233707,29
-5.041142453073067,-4.299782364410598,-2.969821502458609,-5.858893767887487,-4.023884769472484,-3.3399740293923417,-5.641407182496731,-4.939778430454006,-3.9790890114547524,-3.7165899318422575,-3.959182556984538,-6.3444227577850345,-6.357905614994257,-3.437074377232439,-3.9756505042016377,-3.78857445145167,-4.143639148166417,-3.5992516060984583,-4.002493430359458,-3.9959152298204863,30
-5.056318729181926,-4.314025087495843,-2.9681244967486107,-5.8134307638935185,-4.022652100828895,-3.3911821115913807,-5.621164596964029,-4.913150950407572,-3.968246508503488,-3.742346912240682,-3.982045281091977,-6.369108656044773,-6.332331647840706,-3.4336430130136875,-3.993756725911818,-3.8360929271519186,-4.159522464841077,-3.6231999927728378,-4.022893325203487,-3.9854691668665834,31
-5.08676237898741,-4.370816576733968,-2.9873480679262903,-5.733491141424395,-4.037434803093921,-3.5283737313920915,-5.5570774132102745,-4.8552296697066035,-3.931850141256174,-3.8106424328773683,-4.031301094647856,-6.369457456244341,-6.260830448466761,-3.425911116429144,-4.032112273552737,-3.962719904929144,-4.191270842506983,-3.6795510917153735,-4.0755259767432435,-3.9558320335608337,32
-5.127166924490052,-4.4586670240745425,-3.0229237544070573,-5.625949773181331,-4.063755421114759,-3.7293801460742877,-5.458172164494145,-4.773367489030027,-3.8769370197739703,-3.910198648919223,-4.099609550167234,-6.348132209616502,-6.15279164368741,-3.414971686469305,-4.084926374964103,-4.148169462332809,-4.234241587833627,-3.7594495152301546,-4.151793515241268,-3.912206786424232,33
-5.172225887690386,-4.566086621467138,-3.070283094606319,-5.497681531865533,-4.097136499738605,-3.972032612917784,-5.333475384074306,-4.674917309056755,-3.810544254118032,-4.0297377155331535,-4.179630200165167,-6.307795967394015,-6.0176048603176415,-3.401917722124666,-4.146408257985624,-4.37215567691238,-4.283792007490502,-3.854039875621269,-4.2430980709601,-3.8597963819777683,34
-5.216632790588944,-4.681585560861321,-3.1248576269394834,-5.3555612901782155,-4.1331005838126575,-4.234162389202392,-5.192013605209435,-4.567232030465715,-3.739708954349518,-4.157981787886065,-4.264022597156712,-6.251111780809643,-5.864659725172448,-3.3878422223857227,-4.210767150457011,-4.614392626217314,-4.3352794081470964,-3.9544667851928033,-4.3408417741622785,-3.8038037767424373,35
-5.255081155186259,-4.793674034206666,-3.182078889821959,-5.20646392082059,-4.167170218184114,-4.493600732207929,-5.042813361158202,-4.457664553935822,-3.6714682305295856,-4.283653021144865,-4.345446293656929,-6.180742701096145,-5.703345865066819,-3.3738381862429727,-4.272212280217975,-4.854594387797079,-4.384061096472905,-4.051874856248847,-4.436426755110345,-3.7494319272392307,36
